Value,SIBERIA_2024_ESA_CALU_2024_44XPF_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_44XPF_M_R,SIBERIA_2024_GLC_FCS30D_2022_44XPF_M_R,SIBERIA_2024_GSW_Yearly_2021_44XPF_M_R,SIBERIA_2024_GWL_FCS30D_2022_44XPF_M_R,SIBERIA_2024_WorldCover_2021_44XPF_M_R
777,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
778,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
779,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
780,Wetland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
781,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
782,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
783,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
784,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
785,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
786,Wetland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
787,Wetland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
788,Wetland,NULL,Water,Water,Water,Grassland
789,Wetland,NULL,Water,Water,Water,Water
790,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
791,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
792,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
793,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
794,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
795,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
796,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
797,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
798,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
799,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
800,Wetland,Wetland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
801,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
802,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
803,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
804,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water
805,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
806,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
807,Wetland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
808,Wetland,Wetland,Wetland,NULL,Wetland,Water
809,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
810,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
811,Wetland,Wetland,Wetland,Water,Wetland,Grassland
812,Wetland,Wetland,Wetland,Water,Wetland,Wetland
813,Wetland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
814,Wetland,Wetland,Wetland,Water,Wetland,Water
815,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
816,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
817,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
818,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
819,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
820,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
821,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
822,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
823,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
824,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
825,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
826,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
827,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
828,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
829,Wetland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
830,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water
831,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
832,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
833,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
834,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
835,Wetland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
836,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
837,Wetland,Wetland,Water,NULL,Water,Grassland
838,Wetland,Wetland,Water,NULL,Water,Wetland
839,Wetland,Wetland,Water,NULL,Water,Water
840,Wetland,Wetland,Water,Non_Water,Water,Water
841,Wetland,Wetland,Water,Water,Water,Grassland
842,Wetland,Wetland,Water,Water,Water,Wetland
843,Wetland,Wetland,Water,Water,Water,Lichens_and_Mosses
844,Wetland,Wetland,Water,Water,Water,Water
845,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
846,Wetland,Wetland,Forest,NULL,Non_Wetland,Water
847,Wetland,Bareland,Wetland,Water,Wetland,Water
848,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
849,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
850,Wetland,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
851,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
852,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
853,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
854,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
855,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water
856,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
857,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
858,Wetland,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
859,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland
860,Wetland,Water,Shrubland,Water,Non_Wetland,Water
861,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
862,Wetland,Water,Grassland,Water,Non_Wetland,Water
863,Wetland,Water,Wetland,NULL,Wetland,Wetland
864,Wetland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
865,Wetland,Water,Wetland,NULL,Wetland,Water
866,Wetland,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
867,Wetland,Water,Wetland,Non_Water,Wetland,Water
868,Wetland,Water,Wetland,Water,Wetland,Grassland
869,Wetland,Water,Wetland,Water,Wetland,Wetland
870,Wetland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
871,Wetland,Water,Wetland,Water,Wetland,Water
872,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
873,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
874,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
875,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
876,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
877,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
878,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
879,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
880,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
881,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
882,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
883,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
884,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
885,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
886,Wetland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
887,Wetland,Water,Bareland,NULL,Non_Wetland,Water
888,Wetland,Water,Bareland,Non_Water,Non_Wetland,Grassland
889,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland
890,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water
891,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
892,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
893,Wetland,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
894,Wetland,Water,Bareland,Water,Non_Wetland,Water
895,Wetland,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
896,Wetland,Water,Water,NULL,Water,Grassland
897,Wetland,Water,Water,NULL,Water,Wetland
898,Wetland,Water,Water,NULL,Water,Lichens_and_Mosses
899,Wetland,Water,Water,NULL,Water,Water
900,Wetland,Water,Water,Non_Water,Water,Water
901,Wetland,Water,Water,Water,Water,Grassland
902,Wetland,Water,Water,Water,Water,Wetland
903,Wetland,Water,Water,Water,Water,Lichens_and_Mosses
904,Wetland,Water,Water,Water,Water,Water
905,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
906,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
907,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
908,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
909,Wetland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
910,Wetland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
911,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
912,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
913,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
914,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
915,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
916,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
917,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
918,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
919,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
920,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
921,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Water
922,Wetland,Permanent_ice_and_snow,Water,Water,Water,Water
923,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
924,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
925,Bareland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
926,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
927,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
928,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
929,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
930,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water
931,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
932,Bareland,NULL,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
933,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
934,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
935,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
936,Bareland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
937,Bareland,NULL,Wetland,NULL,Wetland,Wetland
938,Bareland,NULL,Wetland,NULL,Wetland,Water
939,Bareland,NULL,Wetland,Water,Wetland,Grassland
940,Bareland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
941,Bareland,NULL,Wetland,Water,Wetland,Water
942,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
943,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
944,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
945,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
946,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
947,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
948,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
949,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
950,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
951,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
952,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
953,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
954,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
955,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
956,Bareland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
957,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
958,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
959,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
960,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
961,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
962,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
963,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
964,Bareland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
965,Bareland,NULL,Bareland,Water,Non_Wetland,Water
966,Bareland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
967,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
968,Bareland,NULL,Built-up,Water,Non_Wetland,Lichens_and_Mosses
969,Bareland,NULL,Built-up,Water,Non_Wetland,Water
970,Bareland,NULL,Water,NULL,Water,Grassland
971,Bareland,NULL,Water,NULL,Water,Water
972,Bareland,NULL,Water,Water,Water,Water
973,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
974,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
975,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
976,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Water
977,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
978,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
979,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
980,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
981,Bareland,Wetland,Shrubland,Water,Non_Wetland,Grassland
982,Bareland,Wetland,Shrubland,Water,Non_Wetland,Wetland
983,Bareland,Wetland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
984,Bareland,Wetland,Shrubland,Water,Non_Wetland,Water
985,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
986,Bareland,Wetland,Grassland,NULL,Non_Wetland,Wetland
987,Bareland,Wetland,Wetland,NULL,Wetland,Grassland
988,Bareland,Wetland,Wetland,NULL,Wetland,Wetland
989,Bareland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
990,Bareland,Wetland,Wetland,NULL,Wetland,Water
991,Bareland,Wetland,Wetland,Non_Water,Wetland,Water
992,Bareland,Wetland,Wetland,Water,Wetland,Grassland
993,Bareland,Wetland,Wetland,Water,Wetland,Wetland
994,Bareland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
995,Bareland,Wetland,Wetland,Water,Wetland,Water
996,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
997,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
998,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
999,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1000,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1001,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1002,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1003,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1004,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1005,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1006,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1007,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
1008,Bareland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1009,Bareland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1010,Bareland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1011,Bareland,Wetland,Bareland,NULL,Non_Wetland,Water
1012,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1013,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1014,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1015,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Water
1016,Bareland,Wetland,Bareland,Water,Non_Wetland,Grassland
1017,Bareland,Wetland,Bareland,Water,Non_Wetland,Wetland
1018,Bareland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1019,Bareland,Wetland,Bareland,Water,Non_Wetland,Water
1020,Bareland,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1021,Bareland,Wetland,Built-up,Water,Non_Wetland,Water
1022,Bareland,Wetland,Water,NULL,Water,Grassland
1023,Bareland,Wetland,Water,NULL,Water,Lichens_and_Mosses
1024,Bareland,Wetland,Water,NULL,Water,Water
1025,Bareland,Wetland,Water,Non_Water,Water,Water
1026,Bareland,Wetland,Water,Water,Water,Wetland
1027,Bareland,Wetland,Water,Water,Water,Water
1028,Bareland,Bareland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1029,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1030,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
1031,Bareland,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
1032,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1033,Bareland,Bareland,Wetland,Water,Wetland,Water
1034,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1035,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1036,Bareland,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1037,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1038,Bareland,Bareland,Water,Water,Water,Bareland
1039,Bareland,Bareland,Water,Water,Water,Water
1040,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1041,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland
1042,Bareland,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1043,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
1044,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1045,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1046,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
1047,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
1048,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland
1049,Bareland,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1050,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1051,Bareland,Water,Wetland,NULL,Wetland,Grassland
1052,Bareland,Water,Wetland,NULL,Wetland,Wetland
1053,Bareland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
1054,Bareland,Water,Wetland,NULL,Wetland,Water
1055,Bareland,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1056,Bareland,Water,Wetland,Water,Wetland,Grassland
1057,Bareland,Water,Wetland,Water,Wetland,Wetland
1058,Bareland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
1059,Bareland,Water,Wetland,Water,Wetland,Bareland
1060,Bareland,Water,Wetland,Water,Wetland,Water
1061,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1062,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1063,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1064,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1065,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1066,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1067,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1068,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1069,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1070,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1071,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1072,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland
1073,Bareland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1074,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1075,Bareland,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1076,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1077,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1078,Bareland,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1079,Bareland,Water,Bareland,Water,Non_Wetland,Water
1080,Bareland,Water,Built-up,NULL,Non_Wetland,Water
1081,Bareland,Water,Built-up,Water,Non_Wetland,Water
1082,Bareland,Water,Water,NULL,Water,Water
1083,Bareland,Water,Water,Non_Water,Water,Wetland
1084,Bareland,Water,Water,Non_Water,Water,Water
1085,Bareland,Water,Water,Water,Water,Lichens_and_Mosses
1086,Bareland,Water,Water,Water,Water,Water
1087,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
1088,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1089,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
1090,Bareland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
1091,Bareland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1092,Bareland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
1093,Bareland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1094,Bareland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
1095,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
1096,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
1097,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
1098,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
1099,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1100,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1101,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
1102,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1103,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1104,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1105,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1106,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
1107,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1108,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1109,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1110,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
1111,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1112,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
1113,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1114,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
1115,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Water
1116,Bareland,Permanent_ice_and_snow,Water,Non_Water,Water,Water
1117,Bareland,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
1118,Water,Wetland,Shrubland,Water,Non_Wetland,Water
1119,Water,Wetland,Wetland,Water,Wetland,Water
1120,Water,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
1121,Water,Wetland,Water,Water,Water,Water
1122,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1123,Water,Water,Shrubland,Water,Non_Wetland,Water
1124,Water,Water,Wetland,NULL,Wetland,Water
1125,Water,Water,Wetland,Non_Water,Wetland,Water
1126,Water,Water,Wetland,Water,Wetland,Water
1127,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1128,Water,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1129,Water,Water,Water,NULL,Water,Water
1130,Water,Water,Water,Water,Water,Water
1131,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1132,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1133,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1134,Forest,NULL,Forest,Water,Non_Wetland,Water
1135,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
