Value,SIBERIA_2024_ESRI_Annual_LULC_2024_43WDM_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WDM_M_R,SIBERIA_2024_GSW_Yearly_2021_43WDM_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WDM_M_R,SIBERIA_2024_WorldCover_2021_43WDM_M_R
931,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
932,Forest,Bareland,Water,Non_Wetland,Bareland
933,Forest,Bareland,Water,Non_Wetland,Water
934,Forest,Bareland,Water,Non_Wetland,Forest
935,Forest,Built-up,NULL,Non_Wetland,Grassland
936,Forest,Built-up,NULL,Non_Wetland,Wetland
937,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
938,Forest,Built-up,NULL,Non_Wetland,Bareland
939,Forest,Built-up,NULL,Non_Wetland,Built-up
940,Forest,Built-up,NULL,Non_Wetland,Water
941,Forest,Built-up,NULL,Non_Wetland,Forest
942,Forest,Built-up,Non_Water,Non_Wetland,Grassland
943,Forest,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
944,Forest,Built-up,Non_Water,Non_Wetland,Built-up
945,Forest,Built-up,Non_Water,Non_Wetland,Water
946,Forest,Built-up,Non_Water,Non_Wetland,Forest
947,Forest,Built-up,Water,Non_Wetland,Grassland
948,Forest,Built-up,Water,Non_Wetland,Built-up
949,Forest,Water,NULL,Water,Grassland
950,Forest,Water,NULL,Water,Wetland
951,Forest,Water,NULL,Water,Lichens_and_Mosses
952,Forest,Water,NULL,Water,Bareland
953,Forest,Water,NULL,Water,Water
954,Forest,Water,NULL,Water,Forest
955,Forest,Water,Non_Water,Water,Grassland
956,Forest,Water,Non_Water,Water,Wetland
957,Forest,Water,Non_Water,Water,Lichens_and_Mosses
958,Forest,Water,Non_Water,Water,Water
959,Forest,Water,Non_Water,Water,Forest
960,Forest,Water,Water,Water,Grassland
961,Forest,Water,Water,Water,Wetland
962,Forest,Water,Water,Water,Lichens_and_Mosses
963,Forest,Water,Water,Water,Water
964,Forest,Water,Water,Water,Forest
965,Forest,Forest,NULL,Non_Wetland,NULL
966,Forest,Forest,NULL,Non_Wetland,Grassland
967,Forest,Forest,NULL,Non_Wetland,Wetland
968,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
969,Forest,Forest,NULL,Non_Wetland,Bareland
970,Forest,Forest,NULL,Non_Wetland,Built-up
971,Forest,Forest,NULL,Non_Wetland,Water
972,Forest,Forest,NULL,Non_Wetland,Forest
973,Forest,Forest,Non_Water,Non_Wetland,Grassland
974,Forest,Forest,Non_Water,Non_Wetland,Wetland
975,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
976,Forest,Forest,Non_Water,Non_Wetland,Bareland
977,Forest,Forest,Non_Water,Non_Wetland,Water
978,Forest,Forest,Non_Water,Non_Wetland,Forest
979,Forest,Forest,Water,Non_Wetland,Grassland
980,Forest,Forest,Water,Non_Wetland,Wetland
981,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
982,Forest,Forest,Water,Non_Wetland,Bareland
983,Forest,Forest,Water,Non_Wetland,Water
984,Forest,Forest,Water,Non_Wetland,Forest
