Value,SIBERIA_2024_ESRI_Annual_LULC_2024_43VDH_M_R,SIBERIA_2024_GLC_FCS30D_2022_43VDH_M_R,SIBERIA_2024_GSW_Yearly_2021_43VDH_M_R,SIBERIA_2024_GWL_FCS30D_2022_43VDH_M_R,SIBERIA_2024_WorldCover_2021_43VDH_M_R
972,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
973,Water,Forest,Water,Non_Wetland,Bareland
974,Water,Forest,Water,Non_Wetland,Built-up
975,Water,Forest,Water,Non_Wetland,Water
976,Water,Forest,Water,Non_Wetland,Forest
977,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
978,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
979,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland
980,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Built-up
981,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
982,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
983,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
984,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
985,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
986,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Built-up
987,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
988,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
989,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
990,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Built-up
991,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
992,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
993,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
994,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
995,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
996,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
997,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
998,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Forest
999,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
1000,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Grassland
1001,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Built-up
1002,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Forest
1003,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
1004,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
1005,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
1006,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
1007,Permanent_ice_and_snow,Wetland,NULL,Wetland,Built-up
1008,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
1009,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
1010,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
1011,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
1012,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
1013,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
1014,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
1015,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
1016,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1017,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1018,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1019,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1020,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
1021,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
1022,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1023,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1024,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1025,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
1026,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
1027,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1028,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
1029,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
1030,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
1031,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1032,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
1033,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Built-up
1034,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
1035,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
1036,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
1037,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
1038,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Built-up
1039,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
1040,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
1041,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
1042,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
1043,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
1044,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
1045,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
1046,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
1047,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
1048,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
1049,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Built-up
1050,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Forest
1051,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
1052,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Wetland
1053,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Built-up
1054,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
1055,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Forest
1056,Permanent_ice_and_snow,Water,NULL,Water,Grassland
1057,Permanent_ice_and_snow,Water,NULL,Water,Wetland
1058,Permanent_ice_and_snow,Water,NULL,Water,Bareland
1059,Permanent_ice_and_snow,Water,NULL,Water,Water
1060,Permanent_ice_and_snow,Water,NULL,Water,Forest
1061,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
1062,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
1063,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
1064,Permanent_ice_and_snow,Water,Water,Water,Grassland
1065,Permanent_ice_and_snow,Water,Water,Water,Wetland
1066,Permanent_ice_and_snow,Water,Water,Water,Built-up
1067,Permanent_ice_and_snow,Water,Water,Water,Water
1068,Permanent_ice_and_snow,Water,Water,Water,Forest
1069,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
1070,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
1071,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
1072,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
1073,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
1074,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
1075,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
1076,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
1077,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
1078,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
1079,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
1080,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
1081,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
1082,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
1083,Forest,NULL,NULL,Non_Wetland,NULL
1084,Forest,NULL,NULL,Non_Wetland,Grassland
1085,Forest,NULL,NULL,Non_Wetland,Wetland
1086,Forest,NULL,NULL,Non_Wetland,Bareland
1087,Forest,NULL,NULL,Non_Wetland,Built-up
1088,Forest,NULL,NULL,Non_Wetland,Water
1089,Forest,NULL,NULL,Non_Wetland,Forest
1090,Forest,NULL,Non_Water,Non_Wetland,Grassland
1091,Forest,NULL,Non_Water,Non_Wetland,Wetland
1092,Forest,NULL,Non_Water,Non_Wetland,Water
1093,Forest,NULL,Non_Water,Non_Wetland,Forest
1094,Forest,NULL,Water,Non_Wetland,Grassland
1095,Forest,NULL,Water,Non_Wetland,Wetland
1096,Forest,NULL,Water,Non_Wetland,Bareland
1097,Forest,NULL,Water,Non_Wetland,Water
1098,Forest,NULL,Water,Non_Wetland,Forest
1099,Forest,Shrubland,NULL,Non_Wetland,NULL
1100,Forest,Shrubland,NULL,Non_Wetland,Grassland
1101,Forest,Shrubland,NULL,Non_Wetland,Wetland
1102,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1103,Forest,Shrubland,NULL,Non_Wetland,Bareland
1104,Forest,Shrubland,NULL,Non_Wetland,Built-up
1105,Forest,Shrubland,NULL,Non_Wetland,Water
1106,Forest,Shrubland,NULL,Non_Wetland,Forest
1107,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1108,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1109,Forest,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1110,Forest,Shrubland,Non_Water,Non_Wetland,Built-up
1111,Forest,Shrubland,Non_Water,Non_Wetland,Water
1112,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1113,Forest,Shrubland,Water,Non_Wetland,Grassland
1114,Forest,Shrubland,Water,Non_Wetland,Wetland
1115,Forest,Shrubland,Water,Non_Wetland,Forest
1116,Forest,Grassland,NULL,Non_Wetland,NULL
1117,Forest,Grassland,NULL,Non_Wetland,Grassland
1118,Forest,Grassland,NULL,Non_Wetland,Wetland
1119,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1120,Forest,Grassland,NULL,Non_Wetland,Bareland
1121,Forest,Grassland,NULL,Non_Wetland,Built-up
1122,Forest,Grassland,NULL,Non_Wetland,Forest
1123,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1124,Forest,Grassland,Non_Water,Non_Wetland,Forest
1125,Forest,Grassland,Water,Non_Wetland,Grassland
1126,Forest,Cropland,NULL,Non_Wetland,Grassland
1127,Forest,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
1128,Forest,Cropland,NULL,Non_Wetland,Bareland
1129,Forest,Cropland,NULL,Non_Wetland,Built-up
1130,Forest,Cropland,NULL,Non_Wetland,Water
1131,Forest,Cropland,NULL,Non_Wetland,Forest
1132,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1133,Forest,Cropland,Non_Water,Non_Wetland,Built-up
1134,Forest,Cropland,Non_Water,Non_Wetland,Forest
1135,Forest,Cropland,Water,Non_Wetland,Grassland
1136,Forest,Wetland,NULL,Wetland,NULL
1137,Forest,Wetland,NULL,Wetland,Grassland
1138,Forest,Wetland,NULL,Wetland,Wetland
1139,Forest,Wetland,NULL,Wetland,Bareland
1140,Forest,Wetland,NULL,Wetland,Built-up
1141,Forest,Wetland,NULL,Wetland,Water
1142,Forest,Wetland,NULL,Wetland,Forest
1143,Forest,Wetland,Non_Water,Wetland,Grassland
1144,Forest,Wetland,Non_Water,Wetland,Wetland
1145,Forest,Wetland,Non_Water,Wetland,Built-up
1146,Forest,Wetland,Non_Water,Wetland,Water
1147,Forest,Wetland,Non_Water,Wetland,Forest
1148,Forest,Wetland,Water,Wetland,Grassland
1149,Forest,Wetland,Water,Wetland,Wetland
1150,Forest,Wetland,Water,Wetland,Built-up
1151,Forest,Wetland,Water,Wetland,Water
1152,Forest,Wetland,Water,Wetland,Forest
1153,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1154,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1155,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1156,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1157,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1158,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1159,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1160,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1161,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
1162,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
1163,Forest,Bareland,NULL,Non_Wetland,NULL
1164,Forest,Bareland,NULL,Non_Wetland,Grassland
1165,Forest,Bareland,NULL,Non_Wetland,Cropland
1166,Forest,Bareland,NULL,Non_Wetland,Wetland
1167,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1168,Forest,Bareland,NULL,Non_Wetland,Bareland
1169,Forest,Bareland,NULL,Non_Wetland,Built-up
1170,Forest,Bareland,NULL,Non_Wetland,Water
1171,Forest,Bareland,NULL,Non_Wetland,Forest
1172,Forest,Bareland,Non_Water,Non_Wetland,NULL
1173,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1174,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1175,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1176,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1177,Forest,Bareland,Non_Water,Non_Wetland,Built-up
1178,Forest,Bareland,Non_Water,Non_Wetland,Water
1179,Forest,Bareland,Non_Water,Non_Wetland,Forest
1180,Forest,Bareland,Water,Non_Wetland,Grassland
1181,Forest,Bareland,Water,Non_Wetland,Wetland
1182,Forest,Bareland,Water,Non_Wetland,Bareland
1183,Forest,Bareland,Water,Non_Wetland,Built-up
1184,Forest,Bareland,Water,Non_Wetland,Water
1185,Forest,Bareland,Water,Non_Wetland,Forest
1186,Forest,Built-up,NULL,Non_Wetland,NULL
1187,Forest,Built-up,NULL,Non_Wetland,Grassland
1188,Forest,Built-up,NULL,Non_Wetland,Wetland
1189,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1190,Forest,Built-up,NULL,Non_Wetland,Bareland
1191,Forest,Built-up,NULL,Non_Wetland,Built-up
1192,Forest,Built-up,NULL,Non_Wetland,Water
1193,Forest,Built-up,NULL,Non_Wetland,Forest
1194,Forest,Built-up,Non_Water,Non_Wetland,Grassland
1195,Forest,Built-up,Non_Water,Non_Wetland,Wetland
1196,Forest,Built-up,Non_Water,Non_Wetland,Built-up
1197,Forest,Built-up,Non_Water,Non_Wetland,Forest
1198,Forest,Built-up,Water,Non_Wetland,Bareland
1199,Forest,Built-up,Water,Non_Wetland,Built-up
1200,Forest,Built-up,Water,Non_Wetland,Water
1201,Forest,Built-up,Water,Non_Wetland,Forest
1202,Forest,Water,NULL,Water,Grassland
1203,Forest,Water,NULL,Water,Wetland
1204,Forest,Water,NULL,Water,Bareland
1205,Forest,Water,NULL,Water,Built-up
1206,Forest,Water,NULL,Water,Water
1207,Forest,Water,NULL,Water,Forest
1208,Forest,Water,Non_Water,Water,Grassland
1209,Forest,Water,Non_Water,Water,Wetland
1210,Forest,Water,Non_Water,Water,Water
1211,Forest,Water,Non_Water,Water,Forest
1212,Forest,Water,Water,Water,Grassland
1213,Forest,Water,Water,Water,Wetland
1214,Forest,Water,Water,Water,Water
1215,Forest,Water,Water,Water,Forest
1216,Forest,Forest,NULL,Non_Wetland,NULL
1217,Forest,Forest,NULL,Non_Wetland,Grassland
1218,Forest,Forest,NULL,Non_Wetland,Wetland
1219,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1220,Forest,Forest,NULL,Non_Wetland,Bareland
1221,Forest,Forest,NULL,Non_Wetland,Built-up
1222,Forest,Forest,NULL,Non_Wetland,Water
1223,Forest,Forest,NULL,Non_Wetland,Forest
1224,Forest,Forest,Non_Water,Non_Wetland,NULL
1225,Forest,Forest,Non_Water,Non_Wetland,Grassland
1226,Forest,Forest,Non_Water,Non_Wetland,Wetland
1227,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1228,Forest,Forest,Non_Water,Non_Wetland,Built-up
1229,Forest,Forest,Non_Water,Non_Wetland,Water
1230,Forest,Forest,Non_Water,Non_Wetland,Forest
1231,Forest,Forest,Water,Non_Wetland,Grassland
1232,Forest,Forest,Water,Non_Wetland,Wetland
1233,Forest,Forest,Water,Non_Wetland,Water
1234,Forest,Forest,Water,Non_Wetland,Forest
