Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42VXP_M_R,SIBERIA_2024_GLC_FCS30D_2022_42VXP_M_R,SIBERIA_2024_GSW_Yearly_2021_42VXP_M_R,SIBERIA_2024_GWL_FCS30D_2022_42VXP_M_R,SIBERIA_2024_WorldCover_2021_42VXP_M_R
965,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
966,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
967,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
968,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
969,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
970,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
971,Permanent_ice_and_snow,Wetland,Water,Wetland,Built-up
972,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
973,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
974,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
975,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
976,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
977,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
978,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
979,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
980,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
981,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
982,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
983,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
984,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
985,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
986,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
987,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
988,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
989,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
990,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
991,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
992,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
993,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
994,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
995,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
996,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
997,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
998,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
999,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1000,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
1001,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
1002,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
1003,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
1004,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
1005,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Water
1006,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Forest
1007,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
1008,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Built-up
1009,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
1010,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Forest
1011,Permanent_ice_and_snow,Water,NULL,Water,Grassland
1012,Permanent_ice_and_snow,Water,NULL,Water,Bareland
1013,Permanent_ice_and_snow,Water,NULL,Water,Water
1014,Permanent_ice_and_snow,Water,NULL,Water,Forest
1015,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
1016,Permanent_ice_and_snow,Water,Water,Water,NULL
1017,Permanent_ice_and_snow,Water,Water,Water,Grassland
1018,Permanent_ice_and_snow,Water,Water,Water,Wetland
1019,Permanent_ice_and_snow,Water,Water,Water,Bareland
1020,Permanent_ice_and_snow,Water,Water,Water,Water
1021,Permanent_ice_and_snow,Water,Water,Water,Forest
1022,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
1023,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
1024,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
1025,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
1026,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
1027,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
1028,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
1029,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
1030,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Bareland
1031,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
1032,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
1033,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
1034,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
1035,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
1036,Forest,NULL,NULL,Non_Wetland,NULL
1037,Forest,NULL,NULL,Non_Wetland,Grassland
1038,Forest,NULL,NULL,Non_Wetland,Wetland
1039,Forest,NULL,NULL,Non_Wetland,Bareland
1040,Forest,NULL,NULL,Non_Wetland,Built-up
1041,Forest,NULL,NULL,Non_Wetland,Water
1042,Forest,NULL,NULL,Non_Wetland,Forest
1043,Forest,NULL,Non_Water,Non_Wetland,Grassland
1044,Forest,NULL,Non_Water,Non_Wetland,Wetland
1045,Forest,NULL,Non_Water,Non_Wetland,Water
1046,Forest,NULL,Non_Water,Non_Wetland,Forest
1047,Forest,NULL,Water,Non_Wetland,Grassland
1048,Forest,NULL,Water,Non_Wetland,Wetland
1049,Forest,NULL,Water,Non_Wetland,Water
1050,Forest,NULL,Water,Non_Wetland,Forest
1051,Forest,Shrubland,NULL,Non_Wetland,NULL
1052,Forest,Shrubland,NULL,Non_Wetland,Grassland
1053,Forest,Shrubland,NULL,Non_Wetland,Wetland
1054,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1055,Forest,Shrubland,NULL,Non_Wetland,Bareland
1056,Forest,Shrubland,NULL,Non_Wetland,Built-up
1057,Forest,Shrubland,NULL,Non_Wetland,Water
1058,Forest,Shrubland,NULL,Non_Wetland,Forest
1059,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1060,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1061,Forest,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1062,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1063,Forest,Shrubland,Water,Non_Wetland,Grassland
1064,Forest,Shrubland,Water,Non_Wetland,Wetland
1065,Forest,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1066,Forest,Shrubland,Water,Non_Wetland,Water
1067,Forest,Shrubland,Water,Non_Wetland,Forest
1068,Forest,Grassland,NULL,Non_Wetland,NULL
1069,Forest,Grassland,NULL,Non_Wetland,Grassland
1070,Forest,Grassland,NULL,Non_Wetland,Wetland
1071,Forest,Grassland,NULL,Non_Wetland,Forest
1072,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1073,Forest,Grassland,Non_Water,Non_Wetland,Wetland
1074,Forest,Grassland,Non_Water,Non_Wetland,Forest
1075,Forest,Grassland,Water,Non_Wetland,Forest
1076,Forest,Cropland,NULL,Non_Wetland,NULL
1077,Forest,Cropland,NULL,Non_Wetland,Grassland
1078,Forest,Cropland,NULL,Non_Wetland,Wetland
1079,Forest,Cropland,NULL,Non_Wetland,Bareland
1080,Forest,Cropland,NULL,Non_Wetland,Built-up
1081,Forest,Cropland,NULL,Non_Wetland,Forest
1082,Forest,Wetland,NULL,Wetland,NULL
1083,Forest,Wetland,NULL,Wetland,Grassland
1084,Forest,Wetland,NULL,Wetland,Wetland
1085,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
1086,Forest,Wetland,NULL,Wetland,Bareland
1087,Forest,Wetland,NULL,Wetland,Built-up
1088,Forest,Wetland,NULL,Wetland,Water
1089,Forest,Wetland,NULL,Wetland,Forest
1090,Forest,Wetland,Non_Water,Wetland,Grassland
1091,Forest,Wetland,Non_Water,Wetland,Wetland
1092,Forest,Wetland,Non_Water,Wetland,Bareland
1093,Forest,Wetland,Non_Water,Wetland,Built-up
1094,Forest,Wetland,Non_Water,Wetland,Water
1095,Forest,Wetland,Non_Water,Wetland,Forest
1096,Forest,Wetland,Water,Wetland,Grassland
1097,Forest,Wetland,Water,Wetland,Cropland
1098,Forest,Wetland,Water,Wetland,Wetland
1099,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
1100,Forest,Wetland,Water,Wetland,Water
1101,Forest,Wetland,Water,Wetland,Forest
1102,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1103,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1104,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1105,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1106,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1107,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1108,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
1109,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1110,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1111,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1112,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1113,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water
1114,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
1115,Forest,Bareland,NULL,Non_Wetland,NULL
1116,Forest,Bareland,NULL,Non_Wetland,Grassland
1117,Forest,Bareland,NULL,Non_Wetland,Wetland
1118,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1119,Forest,Bareland,NULL,Non_Wetland,Bareland
1120,Forest,Bareland,NULL,Non_Wetland,Built-up
1121,Forest,Bareland,NULL,Non_Wetland,Water
1122,Forest,Bareland,NULL,Non_Wetland,Forest
1123,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1124,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1125,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1126,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1127,Forest,Bareland,Non_Water,Non_Wetland,Built-up
1128,Forest,Bareland,Non_Water,Non_Wetland,Water
1129,Forest,Bareland,Non_Water,Non_Wetland,Forest
1130,Forest,Bareland,Water,Non_Wetland,Grassland
1131,Forest,Bareland,Water,Non_Wetland,Cropland
1132,Forest,Bareland,Water,Non_Wetland,Wetland
1133,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1134,Forest,Bareland,Water,Non_Wetland,Bareland
1135,Forest,Bareland,Water,Non_Wetland,Built-up
1136,Forest,Bareland,Water,Non_Wetland,Water
1137,Forest,Bareland,Water,Non_Wetland,Forest
1138,Forest,Built-up,NULL,Non_Wetland,NULL
1139,Forest,Built-up,NULL,Non_Wetland,Grassland
1140,Forest,Built-up,NULL,Non_Wetland,Wetland
1141,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1142,Forest,Built-up,NULL,Non_Wetland,Bareland
1143,Forest,Built-up,NULL,Non_Wetland,Built-up
1144,Forest,Built-up,NULL,Non_Wetland,Water
1145,Forest,Built-up,NULL,Non_Wetland,Forest
1146,Forest,Built-up,Non_Water,Non_Wetland,Grassland
1147,Forest,Built-up,Non_Water,Non_Wetland,Built-up
1148,Forest,Built-up,Non_Water,Non_Wetland,Forest
1149,Forest,Built-up,Water,Non_Wetland,Forest
1150,Forest,Water,NULL,Water,Grassland
1151,Forest,Water,NULL,Water,Wetland
1152,Forest,Water,NULL,Water,Lichens_and_Mosses
1153,Forest,Water,NULL,Water,Water
1154,Forest,Water,NULL,Water,Forest
1155,Forest,Water,Non_Water,Water,Grassland
1156,Forest,Water,Non_Water,Water,Wetland
1157,Forest,Water,Non_Water,Water,Water
1158,Forest,Water,Non_Water,Water,Forest
1159,Forest,Water,Water,Water,Grassland
1160,Forest,Water,Water,Water,Wetland
1161,Forest,Water,Water,Water,Lichens_and_Mosses
1162,Forest,Water,Water,Water,Bareland
1163,Forest,Water,Water,Water,Water
1164,Forest,Water,Water,Water,Forest
1165,Forest,Forest,NULL,Non_Wetland,NULL
1166,Forest,Forest,NULL,Non_Wetland,Grassland
1167,Forest,Forest,NULL,Non_Wetland,Cropland
1168,Forest,Forest,NULL,Non_Wetland,Wetland
1169,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1170,Forest,Forest,NULL,Non_Wetland,Bareland
1171,Forest,Forest,NULL,Non_Wetland,Built-up
1172,Forest,Forest,NULL,Non_Wetland,Water
1173,Forest,Forest,NULL,Non_Wetland,Forest
1174,Forest,Forest,Non_Water,Non_Wetland,NULL
1175,Forest,Forest,Non_Water,Non_Wetland,Grassland
1176,Forest,Forest,Non_Water,Non_Wetland,Wetland
1177,Forest,Forest,Non_Water,Non_Wetland,Water
1178,Forest,Forest,Non_Water,Non_Wetland,Forest
1179,Forest,Forest,Water,Non_Wetland,Grassland
1180,Forest,Forest,Water,Non_Wetland,Wetland
1181,Forest,Forest,Water,Non_Wetland,Water
1182,Forest,Forest,Water,Non_Wetland,Forest
