Value,SIBERIA_2024_ESA_CALU_2024_42WWA_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_42WWA_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WWA_M_R,SIBERIA_2024_GSW_Yearly_2021_42WWA_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WWA_M_R,SIBERIA_2024_WorldCover_2021_42WWA_M_R
1179,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1180,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1181,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1182,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1183,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1184,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1185,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
1186,Wetland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1187,Wetland,Water,Bareland,NULL,Non_Wetland,Water
1188,Wetland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1189,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland
1190,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water
1191,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
1192,Wetland,Water,Bareland,Water,Non_Wetland,Water
1193,Wetland,Water,Water,NULL,Water,Grassland
1194,Wetland,Water,Water,NULL,Water,Wetland
1195,Wetland,Water,Water,NULL,Water,Lichens_and_Mosses
1196,Wetland,Water,Water,NULL,Water,Bareland
1197,Wetland,Water,Water,NULL,Water,Water
1198,Wetland,Water,Water,Non_Water,Water,Grassland
1199,Wetland,Water,Water,Non_Water,Water,Wetland
1200,Wetland,Water,Water,Non_Water,Water,Lichens_and_Mosses
1201,Wetland,Water,Water,Non_Water,Water,Water
1202,Wetland,Water,Water,Water,Water,Grassland
1203,Wetland,Water,Water,Water,Water,Wetland
1204,Wetland,Water,Water,Water,Water,Water
1205,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
1206,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
1207,Wetland,Water,Forest,NULL,Non_Wetland,Water
1208,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
1209,Wetland,Water,Forest,Non_Water,Non_Wetland,Water
1210,Wetland,Water,Forest,Water,Non_Wetland,Grassland
1211,Wetland,Water,Forest,Water,Non_Wetland,Wetland
1212,Wetland,Water,Forest,Water,Non_Wetland,Water
1213,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
1214,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
1215,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
1216,Wetland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
1217,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
1218,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1219,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
1220,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
1221,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
1222,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
1223,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
1224,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
1225,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1226,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1227,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1228,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
1229,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1230,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1231,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1232,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1233,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1234,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1235,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1236,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
1237,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
1238,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
1239,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
1240,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
1241,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Grassland
1242,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Wetland
1243,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
1244,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Water
1245,Wetland,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
1246,Wetland,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
1247,Wetland,Permanent_ice_and_snow,Water,Non_Water,Water,Water
1248,Wetland,Permanent_ice_and_snow,Water,Water,Water,Grassland
1249,Wetland,Permanent_ice_and_snow,Water,Water,Water,Wetland
1250,Wetland,Permanent_ice_and_snow,Water,Water,Water,Water
1251,Wetland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
1252,Wetland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
1253,Wetland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1254,Wetland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
1255,Wetland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
1256,Wetland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
1257,Wetland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
1258,Wetland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1259,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1260,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1261,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1262,Bareland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1263,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1264,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1265,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
1266,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
1267,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1268,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
1269,Bareland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1270,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
1271,Bareland,NULL,Wetland,Non_Water,Wetland,Water
1272,Bareland,NULL,Wetland,Water,Wetland,Wetland
1273,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1274,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1275,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1276,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1277,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
1278,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1279,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1280,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1281,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1282,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
1283,Bareland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1284,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1285,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1286,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1287,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
1288,Bareland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1289,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1290,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
1291,Bareland,NULL,Water,NULL,Water,Wetland
1292,Bareland,NULL,Water,NULL,Water,Water
1293,Bareland,NULL,Water,Water,Water,Wetland
1294,Bareland,NULL,Water,Water,Water,Water
1295,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1296,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
1297,Bareland,NULL,Forest,NULL,Non_Wetland,Water
1298,Bareland,Wetland,NULL,NULL,Non_Wetland,Wetland
1299,Bareland,Wetland,NULL,NULL,Non_Wetland,Lichens_and_Mosses
1300,Bareland,Wetland,NULL,NULL,Non_Wetland,Water
1301,Bareland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1302,Bareland,Wetland,NULL,Water,Non_Wetland,Water
1303,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1304,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1305,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1306,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1307,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Water
1308,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1309,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1310,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1311,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1312,Bareland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1313,Bareland,Wetland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1314,Bareland,Wetland,Shrubland,Water,Non_Wetland,Water
1315,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1316,Bareland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1317,Bareland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1318,Bareland,Wetland,Wetland,NULL,Wetland,Grassland
1319,Bareland,Wetland,Wetland,NULL,Wetland,Wetland
1320,Bareland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
1321,Bareland,Wetland,Wetland,NULL,Wetland,Water
1322,Bareland,Wetland,Wetland,Non_Water,Wetland,Grassland
1323,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland
1324,Bareland,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1325,Bareland,Wetland,Wetland,Non_Water,Wetland,Water
1326,Bareland,Wetland,Wetland,Water,Wetland,Grassland
1327,Bareland,Wetland,Wetland,Water,Wetland,Wetland
1328,Bareland,Wetland,Wetland,Water,Wetland,Bareland
1329,Bareland,Wetland,Wetland,Water,Wetland,Water
1330,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1331,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1332,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1333,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1334,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1335,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1336,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1337,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1338,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1339,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1340,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1341,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1342,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
1343,Bareland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1344,Bareland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1345,Bareland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1346,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1347,Bareland,Wetland,Bareland,NULL,Non_Wetland,Water
1348,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1349,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1350,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1351,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
1352,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Water
1353,Bareland,Wetland,Bareland,Water,Non_Wetland,Wetland
1354,Bareland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1355,Bareland,Wetland,Bareland,Water,Non_Wetland,Bareland
1356,Bareland,Wetland,Bareland,Water,Non_Wetland,Water
1357,Bareland,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1358,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
1359,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1360,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
1361,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Water
1362,Bareland,Wetland,Built-up,Water,Non_Wetland,Wetland
1363,Bareland,Wetland,Built-up,Water,Non_Wetland,Water
1364,Bareland,Wetland,Water,NULL,Water,Grassland
1365,Bareland,Wetland,Water,NULL,Water,Wetland
1366,Bareland,Wetland,Water,NULL,Water,Lichens_and_Mosses
1367,Bareland,Wetland,Water,NULL,Water,Water
1368,Bareland,Wetland,Water,Non_Water,Water,Grassland
1369,Bareland,Wetland,Water,Non_Water,Water,Wetland
1370,Bareland,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
1371,Bareland,Wetland,Water,Non_Water,Water,Bareland
1372,Bareland,Wetland,Water,Non_Water,Water,Water
1373,Bareland,Wetland,Water,Water,Water,Grassland
1374,Bareland,Wetland,Water,Water,Water,Wetland
1375,Bareland,Wetland,Water,Water,Water,Lichens_and_Mosses
1376,Bareland,Wetland,Water,Water,Water,Bareland
1377,Bareland,Wetland,Water,Water,Water,Water
1378,Bareland,Wetland,Forest,NULL,Non_Wetland,Grassland
1379,Bareland,Wetland,Forest,NULL,Non_Wetland,Wetland
1380,Bareland,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1381,Bareland,Wetland,Forest,NULL,Non_Wetland,Water
1382,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1383,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1384,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Water
1385,Bareland,Wetland,Forest,Water,Non_Wetland,Wetland
1386,Bareland,Wetland,Forest,Water,Non_Wetland,Water
1387,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1388,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1389,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1390,Bareland,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1391,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1392,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1393,Bareland,Bareland,Water,Non_Water,Water,Bareland
1394,Bareland,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1395,Bareland,Water,NULL,NULL,Non_Wetland,Water
1396,Bareland,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1397,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
1398,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
1399,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1400,Bareland,Water,Wetland,Non_Water,Wetland,Wetland
1401,Bareland,Water,Wetland,Non_Water,Wetland,Water
1402,Bareland,Water,Wetland,Water,Wetland,Wetland
1403,Bareland,Water,Wetland,Water,Wetland,Water
1404,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1405,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1406,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1407,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1408,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1409,Bareland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1410,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1411,Bareland,Water,Bareland,Non_Water,Non_Wetland,Wetland
1412,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1413,Bareland,Water,Bareland,Water,Non_Wetland,Wetland
1414,Bareland,Water,Bareland,Water,Non_Wetland,Water
1415,Bareland,Water,Built-up,Water,Non_Wetland,Water
1416,Bareland,Water,Water,NULL,Water,Wetland
1417,Bareland,Water,Water,NULL,Water,Water
1418,Bareland,Water,Water,Non_Water,Water,Wetland
1419,Bareland,Water,Water,Non_Water,Water,Water
1420,Bareland,Water,Water,Water,Water,Wetland
1421,Bareland,Water,Water,Water,Water,Water
1422,Bareland,Water,Forest,NULL,Non_Wetland,Wetland
1423,Bareland,Water,Forest,Non_Water,Non_Wetland,Wetland
1424,Bareland,Water,Forest,Non_Water,Non_Wetland,Water
1425,Bareland,Water,Forest,Water,Non_Wetland,Wetland
1426,Bareland,Water,Forest,Water,Non_Wetland,Water
1427,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
1428,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
1429,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1430,Bareland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
1431,Bareland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
1432,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
1433,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1434,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
1435,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1436,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1437,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1438,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
1439,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1440,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1441,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1442,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1443,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1444,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
1445,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1446,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
1447,Bareland,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
1448,Bareland,Permanent_ice_and_snow,Water,Non_Water,Water,Water
1449,Bareland,Permanent_ice_and_snow,Water,Water,Water,Grassland
1450,Bareland,Permanent_ice_and_snow,Water,Water,Water,Water
1451,Bareland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
1452,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland
1453,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
1454,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1455,Water,Wetland,Shrubland,Water,Non_Wetland,Water
1456,Water,Wetland,Wetland,NULL,Wetland,Water
1457,Water,Wetland,Wetland,Non_Water,Wetland,Water
1458,Water,Wetland,Wetland,Water,Wetland,Water
1459,Water,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1460,Water,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1461,Water,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1462,Water,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1463,Water,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
1464,Water,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1465,Water,Wetland,Bareland,NULL,Non_Wetland,Water
1466,Water,Wetland,Bareland,Water,Non_Wetland,Water
1467,Water,Wetland,Water,NULL,Water,Grassland
1468,Water,Wetland,Water,NULL,Water,Wetland
1469,Water,Wetland,Water,NULL,Water,Lichens_and_Mosses
1470,Water,Wetland,Water,NULL,Water,Water
1471,Water,Wetland,Water,Non_Water,Water,Wetland
1472,Water,Wetland,Water,Non_Water,Water,Water
1473,Water,Wetland,Water,Water,Water,Grassland
1474,Water,Wetland,Water,Water,Water,Wetland
1475,Water,Wetland,Water,Water,Water,Lichens_and_Mosses
1476,Water,Wetland,Water,Water,Water,Water
1477,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
1478,Water,Wetland,Forest,NULL,Non_Wetland,Water
1479,Water,Wetland,Forest,Water,Non_Wetland,Water
1480,Water,Bareland,Water,Water,Water,Water
1481,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1482,Water,Water,Shrubland,NULL,Non_Wetland,Water
1483,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1484,Water,Water,Shrubland,Water,Non_Wetland,Water
1485,Water,Water,Wetland,NULL,Wetland,Water
1486,Water,Water,Wetland,Non_Water,Wetland,Water
1487,Water,Water,Wetland,Water,Wetland,Grassland
1488,Water,Water,Wetland,Water,Wetland,Water
1489,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1490,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1491,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1492,Water,Water,Bareland,Water,Non_Wetland,Water
1493,Water,Water,Water,NULL,Water,Wetland
1494,Water,Water,Water,NULL,Water,Water
1495,Water,Water,Water,Non_Water,Water,Water
1496,Water,Water,Water,Water,Water,Wetland
1497,Water,Water,Water,Water,Water,Bareland
1498,Water,Water,Water,Water,Water,Water
1499,Water,Water,Forest,NULL,Non_Wetland,Water
1500,Water,Water,Forest,Water,Non_Wetland,Water
1501,Water,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
1502,Water,Permanent_ice_and_snow,Water,NULL,Water,Water
1503,Water,Permanent_ice_and_snow,Water,Non_Water,Water,Water
1504,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1505,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1506,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1507,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1508,Forest,NULL,Wetland,NULL,Wetland,Wetland
1509,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
1510,Forest,NULL,Wetland,Water,Wetland,Wetland
1511,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1512,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1513,Forest,NULL,Water,Water,Water,Wetland
1514,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1515,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1516,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
1517,Forest,NULL,Forest,Water,Non_Wetland,Wetland
1518,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
1519,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1520,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1521,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water
1522,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1523,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1524,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1525,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
1526,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
1527,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
1528,Forest,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1529,Forest,Wetland,Wetland,NULL,Wetland,Grassland
1530,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1531,Forest,Wetland,Wetland,NULL,Wetland,Water
1532,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
1533,Forest,Wetland,Wetland,Non_Water,Wetland,Water
1534,Forest,Wetland,Wetland,Water,Wetland,Wetland
1535,Forest,Wetland,Wetland,Water,Wetland,Water
1536,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1537,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1538,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1539,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1540,Forest,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1541,Forest,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1542,Forest,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1543,Forest,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
1544,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
1545,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
1546,Forest,Wetland,Bareland,NULL,Non_Wetland,Water
1547,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland
1548,Forest,Wetland,Water,NULL,Water,Grassland
1549,Forest,Wetland,Water,NULL,Water,Wetland
1550,Forest,Wetland,Water,Non_Water,Water,Wetland
1551,Forest,Wetland,Water,Water,Water,Grassland
1552,Forest,Wetland,Water,Water,Water,Wetland
1553,Forest,Wetland,Water,Water,Water,Water
1554,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1555,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
1556,Forest,Wetland,Forest,NULL,Non_Wetland,Water
1557,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1558,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water
1559,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
1560,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
1561,Forest,Wetland,Forest,Water,Non_Wetland,Water
1562,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
1563,Forest,Water,Shrubland,NULL,Non_Wetland,Water
1564,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
1565,Forest,Water,Wetland,NULL,Wetland,Water
1566,Forest,Water,Wetland,Non_Water,Wetland,Wetland
1567,Forest,Water,Wetland,Non_Water,Wetland,Water
1568,Forest,Water,Wetland,Water,Wetland,Wetland
