Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42VWN_M_R,SIBERIA_2024_GLC_FCS30D_2022_42VWN_M_R,SIBERIA_2024_GSW_Yearly_2021_42VWN_M_R,SIBERIA_2024_GWL_FCS30D_2022_42VWN_M_R,SIBERIA_2024_WorldCover_2021_42VWN_M_R
951,Water,Cropland,NULL,Non_Wetland,Bareland
952,Water,Cropland,NULL,Non_Wetland,Water
953,Water,Cropland,NULL,Non_Wetland,Forest
954,Water,Cropland,Non_Water,Non_Wetland,Grassland
955,Water,Cropland,Non_Water,Non_Wetland,Cropland
956,Water,Cropland,Non_Water,Non_Wetland,Wetland
957,Water,Cropland,Non_Water,Non_Wetland,Lichens_and_Mosses
958,Water,Cropland,Non_Water,Non_Wetland,Bareland
959,Water,Cropland,Non_Water,Non_Wetland,Water
960,Water,Cropland,Non_Water,Non_Wetland,Forest
961,Water,Cropland,Water,Non_Wetland,Grassland
962,Water,Cropland,Water,Non_Wetland,Cropland
963,Water,Cropland,Water,Non_Wetland,Wetland
964,Water,Cropland,Water,Non_Wetland,Lichens_and_Mosses
965,Water,Cropland,Water,Non_Wetland,Bareland
966,Water,Cropland,Water,Non_Wetland,Built-up
967,Water,Cropland,Water,Non_Wetland,Water
968,Water,Cropland,Water,Non_Wetland,Forest
969,Water,Wetland,NULL,Wetland,NULL
970,Water,Wetland,NULL,Wetland,Grassland
971,Water,Wetland,NULL,Wetland,Cropland
972,Water,Wetland,NULL,Wetland,Wetland
973,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
974,Water,Wetland,NULL,Wetland,Bareland
975,Water,Wetland,NULL,Wetland,Built-up
976,Water,Wetland,NULL,Wetland,Water
977,Water,Wetland,NULL,Wetland,Forest
978,Water,Wetland,Non_Water,Wetland,NULL
979,Water,Wetland,Non_Water,Wetland,Grassland
980,Water,Wetland,Non_Water,Wetland,Cropland
981,Water,Wetland,Non_Water,Wetland,Wetland
982,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
983,Water,Wetland,Non_Water,Wetland,Bareland
984,Water,Wetland,Non_Water,Wetland,Built-up
985,Water,Wetland,Non_Water,Wetland,Water
986,Water,Wetland,Non_Water,Wetland,Forest
987,Water,Wetland,Water,Wetland,NULL
988,Water,Wetland,Water,Wetland,Grassland
989,Water,Wetland,Water,Wetland,Cropland
990,Water,Wetland,Water,Wetland,Wetland
991,Water,Wetland,Water,Wetland,Lichens_and_Mosses
992,Water,Wetland,Water,Wetland,Bareland
993,Water,Wetland,Water,Wetland,Built-up
994,Water,Wetland,Water,Wetland,Water
995,Water,Wetland,Water,Wetland,Forest
996,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
997,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
998,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
999,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1000,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1001,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1002,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1003,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1004,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1005,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1006,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1007,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
1008,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1009,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1010,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1011,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1012,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
1013,Water,Bareland,NULL,Non_Wetland,NULL
1014,Water,Bareland,NULL,Non_Wetland,Grassland
1015,Water,Bareland,NULL,Non_Wetland,Cropland
1016,Water,Bareland,NULL,Non_Wetland,Wetland
1017,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1018,Water,Bareland,NULL,Non_Wetland,Bareland
1019,Water,Bareland,NULL,Non_Wetland,Built-up
1020,Water,Bareland,NULL,Non_Wetland,Water
1021,Water,Bareland,NULL,Non_Wetland,Forest
1022,Water,Bareland,Non_Water,Non_Wetland,Grassland
1023,Water,Bareland,Non_Water,Non_Wetland,Cropland
1024,Water,Bareland,Non_Water,Non_Wetland,Wetland
1025,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1026,Water,Bareland,Non_Water,Non_Wetland,Bareland
1027,Water,Bareland,Non_Water,Non_Wetland,Built-up
1028,Water,Bareland,Non_Water,Non_Wetland,Water
1029,Water,Bareland,Non_Water,Non_Wetland,Forest
1030,Water,Bareland,Water,Non_Wetland,Grassland
1031,Water,Bareland,Water,Non_Wetland,Cropland
1032,Water,Bareland,Water,Non_Wetland,Wetland
1033,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1034,Water,Bareland,Water,Non_Wetland,Bareland
1035,Water,Bareland,Water,Non_Wetland,Built-up
1036,Water,Bareland,Water,Non_Wetland,Water
1037,Water,Bareland,Water,Non_Wetland,Forest
1038,Water,Built-up,NULL,Non_Wetland,Grassland
1039,Water,Built-up,NULL,Non_Wetland,Wetland
1040,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1041,Water,Built-up,NULL,Non_Wetland,Bareland
1042,Water,Built-up,NULL,Non_Wetland,Built-up
1043,Water,Built-up,NULL,Non_Wetland,Water
1044,Water,Built-up,NULL,Non_Wetland,Forest
1045,Water,Built-up,Non_Water,Non_Wetland,Grassland
1046,Water,Built-up,Non_Water,Non_Wetland,Cropland
1047,Water,Built-up,Non_Water,Non_Wetland,Wetland
1048,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1049,Water,Built-up,Non_Water,Non_Wetland,Bareland
1050,Water,Built-up,Non_Water,Non_Wetland,Built-up
1051,Water,Built-up,Non_Water,Non_Wetland,Water
1052,Water,Built-up,Non_Water,Non_Wetland,Forest
1053,Water,Built-up,Water,Non_Wetland,Grassland
1054,Water,Built-up,Water,Non_Wetland,Wetland
1055,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1056,Water,Built-up,Water,Non_Wetland,Bareland
1057,Water,Built-up,Water,Non_Wetland,Built-up
1058,Water,Built-up,Water,Non_Wetland,Water
1059,Water,Built-up,Water,Non_Wetland,Forest
1060,Water,Water,NULL,Water,NULL
1061,Water,Water,NULL,Water,Grassland
1062,Water,Water,NULL,Water,Wetland
1063,Water,Water,NULL,Water,Lichens_and_Mosses
1064,Water,Water,NULL,Water,Bareland
1065,Water,Water,NULL,Water,Built-up
1066,Water,Water,NULL,Water,Water
1067,Water,Water,NULL,Water,Forest
1068,Water,Water,Non_Water,Water,Grassland
1069,Water,Water,Non_Water,Water,Cropland
1070,Water,Water,Non_Water,Water,Wetland
1071,Water,Water,Non_Water,Water,Lichens_and_Mosses
1072,Water,Water,Non_Water,Water,Bareland
1073,Water,Water,Non_Water,Water,Built-up
1074,Water,Water,Non_Water,Water,Water
1075,Water,Water,Non_Water,Water,Forest
1076,Water,Water,Water,Water,NULL
1077,Water,Water,Water,Water,Grassland
1078,Water,Water,Water,Water,Cropland
1079,Water,Water,Water,Water,Wetland
1080,Water,Water,Water,Water,Lichens_and_Mosses
1081,Water,Water,Water,Water,Bareland
1082,Water,Water,Water,Water,Built-up
1083,Water,Water,Water,Water,Water
1084,Water,Water,Water,Water,Forest
1085,Water,Forest,NULL,Non_Wetland,NULL
1086,Water,Forest,NULL,Non_Wetland,Grassland
1087,Water,Forest,NULL,Non_Wetland,Cropland
1088,Water,Forest,NULL,Non_Wetland,Wetland
1089,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1090,Water,Forest,NULL,Non_Wetland,Bareland
1091,Water,Forest,NULL,Non_Wetland,Built-up
1092,Water,Forest,NULL,Non_Wetland,Water
1093,Water,Forest,NULL,Non_Wetland,Forest
1094,Water,Forest,Non_Water,Non_Wetland,Grassland
1095,Water,Forest,Non_Water,Non_Wetland,Cropland
1096,Water,Forest,Non_Water,Non_Wetland,Wetland
1097,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1098,Water,Forest,Non_Water,Non_Wetland,Bareland
1099,Water,Forest,Non_Water,Non_Wetland,Built-up
1100,Water,Forest,Non_Water,Non_Wetland,Water
1101,Water,Forest,Non_Water,Non_Wetland,Forest
1102,Water,Forest,Water,Non_Wetland,NULL
1103,Water,Forest,Water,Non_Wetland,Grassland
1104,Water,Forest,Water,Non_Wetland,Cropland
1105,Water,Forest,Water,Non_Wetland,Wetland
1106,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
1107,Water,Forest,Water,Non_Wetland,Bareland
1108,Water,Forest,Water,Non_Wetland,Built-up
1109,Water,Forest,Water,Non_Wetland,Water
1110,Water,Forest,Water,Non_Wetland,Forest
1111,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,NULL
1112,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
1113,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland
1114,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Built-up
1115,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
1116,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Wetland
1117,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
1118,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
1119,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Built-up
1120,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
1121,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
1122,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1123,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Bareland
1124,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
1125,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
1126,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
1127,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
1128,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
1129,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
1130,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
1131,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
1132,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Forest
1133,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
1134,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Grassland
1135,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland
1136,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Built-up
1137,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Forest
1138,Permanent_ice_and_snow,Cropland,Non_Water,Non_Wetland,Grassland
1139,Permanent_ice_and_snow,Cropland,Non_Water,Non_Wetland,Wetland
1140,Permanent_ice_and_snow,Cropland,Non_Water,Non_Wetland,Forest
1141,Permanent_ice_and_snow,Cropland,Water,Non_Wetland,Forest
1142,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
1143,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
1144,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
1145,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
1146,Permanent_ice_and_snow,Wetland,NULL,Wetland,Built-up
1147,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
1148,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
1149,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
1150,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
1151,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
1152,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
1153,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
1154,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
1155,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1156,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1157,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1158,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1159,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1160,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
1161,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
1162,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1163,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Cropland
1164,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1165,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1166,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
1167,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
1168,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1169,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
1170,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
1171,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
1172,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
1173,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Built-up
1174,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
1175,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
1176,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
1177,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
1178,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
1179,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
1180,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
1181,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
1182,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Cropland
1183,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
1184,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1185,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
1186,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
1187,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
1188,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
1189,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
1190,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Wetland
1191,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Built-up
1192,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
1193,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Built-up
1194,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Forest
1195,Permanent_ice_and_snow,Water,NULL,Water,NULL
1196,Permanent_ice_and_snow,Water,NULL,Water,Grassland
1197,Permanent_ice_and_snow,Water,NULL,Water,Bareland
1198,Permanent_ice_and_snow,Water,NULL,Water,Water
1199,Permanent_ice_and_snow,Water,NULL,Water,Forest
1200,Permanent_ice_and_snow,Water,Water,Water,Grassland
1201,Permanent_ice_and_snow,Water,Water,Water,Wetland
1202,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
1203,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
1204,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
1205,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
1206,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
1207,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
1208,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
1209,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
1210,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
1211,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Bareland
1212,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
1213,Forest,NULL,NULL,Non_Wetland,NULL
1214,Forest,NULL,NULL,Non_Wetland,Grassland
1215,Forest,NULL,NULL,Non_Wetland,Cropland
1216,Forest,NULL,NULL,Non_Wetland,Wetland
1217,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
1218,Forest,NULL,NULL,Non_Wetland,Bareland
1219,Forest,NULL,NULL,Non_Wetland,Built-up
1220,Forest,NULL,NULL,Non_Wetland,Water
1221,Forest,NULL,NULL,Non_Wetland,Forest
1222,Forest,NULL,Non_Water,Non_Wetland,Grassland
1223,Forest,NULL,Non_Water,Non_Wetland,Wetland
1224,Forest,NULL,Non_Water,Non_Wetland,Water
1225,Forest,NULL,Non_Water,Non_Wetland,Forest
1226,Forest,NULL,Water,Non_Wetland,Grassland
1227,Forest,NULL,Water,Non_Wetland,Bareland
1228,Forest,NULL,Water,Non_Wetland,Water
1229,Forest,NULL,Water,Non_Wetland,Forest
1230,Forest,Shrubland,NULL,Non_Wetland,NULL
1231,Forest,Shrubland,NULL,Non_Wetland,Grassland
1232,Forest,Shrubland,NULL,Non_Wetland,Cropland
1233,Forest,Shrubland,NULL,Non_Wetland,Wetland
1234,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1235,Forest,Shrubland,NULL,Non_Wetland,Bareland
1236,Forest,Shrubland,NULL,Non_Wetland,Built-up
1237,Forest,Shrubland,NULL,Non_Wetland,Water
1238,Forest,Shrubland,NULL,Non_Wetland,Forest
1239,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1240,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1241,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1242,Forest,Shrubland,Water,Non_Wetland,Grassland
1243,Forest,Shrubland,Water,Non_Wetland,Wetland
1244,Forest,Shrubland,Water,Non_Wetland,Water
1245,Forest,Shrubland,Water,Non_Wetland,Forest
1246,Forest,Grassland,NULL,Non_Wetland,NULL
1247,Forest,Grassland,NULL,Non_Wetland,Grassland
1248,Forest,Grassland,NULL,Non_Wetland,Cropland
1249,Forest,Grassland,NULL,Non_Wetland,Wetland
1250,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1251,Forest,Grassland,NULL,Non_Wetland,Bareland
1252,Forest,Grassland,NULL,Non_Wetland,Built-up
1253,Forest,Grassland,NULL,Non_Wetland,Forest
1254,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1255,Forest,Grassland,Non_Water,Non_Wetland,Wetland
1256,Forest,Grassland,Non_Water,Non_Wetland,Forest
1257,Forest,Grassland,Water,Non_Wetland,Grassland
1258,Forest,Grassland,Water,Non_Wetland,Wetland
1259,Forest,Cropland,NULL,Non_Wetland,NULL
1260,Forest,Cropland,NULL,Non_Wetland,Grassland
1261,Forest,Cropland,NULL,Non_Wetland,Wetland
1262,Forest,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
1263,Forest,Cropland,NULL,Non_Wetland,Bareland
1264,Forest,Cropland,NULL,Non_Wetland,Built-up
1265,Forest,Cropland,NULL,Non_Wetland,Water
1266,Forest,Cropland,NULL,Non_Wetland,Forest
1267,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1268,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1269,Forest,Cropland,Non_Water,Non_Wetland,Lichens_and_Mosses
1270,Forest,Cropland,Non_Water,Non_Wetland,Forest
1271,Forest,Cropland,Water,Non_Wetland,Grassland
1272,Forest,Cropland,Water,Non_Wetland,Bareland
1273,Forest,Cropland,Water,Non_Wetland,Water
1274,Forest,Cropland,Water,Non_Wetland,Forest
1275,Forest,Wetland,NULL,Wetland,NULL
1276,Forest,Wetland,NULL,Wetland,Grassland
1277,Forest,Wetland,NULL,Wetland,Cropland
1278,Forest,Wetland,NULL,Wetland,Wetland
1279,Forest,Wetland,NULL,Wetland,Bareland
1280,Forest,Wetland,NULL,Wetland,Built-up
1281,Forest,Wetland,NULL,Wetland,Water
1282,Forest,Wetland,NULL,Wetland,Forest
1283,Forest,Wetland,Non_Water,Wetland,Grassland
1284,Forest,Wetland,Non_Water,Wetland,Wetland
1285,Forest,Wetland,Non_Water,Wetland,Built-up
1286,Forest,Wetland,Non_Water,Wetland,Water
1287,Forest,Wetland,Non_Water,Wetland,Forest
1288,Forest,Wetland,Water,Wetland,Grassland
1289,Forest,Wetland,Water,Wetland,Wetland
1290,Forest,Wetland,Water,Wetland,Bareland
1291,Forest,Wetland,Water,Wetland,Water
1292,Forest,Wetland,Water,Wetland,Forest
1293,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1294,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1295,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1296,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1297,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1298,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1299,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1300,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1301,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1302,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1303,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
1304,Forest,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1305,Forest,Bareland,NULL,Non_Wetland,NULL
1306,Forest,Bareland,NULL,Non_Wetland,Grassland
1307,Forest,Bareland,NULL,Non_Wetland,Cropland
1308,Forest,Bareland,NULL,Non_Wetland,Wetland
1309,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1310,Forest,Bareland,NULL,Non_Wetland,Bareland
1311,Forest,Bareland,NULL,Non_Wetland,Built-up
1312,Forest,Bareland,NULL,Non_Wetland,Water
1313,Forest,Bareland,NULL,Non_Wetland,Forest
1314,Forest,Bareland,Non_Water,Non_Wetland,NULL
1315,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1316,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1317,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1318,Forest,Bareland,Non_Water,Non_Wetland,Built-up
1319,Forest,Bareland,Non_Water,Non_Wetland,Water
1320,Forest,Bareland,Non_Water,Non_Wetland,Forest
1321,Forest,Bareland,Water,Non_Wetland,NULL
1322,Forest,Bareland,Water,Non_Wetland,Grassland
1323,Forest,Bareland,Water,Non_Wetland,Wetland
1324,Forest,Bareland,Water,Non_Wetland,Bareland
1325,Forest,Bareland,Water,Non_Wetland,Water
1326,Forest,Bareland,Water,Non_Wetland,Forest
1327,Forest,Built-up,NULL,Non_Wetland,NULL
1328,Forest,Built-up,NULL,Non_Wetland,Grassland
1329,Forest,Built-up,NULL,Non_Wetland,Cropland
1330,Forest,Built-up,NULL,Non_Wetland,Wetland
1331,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1332,Forest,Built-up,NULL,Non_Wetland,Bareland
1333,Forest,Built-up,NULL,Non_Wetland,Built-up
1334,Forest,Built-up,NULL,Non_Wetland,Water
1335,Forest,Built-up,NULL,Non_Wetland,Forest
1336,Forest,Built-up,Non_Water,Non_Wetland,Grassland
1337,Forest,Built-up,Non_Water,Non_Wetland,Wetland
1338,Forest,Built-up,Non_Water,Non_Wetland,Built-up
1339,Forest,Built-up,Non_Water,Non_Wetland,Forest
1340,Forest,Built-up,Water,Non_Wetland,Grassland
1341,Forest,Built-up,Water,Non_Wetland,Wetland
1342,Forest,Built-up,Water,Non_Wetland,Water
1343,Forest,Built-up,Water,Non_Wetland,Forest
1344,Forest,Water,NULL,Water,NULL
1345,Forest,Water,NULL,Water,Grassland
1346,Forest,Water,NULL,Water,Wetland
1347,Forest,Water,NULL,Water,Bareland
1348,Forest,Water,NULL,Water,Built-up
1349,Forest,Water,NULL,Water,Water
1350,Forest,Water,NULL,Water,Forest
1351,Forest,Water,Non_Water,Water,Grassland
1352,Forest,Water,Non_Water,Water,Wetland
1353,Forest,Water,Non_Water,Water,Forest
1354,Forest,Water,Water,Water,Grassland
1355,Forest,Water,Water,Water,Wetland
1356,Forest,Water,Water,Water,Water
1357,Forest,Water,Water,Water,Forest
1358,Forest,Forest,NULL,Non_Wetland,NULL
1359,Forest,Forest,NULL,Non_Wetland,Grassland
1360,Forest,Forest,NULL,Non_Wetland,Cropland
1361,Forest,Forest,NULL,Non_Wetland,Wetland
1362,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1363,Forest,Forest,NULL,Non_Wetland,Bareland
1364,Forest,Forest,NULL,Non_Wetland,Built-up
1365,Forest,Forest,NULL,Non_Wetland,Water
1366,Forest,Forest,NULL,Non_Wetland,Forest
1367,Forest,Forest,Non_Water,Non_Wetland,Grassland
1368,Forest,Forest,Non_Water,Non_Wetland,Wetland
1369,Forest,Forest,Non_Water,Non_Wetland,Bareland
1370,Forest,Forest,Non_Water,Non_Wetland,Built-up
1371,Forest,Forest,Non_Water,Non_Wetland,Water
1372,Forest,Forest,Non_Water,Non_Wetland,Forest
1373,Forest,Forest,Water,Non_Wetland,Grassland
1374,Forest,Forest,Water,Non_Wetland,Cropland
1375,Forest,Forest,Water,Non_Wetland,Wetland
1376,Forest,Forest,Water,Non_Wetland,Bareland
1377,Forest,Forest,Water,Non_Wetland,Water
1378,Forest,Forest,Water,Non_Wetland,Forest
