Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42WVV_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WVV_M_R,SIBERIA_2024_GSW_Yearly_2021_42WVV_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WVV_M_R,SIBERIA_2024_WorldCover_2021_42WVV_M_R
913,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Water
914,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
915,Permanent_ice_and_snow,Permanent_ice_and_snow,Non_Water,Non_Wetland,Lichens_and_Mosses
916,Permanent_ice_and_snow,Permanent_ice_and_snow,Non_Water,Non_Wetland,Bareland
917,Permanent_ice_and_snow,Permanent_ice_and_snow,Non_Water,Non_Wetland,Permanent_ice_and_snow
918,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Non_Wetland,Lichens_and_Mosses
919,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Non_Wetland,Bareland
920,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
921,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
922,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
923,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
924,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
925,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
926,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
927,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
928,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
929,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
930,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Bareland
931,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
932,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
933,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
934,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
935,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Lichens_and_Mosses
936,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
937,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
938,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
939,Forest,NULL,NULL,Non_Wetland,Grassland
940,Forest,NULL,NULL,Non_Wetland,Wetland
941,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
942,Forest,NULL,NULL,Non_Wetland,Bareland
943,Forest,NULL,NULL,Non_Wetland,Water
944,Forest,NULL,NULL,Non_Wetland,Forest
945,Forest,NULL,Non_Water,Non_Wetland,Grassland
946,Forest,NULL,Non_Water,Non_Wetland,Wetland
947,Forest,NULL,Non_Water,Non_Wetland,Forest
948,Forest,NULL,Water,Non_Wetland,Grassland
949,Forest,NULL,Water,Non_Wetland,Wetland
950,Forest,NULL,Water,Non_Wetland,Water
951,Forest,NULL,Water,Non_Wetland,Forest
952,Forest,Shrubland,NULL,Non_Wetland,NULL
953,Forest,Shrubland,NULL,Non_Wetland,Grassland
954,Forest,Shrubland,NULL,Non_Wetland,Wetland
955,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
956,Forest,Shrubland,NULL,Non_Wetland,Bareland
957,Forest,Shrubland,NULL,Non_Wetland,Built-up
958,Forest,Shrubland,NULL,Non_Wetland,Water
959,Forest,Shrubland,NULL,Non_Wetland,Forest
960,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
961,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
962,Forest,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
963,Forest,Shrubland,Non_Water,Non_Wetland,Water
964,Forest,Shrubland,Non_Water,Non_Wetland,Forest
965,Forest,Shrubland,Water,Non_Wetland,Grassland
966,Forest,Shrubland,Water,Non_Wetland,Wetland
967,Forest,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
968,Forest,Shrubland,Water,Non_Wetland,Bareland
969,Forest,Shrubland,Water,Non_Wetland,Water
970,Forest,Shrubland,Water,Non_Wetland,Forest
971,Forest,Grassland,NULL,Non_Wetland,Grassland
972,Forest,Grassland,NULL,Non_Wetland,Wetland
973,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
974,Forest,Grassland,NULL,Non_Wetland,Bareland
975,Forest,Grassland,NULL,Non_Wetland,Forest
976,Forest,Grassland,Non_Water,Non_Wetland,Grassland
977,Forest,Grassland,Non_Water,Non_Wetland,Wetland
978,Forest,Grassland,Non_Water,Non_Wetland,Forest
979,Forest,Grassland,Water,Non_Wetland,Grassland
980,Forest,Grassland,Water,Non_Wetland,Wetland
981,Forest,Grassland,Water,Non_Wetland,Forest
982,Forest,Wetland,NULL,NULL,Grassland
983,Forest,Wetland,NULL,NULL,Wetland
984,Forest,Wetland,NULL,NULL,Forest
985,Forest,Wetland,NULL,Wetland,Grassland
986,Forest,Wetland,NULL,Wetland,Wetland
987,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
988,Forest,Wetland,NULL,Wetland,Bareland
989,Forest,Wetland,NULL,Wetland,Water
990,Forest,Wetland,NULL,Wetland,Forest
991,Forest,Wetland,Non_Water,NULL,Forest
992,Forest,Wetland,Non_Water,Wetland,Grassland
993,Forest,Wetland,Non_Water,Wetland,Wetland
994,Forest,Wetland,Non_Water,Wetland,Lichens_and_Mosses
995,Forest,Wetland,Non_Water,Wetland,Built-up
996,Forest,Wetland,Non_Water,Wetland,Water
997,Forest,Wetland,Non_Water,Wetland,Forest
998,Forest,Wetland,Water,NULL,Forest
999,Forest,Wetland,Water,Wetland,Grassland
1000,Forest,Wetland,Water,Wetland,Wetland
1001,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
1002,Forest,Wetland,Water,Wetland,Water
1003,Forest,Wetland,Water,Wetland,Forest
1004,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1005,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1006,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1007,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1008,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1009,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1010,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1011,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1012,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1013,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
1014,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1015,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1016,Forest,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1017,Forest,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1018,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water
1019,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
1020,Forest,Bareland,NULL,Non_Wetland,Grassland
1021,Forest,Bareland,NULL,Non_Wetland,Wetland
1022,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1023,Forest,Bareland,NULL,Non_Wetland,Bareland
1024,Forest,Bareland,NULL,Non_Wetland,Water
1025,Forest,Bareland,NULL,Non_Wetland,Forest
1026,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1027,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1028,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1029,Forest,Bareland,Non_Water,Non_Wetland,Forest
1030,Forest,Bareland,Water,Non_Wetland,Grassland
1031,Forest,Bareland,Water,Non_Wetland,Wetland
1032,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1033,Forest,Bareland,Water,Non_Wetland,Bareland
1034,Forest,Bareland,Water,Non_Wetland,Water
1035,Forest,Bareland,Water,Non_Wetland,Forest
1036,Forest,Built-up,NULL,Non_Wetland,Grassland
1037,Forest,Built-up,NULL,Non_Wetland,Wetland
1038,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1039,Forest,Built-up,NULL,Non_Wetland,Built-up
1040,Forest,Built-up,NULL,Non_Wetland,Forest
1041,Forest,Built-up,Non_Water,Non_Wetland,Grassland
1042,Forest,Built-up,Non_Water,Non_Wetland,Built-up
1043,Forest,Built-up,Non_Water,Non_Wetland,Forest
1044,Forest,Built-up,Water,Non_Wetland,Grassland
1045,Forest,Built-up,Water,Non_Wetland,Wetland
1046,Forest,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1047,Forest,Water,NULL,Water,Grassland
1048,Forest,Water,NULL,Water,Wetland
1049,Forest,Water,NULL,Water,Water
1050,Forest,Water,NULL,Water,Forest
1051,Forest,Water,Non_Water,Water,Wetland
1052,Forest,Water,Non_Water,Water,Forest
1053,Forest,Water,Water,NULL,Forest
1054,Forest,Water,Water,Water,Grassland
1055,Forest,Water,Water,Water,Wetland
1056,Forest,Water,Water,Water,Water
1057,Forest,Water,Water,Water,Forest
1058,Forest,Forest,NULL,Non_Wetland,NULL
1059,Forest,Forest,NULL,Non_Wetland,Grassland
1060,Forest,Forest,NULL,Non_Wetland,Wetland
1061,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1062,Forest,Forest,NULL,Non_Wetland,Bareland
1063,Forest,Forest,NULL,Non_Wetland,Built-up
1064,Forest,Forest,NULL,Non_Wetland,Water
1065,Forest,Forest,NULL,Non_Wetland,Forest
1066,Forest,Forest,Non_Water,Non_Wetland,Grassland
1067,Forest,Forest,Non_Water,Non_Wetland,Wetland
1068,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1069,Forest,Forest,Non_Water,Non_Wetland,Water
1070,Forest,Forest,Non_Water,Non_Wetland,Forest
1071,Forest,Forest,Water,Non_Wetland,Grassland
1072,Forest,Forest,Water,Non_Wetland,Wetland
1073,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
1074,Forest,Forest,Water,Non_Wetland,Bareland
1075,Forest,Forest,Water,Non_Wetland,Water
1076,Forest,Forest,Water,Non_Wetland,Forest
