Value,SIBERIA_2024_ESA_CALU_2024_42XXF_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_42XXF_M_R,SIBERIA_2024_GLC_FCS30D_2022_42XXF_M_R,SIBERIA_2024_GSW_Yearly_2021_42XXF_M_R,SIBERIA_2024_GWL_FCS30D_2022_42XXF_M_R,SIBERIA_2024_WorldCover_2021_42XXF_M_R
771,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
772,Shrubland,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
773,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Grassland
774,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Wetland
775,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
776,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Water
777,Shrubland,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
778,Shrubland,Permanent_ice_and_snow,Water,Non_Water,Water,Water
779,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Grassland
780,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Wetland
781,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Water
782,Shrubland,Forest,NULL,NULL,Non_Wetland,Wetland
783,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Wetland
784,Shrubland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
785,Shrubland,Forest,Shrubland,Water,Non_Wetland,Wetland
786,Shrubland,Forest,Grassland,NULL,Non_Wetland,Wetland
787,Shrubland,Forest,Wetland,NULL,Wetland,Wetland
788,Shrubland,Forest,Wetland,Non_Water,Wetland,Wetland
789,Shrubland,Forest,Wetland,Water,Wetland,Wetland
790,Shrubland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
791,Shrubland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
792,Shrubland,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
793,Shrubland,Forest,Bareland,NULL,Non_Wetland,Wetland
794,Shrubland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
795,Shrubland,Forest,Bareland,Water,Non_Wetland,Wetland
796,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
797,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
798,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
799,Wetland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
800,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
801,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
802,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
803,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water
804,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
805,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
806,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
807,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
808,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
809,Wetland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
810,Wetland,NULL,Grassland,NULL,Non_Wetland,Water
811,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
812,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
813,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Water
814,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
815,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
816,Wetland,NULL,Wetland,NULL,NULL,Wetland
817,Wetland,NULL,Wetland,NULL,Wetland,Grassland
818,Wetland,NULL,Wetland,NULL,Wetland,Wetland
819,Wetland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
820,Wetland,NULL,Wetland,NULL,Wetland,Water
821,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
822,Wetland,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
823,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland
824,Wetland,NULL,Wetland,Non_Water,Wetland,Water
825,Wetland,NULL,Wetland,Water,Wetland,Grassland
826,Wetland,NULL,Wetland,Water,Wetland,Wetland
827,Wetland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
828,Wetland,NULL,Wetland,Water,Wetland,Bareland
829,Wetland,NULL,Wetland,Water,Wetland,Water
830,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
831,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
832,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
833,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
834,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
835,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
836,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
837,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
838,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
839,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
840,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
841,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
842,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
843,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
844,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
845,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
846,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
847,Wetland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
848,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
849,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
850,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
851,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
852,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
853,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water
854,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
855,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
856,Wetland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
857,Wetland,NULL,Bareland,Water,Non_Wetland,Water
858,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
859,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland
860,Wetland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
861,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland
862,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
863,Wetland,NULL,Built-up,Water,Non_Wetland,Wetland
864,Wetland,NULL,Water,NULL,Water,Grassland
865,Wetland,NULL,Water,NULL,Water,Wetland
866,Wetland,NULL,Water,NULL,Water,Lichens_and_Mosses
867,Wetland,NULL,Water,NULL,Water,Water
868,Wetland,NULL,Water,Non_Water,Water,Wetland
869,Wetland,NULL,Water,Non_Water,Water,Water
870,Wetland,NULL,Water,Water,Water,Grassland
871,Wetland,NULL,Water,Water,Water,Wetland
872,Wetland,NULL,Water,Water,Water,Lichens_and_Mosses
873,Wetland,NULL,Water,Water,Water,Bareland
874,Wetland,NULL,Water,Water,Water,Water
875,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
876,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
877,Wetland,NULL,Forest,NULL,Non_Wetland,Water
878,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
879,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
880,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
881,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
882,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
883,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
884,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
885,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
886,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
887,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
888,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
889,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
890,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
891,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
892,Wetland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
893,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water
894,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
895,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
896,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Water
897,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
898,Wetland,Wetland,Wetland,NULL,NULL,Wetland
899,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
900,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
901,Wetland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
902,Wetland,Wetland,Wetland,NULL,Wetland,Bareland
903,Wetland,Wetland,Wetland,NULL,Wetland,Water
904,Wetland,Wetland,Wetland,Non_Water,NULL,Wetland
905,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
906,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
907,Wetland,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
908,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland
909,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
910,Wetland,Wetland,Wetland,Water,Wetland,Grassland
911,Wetland,Wetland,Wetland,Water,Wetland,Wetland
912,Wetland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
913,Wetland,Wetland,Wetland,Water,Wetland,Bareland
914,Wetland,Wetland,Wetland,Water,Wetland,Water
915,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
916,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
917,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
918,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
919,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
920,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
921,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
922,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
923,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
924,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
925,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
926,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
927,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
928,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
929,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
930,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
931,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
932,Wetland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
933,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland
934,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water
935,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
936,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
937,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
938,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
939,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water
940,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
941,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
942,Wetland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
943,Wetland,Wetland,Bareland,Water,Non_Wetland,Bareland
944,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
945,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland
946,Wetland,Wetland,Built-up,NULL,Non_Wetland,Water
947,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
948,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland
949,Wetland,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
950,Wetland,Wetland,Built-up,Water,Non_Wetland,Water
951,Wetland,Wetland,Water,NULL,Water,Grassland
952,Wetland,Wetland,Water,NULL,Water,Wetland
953,Wetland,Wetland,Water,NULL,Water,Lichens_and_Mosses
954,Wetland,Wetland,Water,NULL,Water,Bareland
955,Wetland,Wetland,Water,NULL,Water,Water
956,Wetland,Wetland,Water,Non_Water,Water,Grassland
957,Wetland,Wetland,Water,Non_Water,Water,Wetland
958,Wetland,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
959,Wetland,Wetland,Water,Non_Water,Water,Bareland
960,Wetland,Wetland,Water,Non_Water,Water,Water
961,Wetland,Wetland,Water,Water,Water,Grassland
962,Wetland,Wetland,Water,Water,Water,Wetland
963,Wetland,Wetland,Water,Water,Water,Lichens_and_Mosses
964,Wetland,Wetland,Water,Water,Water,Bareland
965,Wetland,Wetland,Water,Water,Water,Water
966,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
967,Wetland,Wetland,Forest,NULL,Non_Wetland,Water
968,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
969,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
970,Wetland,Wetland,Forest,Water,Non_Wetland,Water
971,Wetland,Bareland,Shrubland,NULL,Non_Wetland,Water
972,Wetland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
973,Wetland,Bareland,Shrubland,Water,Non_Wetland,Wetland
974,Wetland,Bareland,Shrubland,Water,Non_Wetland,Water
975,Wetland,Bareland,Wetland,NULL,Wetland,Wetland
976,Wetland,Bareland,Wetland,NULL,Wetland,Water
977,Wetland,Bareland,Wetland,Non_Water,Wetland,Wetland
978,Wetland,Bareland,Wetland,Non_Water,Wetland,Bareland
979,Wetland,Bareland,Wetland,Non_Water,Wetland,Water
980,Wetland,Bareland,Wetland,Water,NULL,Water
981,Wetland,Bareland,Wetland,Water,Wetland,Wetland
982,Wetland,Bareland,Wetland,Water,Wetland,Bareland
983,Wetland,Bareland,Wetland,Water,Wetland,Water
984,Wetland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
985,Wetland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
986,Wetland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
987,Wetland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
988,Wetland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
989,Wetland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
990,Wetland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
991,Wetland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
992,Wetland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
993,Wetland,Bareland,Bareland,NULL,Non_Wetland,Wetland
994,Wetland,Bareland,Bareland,NULL,Non_Wetland,Water
995,Wetland,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
996,Wetland,Bareland,Bareland,Non_Water,Non_Wetland,Water
997,Wetland,Bareland,Bareland,Water,Non_Wetland,Wetland
998,Wetland,Bareland,Bareland,Water,Non_Wetland,Water
999,Wetland,Bareland,Built-up,Water,Non_Wetland,Water
1000,Wetland,Bareland,Water,NULL,Water,Wetland
1001,Wetland,Bareland,Water,NULL,Water,Water
1002,Wetland,Bareland,Water,Non_Water,Water,Water
1003,Wetland,Bareland,Water,Water,NULL,Water
1004,Wetland,Bareland,Water,Water,Water,Grassland
1005,Wetland,Bareland,Water,Water,Water,Wetland
1006,Wetland,Bareland,Water,Water,Water,Bareland
1007,Wetland,Bareland,Water,Water,Water,Water
1008,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1009,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
1010,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
1011,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1012,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1013,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water
1014,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
1015,Wetland,Water,Shrubland,Water,Non_Wetland,Water
1016,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
1017,Wetland,Water,Grassland,NULL,Non_Wetland,Water
1018,Wetland,Water,Grassland,Non_Water,Non_Wetland,Bareland
1019,Wetland,Water,Wetland,NULL,NULL,Wetland
1020,Wetland,Water,Wetland,NULL,NULL,Water
1021,Wetland,Water,Wetland,NULL,Wetland,Grassland
1022,Wetland,Water,Wetland,NULL,Wetland,Wetland
1023,Wetland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
1024,Wetland,Water,Wetland,NULL,Wetland,Water
1025,Wetland,Water,Wetland,Non_Water,NULL,Wetland
1026,Wetland,Water,Wetland,Non_Water,NULL,Water
1027,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
1028,Wetland,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1029,Wetland,Water,Wetland,Non_Water,Wetland,Bareland
1030,Wetland,Water,Wetland,Non_Water,Wetland,Water
1031,Wetland,Water,Wetland,Water,NULL,Wetland
1032,Wetland,Water,Wetland,Water,NULL,Bareland
1033,Wetland,Water,Wetland,Water,NULL,Water
1034,Wetland,Water,Wetland,Water,Wetland,Grassland
1035,Wetland,Water,Wetland,Water,Wetland,Wetland
1036,Wetland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
1037,Wetland,Water,Wetland,Water,Wetland,Bareland
1038,Wetland,Water,Wetland,Water,Wetland,Water
1039,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1040,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1041,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1042,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1043,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1044,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1045,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1046,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1047,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1048,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1049,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1050,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1051,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1052,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
1053,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
1054,Wetland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1055,Wetland,Water,Bareland,NULL,Non_Wetland,Water
1056,Wetland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1057,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland
1058,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water
1059,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
1060,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
1061,Wetland,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1062,Wetland,Water,Bareland,Water,Non_Wetland,Bareland
1063,Wetland,Water,Bareland,Water,Non_Wetland,Water
1064,Wetland,Water,Built-up,Water,Non_Wetland,Wetland
1065,Wetland,Water,Built-up,Water,Non_Wetland,Water
1066,Wetland,Water,Water,NULL,NULL,Water
1067,Wetland,Water,Water,NULL,Water,Grassland
1068,Wetland,Water,Water,NULL,Water,Wetland
1069,Wetland,Water,Water,NULL,Water,Lichens_and_Mosses
1070,Wetland,Water,Water,NULL,Water,Bareland
1071,Wetland,Water,Water,NULL,Water,Water
1072,Wetland,Water,Water,Non_Water,Water,Wetland
1073,Wetland,Water,Water,Non_Water,Water,Water
1074,Wetland,Water,Water,Water,NULL,Water
1075,Wetland,Water,Water,Water,Water,Grassland
1076,Wetland,Water,Water,Water,Water,Wetland
1077,Wetland,Water,Water,Water,Water,Lichens_and_Mosses
1078,Wetland,Water,Water,Water,Water,Bareland
1079,Wetland,Water,Water,Water,Water,Water
1080,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
1081,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
1082,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1083,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
1084,Wetland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
1085,Wetland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
1086,Wetland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
1087,Wetland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
1088,Wetland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
1089,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
1090,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
1091,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1092,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
1093,Wetland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
1094,Wetland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
1095,Wetland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
1096,Wetland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
1097,Wetland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
1098,Wetland,Permanent_ice_and_snow,Wetland,NULL,NULL,Grassland
1099,Wetland,Permanent_ice_and_snow,Wetland,NULL,NULL,Wetland
1100,Wetland,Permanent_ice_and_snow,Wetland,NULL,NULL,Water
1101,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
1102,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
1103,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
1104,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
1105,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
1106,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Grassland
1107,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Wetland
1108,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,NULL,Water
1109,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
1110,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
1111,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1112,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
1113,Wetland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
1114,Wetland,Permanent_ice_and_snow,Wetland,Water,NULL,Water
1115,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
1116,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
1117,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
1118,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
1119,Wetland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
1120,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1121,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1122,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1123,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1124,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
1125,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1126,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1127,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1128,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1129,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1130,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1131,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1132,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
1133,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1134,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1135,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1136,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
1137,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1138,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
1139,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
1140,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1141,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
1142,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
1143,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
1144,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
1145,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1146,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
1147,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
1148,Wetland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
1149,Wetland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
1150,Wetland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1151,Wetland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
1152,Wetland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
1153,Wetland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
1154,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Grassland
