Value,SIBERIA_2024_ESA_CALU_2024_44WPE_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_44WPE_M_R,SIBERIA_2024_GLC_FCS30D_2022_44WPE_M_R,SIBERIA_2024_GSW_Yearly_2021_44WPE_M_R,SIBERIA_2024_GWL_FCS30D_2022_44WPE_M_R,SIBERIA_2024_WorldCover_2021_44WPE_M_R
794,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
795,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
796,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
797,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
798,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
799,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
800,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
801,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
802,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Grassland
803,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Wetland
804,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
805,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Bareland
806,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Water
807,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Forest
808,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
809,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
810,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
811,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Water
812,Shrubland,Wetland,Bareland,Water,Non_Wetland,Grassland
813,Shrubland,Wetland,Bareland,Water,Non_Wetland,Wetland
814,Shrubland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
815,Shrubland,Wetland,Bareland,Water,Non_Wetland,Water
816,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Wetland
817,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Bareland
818,Shrubland,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
819,Shrubland,Wetland,Water,NULL,Water,Grassland
820,Shrubland,Wetland,Water,NULL,Water,Wetland
821,Shrubland,Wetland,Water,NULL,Water,Lichens_and_Mosses
822,Shrubland,Wetland,Water,NULL,Water,Water
823,Shrubland,Wetland,Water,Non_Water,Water,Grassland
824,Shrubland,Wetland,Water,Non_Water,Water,Wetland
825,Shrubland,Wetland,Water,Non_Water,Water,Water
826,Shrubland,Wetland,Water,Water,Water,Grassland
827,Shrubland,Wetland,Water,Water,Water,Wetland
828,Shrubland,Wetland,Water,Water,Water,Lichens_and_Mosses
829,Shrubland,Wetland,Water,Water,Water,Water
830,Shrubland,Wetland,Forest,NULL,Non_Wetland,Grassland
831,Shrubland,Wetland,Forest,NULL,Non_Wetland,Wetland
832,Shrubland,Wetland,Forest,NULL,Non_Wetland,Water
833,Shrubland,Wetland,Forest,Water,Non_Wetland,Wetland
834,Shrubland,Built-up,Grassland,NULL,Non_Wetland,Grassland
835,Shrubland,Built-up,Bareland,NULL,Non_Wetland,Grassland
836,Shrubland,Built-up,Bareland,NULL,Non_Wetland,Wetland
837,Shrubland,Water,Shrubland,NULL,Non_Wetland,Grassland
838,Shrubland,Water,Shrubland,NULL,Non_Wetland,Wetland
839,Shrubland,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
840,Shrubland,Water,Shrubland,NULL,Non_Wetland,Bareland
841,Shrubland,Water,Shrubland,NULL,Non_Wetland,Water
842,Shrubland,Water,Shrubland,NULL,Non_Wetland,Forest
843,Shrubland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
844,Shrubland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
845,Shrubland,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
846,Shrubland,Water,Shrubland,Non_Water,Non_Wetland,Water
847,Shrubland,Water,Shrubland,Water,Non_Wetland,Grassland
848,Shrubland,Water,Shrubland,Water,Non_Wetland,Wetland
849,Shrubland,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
850,Shrubland,Water,Shrubland,Water,Non_Wetland,Bareland
851,Shrubland,Water,Shrubland,Water,Non_Wetland,Water
852,Shrubland,Water,Grassland,NULL,Non_Wetland,Grassland
853,Shrubland,Water,Grassland,NULL,Non_Wetland,Wetland
854,Shrubland,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
855,Shrubland,Water,Grassland,NULL,Non_Wetland,Water
856,Shrubland,Water,Grassland,Non_Water,Non_Wetland,Grassland
857,Shrubland,Water,Grassland,Non_Water,Non_Wetland,Water
858,Shrubland,Water,Grassland,Water,Non_Wetland,Grassland
859,Shrubland,Water,Grassland,Water,Non_Wetland,Wetland
860,Shrubland,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
861,Shrubland,Water,Grassland,Water,Non_Wetland,Water
862,Shrubland,Water,Wetland,NULL,Wetland,Grassland
863,Shrubland,Water,Wetland,NULL,Wetland,Wetland
864,Shrubland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
865,Shrubland,Water,Wetland,NULL,Wetland,Water
866,Shrubland,Water,Wetland,Non_Water,Wetland,Grassland
867,Shrubland,Water,Wetland,Non_Water,Wetland,Wetland
868,Shrubland,Water,Wetland,Non_Water,Wetland,Water
869,Shrubland,Water,Wetland,Water,Wetland,Grassland
870,Shrubland,Water,Wetland,Water,Wetland,Wetland
871,Shrubland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
872,Shrubland,Water,Wetland,Water,Wetland,Water
873,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
874,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
875,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
876,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
877,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
878,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
879,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
880,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
881,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
882,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
883,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
884,Shrubland,Water,Bareland,NULL,Non_Wetland,Grassland
885,Shrubland,Water,Bareland,NULL,Non_Wetland,Wetland
886,Shrubland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
887,Shrubland,Water,Bareland,NULL,Non_Wetland,Water
888,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Grassland
889,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Wetland
890,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Water
891,Shrubland,Water,Bareland,Water,Non_Wetland,Grassland
892,Shrubland,Water,Bareland,Water,Non_Wetland,Wetland
893,Shrubland,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
894,Shrubland,Water,Bareland,Water,Non_Wetland,Water
895,Shrubland,Water,Water,NULL,Water,Grassland
896,Shrubland,Water,Water,NULL,Water,Wetland
897,Shrubland,Water,Water,NULL,Water,Lichens_and_Mosses
898,Shrubland,Water,Water,NULL,Water,Water
899,Shrubland,Water,Water,Non_Water,Water,Grassland
900,Shrubland,Water,Water,Non_Water,Water,Lichens_and_Mosses
901,Shrubland,Water,Water,Non_Water,Water,Water
902,Shrubland,Water,Water,Water,Water,Grassland
903,Shrubland,Water,Water,Water,Water,Wetland
904,Shrubland,Water,Water,Water,Water,Lichens_and_Mosses
905,Shrubland,Water,Water,Water,Water,Bareland
906,Shrubland,Water,Water,Water,Water,Water
907,Shrubland,Water,Forest,NULL,Non_Wetland,Wetland
908,Shrubland,Water,Forest,NULL,Non_Wetland,Water
909,Shrubland,Water,Forest,Water,Non_Wetland,Wetland
910,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
911,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
912,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
913,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
914,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
915,Shrubland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
916,Shrubland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
917,Shrubland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
918,Shrubland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
919,Shrubland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
920,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
921,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
922,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
923,Shrubland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
924,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
925,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
926,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
927,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
928,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
929,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
930,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
931,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
932,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
933,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
934,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
935,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
936,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
937,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
938,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
939,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
940,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
941,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
942,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
943,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
944,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
945,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Grassland
946,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Water
947,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Water
948,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Forest
949,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
950,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Grassland
951,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Wetland
952,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
953,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Forest
954,Shrubland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
955,Shrubland,Forest,Shrubland,Water,Non_Wetland,Wetland
956,Shrubland,Forest,Grassland,NULL,Non_Wetland,Grassland
957,Shrubland,Forest,Grassland,NULL,Non_Wetland,Wetland
958,Shrubland,Forest,Grassland,NULL,Non_Wetland,Forest
959,Shrubland,Forest,Grassland,Water,Non_Wetland,Lichens_and_Mosses
960,Shrubland,Forest,Wetland,Water,Wetland,Wetland
961,Shrubland,Forest,Wetland,Water,Wetland,Water
962,Shrubland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
963,Shrubland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
964,Shrubland,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
965,Shrubland,Forest,Bareland,NULL,Non_Wetland,Grassland
966,Shrubland,Forest,Bareland,NULL,Non_Wetland,Wetland
967,Shrubland,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
968,Shrubland,Forest,Bareland,Water,Non_Wetland,Wetland
969,Shrubland,Forest,Forest,NULL,Non_Wetland,Wetland
970,Shrubland,Forest,Forest,NULL,Non_Wetland,Forest
971,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
972,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
973,Wetland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
974,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
975,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
976,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
977,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
978,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
979,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
980,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water
981,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
982,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
983,Wetland,NULL,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
984,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
985,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
986,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
987,Wetland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
988,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
989,Wetland,NULL,Grassland,NULL,Non_Wetland,Water
990,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
991,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
992,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
993,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
994,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
995,Wetland,NULL,Grassland,Water,Non_Wetland,Water
996,Wetland,NULL,Wetland,NULL,Wetland,Grassland
997,Wetland,NULL,Wetland,NULL,Wetland,Wetland
998,Wetland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
999,Wetland,NULL,Wetland,NULL,Wetland,Water
1000,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
1001,Wetland,NULL,Wetland,Non_Water,Wetland,Water
1002,Wetland,NULL,Wetland,Water,Wetland,Grassland
1003,Wetland,NULL,Wetland,Water,Wetland,Wetland
1004,Wetland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
1005,Wetland,NULL,Wetland,Water,Wetland,Bareland
1006,Wetland,NULL,Wetland,Water,Wetland,Water
1007,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1008,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1009,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1010,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1011,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
1012,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1013,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1014,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1015,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1016,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1017,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1018,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1019,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1020,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1021,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
1022,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
1023,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
1024,Wetland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1025,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
1026,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
1027,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
1028,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1029,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1030,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1031,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water
1032,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
1033,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
1034,Wetland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1035,Wetland,NULL,Bareland,Water,Non_Wetland,Water
1036,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland
1037,Wetland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1038,Wetland,NULL,Built-up,NULL,Non_Wetland,Water
1039,Wetland,NULL,Built-up,Water,Non_Wetland,Grassland
1040,Wetland,NULL,Built-up,Water,Non_Wetland,Wetland
1041,Wetland,NULL,Water,NULL,Water,Grassland
1042,Wetland,NULL,Water,NULL,Water,Wetland
1043,Wetland,NULL,Water,NULL,Water,Lichens_and_Mosses
1044,Wetland,NULL,Water,NULL,Water,Water
1045,Wetland,NULL,Water,Water,Water,Grassland
1046,Wetland,NULL,Water,Water,Water,Wetland
1047,Wetland,NULL,Water,Water,Water,Lichens_and_Mosses
1048,Wetland,NULL,Water,Water,Water,Water
1049,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
1050,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
1051,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1052,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1053,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1054,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1055,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
1056,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1057,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1058,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1059,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1060,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1061,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1062,Wetland,Wetland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1063,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
1064,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1065,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1066,Wetland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1067,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water
1068,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1069,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1070,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Water
1071,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
1072,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
1073,Wetland,Wetland,Grassland,Water,Non_Wetland,Lichens_and_Mosses
1074,Wetland,Wetland,Grassland,Water,Non_Wetland,Water
1075,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
1076,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
1077,Wetland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
1078,Wetland,Wetland,Wetland,NULL,Wetland,Water
1079,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
1080,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
1081,Wetland,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1082,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
1083,Wetland,Wetland,Wetland,Water,Wetland,Grassland
1084,Wetland,Wetland,Wetland,Water,Wetland,Wetland
1085,Wetland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
1086,Wetland,Wetland,Wetland,Water,Wetland,Bareland
1087,Wetland,Wetland,Wetland,Water,Wetland,Water
1088,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1089,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1090,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1091,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1092,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1093,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1094,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1095,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1096,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1097,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1098,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1099,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
1100,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1101,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1102,Wetland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1103,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1104,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water
1105,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1106,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1107,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1108,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water
1109,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
1110,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
1111,Wetland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1112,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
1113,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland
1114,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1115,Wetland,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1116,Wetland,Wetland,Built-up,NULL,Non_Wetland,Water
1117,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland
1118,Wetland,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1119,Wetland,Wetland,Built-up,Water,Non_Wetland,Bareland
1120,Wetland,Wetland,Built-up,Water,Non_Wetland,Water
1121,Wetland,Wetland,Water,NULL,Water,Grassland
1122,Wetland,Wetland,Water,NULL,Water,Wetland
1123,Wetland,Wetland,Water,NULL,Water,Water
1124,Wetland,Wetland,Water,Non_Water,Water,Grassland
1125,Wetland,Wetland,Water,Non_Water,Water,Wetland
1126,Wetland,Wetland,Water,Non_Water,Water,Water
1127,Wetland,Wetland,Water,Water,Water,Grassland
1128,Wetland,Wetland,Water,Water,Water,Wetland
1129,Wetland,Wetland,Water,Water,Water,Lichens_and_Mosses
1130,Wetland,Wetland,Water,Water,Water,Water
1131,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1132,Wetland,Wetland,Forest,NULL,Non_Wetland,Water
1133,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
1134,Wetland,Bareland,Shrubland,Water,Non_Wetland,Water
1135,Wetland,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
1136,Wetland,Bareland,Wetland,Water,Wetland,Water
1137,Wetland,Bareland,Built-up,Water,Non_Wetland,Water
1138,Wetland,Bareland,Water,Water,Water,Water
1139,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1140,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
1141,Wetland,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1142,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland
1143,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
1144,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1145,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1146,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1147,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water
1148,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
1149,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
1150,Wetland,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1151,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland
1152,Wetland,Water,Shrubland,Water,Non_Wetland,Water
1153,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
1154,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
1155,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
1156,Wetland,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1157,Wetland,Water,Grassland,NULL,Non_Wetland,Water
1158,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1159,Wetland,Water,Grassland,Non_Water,Non_Wetland,Wetland
1160,Wetland,Water,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
1161,Wetland,Water,Grassland,Non_Water,Non_Wetland,Water
1162,Wetland,Water,Grassland,Water,Non_Wetland,Grassland
1163,Wetland,Water,Grassland,Water,Non_Wetland,Wetland
1164,Wetland,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
1165,Wetland,Water,Grassland,Water,Non_Wetland,Water
1166,Wetland,Water,Wetland,NULL,Wetland,Grassland
1167,Wetland,Water,Wetland,NULL,Wetland,Wetland
1168,Wetland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
1169,Wetland,Water,Wetland,NULL,Wetland,Water
1170,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
1171,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
1172,Wetland,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1173,Wetland,Water,Wetland,Non_Water,Wetland,Water
1174,Wetland,Water,Wetland,Water,Wetland,Grassland
1175,Wetland,Water,Wetland,Water,Wetland,Wetland
1176,Wetland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
1177,Wetland,Water,Wetland,Water,Wetland,Bareland
1178,Wetland,Water,Wetland,Water,Wetland,Water
1179,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
