Value,SIBERIA_2024_ESA_CALU_2024_43WEP_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_43WEP_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WEP_M_R,SIBERIA_2024_GSW_Yearly_2021_43WEP_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WEP_M_R,SIBERIA_2024_WorldCover_2021_43WEP_M_R
2327,Wetland,Forest,Wetland,NULL,Wetland,Grassland
2328,Wetland,Forest,Wetland,NULL,Wetland,Wetland
2329,Wetland,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
2330,Wetland,Forest,Wetland,NULL,Wetland,Bareland
2331,Wetland,Forest,Wetland,NULL,Wetland,Water
2332,Wetland,Forest,Wetland,NULL,Wetland,Forest
2333,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland
2334,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
2335,Wetland,Forest,Wetland,Non_Water,Wetland,Lichens_and_Mosses
2336,Wetland,Forest,Wetland,Non_Water,Wetland,Bareland
2337,Wetland,Forest,Wetland,Non_Water,Wetland,Water
2338,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
2339,Wetland,Forest,Wetland,Water,Wetland,Grassland
2340,Wetland,Forest,Wetland,Water,Wetland,Wetland
2341,Wetland,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
2342,Wetland,Forest,Wetland,Water,Wetland,Bareland
2343,Wetland,Forest,Wetland,Water,Wetland,Water
2344,Wetland,Forest,Wetland,Water,Wetland,Forest
2345,Wetland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2346,Wetland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2347,Wetland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
2348,Wetland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
2349,Wetland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2350,Wetland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
2351,Wetland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
2352,Wetland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
2353,Wetland,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
2354,Wetland,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
2355,Wetland,Forest,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
2356,Wetland,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
2357,Wetland,Forest,Bareland,NULL,Non_Wetland,Grassland
2358,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
2359,Wetland,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
2360,Wetland,Forest,Bareland,NULL,Non_Wetland,Bareland
2361,Wetland,Forest,Bareland,NULL,Non_Wetland,Built-up
2362,Wetland,Forest,Bareland,NULL,Non_Wetland,Water
2363,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
2364,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
2365,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
2366,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
2367,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Bareland
2368,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Water
2369,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Forest
2370,Wetland,Forest,Bareland,Water,Non_Wetland,Grassland
2371,Wetland,Forest,Bareland,Water,Non_Wetland,Wetland
2372,Wetland,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
2373,Wetland,Forest,Bareland,Water,Non_Wetland,Bareland
2374,Wetland,Forest,Bareland,Water,Non_Wetland,Water
2375,Wetland,Forest,Bareland,Water,Non_Wetland,Forest
2376,Wetland,Forest,Built-up,NULL,Non_Wetland,Grassland
2377,Wetland,Forest,Built-up,NULL,Non_Wetland,Wetland
2378,Wetland,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
2379,Wetland,Forest,Built-up,NULL,Non_Wetland,Bareland
2380,Wetland,Forest,Built-up,NULL,Non_Wetland,Built-up
2381,Wetland,Forest,Built-up,NULL,Non_Wetland,Water
2382,Wetland,Forest,Built-up,NULL,Non_Wetland,Forest
2383,Wetland,Forest,Built-up,Non_Water,Non_Wetland,Grassland
2384,Wetland,Forest,Built-up,Non_Water,Non_Wetland,Wetland
2385,Wetland,Forest,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
2386,Wetland,Forest,Built-up,Non_Water,Non_Wetland,Bareland
2387,Wetland,Forest,Built-up,Non_Water,Non_Wetland,Water
2388,Wetland,Forest,Built-up,Non_Water,Non_Wetland,Forest
2389,Wetland,Forest,Built-up,Water,Non_Wetland,Grassland
2390,Wetland,Forest,Built-up,Water,Non_Wetland,Wetland
2391,Wetland,Forest,Built-up,Water,Non_Wetland,Lichens_and_Mosses
2392,Wetland,Forest,Built-up,Water,Non_Wetland,Bareland
2393,Wetland,Forest,Built-up,Water,Non_Wetland,Water
2394,Wetland,Forest,Built-up,Water,Non_Wetland,Forest
2395,Wetland,Forest,Water,NULL,Water,Grassland
2396,Wetland,Forest,Water,NULL,Water,Wetland
2397,Wetland,Forest,Water,NULL,Water,Lichens_and_Mosses
2398,Wetland,Forest,Water,NULL,Water,Bareland
2399,Wetland,Forest,Water,NULL,Water,Water
2400,Wetland,Forest,Water,NULL,Water,Forest
2401,Wetland,Forest,Water,Non_Water,Water,Grassland
2402,Wetland,Forest,Water,Non_Water,Water,Wetland
2403,Wetland,Forest,Water,Non_Water,Water,Lichens_and_Mosses
2404,Wetland,Forest,Water,Non_Water,Water,Water
2405,Wetland,Forest,Water,Non_Water,Water,Forest
2406,Wetland,Forest,Water,Water,Water,Grassland
2407,Wetland,Forest,Water,Water,Water,Wetland
2408,Wetland,Forest,Water,Water,Water,Lichens_and_Mosses
2409,Wetland,Forest,Water,Water,Water,Bareland
2410,Wetland,Forest,Water,Water,Water,Water
2411,Wetland,Forest,Water,Water,Water,Forest
2412,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
2413,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
2414,Wetland,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
2415,Wetland,Forest,Forest,NULL,Non_Wetland,Bareland
2416,Wetland,Forest,Forest,NULL,Non_Wetland,Built-up
2417,Wetland,Forest,Forest,NULL,Non_Wetland,Water
2418,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
2419,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
2420,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
2421,Wetland,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
2422,Wetland,Forest,Forest,Non_Water,Non_Wetland,Bareland
2423,Wetland,Forest,Forest,Non_Water,Non_Wetland,Water
2424,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
2425,Wetland,Forest,Forest,Water,Non_Wetland,Grassland
2426,Wetland,Forest,Forest,Water,Non_Wetland,Wetland
2427,Wetland,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
2428,Wetland,Forest,Forest,Water,Non_Wetland,Bareland
2429,Wetland,Forest,Forest,Water,Non_Wetland,Water
2430,Wetland,Forest,Forest,Water,Non_Wetland,Forest
2431,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
2432,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland
2433,Bareland,NULL,NULL,NULL,Non_Wetland,Lichens_and_Mosses
2434,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
2435,Bareland,NULL,NULL,Non_Water,Non_Wetland,Wetland
2436,Bareland,NULL,NULL,Water,Non_Wetland,Wetland
2437,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
2438,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
2439,Bareland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
2440,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
2441,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
2442,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
2443,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
2444,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
2445,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
2446,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water
2447,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
2448,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
2449,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
2450,Bareland,NULL,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
2451,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
2452,Bareland,NULL,Shrubland,Water,Non_Wetland,Forest
2453,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
2454,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
2455,Bareland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
2456,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
2457,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
2458,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
2459,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
2460,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
2461,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
2462,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
2463,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water
2464,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Forest
2465,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
2466,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
2467,Bareland,NULL,Grassland,Water,Non_Wetland,Lichens_and_Mosses
2468,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
2469,Bareland,NULL,Grassland,Water,Non_Wetland,Water
2470,Bareland,NULL,Grassland,Water,Non_Wetland,Forest
2471,Bareland,NULL,Wetland,NULL,Wetland,Grassland
2472,Bareland,NULL,Wetland,NULL,Wetland,Wetland
2473,Bareland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
2474,Bareland,NULL,Wetland,NULL,Wetland,Bareland
2475,Bareland,NULL,Wetland,NULL,Wetland,Water
2476,Bareland,NULL,Wetland,NULL,Wetland,Forest
2477,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
2478,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
2479,Bareland,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
2480,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
2481,Bareland,NULL,Wetland,Non_Water,Wetland,Water
2482,Bareland,NULL,Wetland,Non_Water,Wetland,Forest
2483,Bareland,NULL,Wetland,Water,Wetland,Grassland
2484,Bareland,NULL,Wetland,Water,Wetland,Wetland
2485,Bareland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
2486,Bareland,NULL,Wetland,Water,Wetland,Bareland
2487,Bareland,NULL,Wetland,Water,Wetland,Water
2488,Bareland,NULL,Wetland,Water,Wetland,Forest
2489,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2490,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2491,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
2492,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
2493,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
2494,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
2495,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2496,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
2497,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
2498,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
2499,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
2500,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Built-up
2501,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
2502,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
2503,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
2504,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
2505,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
2506,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
2507,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
2508,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Forest
2509,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
2510,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
2511,Bareland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
2512,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
2513,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
2514,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
2515,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
2516,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
2517,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
2518,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
2519,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
2520,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Built-up
2521,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
2522,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Forest
2523,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
2524,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
2525,Bareland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
2526,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
2527,Bareland,NULL,Bareland,Water,Non_Wetland,Built-up
2528,Bareland,NULL,Bareland,Water,Non_Wetland,Water
2529,Bareland,NULL,Bareland,Water,Non_Wetland,Forest
2530,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
2531,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland
2532,Bareland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
2533,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
2534,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
2535,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
2536,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
2537,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
2538,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
2539,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
2540,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
2541,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Built-up
2542,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Water
2543,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Forest
2544,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
2545,Bareland,NULL,Built-up,Water,Non_Wetland,Wetland
2546,Bareland,NULL,Built-up,Water,Non_Wetland,Lichens_and_Mosses
2547,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
2548,Bareland,NULL,Built-up,Water,Non_Wetland,Built-up
2549,Bareland,NULL,Built-up,Water,Non_Wetland,Water
2550,Bareland,NULL,Built-up,Water,Non_Wetland,Forest
2551,Bareland,NULL,Water,NULL,Water,Grassland
2552,Bareland,NULL,Water,NULL,Water,Wetland
2553,Bareland,NULL,Water,NULL,Water,Lichens_and_Mosses
2554,Bareland,NULL,Water,NULL,Water,Bareland
2555,Bareland,NULL,Water,NULL,Water,Water
2556,Bareland,NULL,Water,NULL,Water,Forest
2557,Bareland,NULL,Water,Non_Water,Water,Grassland
2558,Bareland,NULL,Water,Non_Water,Water,Wetland
2559,Bareland,NULL,Water,Non_Water,Water,Lichens_and_Mosses
2560,Bareland,NULL,Water,Non_Water,Water,Bareland
2561,Bareland,NULL,Water,Non_Water,Water,Water
2562,Bareland,NULL,Water,Non_Water,Water,Forest
2563,Bareland,NULL,Water,Water,Water,Grassland
2564,Bareland,NULL,Water,Water,Water,Wetland
2565,Bareland,NULL,Water,Water,Water,Lichens_and_Mosses
2566,Bareland,NULL,Water,Water,Water,Bareland
2567,Bareland,NULL,Water,Water,Water,Water
2568,Bareland,NULL,Water,Water,Water,Forest
2569,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
2570,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
2571,Bareland,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
2572,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
2573,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
2574,Bareland,NULL,Forest,NULL,Non_Wetland,Water
2575,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
2576,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
2577,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland
2578,Bareland,NULL,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
2579,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland
2580,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water
2581,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest
2582,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
2583,Bareland,NULL,Forest,Water,Non_Wetland,Wetland
2584,Bareland,NULL,Forest,Water,Non_Wetland,Lichens_and_Mosses
2585,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
2586,Bareland,NULL,Forest,Water,Non_Wetland,Water
2587,Bareland,NULL,Forest,Water,Non_Wetland,Forest
2588,Bareland,Cropland,Wetland,NULL,Wetland,Wetland
2589,Bareland,Cropland,Wetland,NULL,Wetland,Forest
2590,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
2591,Bareland,Cropland,Bareland,NULL,Non_Wetland,Wetland
2592,Bareland,Cropland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
2593,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
2594,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
2595,Bareland,Cropland,Built-up,NULL,Non_Wetland,Wetland
2596,Bareland,Cropland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
2597,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
2598,Bareland,Wetland,NULL,NULL,Non_Wetland,Grassland
2599,Bareland,Wetland,NULL,NULL,Non_Wetland,Wetland
2600,Bareland,Wetland,NULL,NULL,Non_Wetland,Built-up
2601,Bareland,Wetland,NULL,NULL,Non_Wetland,Forest
2602,Bareland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
2603,Bareland,Wetland,NULL,Non_Water,Non_Wetland,Forest
2604,Bareland,Wetland,NULL,Water,Non_Wetland,Wetland
2605,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
2606,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
2607,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
2608,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
2609,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Water
2610,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Forest
2611,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
2612,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
2613,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
2614,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
2615,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
2616,Bareland,Wetland,Shrubland,Water,Non_Wetland,Grassland
2617,Bareland,Wetland,Shrubland,Water,Non_Wetland,Wetland
2618,Bareland,Wetland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
2619,Bareland,Wetland,Shrubland,Water,Non_Wetland,Bareland
2620,Bareland,Wetland,Shrubland,Water,Non_Wetland,Water
2621,Bareland,Wetland,Shrubland,Water,Non_Wetland,Forest
2622,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
2623,Bareland,Wetland,Grassland,NULL,Non_Wetland,Wetland
2624,Bareland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
2625,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland
2626,Bareland,Wetland,Grassland,NULL,Non_Wetland,Built-up
2627,Bareland,Wetland,Grassland,NULL,Non_Wetland,Water
2628,Bareland,Wetland,Grassland,NULL,Non_Wetland,Forest
2629,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
2630,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
2631,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
2632,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Bareland
2633,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Water
2634,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
2635,Bareland,Wetland,Grassland,Water,Non_Wetland,Grassland
2636,Bareland,Wetland,Grassland,Water,Non_Wetland,Wetland
2637,Bareland,Wetland,Grassland,Water,Non_Wetland,Lichens_and_Mosses
2638,Bareland,Wetland,Grassland,Water,Non_Wetland,Bareland
2639,Bareland,Wetland,Grassland,Water,Non_Wetland,Water
2640,Bareland,Wetland,Grassland,Water,Non_Wetland,Forest
2641,Bareland,Wetland,Wetland,NULL,Wetland,NULL
2642,Bareland,Wetland,Wetland,NULL,Wetland,Grassland
2643,Bareland,Wetland,Wetland,NULL,Wetland,Wetland
2644,Bareland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
2645,Bareland,Wetland,Wetland,NULL,Wetland,Bareland
2646,Bareland,Wetland,Wetland,NULL,Wetland,Built-up
2647,Bareland,Wetland,Wetland,NULL,Wetland,Water
2648,Bareland,Wetland,Wetland,NULL,Wetland,Forest
2649,Bareland,Wetland,Wetland,Non_Water,Wetland,Grassland
2650,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland
2651,Bareland,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
2652,Bareland,Wetland,Wetland,Non_Water,Wetland,Bareland
2653,Bareland,Wetland,Wetland,Non_Water,Wetland,Water
2654,Bareland,Wetland,Wetland,Non_Water,Wetland,Forest
2655,Bareland,Wetland,Wetland,Water,Wetland,Grassland
2656,Bareland,Wetland,Wetland,Water,Wetland,Wetland
2657,Bareland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
2658,Bareland,Wetland,Wetland,Water,Wetland,Bareland
2659,Bareland,Wetland,Wetland,Water,Wetland,Built-up
2660,Bareland,Wetland,Wetland,Water,Wetland,Water
2661,Bareland,Wetland,Wetland,Water,Wetland,Forest
2662,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2663,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2664,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
2665,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
2666,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
2667,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
2668,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2669,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
2670,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
2671,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
2672,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
2673,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
2674,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
2675,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
2676,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
2677,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
2678,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
2679,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
2680,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Forest
2681,Bareland,Wetland,Bareland,NULL,Non_Wetland,Grassland
2682,Bareland,Wetland,Bareland,NULL,Non_Wetland,Wetland
2683,Bareland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
2684,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland
2685,Bareland,Wetland,Bareland,NULL,Non_Wetland,Built-up
2686,Bareland,Wetland,Bareland,NULL,Non_Wetland,Water
2687,Bareland,Wetland,Bareland,NULL,Non_Wetland,Forest
2688,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
2689,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
2690,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
2691,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
2692,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Built-up
2693,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Water
2694,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Forest
2695,Bareland,Wetland,Bareland,Water,Non_Wetland,Grassland
2696,Bareland,Wetland,Bareland,Water,Non_Wetland,Wetland
2697,Bareland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
2698,Bareland,Wetland,Bareland,Water,Non_Wetland,Bareland
2699,Bareland,Wetland,Bareland,Water,Non_Wetland,Built-up
2700,Bareland,Wetland,Bareland,Water,Non_Wetland,Water
2701,Bareland,Wetland,Bareland,Water,Non_Wetland,Forest
2702,Bareland,Wetland,Built-up,NULL,Non_Wetland,Grassland
2703,Bareland,Wetland,Built-up,NULL,Non_Wetland,Wetland
2704,Bareland,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
2705,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland
2706,Bareland,Wetland,Built-up,NULL,Non_Wetland,Built-up
2707,Bareland,Wetland,Built-up,NULL,Non_Wetland,Water
2708,Bareland,Wetland,Built-up,NULL,Non_Wetland,Forest
2709,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
2710,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
2711,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
2712,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
2713,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Built-up
2714,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Water
2715,Bareland,Wetland,Built-up,Water,Non_Wetland,Grassland
2716,Bareland,Wetland,Built-up,Water,Non_Wetland,Wetland
2717,Bareland,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
2718,Bareland,Wetland,Built-up,Water,Non_Wetland,Bareland
2719,Bareland,Wetland,Built-up,Water,Non_Wetland,Built-up
