Value,SIBERIA_2024_ESRI_Annual_LULC_2024_43VCH_M_R,SIBERIA_2024_GLC_FCS30D_2022_43VCH_M_R,SIBERIA_2024_GSW_Yearly_2021_43VCH_M_R,SIBERIA_2024_GWL_FCS30D_2022_43VCH_M_R,SIBERIA_2024_WorldCover_2021_43VCH_M_R
963,Water,Bareland,Non_Water,Non_Wetland,Grassland
964,Water,Bareland,Non_Water,Non_Wetland,Cropland
965,Water,Bareland,Non_Water,Non_Wetland,Wetland
966,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
967,Water,Bareland,Non_Water,Non_Wetland,Bareland
968,Water,Bareland,Non_Water,Non_Wetland,Built-up
969,Water,Bareland,Non_Water,Non_Wetland,Water
970,Water,Bareland,Non_Water,Non_Wetland,Forest
971,Water,Bareland,Water,Non_Wetland,NULL
972,Water,Bareland,Water,Non_Wetland,Grassland
973,Water,Bareland,Water,Non_Wetland,Cropland
974,Water,Bareland,Water,Non_Wetland,Wetland
975,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
976,Water,Bareland,Water,Non_Wetland,Bareland
977,Water,Bareland,Water,Non_Wetland,Built-up
978,Water,Bareland,Water,Non_Wetland,Water
979,Water,Bareland,Water,Non_Wetland,Forest
980,Water,Built-up,NULL,Non_Wetland,Grassland
981,Water,Built-up,NULL,Non_Wetland,Cropland
982,Water,Built-up,NULL,Non_Wetland,Wetland
983,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
984,Water,Built-up,NULL,Non_Wetland,Bareland
985,Water,Built-up,NULL,Non_Wetland,Built-up
986,Water,Built-up,NULL,Non_Wetland,Water
987,Water,Built-up,NULL,Non_Wetland,Forest
988,Water,Built-up,Non_Water,Non_Wetland,Grassland
989,Water,Built-up,Non_Water,Non_Wetland,Wetland
990,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
991,Water,Built-up,Non_Water,Non_Wetland,Bareland
992,Water,Built-up,Non_Water,Non_Wetland,Built-up
993,Water,Built-up,Non_Water,Non_Wetland,Water
994,Water,Built-up,Non_Water,Non_Wetland,Forest
995,Water,Built-up,Water,Non_Wetland,NULL
996,Water,Built-up,Water,Non_Wetland,Grassland
997,Water,Built-up,Water,Non_Wetland,Wetland
998,Water,Built-up,Water,Non_Wetland,Lichens_and_Mosses
999,Water,Built-up,Water,Non_Wetland,Bareland
1000,Water,Built-up,Water,Non_Wetland,Built-up
1001,Water,Built-up,Water,Non_Wetland,Water
1002,Water,Built-up,Water,Non_Wetland,Forest
1003,Water,Water,NULL,Water,NULL
1004,Water,Water,NULL,Water,Grassland
1005,Water,Water,NULL,Water,Wetland
1006,Water,Water,NULL,Water,Lichens_and_Mosses
1007,Water,Water,NULL,Water,Bareland
1008,Water,Water,NULL,Water,Built-up
1009,Water,Water,NULL,Water,Water
1010,Water,Water,NULL,Water,Forest
1011,Water,Water,Non_Water,Water,Grassland
1012,Water,Water,Non_Water,Water,Cropland
1013,Water,Water,Non_Water,Water,Wetland
1014,Water,Water,Non_Water,Water,Lichens_and_Mosses
1015,Water,Water,Non_Water,Water,Bareland
1016,Water,Water,Non_Water,Water,Built-up
1017,Water,Water,Non_Water,Water,Water
1018,Water,Water,Non_Water,Water,Forest
1019,Water,Water,Water,Water,NULL
1020,Water,Water,Water,Water,Grassland
1021,Water,Water,Water,Water,Cropland
1022,Water,Water,Water,Water,Wetland
1023,Water,Water,Water,Water,Lichens_and_Mosses
1024,Water,Water,Water,Water,Bareland
1025,Water,Water,Water,Water,Built-up
1026,Water,Water,Water,Water,Water
1027,Water,Water,Water,Water,Forest
1028,Water,Forest,NULL,Non_Wetland,NULL
1029,Water,Forest,NULL,Non_Wetland,Grassland
1030,Water,Forest,NULL,Non_Wetland,Cropland
1031,Water,Forest,NULL,Non_Wetland,Wetland
1032,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1033,Water,Forest,NULL,Non_Wetland,Bareland
1034,Water,Forest,NULL,Non_Wetland,Built-up
1035,Water,Forest,NULL,Non_Wetland,Water
1036,Water,Forest,NULL,Non_Wetland,Forest
1037,Water,Forest,Non_Water,Non_Wetland,Grassland
1038,Water,Forest,Non_Water,Non_Wetland,Cropland
1039,Water,Forest,Non_Water,Non_Wetland,Wetland
1040,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1041,Water,Forest,Non_Water,Non_Wetland,Bareland
1042,Water,Forest,Non_Water,Non_Wetland,Built-up
1043,Water,Forest,Non_Water,Non_Wetland,Water
1044,Water,Forest,Non_Water,Non_Wetland,Forest
1045,Water,Forest,Water,Non_Wetland,Grassland
1046,Water,Forest,Water,Non_Wetland,Cropland
1047,Water,Forest,Water,Non_Wetland,Wetland
1048,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
1049,Water,Forest,Water,Non_Wetland,Bareland
1050,Water,Forest,Water,Non_Wetland,Built-up
1051,Water,Forest,Water,Non_Wetland,Water
1052,Water,Forest,Water,Non_Wetland,Forest
1053,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
1054,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Cropland
1055,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
1056,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland
1057,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Built-up
1058,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
1059,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
1060,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Water
1061,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Forest
1062,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Bareland
1063,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
1064,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
1065,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
1066,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Built-up
1067,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
1068,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
1069,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
1070,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Bareland
1071,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
1072,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
1073,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
1074,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
1075,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
1076,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1077,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
1078,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
1079,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
1080,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
1081,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Forest
1082,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
1083,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Grassland
1084,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Wetland
1085,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland
1086,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Built-up
1087,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Forest
1088,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
1089,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
1090,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
1091,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
1092,Permanent_ice_and_snow,Wetland,NULL,Wetland,Built-up
1093,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
1094,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
1095,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
1096,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
1097,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Built-up
1098,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
1099,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
1100,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
1101,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
1102,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
1103,Permanent_ice_and_snow,Wetland,Water,Wetland,Built-up
1104,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
1105,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
1106,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1107,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1108,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1109,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1110,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1111,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
1112,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1113,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
1114,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1115,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Cropland
1116,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1117,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1118,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
1119,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
1120,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1121,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
1122,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
1123,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
1124,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
1125,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Built-up
1126,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
1127,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
1128,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
1129,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
1130,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
1131,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Built-up
1132,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
1133,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
1134,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
1135,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Cropland
1136,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
1137,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
1138,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
1139,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
1140,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
1141,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
1142,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
1143,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Built-up
1144,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Forest
1145,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Wetland
1146,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Built-up
1147,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
1148,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Forest
1149,Permanent_ice_and_snow,Water,NULL,Water,Grassland
1150,Permanent_ice_and_snow,Water,NULL,Water,Wetland
1151,Permanent_ice_and_snow,Water,NULL,Water,Water
1152,Permanent_ice_and_snow,Water,NULL,Water,Forest
1153,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
1154,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
1155,Permanent_ice_and_snow,Water,Water,Water,Grassland
1156,Permanent_ice_and_snow,Water,Water,Water,Wetland
1157,Permanent_ice_and_snow,Water,Water,Water,Water
1158,Permanent_ice_and_snow,Water,Water,Water,Forest
1159,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
1160,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
1161,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
1162,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
1163,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
1164,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
1165,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
1166,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
1167,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
1168,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
1169,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
1170,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
1171,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
1172,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
1173,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Built-up
1174,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
1175,Forest,NULL,NULL,Non_Wetland,NULL
1176,Forest,NULL,NULL,Non_Wetland,Grassland
1177,Forest,NULL,NULL,Non_Wetland,Cropland
1178,Forest,NULL,NULL,Non_Wetland,Wetland
1179,Forest,NULL,NULL,Non_Wetland,Bareland
1180,Forest,NULL,NULL,Non_Wetland,Built-up
1181,Forest,NULL,NULL,Non_Wetland,Water
1182,Forest,NULL,NULL,Non_Wetland,Forest
1183,Forest,NULL,Non_Water,Non_Wetland,Grassland
1184,Forest,NULL,Non_Water,Non_Wetland,Wetland
1185,Forest,NULL,Non_Water,Non_Wetland,Water
1186,Forest,NULL,Non_Water,Non_Wetland,Forest
1187,Forest,NULL,Water,Non_Wetland,Grassland
1188,Forest,NULL,Water,Non_Wetland,Wetland
1189,Forest,NULL,Water,Non_Wetland,Bareland
1190,Forest,NULL,Water,Non_Wetland,Water
1191,Forest,NULL,Water,Non_Wetland,Forest
1192,Forest,Shrubland,NULL,Non_Wetland,NULL
1193,Forest,Shrubland,NULL,Non_Wetland,Grassland
1194,Forest,Shrubland,NULL,Non_Wetland,Wetland
1195,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1196,Forest,Shrubland,NULL,Non_Wetland,Bareland
1197,Forest,Shrubland,NULL,Non_Wetland,Built-up
1198,Forest,Shrubland,NULL,Non_Wetland,Water
1199,Forest,Shrubland,NULL,Non_Wetland,Forest
1200,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1201,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1202,Forest,Shrubland,Non_Water,Non_Wetland,Water
1203,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1204,Forest,Shrubland,Water,Non_Wetland,Grassland
1205,Forest,Shrubland,Water,Non_Wetland,Wetland
1206,Forest,Shrubland,Water,Non_Wetland,Forest
1207,Forest,Grassland,NULL,Non_Wetland,NULL
1208,Forest,Grassland,NULL,Non_Wetland,Grassland
1209,Forest,Grassland,NULL,Non_Wetland,Wetland
1210,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1211,Forest,Grassland,NULL,Non_Wetland,Bareland
1212,Forest,Grassland,NULL,Non_Wetland,Built-up
1213,Forest,Grassland,NULL,Non_Wetland,Water
1214,Forest,Grassland,NULL,Non_Wetland,Forest
1215,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1216,Forest,Grassland,Non_Water,Non_Wetland,Wetland
1217,Forest,Grassland,Non_Water,Non_Wetland,Forest
1218,Forest,Grassland,Water,Non_Wetland,Grassland
1219,Forest,Grassland,Water,Non_Wetland,Forest
1220,Forest,Cropland,NULL,Non_Wetland,Grassland
1221,Forest,Cropland,NULL,Non_Wetland,Wetland
1222,Forest,Cropland,NULL,Non_Wetland,Bareland
1223,Forest,Cropland,NULL,Non_Wetland,Built-up
1224,Forest,Cropland,NULL,Non_Wetland,Forest
1225,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1226,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1227,Forest,Wetland,NULL,Wetland,NULL
1228,Forest,Wetland,NULL,Wetland,Grassland
1229,Forest,Wetland,NULL,Wetland,Wetland
1230,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
1231,Forest,Wetland,NULL,Wetland,Bareland
1232,Forest,Wetland,NULL,Wetland,Built-up
1233,Forest,Wetland,NULL,Wetland,Water
1234,Forest,Wetland,NULL,Wetland,Forest
1235,Forest,Wetland,Non_Water,Wetland,Grassland
1236,Forest,Wetland,Non_Water,Wetland,Wetland
1237,Forest,Wetland,Non_Water,Wetland,Water
1238,Forest,Wetland,Non_Water,Wetland,Forest
1239,Forest,Wetland,Water,Wetland,Grassland
1240,Forest,Wetland,Water,Wetland,Wetland
1241,Forest,Wetland,Water,Wetland,Water
1242,Forest,Wetland,Water,Wetland,Forest
1243,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1244,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1245,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1246,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1247,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1248,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1249,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1250,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
1251,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1252,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1253,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1254,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
1255,Forest,Bareland,NULL,Non_Wetland,NULL
1256,Forest,Bareland,NULL,Non_Wetland,Grassland
1257,Forest,Bareland,NULL,Non_Wetland,Cropland
1258,Forest,Bareland,NULL,Non_Wetland,Wetland
1259,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1260,Forest,Bareland,NULL,Non_Wetland,Bareland
1261,Forest,Bareland,NULL,Non_Wetland,Built-up
1262,Forest,Bareland,NULL,Non_Wetland,Water
1263,Forest,Bareland,NULL,Non_Wetland,Forest
1264,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1265,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1266,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1267,Forest,Bareland,Non_Water,Non_Wetland,Built-up
1268,Forest,Bareland,Non_Water,Non_Wetland,Water
1269,Forest,Bareland,Non_Water,Non_Wetland,Forest
1270,Forest,Bareland,Water,Non_Wetland,Grassland
1271,Forest,Bareland,Water,Non_Wetland,Wetland
1272,Forest,Bareland,Water,Non_Wetland,Bareland
1273,Forest,Bareland,Water,Non_Wetland,Built-up
1274,Forest,Bareland,Water,Non_Wetland,Water
1275,Forest,Bareland,Water,Non_Wetland,Forest
1276,Forest,Built-up,NULL,Non_Wetland,NULL
1277,Forest,Built-up,NULL,Non_Wetland,Grassland
1278,Forest,Built-up,NULL,Non_Wetland,Cropland
1279,Forest,Built-up,NULL,Non_Wetland,Wetland
1280,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1281,Forest,Built-up,NULL,Non_Wetland,Bareland
1282,Forest,Built-up,NULL,Non_Wetland,Built-up
1283,Forest,Built-up,NULL,Non_Wetland,Water
1284,Forest,Built-up,NULL,Non_Wetland,Forest
1285,Forest,Built-up,Non_Water,Non_Wetland,Grassland
1286,Forest,Built-up,Non_Water,Non_Wetland,Built-up
1287,Forest,Built-up,Non_Water,Non_Wetland,Forest
1288,Forest,Built-up,Water,Non_Wetland,Grassland
1289,Forest,Built-up,Water,Non_Wetland,Bareland
1290,Forest,Built-up,Water,Non_Wetland,Built-up
1291,Forest,Built-up,Water,Non_Wetland,Forest
1292,Forest,Water,NULL,Water,Grassland
1293,Forest,Water,NULL,Water,Wetland
1294,Forest,Water,NULL,Water,Bareland
1295,Forest,Water,NULL,Water,Built-up
1296,Forest,Water,NULL,Water,Water
1297,Forest,Water,NULL,Water,Forest
1298,Forest,Water,Non_Water,Water,Grassland
1299,Forest,Water,Non_Water,Water,Wetland
1300,Forest,Water,Non_Water,Water,Water
1301,Forest,Water,Non_Water,Water,Forest
1302,Forest,Water,Water,Water,NULL
1303,Forest,Water,Water,Water,Grassland
1304,Forest,Water,Water,Water,Wetland
1305,Forest,Water,Water,Water,Water
1306,Forest,Water,Water,Water,Forest
1307,Forest,Forest,NULL,Non_Wetland,NULL
1308,Forest,Forest,NULL,Non_Wetland,Grassland
1309,Forest,Forest,NULL,Non_Wetland,Cropland
1310,Forest,Forest,NULL,Non_Wetland,Wetland
1311,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1312,Forest,Forest,NULL,Non_Wetland,Bareland
1313,Forest,Forest,NULL,Non_Wetland,Built-up
1314,Forest,Forest,NULL,Non_Wetland,Water
1315,Forest,Forest,NULL,Non_Wetland,Forest
1316,Forest,Forest,Non_Water,Non_Wetland,Grassland
1317,Forest,Forest,Non_Water,Non_Wetland,Wetland
1318,Forest,Forest,Non_Water,Non_Wetland,Water
1319,Forest,Forest,Non_Water,Non_Wetland,Forest
1320,Forest,Forest,Water,Non_Wetland,Grassland
1321,Forest,Forest,Water,Non_Wetland,Wetland
1322,Forest,Forest,Water,Non_Wetland,Bareland
1323,Forest,Forest,Water,Non_Wetland,Built-up
1324,Forest,Forest,Water,Non_Wetland,Water
1325,Forest,Forest,Water,Non_Wetland,Forest
