Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42VWM_M_R,SIBERIA_2024_GLC_FCS30D_2022_42VWM_M_R,SIBERIA_2024_GSW_Yearly_2021_42VWM_M_R,SIBERIA_2024_GWL_FCS30D_2022_42VWM_M_R,SIBERIA_2024_WorldCover_2021_42VWM_M_R
961,Permanent_ice_and_snow,Forest,Water,Non_Wetland,NULL
962,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
963,Forest,NULL,NULL,Non_Wetland,NULL
964,Forest,NULL,NULL,Non_Wetland,Grassland
965,Forest,NULL,NULL,Non_Wetland,Wetland
966,Forest,NULL,NULL,Non_Wetland,Bareland
967,Forest,NULL,NULL,Non_Wetland,Built-up
968,Forest,NULL,NULL,Non_Wetland,Water
969,Forest,NULL,NULL,Non_Wetland,Forest
970,Forest,NULL,Non_Water,Non_Wetland,Grassland
971,Forest,NULL,Non_Water,Non_Wetland,Wetland
972,Forest,NULL,Non_Water,Non_Wetland,Water
973,Forest,NULL,Non_Water,Non_Wetland,Forest
974,Forest,NULL,Water,Non_Wetland,Grassland
975,Forest,NULL,Water,Non_Wetland,Wetland
976,Forest,NULL,Water,Non_Wetland,Water
977,Forest,NULL,Water,Non_Wetland,Forest
978,Forest,Shrubland,NULL,Non_Wetland,NULL
979,Forest,Shrubland,NULL,Non_Wetland,Grassland
980,Forest,Shrubland,NULL,Non_Wetland,Cropland
981,Forest,Shrubland,NULL,Non_Wetland,Wetland
982,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
983,Forest,Shrubland,NULL,Non_Wetland,Bareland
984,Forest,Shrubland,NULL,Non_Wetland,Built-up
985,Forest,Shrubland,NULL,Non_Wetland,Water
986,Forest,Shrubland,NULL,Non_Wetland,Forest
987,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
988,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
989,Forest,Shrubland,Non_Water,Non_Wetland,Forest
990,Forest,Shrubland,Water,Non_Wetland,Grassland
991,Forest,Shrubland,Water,Non_Wetland,Wetland
992,Forest,Shrubland,Water,Non_Wetland,Water
993,Forest,Shrubland,Water,Non_Wetland,Forest
994,Forest,Grassland,NULL,Non_Wetland,Grassland
995,Forest,Grassland,NULL,Non_Wetland,Wetland
996,Forest,Grassland,NULL,Non_Wetland,Bareland
997,Forest,Grassland,NULL,Non_Wetland,Built-up
998,Forest,Grassland,NULL,Non_Wetland,Forest
999,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1000,Forest,Grassland,Non_Water,Non_Wetland,Wetland
1001,Forest,Grassland,Non_Water,Non_Wetland,Water
1002,Forest,Grassland,Non_Water,Non_Wetland,Forest
1003,Forest,Grassland,Water,Non_Wetland,Forest
1004,Forest,Cropland,NULL,Non_Wetland,NULL
1005,Forest,Cropland,NULL,Non_Wetland,Grassland
1006,Forest,Cropland,NULL,Non_Wetland,Cropland
1007,Forest,Cropland,NULL,Non_Wetland,Wetland
1008,Forest,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
1009,Forest,Cropland,NULL,Non_Wetland,Bareland
1010,Forest,Cropland,NULL,Non_Wetland,Built-up
1011,Forest,Cropland,NULL,Non_Wetland,Water
1012,Forest,Cropland,NULL,Non_Wetland,Forest
1013,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1014,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1015,Forest,Cropland,Non_Water,Non_Wetland,Bareland
1016,Forest,Cropland,Non_Water,Non_Wetland,Built-up
1017,Forest,Cropland,Non_Water,Non_Wetland,Forest
1018,Forest,Cropland,Water,Non_Wetland,Grassland
1019,Forest,Cropland,Water,Non_Wetland,Wetland
1020,Forest,Cropland,Water,Non_Wetland,Bareland
1021,Forest,Cropland,Water,Non_Wetland,Water
1022,Forest,Cropland,Water,Non_Wetland,Forest
1023,Forest,Wetland,NULL,Wetland,NULL
1024,Forest,Wetland,NULL,Wetland,Grassland
1025,Forest,Wetland,NULL,Wetland,Wetland
1026,Forest,Wetland,NULL,Wetland,Bareland
1027,Forest,Wetland,NULL,Wetland,Built-up
1028,Forest,Wetland,NULL,Wetland,Water
1029,Forest,Wetland,NULL,Wetland,Forest
1030,Forest,Wetland,Non_Water,Wetland,Grassland
1031,Forest,Wetland,Non_Water,Wetland,Cropland
1032,Forest,Wetland,Non_Water,Wetland,Wetland
1033,Forest,Wetland,Non_Water,Wetland,Bareland
1034,Forest,Wetland,Non_Water,Wetland,Water
1035,Forest,Wetland,Non_Water,Wetland,Forest
1036,Forest,Wetland,Water,Wetland,NULL
1037,Forest,Wetland,Water,Wetland,Grassland
1038,Forest,Wetland,Water,Wetland,Wetland
1039,Forest,Wetland,Water,Wetland,Bareland
1040,Forest,Wetland,Water,Wetland,Water
1041,Forest,Wetland,Water,Wetland,Forest
1042,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1043,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1044,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1045,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1046,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1047,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1048,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1049,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1050,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1051,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
1052,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1053,Forest,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1054,Forest,Bareland,NULL,Non_Wetland,NULL
1055,Forest,Bareland,NULL,Non_Wetland,Grassland
1056,Forest,Bareland,NULL,Non_Wetland,Cropland
1057,Forest,Bareland,NULL,Non_Wetland,Wetland
1058,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1059,Forest,Bareland,NULL,Non_Wetland,Bareland
1060,Forest,Bareland,NULL,Non_Wetland,Built-up
1061,Forest,Bareland,NULL,Non_Wetland,Water
1062,Forest,Bareland,NULL,Non_Wetland,Forest
1063,Forest,Bareland,Non_Water,Non_Wetland,NULL
1064,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1065,Forest,Bareland,Non_Water,Non_Wetland,Cropland
1066,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1067,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1068,Forest,Bareland,Non_Water,Non_Wetland,Built-up
1069,Forest,Bareland,Non_Water,Non_Wetland,Water
1070,Forest,Bareland,Non_Water,Non_Wetland,Forest
1071,Forest,Bareland,Water,Non_Wetland,NULL
1072,Forest,Bareland,Water,Non_Wetland,Grassland
1073,Forest,Bareland,Water,Non_Wetland,Wetland
1074,Forest,Bareland,Water,Non_Wetland,Bareland
1075,Forest,Bareland,Water,Non_Wetland,Water
1076,Forest,Bareland,Water,Non_Wetland,Forest
1077,Forest,Built-up,NULL,Non_Wetland,NULL
1078,Forest,Built-up,NULL,Non_Wetland,Grassland
1079,Forest,Built-up,NULL,Non_Wetland,Cropland
1080,Forest,Built-up,NULL,Non_Wetland,Wetland
1081,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1082,Forest,Built-up,NULL,Non_Wetland,Bareland
1083,Forest,Built-up,NULL,Non_Wetland,Built-up
1084,Forest,Built-up,NULL,Non_Wetland,Water
1085,Forest,Built-up,NULL,Non_Wetland,Forest
1086,Forest,Built-up,Non_Water,Non_Wetland,Grassland
1087,Forest,Built-up,Non_Water,Non_Wetland,Bareland
1088,Forest,Built-up,Non_Water,Non_Wetland,Built-up
1089,Forest,Built-up,Non_Water,Non_Wetland,Forest
1090,Forest,Built-up,Water,Non_Wetland,Grassland
1091,Forest,Built-up,Water,Non_Wetland,Wetland
1092,Forest,Built-up,Water,Non_Wetland,Built-up
1093,Forest,Built-up,Water,Non_Wetland,Water
1094,Forest,Built-up,Water,Non_Wetland,Forest
1095,Forest,Water,NULL,Water,Grassland
1096,Forest,Water,NULL,Water,Wetland
1097,Forest,Water,NULL,Water,Bareland
1098,Forest,Water,NULL,Water,Built-up
1099,Forest,Water,NULL,Water,Water
1100,Forest,Water,NULL,Water,Forest
1101,Forest,Water,Non_Water,Water,Grassland
1102,Forest,Water,Non_Water,Water,Wetland
1103,Forest,Water,Non_Water,Water,Bareland
1104,Forest,Water,Non_Water,Water,Water
1105,Forest,Water,Non_Water,Water,Forest
1106,Forest,Water,Water,Water,Grassland
1107,Forest,Water,Water,Water,Wetland
1108,Forest,Water,Water,Water,Bareland
1109,Forest,Water,Water,Water,Water
1110,Forest,Water,Water,Water,Forest
1111,Forest,Forest,NULL,Non_Wetland,NULL
1112,Forest,Forest,NULL,Non_Wetland,Grassland
1113,Forest,Forest,NULL,Non_Wetland,Cropland
1114,Forest,Forest,NULL,Non_Wetland,Wetland
1115,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1116,Forest,Forest,NULL,Non_Wetland,Bareland
1117,Forest,Forest,NULL,Non_Wetland,Built-up
1118,Forest,Forest,NULL,Non_Wetland,Water
1119,Forest,Forest,NULL,Non_Wetland,Forest
1120,Forest,Forest,Non_Water,Non_Wetland,NULL
1121,Forest,Forest,Non_Water,Non_Wetland,Grassland
1122,Forest,Forest,Non_Water,Non_Wetland,Cropland
1123,Forest,Forest,Non_Water,Non_Wetland,Wetland
1124,Forest,Forest,Non_Water,Non_Wetland,Bareland
1125,Forest,Forest,Non_Water,Non_Wetland,Water
1126,Forest,Forest,Non_Water,Non_Wetland,Forest
1127,Forest,Forest,Water,Non_Wetland,Grassland
1128,Forest,Forest,Water,Non_Wetland,Wetland
1129,Forest,Forest,Water,Non_Wetland,Bareland
1130,Forest,Forest,Water,Non_Wetland,Water
1131,Forest,Forest,Water,Non_Wetland,Forest
