Value,SIBERIA_2024_ESRI_Annual_LULC_2024_41VNG_M_R,SIBERIA_2024_GLC_FCS30D_2022_41VNG_M_R,SIBERIA_2024_GSW_Yearly_2021_41VNG_M_R,SIBERIA_2024_GWL_FCS30D_2022_41VNG_M_R,SIBERIA_2024_WorldCover_2021_41VNG_M_R
976,Forest,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
977,Forest,Built-up,Non_Water,Non_Wetland,Forest
978,Forest,Built-up,Water,Non_Wetland,Bareland
979,Forest,Built-up,Water,Non_Wetland,Water
980,Forest,Built-up,Water,Non_Wetland,Forest
981,Forest,Water,NULL,Water,NULL
982,Forest,Water,NULL,Water,Grassland
983,Forest,Water,NULL,Water,Wetland
984,Forest,Water,NULL,Water,Bareland
985,Forest,Water,NULL,Water,Built-up
986,Forest,Water,NULL,Water,Water
987,Forest,Water,NULL,Water,Forest
988,Forest,Water,Non_Water,Water,Grassland
989,Forest,Water,Non_Water,Water,Wetland
990,Forest,Water,Non_Water,Water,Water
991,Forest,Water,Non_Water,Water,Forest
992,Forest,Water,Water,Water,NULL
993,Forest,Water,Water,Water,Grassland
994,Forest,Water,Water,Water,Cropland
995,Forest,Water,Water,Water,Wetland
996,Forest,Water,Water,Water,Water
997,Forest,Water,Water,Water,Forest
998,Forest,Forest,NULL,Non_Wetland,NULL
999,Forest,Forest,NULL,Non_Wetland,Grassland
1000,Forest,Forest,NULL,Non_Wetland,Cropland
1001,Forest,Forest,NULL,Non_Wetland,Wetland
1002,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1003,Forest,Forest,NULL,Non_Wetland,Bareland
1004,Forest,Forest,NULL,Non_Wetland,Built-up
1005,Forest,Forest,NULL,Non_Wetland,Water
1006,Forest,Forest,NULL,Non_Wetland,Forest
1007,Forest,Forest,Non_Water,Non_Wetland,NULL
1008,Forest,Forest,Non_Water,Non_Wetland,Grassland
1009,Forest,Forest,Non_Water,Non_Wetland,Cropland
1010,Forest,Forest,Non_Water,Non_Wetland,Wetland
1011,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1012,Forest,Forest,Non_Water,Non_Wetland,Bareland
1013,Forest,Forest,Non_Water,Non_Wetland,Water
1014,Forest,Forest,Non_Water,Non_Wetland,Forest
1015,Forest,Forest,Water,Non_Wetland,NULL
1016,Forest,Forest,Water,Non_Wetland,Grassland
1017,Forest,Forest,Water,Non_Wetland,Cropland
1018,Forest,Forest,Water,Non_Wetland,Wetland
1019,Forest,Forest,Water,Non_Wetland,Water
1020,Forest,Forest,Water,Non_Wetland,Forest
