Value,SIBERIA_2024_ESRI_Annual_LULC_2024_41WNR_M_R,SIBERIA_2024_GLC_FCS30D_2022_41WNR_M_R,SIBERIA_2024_GSW_Yearly_2021_41WNR_M_R,SIBERIA_2024_GWL_FCS30D_2022_41WNR_M_R,SIBERIA_2024_WorldCover_2021_41WNR_M_R
906,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
907,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Forest
908,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
909,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Wetland
910,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
911,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
912,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Built-up
913,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
914,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Forest
915,Permanent_ice_and_snow,Water,NULL,NULL,Bareland
916,Permanent_ice_and_snow,Water,NULL,NULL,Water
917,Permanent_ice_and_snow,Water,NULL,NULL,Permanent_ice_and_snow
918,Permanent_ice_and_snow,Water,NULL,Water,Grassland
919,Permanent_ice_and_snow,Water,NULL,Water,Wetland
920,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
921,Permanent_ice_and_snow,Water,NULL,Water,Bareland
922,Permanent_ice_and_snow,Water,NULL,Water,Water
923,Permanent_ice_and_snow,Water,NULL,Water,Permanent_ice_and_snow
924,Permanent_ice_and_snow,Water,NULL,Water,Forest
925,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
926,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
927,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
928,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
929,Permanent_ice_and_snow,Water,Non_Water,Water,Water
930,Permanent_ice_and_snow,Water,Non_Water,Water,Permanent_ice_and_snow
931,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
932,Permanent_ice_and_snow,Water,Water,NULL,Bareland
933,Permanent_ice_and_snow,Water,Water,NULL,Water
934,Permanent_ice_and_snow,Water,Water,NULL,Permanent_ice_and_snow
935,Permanent_ice_and_snow,Water,Water,Water,NULL
936,Permanent_ice_and_snow,Water,Water,Water,Grassland
937,Permanent_ice_and_snow,Water,Water,Water,Wetland
938,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
939,Permanent_ice_and_snow,Water,Water,Water,Bareland
940,Permanent_ice_and_snow,Water,Water,Water,Built-up
941,Permanent_ice_and_snow,Water,Water,Water,Water
942,Permanent_ice_and_snow,Water,Water,Water,Permanent_ice_and_snow
943,Permanent_ice_and_snow,Water,Water,Water,Forest
944,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Lichens_and_Mosses
945,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
946,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Water
947,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
948,Permanent_ice_and_snow,Permanent_ice_and_snow,Non_Water,Non_Wetland,Lichens_and_Mosses
949,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Non_Wetland,Water
950,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Non_Wetland,Permanent_ice_and_snow
951,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
952,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
953,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
954,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
955,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
956,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
957,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
958,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Permanent_ice_and_snow
959,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
960,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,NULL
961,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
962,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
963,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
964,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Bareland
965,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Built-up
966,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
967,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
968,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
969,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
970,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Lichens_and_Mosses
971,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
972,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Built-up
973,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
974,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
975,Forest,NULL,NULL,Non_Wetland,NULL
976,Forest,NULL,NULL,Non_Wetland,Grassland
977,Forest,NULL,NULL,Non_Wetland,Wetland
978,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
979,Forest,NULL,NULL,Non_Wetland,Bareland
980,Forest,NULL,NULL,Non_Wetland,Built-up
981,Forest,NULL,NULL,Non_Wetland,Water
982,Forest,NULL,NULL,Non_Wetland,Forest
983,Forest,NULL,Non_Water,Non_Wetland,NULL
984,Forest,NULL,Non_Water,Non_Wetland,Grassland
985,Forest,NULL,Non_Water,Non_Wetland,Wetland
986,Forest,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
987,Forest,NULL,Non_Water,Non_Wetland,Water
988,Forest,NULL,Non_Water,Non_Wetland,Forest
989,Forest,NULL,Water,Non_Wetland,Grassland
990,Forest,NULL,Water,Non_Wetland,Wetland
991,Forest,NULL,Water,Non_Wetland,Lichens_and_Mosses
992,Forest,NULL,Water,Non_Wetland,Forest
993,Forest,Shrubland,NULL,Non_Wetland,NULL
994,Forest,Shrubland,NULL,Non_Wetland,Grassland
995,Forest,Shrubland,NULL,Non_Wetland,Wetland
996,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
997,Forest,Shrubland,NULL,Non_Wetland,Bareland
998,Forest,Shrubland,NULL,Non_Wetland,Built-up
999,Forest,Shrubland,NULL,Non_Wetland,Water
1000,Forest,Shrubland,NULL,Non_Wetland,Forest
1001,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1002,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1003,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1004,Forest,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1005,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
1006,Forest,Shrubland,Non_Water,Non_Wetland,Water
1007,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1008,Forest,Shrubland,Water,Non_Wetland,NULL
1009,Forest,Shrubland,Water,Non_Wetland,Grassland
1010,Forest,Shrubland,Water,Non_Wetland,Wetland
1011,Forest,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1012,Forest,Shrubland,Water,Non_Wetland,Bareland
1013,Forest,Shrubland,Water,Non_Wetland,Built-up
1014,Forest,Shrubland,Water,Non_Wetland,Water
1015,Forest,Shrubland,Water,Non_Wetland,Forest
1016,Forest,Grassland,NULL,Non_Wetland,NULL
1017,Forest,Grassland,NULL,Non_Wetland,Grassland
1018,Forest,Grassland,NULL,Non_Wetland,Wetland
1019,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1020,Forest,Grassland,NULL,Non_Wetland,Bareland
1021,Forest,Grassland,NULL,Non_Wetland,Water
1022,Forest,Grassland,NULL,Non_Wetland,Forest
1023,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1024,Forest,Grassland,Non_Water,Non_Wetland,Wetland
1025,Forest,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
1026,Forest,Grassland,Non_Water,Non_Wetland,Forest
1027,Forest,Grassland,Water,Non_Wetland,Grassland
1028,Forest,Grassland,Water,Non_Wetland,Wetland
1029,Forest,Grassland,Water,Non_Wetland,Lichens_and_Mosses
1030,Forest,Grassland,Water,Non_Wetland,Forest
1031,Forest,Wetland,NULL,Wetland,NULL
1032,Forest,Wetland,NULL,Wetland,Grassland
1033,Forest,Wetland,NULL,Wetland,Wetland
1034,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
1035,Forest,Wetland,NULL,Wetland,Bareland
1036,Forest,Wetland,NULL,Wetland,Water
1037,Forest,Wetland,NULL,Wetland,Forest
1038,Forest,Wetland,Non_Water,Wetland,Grassland
1039,Forest,Wetland,Non_Water,Wetland,Wetland
1040,Forest,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1041,Forest,Wetland,Non_Water,Wetland,Bareland
1042,Forest,Wetland,Non_Water,Wetland,Water
1043,Forest,Wetland,Non_Water,Wetland,Forest
1044,Forest,Wetland,Water,Wetland,Grassland
1045,Forest,Wetland,Water,Wetland,Wetland
1046,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
1047,Forest,Wetland,Water,Wetland,Bareland
1048,Forest,Wetland,Water,Wetland,Water
1049,Forest,Wetland,Water,Wetland,Forest
1050,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1051,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1052,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1053,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1054,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1055,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
1056,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1057,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1058,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1059,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1060,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1061,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
1062,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1063,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1064,Forest,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1065,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water
1066,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
1067,Forest,Bareland,NULL,Non_Wetland,NULL
1068,Forest,Bareland,NULL,Non_Wetland,Grassland
1069,Forest,Bareland,NULL,Non_Wetland,Wetland
1070,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1071,Forest,Bareland,NULL,Non_Wetland,Bareland
1072,Forest,Bareland,NULL,Non_Wetland,Built-up
1073,Forest,Bareland,NULL,Non_Wetland,Water
1074,Forest,Bareland,NULL,Non_Wetland,Forest
1075,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1076,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1077,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1078,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1079,Forest,Bareland,Non_Water,Non_Wetland,Water
1080,Forest,Bareland,Non_Water,Non_Wetland,Forest
1081,Forest,Bareland,Water,Non_Wetland,NULL
1082,Forest,Bareland,Water,Non_Wetland,Grassland
1083,Forest,Bareland,Water,Non_Wetland,Wetland
1084,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1085,Forest,Bareland,Water,Non_Wetland,Bareland
1086,Forest,Bareland,Water,Non_Wetland,Built-up
1087,Forest,Bareland,Water,Non_Wetland,Water
1088,Forest,Bareland,Water,Non_Wetland,Forest
1089,Forest,Built-up,NULL,Non_Wetland,Grassland
1090,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1091,Forest,Built-up,NULL,Non_Wetland,Bareland
1092,Forest,Built-up,NULL,Non_Wetland,Built-up
1093,Forest,Built-up,NULL,Non_Wetland,Forest
1094,Forest,Built-up,Water,Non_Wetland,Grassland
1095,Forest,Built-up,Water,Non_Wetland,Wetland
1096,Forest,Built-up,Water,Non_Wetland,Bareland
1097,Forest,Built-up,Water,Non_Wetland,Forest
1098,Forest,Water,NULL,Water,Grassland
1099,Forest,Water,NULL,Water,Wetland
1100,Forest,Water,NULL,Water,Lichens_and_Mosses
1101,Forest,Water,NULL,Water,Bareland
1102,Forest,Water,NULL,Water,Water
1103,Forest,Water,NULL,Water,Forest
1104,Forest,Water,Non_Water,Water,Grassland
1105,Forest,Water,Non_Water,Water,Wetland
1106,Forest,Water,Non_Water,Water,Lichens_and_Mosses
1107,Forest,Water,Non_Water,Water,Water
1108,Forest,Water,Non_Water,Water,Forest
1109,Forest,Water,Water,Water,NULL
1110,Forest,Water,Water,Water,Grassland
1111,Forest,Water,Water,Water,Wetland
1112,Forest,Water,Water,Water,Lichens_and_Mosses
1113,Forest,Water,Water,Water,Bareland
1114,Forest,Water,Water,Water,Water
1115,Forest,Water,Water,Water,Forest
1116,Forest,Forest,NULL,Non_Wetland,NULL
1117,Forest,Forest,NULL,Non_Wetland,Grassland
1118,Forest,Forest,NULL,Non_Wetland,Wetland
1119,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1120,Forest,Forest,NULL,Non_Wetland,Bareland
1121,Forest,Forest,NULL,Non_Wetland,Built-up
1122,Forest,Forest,NULL,Non_Wetland,Water
1123,Forest,Forest,NULL,Non_Wetland,Forest
1124,Forest,Forest,Non_Water,Non_Wetland,NULL
1125,Forest,Forest,Non_Water,Non_Wetland,Grassland
1126,Forest,Forest,Non_Water,Non_Wetland,Wetland
1127,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1128,Forest,Forest,Non_Water,Non_Wetland,Bareland
1129,Forest,Forest,Non_Water,Non_Wetland,Water
1130,Forest,Forest,Non_Water,Non_Wetland,Forest
1131,Forest,Forest,Water,Non_Wetland,NULL
1132,Forest,Forest,Water,Non_Wetland,Grassland
1133,Forest,Forest,Water,Non_Wetland,Wetland
1134,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
1135,Forest,Forest,Water,Non_Wetland,Bareland
1136,Forest,Forest,Water,Non_Wetland,Built-up
1137,Forest,Forest,Water,Non_Wetland,Water
1138,Forest,Forest,Water,Non_Wetland,Forest
