Value,SIBERIA_2024_ESRI_Annual_LULC_2024_44WPC_M_R,SIBERIA_2024_GLC_FCS30D_2022_44WPC_M_R,SIBERIA_2024_GSW_Yearly_2021_44WPC_M_R,SIBERIA_2024_GWL_FCS30D_2022_44WPC_M_R,SIBERIA_2024_WorldCover_2021_44WPC_M_R
922,Permanent_ice_and_snow,Water,NULL,Water,Bareland
923,Permanent_ice_and_snow,Water,NULL,Water,Water
924,Permanent_ice_and_snow,Water,NULL,Water,Forest
925,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
926,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
927,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
928,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
929,Permanent_ice_and_snow,Water,Non_Water,Water,Water
930,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
931,Permanent_ice_and_snow,Water,Water,Water,Grassland
932,Permanent_ice_and_snow,Water,Water,Water,Wetland
933,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
934,Permanent_ice_and_snow,Water,Water,Water,Bareland
935,Permanent_ice_and_snow,Water,Water,Water,Water
936,Permanent_ice_and_snow,Water,Water,Water,Forest
937,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
938,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
939,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
940,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
941,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
942,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
943,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
944,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
945,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
946,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Bareland
947,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
948,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
949,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
950,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
951,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Lichens_and_Mosses
952,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
953,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
954,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
955,Forest,NULL,NULL,Non_Wetland,Grassland
956,Forest,NULL,NULL,Non_Wetland,Wetland
957,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
958,Forest,NULL,NULL,Non_Wetland,Bareland
959,Forest,NULL,NULL,Non_Wetland,Water
960,Forest,NULL,NULL,Non_Wetland,Forest
961,Forest,NULL,Non_Water,Non_Wetland,Grassland
962,Forest,NULL,Non_Water,Non_Wetland,Wetland
963,Forest,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
964,Forest,NULL,Non_Water,Non_Wetland,Bareland
965,Forest,NULL,Non_Water,Non_Wetland,Water
966,Forest,NULL,Non_Water,Non_Wetland,Forest
967,Forest,NULL,Water,Non_Wetland,Grassland
968,Forest,NULL,Water,Non_Wetland,Wetland
969,Forest,NULL,Water,Non_Wetland,Lichens_and_Mosses
970,Forest,NULL,Water,Non_Wetland,Bareland
971,Forest,NULL,Water,Non_Wetland,Water
972,Forest,NULL,Water,Non_Wetland,Forest
973,Forest,Shrubland,NULL,Non_Wetland,Grassland
974,Forest,Shrubland,NULL,Non_Wetland,Wetland
975,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
976,Forest,Shrubland,NULL,Non_Wetland,Bareland
977,Forest,Shrubland,NULL,Non_Wetland,Water
978,Forest,Shrubland,NULL,Non_Wetland,Forest
979,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
980,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
981,Forest,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
982,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
983,Forest,Shrubland,Non_Water,Non_Wetland,Water
984,Forest,Shrubland,Non_Water,Non_Wetland,Forest
985,Forest,Shrubland,Water,Non_Wetland,Grassland
986,Forest,Shrubland,Water,Non_Wetland,Wetland
987,Forest,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
988,Forest,Shrubland,Water,Non_Wetland,Bareland
989,Forest,Shrubland,Water,Non_Wetland,Water
990,Forest,Shrubland,Water,Non_Wetland,Forest
991,Forest,Grassland,NULL,Non_Wetland,Grassland
992,Forest,Grassland,NULL,Non_Wetland,Wetland
993,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
994,Forest,Grassland,NULL,Non_Wetland,Bareland
995,Forest,Grassland,NULL,Non_Wetland,Water
996,Forest,Grassland,NULL,Non_Wetland,Forest
997,Forest,Grassland,Non_Water,Non_Wetland,Grassland
998,Forest,Grassland,Non_Water,Non_Wetland,Wetland
999,Forest,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
1000,Forest,Grassland,Non_Water,Non_Wetland,Bareland
1001,Forest,Grassland,Non_Water,Non_Wetland,Water
1002,Forest,Grassland,Non_Water,Non_Wetland,Forest
1003,Forest,Grassland,Water,Non_Wetland,Grassland
1004,Forest,Grassland,Water,Non_Wetland,Wetland
1005,Forest,Grassland,Water,Non_Wetland,Bareland
1006,Forest,Grassland,Water,Non_Wetland,Water
1007,Forest,Grassland,Water,Non_Wetland,Forest
1008,Forest,Wetland,NULL,Wetland,Grassland
1009,Forest,Wetland,NULL,Wetland,Wetland
1010,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
1011,Forest,Wetland,NULL,Wetland,Bareland
1012,Forest,Wetland,NULL,Wetland,Water
1013,Forest,Wetland,NULL,Wetland,Forest
1014,Forest,Wetland,Non_Water,Wetland,Grassland
1015,Forest,Wetland,Non_Water,Wetland,Wetland
1016,Forest,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1017,Forest,Wetland,Non_Water,Wetland,Bareland
1018,Forest,Wetland,Non_Water,Wetland,Water
1019,Forest,Wetland,Non_Water,Wetland,Forest
1020,Forest,Wetland,Water,Wetland,Grassland
1021,Forest,Wetland,Water,Wetland,Wetland
1022,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
1023,Forest,Wetland,Water,Wetland,Bareland
1024,Forest,Wetland,Water,Wetland,Water
1025,Forest,Wetland,Water,Wetland,Forest
1026,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1027,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1028,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1029,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1030,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1031,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1032,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1033,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1034,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water
1035,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
1036,Forest,Bareland,NULL,Non_Wetland,Grassland
1037,Forest,Bareland,NULL,Non_Wetland,Wetland
1038,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1039,Forest,Bareland,NULL,Non_Wetland,Bareland
1040,Forest,Bareland,NULL,Non_Wetland,Water
1041,Forest,Bareland,NULL,Non_Wetland,Forest
1042,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1043,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1044,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1045,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1046,Forest,Bareland,Non_Water,Non_Wetland,Water
1047,Forest,Bareland,Non_Water,Non_Wetland,Forest
1048,Forest,Bareland,Water,Non_Wetland,Grassland
1049,Forest,Bareland,Water,Non_Wetland,Wetland
1050,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1051,Forest,Bareland,Water,Non_Wetland,Bareland
1052,Forest,Bareland,Water,Non_Wetland,Water
1053,Forest,Bareland,Water,Non_Wetland,Forest
1054,Forest,Built-up,NULL,Non_Wetland,Grassland
1055,Forest,Built-up,NULL,Non_Wetland,Wetland
1056,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1057,Forest,Built-up,NULL,Non_Wetland,Bareland
1058,Forest,Built-up,NULL,Non_Wetland,Built-up
1059,Forest,Built-up,NULL,Non_Wetland,Water
1060,Forest,Built-up,NULL,Non_Wetland,Forest
1061,Forest,Built-up,Non_Water,Non_Wetland,Grassland
1062,Forest,Built-up,Non_Water,Non_Wetland,Wetland
1063,Forest,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1064,Forest,Built-up,Non_Water,Non_Wetland,Bareland
1065,Forest,Built-up,Non_Water,Non_Wetland,Water
1066,Forest,Built-up,Non_Water,Non_Wetland,Forest
1067,Forest,Built-up,Water,Non_Wetland,Grassland
1068,Forest,Built-up,Water,Non_Wetland,Wetland
1069,Forest,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1070,Forest,Built-up,Water,Non_Wetland,Bareland
1071,Forest,Built-up,Water,Non_Wetland,Water
1072,Forest,Built-up,Water,Non_Wetland,Forest
1073,Forest,Water,NULL,Water,Grassland
1074,Forest,Water,NULL,Water,Wetland
1075,Forest,Water,NULL,Water,Lichens_and_Mosses
1076,Forest,Water,NULL,Water,Water
1077,Forest,Water,NULL,Water,Forest
1078,Forest,Water,Non_Water,Water,Grassland
1079,Forest,Water,Non_Water,Water,Wetland
1080,Forest,Water,Non_Water,Water,Water
1081,Forest,Water,Non_Water,Water,Forest
1082,Forest,Water,Water,Water,Grassland
1083,Forest,Water,Water,Water,Wetland
1084,Forest,Water,Water,Water,Lichens_and_Mosses
1085,Forest,Water,Water,Water,Water
1086,Forest,Water,Water,Water,Forest
1087,Forest,Forest,NULL,Non_Wetland,Grassland
1088,Forest,Forest,NULL,Non_Wetland,Wetland
1089,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1090,Forest,Forest,NULL,Non_Wetland,Bareland
1091,Forest,Forest,NULL,Non_Wetland,Water
1092,Forest,Forest,NULL,Non_Wetland,Forest
1093,Forest,Forest,Non_Water,Non_Wetland,Grassland
1094,Forest,Forest,Non_Water,Non_Wetland,Wetland
1095,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1096,Forest,Forest,Non_Water,Non_Wetland,Bareland
1097,Forest,Forest,Non_Water,Non_Wetland,Water
1098,Forest,Forest,Non_Water,Non_Wetland,Forest
1099,Forest,Forest,Water,Non_Wetland,Grassland
1100,Forest,Forest,Water,Non_Wetland,Wetland
1101,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
1102,Forest,Forest,Water,Non_Wetland,Bareland
1103,Forest,Forest,Water,Non_Wetland,Water
1104,Forest,Forest,Water,Non_Wetland,Forest
