Value,SIBERIA_2024_ESRI_Annual_LULC_2024_44WNC_M_R,SIBERIA_2024_GLC_FCS30D_2022_44WNC_M_R,SIBERIA_2024_GSW_Yearly_2021_44WNC_M_R,SIBERIA_2024_GWL_FCS30D_2022_44WNC_M_R,SIBERIA_2024_WorldCover_2021_44WNC_M_R
931,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
932,Forest,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
933,Forest,Shrubland,Non_Water,Non_Wetland,Water
934,Forest,Shrubland,Non_Water,Non_Wetland,Forest
935,Forest,Shrubland,Water,Non_Wetland,Grassland
936,Forest,Shrubland,Water,Non_Wetland,Wetland
937,Forest,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
938,Forest,Shrubland,Water,Non_Wetland,Bareland
939,Forest,Shrubland,Water,Non_Wetland,Water
940,Forest,Shrubland,Water,Non_Wetland,Forest
941,Forest,Grassland,NULL,Non_Wetland,Grassland
942,Forest,Grassland,NULL,Non_Wetland,Wetland
943,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
944,Forest,Grassland,NULL,Non_Wetland,Bareland
945,Forest,Grassland,NULL,Non_Wetland,Water
946,Forest,Grassland,NULL,Non_Wetland,Forest
947,Forest,Grassland,Non_Water,Non_Wetland,Grassland
948,Forest,Grassland,Non_Water,Non_Wetland,Wetland
949,Forest,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
950,Forest,Grassland,Non_Water,Non_Wetland,Water
951,Forest,Grassland,Non_Water,Non_Wetland,Forest
952,Forest,Grassland,Water,Non_Wetland,Grassland
953,Forest,Grassland,Water,Non_Wetland,Wetland
954,Forest,Grassland,Water,Non_Wetland,Lichens_and_Mosses
955,Forest,Grassland,Water,Non_Wetland,Bareland
956,Forest,Grassland,Water,Non_Wetland,Water
957,Forest,Grassland,Water,Non_Wetland,Forest
958,Forest,Wetland,NULL,NULL,Grassland
959,Forest,Wetland,NULL,NULL,Wetland
960,Forest,Wetland,NULL,NULL,Lichens_and_Mosses
961,Forest,Wetland,NULL,NULL,Bareland
962,Forest,Wetland,NULL,NULL,Forest
963,Forest,Wetland,NULL,Wetland,Grassland
964,Forest,Wetland,NULL,Wetland,Wetland
965,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
966,Forest,Wetland,NULL,Wetland,Bareland
967,Forest,Wetland,NULL,Wetland,Water
968,Forest,Wetland,NULL,Wetland,Forest
969,Forest,Wetland,Non_Water,NULL,Grassland
970,Forest,Wetland,Non_Water,NULL,Wetland
971,Forest,Wetland,Non_Water,NULL,Forest
972,Forest,Wetland,Non_Water,Wetland,Grassland
973,Forest,Wetland,Non_Water,Wetland,Wetland
974,Forest,Wetland,Non_Water,Wetland,Water
975,Forest,Wetland,Non_Water,Wetland,Forest
976,Forest,Wetland,Water,NULL,Grassland
977,Forest,Wetland,Water,NULL,Wetland
978,Forest,Wetland,Water,NULL,Water
979,Forest,Wetland,Water,NULL,Forest
980,Forest,Wetland,Water,Wetland,Grassland
981,Forest,Wetland,Water,Wetland,Wetland
982,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
983,Forest,Wetland,Water,Wetland,Bareland
984,Forest,Wetland,Water,Wetland,Water
985,Forest,Wetland,Water,Wetland,Forest
986,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
987,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
988,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
989,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
990,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
991,Forest,Bareland,NULL,Non_Wetland,Grassland
992,Forest,Bareland,NULL,Non_Wetland,Wetland
993,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
994,Forest,Bareland,NULL,Non_Wetland,Bareland
995,Forest,Bareland,NULL,Non_Wetland,Water
996,Forest,Bareland,NULL,Non_Wetland,Forest
997,Forest,Bareland,Non_Water,Non_Wetland,Grassland
998,Forest,Bareland,Non_Water,Non_Wetland,Wetland
999,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1000,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1001,Forest,Bareland,Non_Water,Non_Wetland,Forest
1002,Forest,Bareland,Water,Non_Wetland,Grassland
1003,Forest,Bareland,Water,Non_Wetland,Wetland
1004,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1005,Forest,Bareland,Water,Non_Wetland,Bareland
1006,Forest,Bareland,Water,Non_Wetland,Water
1007,Forest,Bareland,Water,Non_Wetland,Forest
1008,Forest,Built-up,NULL,Non_Wetland,Grassland
1009,Forest,Built-up,NULL,Non_Wetland,Wetland
1010,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1011,Forest,Built-up,NULL,Non_Wetland,Bareland
1012,Forest,Built-up,NULL,Non_Wetland,Water
1013,Forest,Built-up,NULL,Non_Wetland,Forest
1014,Forest,Built-up,Non_Water,Non_Wetland,Grassland
1015,Forest,Built-up,Non_Water,Non_Wetland,Wetland
1016,Forest,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1017,Forest,Built-up,Non_Water,Non_Wetland,Forest
1018,Forest,Built-up,Water,Non_Wetland,Grassland
1019,Forest,Built-up,Water,Non_Wetland,Wetland
1020,Forest,Built-up,Water,Non_Wetland,Bareland
1021,Forest,Built-up,Water,Non_Wetland,Forest
1022,Forest,Water,NULL,NULL,Wetland
1023,Forest,Water,NULL,NULL,Forest
1024,Forest,Water,NULL,Water,Grassland
1025,Forest,Water,NULL,Water,Wetland
1026,Forest,Water,NULL,Water,Lichens_and_Mosses
1027,Forest,Water,NULL,Water,Water
1028,Forest,Water,NULL,Water,Forest
1029,Forest,Water,Non_Water,Water,Grassland
1030,Forest,Water,Non_Water,Water,Wetland
1031,Forest,Water,Non_Water,Water,Lichens_and_Mosses
1032,Forest,Water,Water,NULL,Forest
1033,Forest,Water,Water,Water,Grassland
1034,Forest,Water,Water,Water,Wetland
1035,Forest,Water,Water,Water,Water
1036,Forest,Water,Water,Water,Forest
1037,Forest,Forest,NULL,Non_Wetland,Grassland
1038,Forest,Forest,NULL,Non_Wetland,Wetland
1039,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1040,Forest,Forest,NULL,Non_Wetland,Bareland
1041,Forest,Forest,NULL,Non_Wetland,Water
1042,Forest,Forest,NULL,Non_Wetland,Forest
1043,Forest,Forest,Non_Water,Non_Wetland,Grassland
1044,Forest,Forest,Non_Water,Non_Wetland,Wetland
1045,Forest,Forest,Non_Water,Non_Wetland,Water
1046,Forest,Forest,Non_Water,Non_Wetland,Forest
1047,Forest,Forest,Water,Non_Wetland,Grassland
1048,Forest,Forest,Water,Non_Wetland,Wetland
1049,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
1050,Forest,Forest,Water,Non_Wetland,Bareland
1051,Forest,Forest,Water,Non_Wetland,Water
1052,Forest,Forest,Water,Non_Wetland,Forest
