Value,SIBERIA_2024_ESRI_Annual_LULC_2024_41WNQ_M_R,SIBERIA_2024_GLC_FCS30D_2022_41WNQ_M_R,SIBERIA_2024_GSW_Yearly_2021_41WNQ_M_R,SIBERIA_2024_GWL_FCS30D_2022_41WNQ_M_R,SIBERIA_2024_WorldCover_2021_41WNQ_M_R
930,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
931,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
932,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
933,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Permanent_ice_and_snow
934,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
935,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
936,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
937,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
938,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Bareland
939,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
940,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
941,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Lichens_and_Mosses
942,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
943,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Forest
944,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
945,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
946,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
947,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
948,Permanent_ice_and_snow,Wetland,NULL,Wetland,Built-up
949,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
950,Permanent_ice_and_snow,Wetland,NULL,Wetland,Permanent_ice_and_snow
951,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
952,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
953,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
954,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
955,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
956,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
957,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Permanent_ice_and_snow
958,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
959,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
960,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
961,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
962,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
963,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
964,Permanent_ice_and_snow,Wetland,Water,Wetland,Permanent_ice_and_snow
965,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
966,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
967,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
968,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
969,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
970,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
971,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
972,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Permanent_ice_and_snow
973,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
974,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
975,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
976,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
977,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
978,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Built-up
979,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
980,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
981,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
982,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
983,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
984,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
985,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
986,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Permanent_ice_and_snow
987,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Forest
988,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
989,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
990,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
991,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
992,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
993,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
994,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
995,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
996,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
997,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
998,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
999,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1000,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
1001,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Built-up
1002,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
1003,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Permanent_ice_and_snow
1004,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
1005,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,NULL
1006,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
1007,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
1008,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1009,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
1010,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Built-up
1011,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
1012,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Permanent_ice_and_snow
1013,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
1014,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
1015,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
1016,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1017,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
1018,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
1019,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
1020,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
1021,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
1022,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
1023,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1024,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
1025,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Built-up
1026,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Water
1027,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Forest
1028,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
1029,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Wetland
1030,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1031,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
1032,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Built-up
1033,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
1034,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Permanent_ice_and_snow
1035,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Forest
1036,Permanent_ice_and_snow,Water,NULL,NULL,Lichens_and_Mosses
1037,Permanent_ice_and_snow,Water,NULL,NULL,Bareland
1038,Permanent_ice_and_snow,Water,NULL,NULL,Water
1039,Permanent_ice_and_snow,Water,NULL,NULL,Permanent_ice_and_snow
1040,Permanent_ice_and_snow,Water,NULL,Water,Grassland
1041,Permanent_ice_and_snow,Water,NULL,Water,Wetland
1042,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
1043,Permanent_ice_and_snow,Water,NULL,Water,Bareland
1044,Permanent_ice_and_snow,Water,NULL,Water,Built-up
1045,Permanent_ice_and_snow,Water,NULL,Water,Water
1046,Permanent_ice_and_snow,Water,NULL,Water,Permanent_ice_and_snow
1047,Permanent_ice_and_snow,Water,NULL,Water,Forest
1048,Permanent_ice_and_snow,Water,Non_Water,NULL,Lichens_and_Mosses
1049,Permanent_ice_and_snow,Water,Non_Water,NULL,Water
1050,Permanent_ice_and_snow,Water,Non_Water,NULL,Permanent_ice_and_snow
1051,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
1052,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
1053,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
1054,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
1055,Permanent_ice_and_snow,Water,Non_Water,Water,Water
1056,Permanent_ice_and_snow,Water,Non_Water,Water,Permanent_ice_and_snow
1057,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
1058,Permanent_ice_and_snow,Water,Water,NULL,Lichens_and_Mosses
1059,Permanent_ice_and_snow,Water,Water,NULL,Bareland
1060,Permanent_ice_and_snow,Water,Water,NULL,Water
1061,Permanent_ice_and_snow,Water,Water,NULL,Permanent_ice_and_snow
1062,Permanent_ice_and_snow,Water,Water,Water,NULL
1063,Permanent_ice_and_snow,Water,Water,Water,Grassland
1064,Permanent_ice_and_snow,Water,Water,Water,Wetland
1065,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
1066,Permanent_ice_and_snow,Water,Water,Water,Bareland
1067,Permanent_ice_and_snow,Water,Water,Water,Built-up
1068,Permanent_ice_and_snow,Water,Water,Water,Water
1069,Permanent_ice_and_snow,Water,Water,Water,Permanent_ice_and_snow
1070,Permanent_ice_and_snow,Water,Water,Water,Forest
1071,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
1072,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Lichens_and_Mosses
1073,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
1074,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Water
1075,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
1076,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Forest
1077,Permanent_ice_and_snow,Permanent_ice_and_snow,Non_Water,Non_Wetland,Bareland
1078,Permanent_ice_and_snow,Permanent_ice_and_snow,Non_Water,Non_Wetland,Water
1079,Permanent_ice_and_snow,Permanent_ice_and_snow,Non_Water,Non_Wetland,Permanent_ice_and_snow
1080,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Non_Wetland,Lichens_and_Mosses
1081,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Non_Wetland,Bareland
1082,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Non_Wetland,Water
1083,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Non_Wetland,Permanent_ice_and_snow
1084,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
1085,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
1086,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
1087,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1088,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
1089,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
1090,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
1091,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Permanent_ice_and_snow
1092,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
1093,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,NULL
1094,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
1095,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
1096,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1097,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Bareland
1098,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Built-up
1099,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
1100,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Permanent_ice_and_snow
1101,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
1102,Permanent_ice_and_snow,Forest,Water,Non_Wetland,NULL
1103,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
1104,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
1105,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Lichens_and_Mosses
1106,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
1107,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
1108,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
1109,Forest,NULL,NULL,Non_Wetland,NULL
1110,Forest,NULL,NULL,Non_Wetland,Grassland
1111,Forest,NULL,NULL,Non_Wetland,Wetland
1112,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
1113,Forest,NULL,NULL,Non_Wetland,Bareland
1114,Forest,NULL,NULL,Non_Wetland,Built-up
1115,Forest,NULL,NULL,Non_Wetland,Water
1116,Forest,NULL,NULL,Non_Wetland,Forest
1117,Forest,NULL,Non_Water,Non_Wetland,NULL
1118,Forest,NULL,Non_Water,Non_Wetland,Grassland
1119,Forest,NULL,Non_Water,Non_Wetland,Wetland
1120,Forest,NULL,Non_Water,Non_Wetland,Lichens_and_Mosses
1121,Forest,NULL,Non_Water,Non_Wetland,Bareland
1122,Forest,NULL,Non_Water,Non_Wetland,Water
1123,Forest,NULL,Non_Water,Non_Wetland,Forest
1124,Forest,NULL,Water,Non_Wetland,Grassland
1125,Forest,NULL,Water,Non_Wetland,Wetland
1126,Forest,NULL,Water,Non_Wetland,Lichens_and_Mosses
1127,Forest,NULL,Water,Non_Wetland,Bareland
1128,Forest,NULL,Water,Non_Wetland,Water
1129,Forest,NULL,Water,Non_Wetland,Forest
1130,Forest,Shrubland,NULL,Non_Wetland,NULL
1131,Forest,Shrubland,NULL,Non_Wetland,Grassland
1132,Forest,Shrubland,NULL,Non_Wetland,Wetland
1133,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1134,Forest,Shrubland,NULL,Non_Wetland,Bareland
1135,Forest,Shrubland,NULL,Non_Wetland,Built-up
1136,Forest,Shrubland,NULL,Non_Wetland,Water
1137,Forest,Shrubland,NULL,Non_Wetland,Forest
1138,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1139,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1140,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1141,Forest,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1142,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
1143,Forest,Shrubland,Non_Water,Non_Wetland,Built-up
1144,Forest,Shrubland,Non_Water,Non_Wetland,Water
1145,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1146,Forest,Shrubland,Water,Non_Wetland,NULL
1147,Forest,Shrubland,Water,Non_Wetland,Grassland
1148,Forest,Shrubland,Water,Non_Wetland,Wetland
1149,Forest,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1150,Forest,Shrubland,Water,Non_Wetland,Bareland
1151,Forest,Shrubland,Water,Non_Wetland,Built-up
1152,Forest,Shrubland,Water,Non_Wetland,Water
1153,Forest,Shrubland,Water,Non_Wetland,Forest
1154,Forest,Grassland,NULL,Non_Wetland,NULL
1155,Forest,Grassland,NULL,Non_Wetland,Grassland
1156,Forest,Grassland,NULL,Non_Wetland,Wetland
1157,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1158,Forest,Grassland,NULL,Non_Wetland,Bareland
1159,Forest,Grassland,NULL,Non_Wetland,Water
1160,Forest,Grassland,NULL,Non_Wetland,Forest
1161,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1162,Forest,Grassland,Non_Water,Non_Wetland,Wetland
1163,Forest,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
1164,Forest,Grassland,Non_Water,Non_Wetland,Water
1165,Forest,Grassland,Non_Water,Non_Wetland,Forest
1166,Forest,Grassland,Water,Non_Wetland,Grassland
1167,Forest,Grassland,Water,Non_Wetland,Wetland
1168,Forest,Grassland,Water,Non_Wetland,Forest
1169,Forest,Wetland,NULL,Wetland,NULL
1170,Forest,Wetland,NULL,Wetland,Grassland
1171,Forest,Wetland,NULL,Wetland,Wetland
1172,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
1173,Forest,Wetland,NULL,Wetland,Bareland
1174,Forest,Wetland,NULL,Wetland,Water
1175,Forest,Wetland,NULL,Wetland,Forest
1176,Forest,Wetland,Non_Water,Wetland,Grassland
1177,Forest,Wetland,Non_Water,Wetland,Wetland
1178,Forest,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1179,Forest,Wetland,Non_Water,Wetland,Bareland
1180,Forest,Wetland,Non_Water,Wetland,Water
1181,Forest,Wetland,Non_Water,Wetland,Forest
1182,Forest,Wetland,Water,Wetland,NULL
1183,Forest,Wetland,Water,Wetland,Grassland
1184,Forest,Wetland,Water,Wetland,Wetland
1185,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
1186,Forest,Wetland,Water,Wetland,Bareland
1187,Forest,Wetland,Water,Wetland,Water
1188,Forest,Wetland,Water,Wetland,Forest
1189,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1190,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1191,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1192,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1193,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1194,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1195,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
1196,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1197,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1198,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1199,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1200,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1201,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1202,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
1203,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1204,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1205,Forest,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1206,Forest,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1207,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water
1208,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
1209,Forest,Bareland,NULL,Non_Wetland,NULL
1210,Forest,Bareland,NULL,Non_Wetland,Grassland
1211,Forest,Bareland,NULL,Non_Wetland,Wetland
1212,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1213,Forest,Bareland,NULL,Non_Wetland,Bareland
1214,Forest,Bareland,NULL,Non_Wetland,Built-up
1215,Forest,Bareland,NULL,Non_Wetland,Water
1216,Forest,Bareland,NULL,Non_Wetland,Forest
1217,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1218,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1219,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1220,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1221,Forest,Bareland,Non_Water,Non_Wetland,Water
1222,Forest,Bareland,Non_Water,Non_Wetland,Forest
1223,Forest,Bareland,Water,Non_Wetland,NULL
1224,Forest,Bareland,Water,Non_Wetland,Grassland
1225,Forest,Bareland,Water,Non_Wetland,Wetland
1226,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1227,Forest,Bareland,Water,Non_Wetland,Bareland
1228,Forest,Bareland,Water,Non_Wetland,Built-up
1229,Forest,Bareland,Water,Non_Wetland,Water
1230,Forest,Bareland,Water,Non_Wetland,Forest
1231,Forest,Built-up,NULL,Non_Wetland,Grassland
1232,Forest,Built-up,NULL,Non_Wetland,Wetland
1233,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1234,Forest,Built-up,NULL,Non_Wetland,Bareland
1235,Forest,Built-up,NULL,Non_Wetland,Built-up
1236,Forest,Built-up,NULL,Non_Wetland,Forest
1237,Forest,Built-up,Non_Water,Non_Wetland,Forest
1238,Forest,Built-up,Water,Non_Wetland,Grassland
1239,Forest,Built-up,Water,Non_Wetland,Bareland
1240,Forest,Built-up,Water,Non_Wetland,Forest
1241,Forest,Water,NULL,Water,Grassland
1242,Forest,Water,NULL,Water,Wetland
1243,Forest,Water,NULL,Water,Lichens_and_Mosses
1244,Forest,Water,NULL,Water,Bareland
1245,Forest,Water,NULL,Water,Water
1246,Forest,Water,NULL,Water,Forest
1247,Forest,Water,Non_Water,Water,Grassland
1248,Forest,Water,Non_Water,Water,Wetland
1249,Forest,Water,Non_Water,Water,Lichens_and_Mosses
1250,Forest,Water,Non_Water,Water,Bareland
1251,Forest,Water,Non_Water,Water,Forest
1252,Forest,Water,Water,Water,Grassland
1253,Forest,Water,Water,Water,Wetland
1254,Forest,Water,Water,Water,Lichens_and_Mosses
1255,Forest,Water,Water,Water,Bareland
1256,Forest,Water,Water,Water,Water
1257,Forest,Water,Water,Water,Forest
1258,Forest,Forest,NULL,Non_Wetland,NULL
1259,Forest,Forest,NULL,Non_Wetland,Grassland
1260,Forest,Forest,NULL,Non_Wetland,Wetland
1261,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1262,Forest,Forest,NULL,Non_Wetland,Bareland
1263,Forest,Forest,NULL,Non_Wetland,Built-up
1264,Forest,Forest,NULL,Non_Wetland,Water
1265,Forest,Forest,NULL,Non_Wetland,Forest
1266,Forest,Forest,Non_Water,Non_Wetland,NULL
1267,Forest,Forest,Non_Water,Non_Wetland,Grassland
1268,Forest,Forest,Non_Water,Non_Wetland,Wetland
1269,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1270,Forest,Forest,Non_Water,Non_Wetland,Bareland
1271,Forest,Forest,Non_Water,Non_Wetland,Water
1272,Forest,Forest,Non_Water,Non_Wetland,Forest
1273,Forest,Forest,Water,Non_Wetland,NULL
1274,Forest,Forest,Water,Non_Wetland,Grassland
1275,Forest,Forest,Water,Non_Wetland,Wetland
1276,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
1277,Forest,Forest,Water,Non_Wetland,Bareland
1278,Forest,Forest,Water,Non_Wetland,Built-up
1279,Forest,Forest,Water,Non_Wetland,Water
1280,Forest,Forest,Water,Non_Wetland,Forest
