Value,SIBERIA_2024_ESA_CALU_2024_42WXB_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_42WXB_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WXB_M_R,SIBERIA_2024_GSW_Yearly_2021_42WXB_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WXB_M_R,SIBERIA_2024_WorldCover_2021_42WXB_M_R
817,NULL,Forest,Bareland,NULL,Non_Wetland,Water
818,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
819,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland
820,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland
821,NULL,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
822,NULL,Forest,Bareland,Non_Water,Non_Wetland,Bareland
823,NULL,Forest,Bareland,Non_Water,Non_Wetland,Water
824,NULL,Forest,Bareland,Water,Non_Wetland,Grassland
825,NULL,Forest,Bareland,Water,Non_Wetland,Wetland
826,NULL,Forest,Bareland,Water,Non_Wetland,Bareland
827,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
828,NULL,Forest,Water,NULL,Water,Wetland
829,NULL,Forest,Water,NULL,Water,Water
830,NULL,Forest,Water,NULL,Water,Forest
831,NULL,Forest,Water,Non_Water,Water,Wetland
832,NULL,Forest,Water,Non_Water,Water,Water
833,NULL,Forest,Water,Water,Water,Wetland
834,NULL,Forest,Water,Water,Water,Water
835,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
836,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
837,NULL,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
838,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
839,NULL,Forest,Forest,NULL,Non_Wetland,Water
840,NULL,Forest,Forest,NULL,Non_Wetland,Forest
841,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
842,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland
843,NULL,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
844,NULL,Forest,Forest,Non_Water,Non_Wetland,Bareland
845,NULL,Forest,Forest,Non_Water,Non_Wetland,Water
846,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
847,NULL,Forest,Forest,Water,Non_Wetland,Wetland
848,NULL,Forest,Forest,Water,Non_Wetland,Bareland
849,NULL,Forest,Forest,Water,Non_Wetland,Water
850,Shrubland,NULL,Grassland,NULL,Non_Wetland,Wetland
851,Shrubland,NULL,Wetland,NULL,Wetland,Wetland
852,Shrubland,NULL,Bareland,NULL,Non_Wetland,Wetland
853,Shrubland,NULL,Forest,NULL,Non_Wetland,Wetland
854,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
855,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
856,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
857,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
858,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Wetland
859,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Grassland
860,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Wetland
861,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
862,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Bareland
863,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Water
864,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
865,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
866,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Water
867,Shrubland,Wetland,Grassland,Water,Non_Wetland,Wetland
868,Shrubland,Wetland,Wetland,NULL,Wetland,Grassland
869,Shrubland,Wetland,Wetland,NULL,Wetland,Wetland
870,Shrubland,Wetland,Wetland,NULL,Wetland,Bareland
871,Shrubland,Wetland,Wetland,NULL,Wetland,Water
872,Shrubland,Wetland,Wetland,NULL,Wetland,Forest
873,Shrubland,Wetland,Wetland,Non_Water,Wetland,Grassland
874,Shrubland,Wetland,Wetland,Non_Water,Wetland,Wetland
875,Shrubland,Wetland,Wetland,Non_Water,Wetland,Bareland
876,Shrubland,Wetland,Wetland,Non_Water,Wetland,Water
877,Shrubland,Wetland,Wetland,Water,Wetland,Grassland
878,Shrubland,Wetland,Wetland,Water,Wetland,Wetland
879,Shrubland,Wetland,Wetland,Water,Wetland,Bareland
880,Shrubland,Wetland,Wetland,Water,Wetland,Water
881,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
882,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
883,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
884,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
885,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
886,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
887,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
888,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
889,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
890,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
891,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
892,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
893,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
894,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Grassland
895,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Wetland
896,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
897,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Bareland
898,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Water
899,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Forest
900,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
901,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
902,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
903,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Water
904,Shrubland,Wetland,Bareland,Water,Non_Wetland,Grassland
905,Shrubland,Wetland,Bareland,Water,Non_Wetland,Wetland
906,Shrubland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
907,Shrubland,Wetland,Bareland,Water,Non_Wetland,Bareland
908,Shrubland,Wetland,Bareland,Water,Non_Wetland,Water
909,Shrubland,Wetland,Water,NULL,Water,Grassland
910,Shrubland,Wetland,Water,NULL,Water,Wetland
911,Shrubland,Wetland,Water,NULL,Water,Water
912,Shrubland,Wetland,Water,NULL,Water,Forest
913,Shrubland,Wetland,Water,Non_Water,Water,Wetland
914,Shrubland,Wetland,Water,Non_Water,Water,Water
915,Shrubland,Wetland,Water,Water,Water,Grassland
916,Shrubland,Wetland,Water,Water,Water,Wetland
917,Shrubland,Wetland,Water,Water,Water,Bareland
918,Shrubland,Wetland,Water,Water,Water,Water
919,Shrubland,Wetland,Forest,NULL,Non_Wetland,Grassland
920,Shrubland,Wetland,Forest,NULL,Non_Wetland,Wetland
921,Shrubland,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
922,Shrubland,Wetland,Forest,NULL,Non_Wetland,Bareland
923,Shrubland,Wetland,Forest,NULL,Non_Wetland,Water
924,Shrubland,Wetland,Forest,NULL,Non_Wetland,Forest
925,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
926,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
927,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Bareland
928,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Water
929,Shrubland,Wetland,Forest,Water,Non_Wetland,Grassland
930,Shrubland,Wetland,Forest,Water,Non_Wetland,Wetland
931,Shrubland,Wetland,Forest,Water,Non_Wetland,Bareland
932,Shrubland,Wetland,Forest,Water,Non_Wetland,Water
933,Shrubland,Water,Wetland,NULL,Wetland,Water
934,Shrubland,Water,Wetland,Non_Water,Wetland,Wetland
935,Shrubland,Water,Wetland,Non_Water,Wetland,Water
936,Shrubland,Water,Wetland,Water,Wetland,Wetland
937,Shrubland,Water,Wetland,Water,Wetland,Water
938,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
939,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
940,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
941,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
942,Shrubland,Water,Bareland,NULL,Non_Wetland,Water
943,Shrubland,Water,Bareland,Water,Non_Wetland,Water
944,Shrubland,Water,Water,NULL,Water,Grassland
945,Shrubland,Water,Water,NULL,Water,Water
946,Shrubland,Water,Water,Non_Water,Water,Wetland
947,Shrubland,Water,Water,Non_Water,Water,Water
948,Shrubland,Water,Water,Water,Water,Grassland
949,Shrubland,Water,Water,Water,Water,Wetland
950,Shrubland,Water,Water,Water,Water,Water
951,Shrubland,Water,Forest,NULL,Non_Wetland,Water
952,Shrubland,Water,Forest,Non_Water,Non_Wetland,Water
953,Shrubland,Water,Forest,Water,Non_Wetland,Water
954,Shrubland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
955,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
956,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
957,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
958,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
959,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
960,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
961,Wetland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
962,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water
963,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
964,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
965,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Water
966,Wetland,Wetland,Grassland,Water,Non_Wetland,Water
967,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
968,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
969,Wetland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
970,Wetland,Wetland,Wetland,NULL,Wetland,Bareland
971,Wetland,Wetland,Wetland,NULL,Wetland,Water
972,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
973,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
974,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland
975,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
976,Wetland,Wetland,Wetland,Water,Wetland,Grassland
977,Wetland,Wetland,Wetland,Water,Wetland,Wetland
978,Wetland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
979,Wetland,Wetland,Wetland,Water,Wetland,Bareland
980,Wetland,Wetland,Wetland,Water,Wetland,Water
981,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
982,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
983,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
984,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
985,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
986,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
987,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
988,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
989,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
990,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
991,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
992,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
993,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
994,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
995,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
996,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
997,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
998,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
999,Wetland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1000,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1001,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water
1002,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
1003,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1004,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1005,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1006,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
1007,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water
1008,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
1009,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
1010,Wetland,Wetland,Bareland,Water,Non_Wetland,Bareland
1011,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
1012,Wetland,Wetland,Water,NULL,Water,Grassland
1013,Wetland,Wetland,Water,NULL,Water,Wetland
1014,Wetland,Wetland,Water,NULL,Water,Bareland
1015,Wetland,Wetland,Water,NULL,Water,Water
1016,Wetland,Wetland,Water,Non_Water,Water,Grassland
1017,Wetland,Wetland,Water,Non_Water,Water,Wetland
1018,Wetland,Wetland,Water,Non_Water,Water,Bareland
1019,Wetland,Wetland,Water,Non_Water,Water,Water
1020,Wetland,Wetland,Water,Water,Water,Grassland
1021,Wetland,Wetland,Water,Water,Water,Wetland
1022,Wetland,Wetland,Water,Water,Water,Lichens_and_Mosses
1023,Wetland,Wetland,Water,Water,Water,Bareland
1024,Wetland,Wetland,Water,Water,Water,Water
1025,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
1026,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1027,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland
1028,Wetland,Wetland,Forest,NULL,Non_Wetland,Water
1029,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1030,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1031,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1032,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland
1033,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water
1034,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
1035,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
1036,Wetland,Wetland,Forest,Water,Non_Wetland,Bareland
1037,Wetland,Wetland,Forest,Water,Non_Wetland,Water
1038,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
1039,Wetland,Water,Wetland,NULL,Wetland,Water
1040,Wetland,Water,Wetland,Non_Water,Wetland,Bareland
1041,Wetland,Water,Wetland,Non_Water,Wetland,Water
1042,Wetland,Water,Wetland,Water,Wetland,Wetland
1043,Wetland,Water,Wetland,Water,Wetland,Water
1044,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1045,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1046,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1047,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1048,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1049,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1050,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
1051,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland
1052,Wetland,Water,Bareland,NULL,Non_Wetland,Water
1053,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water
1054,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
1055,Wetland,Water,Bareland,Water,Non_Wetland,Water
1056,Wetland,Water,Water,NULL,Water,Wetland
1057,Wetland,Water,Water,NULL,Water,Water
1058,Wetland,Water,Water,Non_Water,Water,Wetland
1059,Wetland,Water,Water,Non_Water,Water,Water
1060,Wetland,Water,Water,Water,Water,Grassland
1061,Wetland,Water,Water,Water,Water,Wetland
1062,Wetland,Water,Water,Water,Water,Bareland
1063,Wetland,Water,Water,Water,Water,Water
1064,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
1065,Wetland,Water,Forest,NULL,Non_Wetland,Water
1066,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
1067,Wetland,Water,Forest,Non_Water,Non_Wetland,Bareland
1068,Wetland,Water,Forest,Non_Water,Non_Wetland,Water
1069,Wetland,Water,Forest,Water,Non_Wetland,Bareland
1070,Wetland,Water,Forest,Water,Non_Wetland,Water
1071,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Water
1072,Wetland,Permanent_ice_and_snow,Water,Water,Water,Grassland
1073,Wetland,Permanent_ice_and_snow,Water,Water,Water,Wetland
1074,Wetland,Permanent_ice_and_snow,Water,Water,Water,Water
1075,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
1076,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1077,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1078,Bareland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1079,Bareland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1080,Bareland,Wetland,Grassland,NULL,Non_Wetland,Water
1081,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1082,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1083,Bareland,Wetland,Wetland,NULL,Wetland,Grassland
1084,Bareland,Wetland,Wetland,NULL,Wetland,Wetland
1085,Bareland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
1086,Bareland,Wetland,Wetland,NULL,Wetland,Bareland
1087,Bareland,Wetland,Wetland,NULL,Wetland,Water
1088,Bareland,Wetland,Wetland,Non_Water,Wetland,Grassland
1089,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland
1090,Bareland,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1091,Bareland,Wetland,Wetland,Non_Water,Wetland,Bareland
1092,Bareland,Wetland,Wetland,Non_Water,Wetland,Water
1093,Bareland,Wetland,Wetland,Water,Wetland,Grassland
1094,Bareland,Wetland,Wetland,Water,Wetland,Wetland
1095,Bareland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
1096,Bareland,Wetland,Wetland,Water,Wetland,Bareland
1097,Bareland,Wetland,Wetland,Water,Wetland,Water
1098,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1099,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1100,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1101,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1102,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1103,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1104,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1105,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1106,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1107,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1108,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1109,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1110,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1111,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1112,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
1113,Bareland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1114,Bareland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1115,Bareland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1116,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1117,Bareland,Wetland,Bareland,NULL,Non_Wetland,Water
1118,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1119,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1120,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1121,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
1122,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Water
1123,Bareland,Wetland,Bareland,Water,Non_Wetland,Grassland
1124,Bareland,Wetland,Bareland,Water,Non_Wetland,Wetland
1125,Bareland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1126,Bareland,Wetland,Bareland,Water,Non_Wetland,Bareland
1127,Bareland,Wetland,Bareland,Water,Non_Wetland,Water
1128,Bareland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1129,Bareland,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1130,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland
1131,Bareland,Wetland,Built-up,NULL,Non_Wetland,Water
1132,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
1133,Bareland,Wetland,Water,NULL,Water,Grassland
1134,Bareland,Wetland,Water,NULL,Water,Wetland
1135,Bareland,Wetland,Water,NULL,Water,Lichens_and_Mosses
1136,Bareland,Wetland,Water,NULL,Water,Water
1137,Bareland,Wetland,Water,Non_Water,Water,Grassland
1138,Bareland,Wetland,Water,Non_Water,Water,Wetland
1139,Bareland,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
1140,Bareland,Wetland,Water,Non_Water,Water,Bareland
1141,Bareland,Wetland,Water,Non_Water,Water,Water
1142,Bareland,Wetland,Water,Water,Water,Grassland
1143,Bareland,Wetland,Water,Water,Water,Wetland
1144,Bareland,Wetland,Water,Water,Water,Lichens_and_Mosses
1145,Bareland,Wetland,Water,Water,Water,Bareland
1146,Bareland,Wetland,Water,Water,Water,Water
1147,Bareland,Wetland,Forest,NULL,Non_Wetland,Grassland
1148,Bareland,Wetland,Forest,NULL,Non_Wetland,Wetland
1149,Bareland,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1150,Bareland,Wetland,Forest,NULL,Non_Wetland,Bareland
1151,Bareland,Wetland,Forest,NULL,Non_Wetland,Water
1152,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1153,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Water
1154,Bareland,Wetland,Forest,Water,Non_Wetland,Wetland
1155,Bareland,Wetland,Forest,Water,Non_Wetland,Bareland
1156,Bareland,Wetland,Forest,Water,Non_Wetland,Water
1157,Bareland,Bareland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1158,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
1159,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
1160,Bareland,Bareland,Wetland,Water,Wetland,Water
1161,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1162,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1163,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1164,Bareland,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1165,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1166,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1167,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
1168,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1169,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1170,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
1171,Bareland,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1172,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1173,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1174,Bareland,Bareland,Water,Non_Water,Water,Water
1175,Bareland,Bareland,Water,Water,Water,Water
1176,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
1177,Bareland,Water,Wetland,Non_Water,Wetland,Water
1178,Bareland,Water,Wetland,Water,Wetland,Wetland
1179,Bareland,Water,Wetland,Water,Wetland,Bareland
1180,Bareland,Water,Wetland,Water,Wetland,Water
1181,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1182,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland
1183,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1184,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1185,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1186,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1187,Bareland,Water,Bareland,Water,Non_Wetland,Water
1188,Bareland,Water,Water,Non_Water,Water,Wetland
1189,Bareland,Water,Water,Non_Water,Water,Lichens_and_Mosses
1190,Bareland,Water,Water,Non_Water,Water,Water
1191,Bareland,Water,Water,Water,Water,Wetland
1192,Bareland,Water,Water,Water,Water,Bareland
1193,Bareland,Water,Water,Water,Water,Water
1194,Bareland,Water,Forest,NULL,Non_Wetland,Water
1195,Water,Wetland,Wetland,NULL,Wetland,Water
1196,Water,Wetland,Wetland,Non_Water,Wetland,Water
1197,Water,Wetland,Wetland,Water,Wetland,Water
1198,Water,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1199,Water,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1200,Water,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
1201,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water
1202,Water,Wetland,Bareland,Water,Non_Wetland,Water
1203,Water,Wetland,Water,NULL,Water,Water
1204,Water,Wetland,Water,Non_Water,Water,Water
1205,Water,Wetland,Water,Water,Water,Wetland
1206,Water,Wetland,Water,Water,Water,Water
1207,Water,Wetland,Forest,Non_Water,Non_Wetland,Water
1208,Water,Wetland,Forest,Water,Non_Wetland,Water
1209,Water,Water,Wetland,NULL,Wetland,Water
1210,Water,Water,Wetland,Non_Water,Wetland,Water
1211,Water,Water,Wetland,Water,Wetland,Water
1212,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1213,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1214,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1215,Water,Water,Bareland,NULL,Non_Wetland,Water
1216,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1217,Water,Water,Bareland,Water,Non_Wetland,Water
1218,Water,Water,Water,NULL,Water,Water
1219,Water,Water,Water,Non_Water,Water,Water
1220,Water,Water,Water,Water,Water,Wetland
1221,Water,Water,Water,Water,Water,Water
1222,Water,Water,Forest,Non_Water,Non_Wetland,Water
1223,Water,Water,Forest,Water,Non_Wetland,Water
1224,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1225,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1226,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
1227,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
