Value,SIBERIA_2024_ESA_CALU_2024_43WFP_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_43WFP_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WFP_M_R,SIBERIA_2024_GSW_Yearly_2021_43WFP_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WFP_M_R,SIBERIA_2024_WorldCover_2021_43WFP_M_R
1866,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water
1867,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
1868,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
1869,Wetland,NULL,Forest,Water,Non_Wetland,Lichens_and_Mosses
1870,Wetland,NULL,Forest,Water,Non_Wetland,Water
1871,Wetland,NULL,Forest,Water,Non_Wetland,Forest
1872,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
1873,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
1874,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
1875,Wetland,Cropland,Bareland,NULL,Non_Wetland,Wetland
1876,Wetland,Cropland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1877,Wetland,Cropland,Water,Water,Water,Water
1878,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
1879,Wetland,Wetland,NULL,NULL,Non_Wetland,Water
1880,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
1881,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water
1882,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
1883,Wetland,Wetland,NULL,Water,Non_Wetland,Water
1884,Wetland,Wetland,NULL,Water,Non_Wetland,Forest
1885,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1886,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1887,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1888,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1889,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
1890,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1891,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1892,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1893,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1894,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1895,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1896,Wetland,Wetland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1897,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
1898,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
1899,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1900,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1901,Wetland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1902,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland
1903,Wetland,Wetland,Grassland,NULL,Non_Wetland,Built-up
1904,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water
1905,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest
1906,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1907,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1908,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
1909,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Water
1910,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
1911,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
1912,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
1913,Wetland,Wetland,Grassland,Water,Non_Wetland,Lichens_and_Mosses
1914,Wetland,Wetland,Grassland,Water,Non_Wetland,Water
1915,Wetland,Wetland,Grassland,Water,Non_Wetland,Forest
1916,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
1917,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
1918,Wetland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
1919,Wetland,Wetland,Wetland,NULL,Wetland,Bareland
1920,Wetland,Wetland,Wetland,NULL,Wetland,Built-up
1921,Wetland,Wetland,Wetland,NULL,Wetland,Water
1922,Wetland,Wetland,Wetland,NULL,Wetland,Forest
1923,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
1924,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
1925,Wetland,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1926,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland
1927,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
1928,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
1929,Wetland,Wetland,Wetland,Water,Wetland,Grassland
1930,Wetland,Wetland,Wetland,Water,Wetland,Wetland
1931,Wetland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
1932,Wetland,Wetland,Wetland,Water,Wetland,Bareland
1933,Wetland,Wetland,Wetland,Water,Wetland,Water
1934,Wetland,Wetland,Wetland,Water,Wetland,Forest
1935,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1936,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1937,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1938,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1939,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1940,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1941,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1942,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1943,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1944,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1945,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
1946,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1947,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1948,Wetland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1949,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1950,Wetland,Wetland,Bareland,NULL,Non_Wetland,Built-up
1951,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water
1952,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
1953,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1954,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1955,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1956,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
1957,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water
1958,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Forest
1959,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
1960,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
1961,Wetland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1962,Wetland,Wetland,Bareland,Water,Non_Wetland,Bareland
1963,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
1964,Wetland,Wetland,Bareland,Water,Non_Wetland,Forest
1965,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland
1966,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1967,Wetland,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1968,Wetland,Wetland,Built-up,NULL,Non_Wetland,Bareland
1969,Wetland,Wetland,Built-up,NULL,Non_Wetland,Built-up
1970,Wetland,Wetland,Built-up,NULL,Non_Wetland,Water
1971,Wetland,Wetland,Built-up,NULL,Non_Wetland,Forest
1972,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
1973,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
1974,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1975,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Water
1976,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Forest
1977,Wetland,Wetland,Built-up,Water,Non_Wetland,Grassland
1978,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland
1979,Wetland,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1980,Wetland,Wetland,Built-up,Water,Non_Wetland,Bareland
1981,Wetland,Wetland,Built-up,Water,Non_Wetland,Water
1982,Wetland,Wetland,Built-up,Water,Non_Wetland,Forest
1983,Wetland,Wetland,Water,NULL,Water,Grassland
1984,Wetland,Wetland,Water,NULL,Water,Wetland
1985,Wetland,Wetland,Water,NULL,Water,Lichens_and_Mosses
1986,Wetland,Wetland,Water,NULL,Water,Bareland
1987,Wetland,Wetland,Water,NULL,Water,Built-up
1988,Wetland,Wetland,Water,NULL,Water,Water
1989,Wetland,Wetland,Water,NULL,Water,Forest
1990,Wetland,Wetland,Water,Non_Water,Water,Grassland
1991,Wetland,Wetland,Water,Non_Water,Water,Wetland
1992,Wetland,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
1993,Wetland,Wetland,Water,Non_Water,Water,Water
1994,Wetland,Wetland,Water,Non_Water,Water,Forest
1995,Wetland,Wetland,Water,Water,Water,Grassland
1996,Wetland,Wetland,Water,Water,Water,Wetland
1997,Wetland,Wetland,Water,Water,Water,Lichens_and_Mosses
1998,Wetland,Wetland,Water,Water,Water,Bareland
1999,Wetland,Wetland,Water,Water,Water,Built-up
2000,Wetland,Wetland,Water,Water,Water,Water
2001,Wetland,Wetland,Water,Water,Water,Forest
2002,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
2003,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
2004,Wetland,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
2005,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland
2006,Wetland,Wetland,Forest,NULL,Non_Wetland,Water
2007,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
2008,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
2009,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
2010,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
2011,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland
2012,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water
2013,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
2014,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
2015,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
2016,Wetland,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
2017,Wetland,Wetland,Forest,Water,Non_Wetland,Bareland
2018,Wetland,Wetland,Forest,Water,Non_Wetland,Water
2019,Wetland,Wetland,Forest,Water,Non_Wetland,Forest
2020,Wetland,Bareland,Grassland,NULL,Non_Wetland,Grassland
2021,Wetland,Bareland,Grassland,NULL,Non_Wetland,Bareland
2022,Wetland,Bareland,Grassland,NULL,Non_Wetland,Forest
2023,Wetland,Bareland,Wetland,NULL,Wetland,Grassland
2024,Wetland,Bareland,Wetland,NULL,Wetland,Wetland
2025,Wetland,Bareland,Wetland,NULL,Wetland,Water
2026,Wetland,Bareland,Wetland,NULL,Wetland,Forest
2027,Wetland,Bareland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
2028,Wetland,Bareland,Wetland,Water,Wetland,Wetland
2029,Wetland,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
2030,Wetland,Bareland,Wetland,Water,Wetland,Bareland
2031,Wetland,Bareland,Wetland,Water,Wetland,Water
2032,Wetland,Bareland,Wetland,Water,Wetland,Forest
2033,Wetland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2034,Wetland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
2035,Wetland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2036,Wetland,Bareland,Bareland,NULL,Non_Wetland,Grassland
2037,Wetland,Bareland,Bareland,NULL,Non_Wetland,Wetland
2038,Wetland,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
2039,Wetland,Bareland,Bareland,NULL,Non_Wetland,Bareland
2040,Wetland,Bareland,Bareland,NULL,Non_Wetland,Built-up
2041,Wetland,Bareland,Bareland,NULL,Non_Wetland,Water
2042,Wetland,Bareland,Bareland,NULL,Non_Wetland,Forest
2043,Wetland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
2044,Wetland,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
2045,Wetland,Bareland,Bareland,Non_Water,Non_Wetland,Water
2046,Wetland,Bareland,Bareland,Non_Water,Non_Wetland,Forest
2047,Wetland,Bareland,Bareland,Water,Non_Wetland,Wetland
2048,Wetland,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
2049,Wetland,Bareland,Bareland,Water,Non_Wetland,Bareland
2050,Wetland,Bareland,Bareland,Water,Non_Wetland,Water
2051,Wetland,Bareland,Bareland,Water,Non_Wetland,Forest
2052,Wetland,Bareland,Built-up,NULL,Non_Wetland,Grassland
2053,Wetland,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
2054,Wetland,Bareland,Built-up,NULL,Non_Wetland,Bareland
2055,Wetland,Bareland,Built-up,NULL,Non_Wetland,Built-up
2056,Wetland,Bareland,Built-up,NULL,Non_Wetland,Forest
2057,Wetland,Bareland,Built-up,Water,Non_Wetland,Built-up
2058,Wetland,Bareland,Water,NULL,Water,Wetland
2059,Wetland,Bareland,Water,Non_Water,Water,Water
2060,Wetland,Bareland,Water,Water,Water,Wetland
2061,Wetland,Bareland,Water,Water,Water,Bareland
2062,Wetland,Bareland,Water,Water,Water,Water
2063,Wetland,Bareland,Water,Water,Water,Forest
2064,Wetland,Bareland,Forest,NULL,Non_Wetland,Grassland
2065,Wetland,Bareland,Forest,NULL,Non_Wetland,Wetland
2066,Wetland,Bareland,Forest,NULL,Non_Wetland,Forest
2067,Wetland,Bareland,Forest,Non_Water,Non_Wetland,Grassland
2068,Wetland,Bareland,Forest,Water,Non_Wetland,Wetland
2069,Wetland,Bareland,Forest,Water,Non_Wetland,Water
2070,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2071,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
2072,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Forest
2073,Wetland,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland
2074,Wetland,Built-up,Grassland,NULL,Non_Wetland,Grassland
2075,Wetland,Built-up,Grassland,NULL,Non_Wetland,Wetland
2076,Wetland,Built-up,Grassland,NULL,Non_Wetland,Built-up
2077,Wetland,Built-up,Grassland,NULL,Non_Wetland,Forest
2078,Wetland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
2079,Wetland,Built-up,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
2080,Wetland,Built-up,Grassland,Non_Water,Non_Wetland,Forest
2081,Wetland,Built-up,Wetland,NULL,Wetland,Grassland
2082,Wetland,Built-up,Wetland,NULL,Wetland,Wetland
2083,Wetland,Built-up,Wetland,NULL,Wetland,Lichens_and_Mosses
2084,Wetland,Built-up,Wetland,NULL,Wetland,Built-up
2085,Wetland,Built-up,Wetland,NULL,Wetland,Water
2086,Wetland,Built-up,Wetland,NULL,Wetland,Forest
2087,Wetland,Built-up,Wetland,Non_Water,Wetland,Grassland
2088,Wetland,Built-up,Wetland,Non_Water,Wetland,Wetland
2089,Wetland,Built-up,Wetland,Non_Water,Wetland,Lichens_and_Mosses
2090,Wetland,Built-up,Wetland,Non_Water,Wetland,Water
2091,Wetland,Built-up,Wetland,Water,Wetland,Wetland
2092,Wetland,Built-up,Wetland,Water,Wetland,Water
2093,Wetland,Built-up,Wetland,Water,Wetland,Forest
2094,Wetland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2095,Wetland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2096,Wetland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
2097,Wetland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
2098,Wetland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
2099,Wetland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2100,Wetland,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
2101,Wetland,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
2102,Wetland,Built-up,Bareland,NULL,Non_Wetland,Grassland
2103,Wetland,Built-up,Bareland,NULL,Non_Wetland,Wetland
2104,Wetland,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
2105,Wetland,Built-up,Bareland,NULL,Non_Wetland,Bareland
2106,Wetland,Built-up,Bareland,NULL,Non_Wetland,Built-up
2107,Wetland,Built-up,Bareland,NULL,Non_Wetland,Water
2108,Wetland,Built-up,Bareland,NULL,Non_Wetland,Forest
2109,Wetland,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
2110,Wetland,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
2111,Wetland,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
2112,Wetland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
2113,Wetland,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
2114,Wetland,Built-up,Bareland,Non_Water,Non_Wetland,Water
2115,Wetland,Built-up,Bareland,Non_Water,Non_Wetland,Forest
2116,Wetland,Built-up,Bareland,Water,Non_Wetland,Grassland
2117,Wetland,Built-up,Bareland,Water,Non_Wetland,Wetland
2118,Wetland,Built-up,Bareland,Water,Non_Wetland,Lichens_and_Mosses
2119,Wetland,Built-up,Bareland,Water,Non_Wetland,Bareland
2120,Wetland,Built-up,Bareland,Water,Non_Wetland,Built-up
2121,Wetland,Built-up,Bareland,Water,Non_Wetland,Water
2122,Wetland,Built-up,Bareland,Water,Non_Wetland,Forest
2123,Wetland,Built-up,Built-up,NULL,Non_Wetland,Grassland
2124,Wetland,Built-up,Built-up,NULL,Non_Wetland,Wetland
2125,Wetland,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
2126,Wetland,Built-up,Built-up,NULL,Non_Wetland,Bareland
2127,Wetland,Built-up,Built-up,NULL,Non_Wetland,Built-up
2128,Wetland,Built-up,Built-up,NULL,Non_Wetland,Water
2129,Wetland,Built-up,Built-up,NULL,Non_Wetland,Forest
2130,Wetland,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
2131,Wetland,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
2132,Wetland,Built-up,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
2133,Wetland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
2134,Wetland,Built-up,Built-up,Non_Water,Non_Wetland,Forest
2135,Wetland,Built-up,Built-up,Water,Non_Wetland,Grassland
2136,Wetland,Built-up,Built-up,Water,Non_Wetland,Bareland
2137,Wetland,Built-up,Built-up,Water,Non_Wetland,Built-up
2138,Wetland,Built-up,Built-up,Water,Non_Wetland,Water
2139,Wetland,Built-up,Built-up,Water,Non_Wetland,Forest
2140,Wetland,Built-up,Water,NULL,Water,Grassland
2141,Wetland,Built-up,Water,NULL,Water,Wetland
2142,Wetland,Built-up,Water,NULL,Water,Bareland
2143,Wetland,Built-up,Water,NULL,Water,Water
2144,Wetland,Built-up,Water,NULL,Water,Forest
2145,Wetland,Built-up,Water,Non_Water,Water,Wetland
2146,Wetland,Built-up,Water,Non_Water,Water,Lichens_and_Mosses
2147,Wetland,Built-up,Water,Non_Water,Water,Built-up
2148,Wetland,Built-up,Water,Non_Water,Water,Water
2149,Wetland,Built-up,Water,Non_Water,Water,Forest
2150,Wetland,Built-up,Water,Water,Water,Grassland
2151,Wetland,Built-up,Water,Water,Water,Wetland
2152,Wetland,Built-up,Water,Water,Water,Lichens_and_Mosses
2153,Wetland,Built-up,Water,Water,Water,Bareland
2154,Wetland,Built-up,Water,Water,Water,Water
2155,Wetland,Built-up,Water,Water,Water,Forest
2156,Wetland,Built-up,Forest,NULL,Non_Wetland,Grassland
2157,Wetland,Built-up,Forest,NULL,Non_Wetland,Wetland
2158,Wetland,Built-up,Forest,NULL,Non_Wetland,Lichens_and_Mosses
2159,Wetland,Built-up,Forest,NULL,Non_Wetland,Water
2160,Wetland,Built-up,Forest,NULL,Non_Wetland,Forest
2161,Wetland,Built-up,Forest,Non_Water,Non_Wetland,Wetland
2162,Wetland,Built-up,Forest,Water,Non_Wetland,Wetland
2163,Wetland,Water,NULL,NULL,Non_Wetland,Water
2164,Wetland,Water,NULL,NULL,Non_Wetland,Forest
2165,Wetland,Water,NULL,Water,Non_Wetland,Water
2166,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
2167,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
2168,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland
2169,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
2170,Wetland,Water,Shrubland,Water,Non_Wetland,Water
2171,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
2172,Wetland,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
2173,Wetland,Water,Grassland,NULL,Non_Wetland,Water
2174,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
2175,Wetland,Water,Grassland,Non_Water,Non_Wetland,Water
2176,Wetland,Water,Grassland,Water,Non_Wetland,Water
2177,Wetland,Water,Grassland,Water,Non_Wetland,Forest
2178,Wetland,Water,Wetland,NULL,Wetland,Grassland
2179,Wetland,Water,Wetland,NULL,Wetland,Wetland
2180,Wetland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
2181,Wetland,Water,Wetland,NULL,Wetland,Bareland
2182,Wetland,Water,Wetland,NULL,Wetland,Water
2183,Wetland,Water,Wetland,NULL,Wetland,Forest
2184,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
2185,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
2186,Wetland,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
2187,Wetland,Water,Wetland,Non_Water,Wetland,Bareland
2188,Wetland,Water,Wetland,Non_Water,Wetland,Water
2189,Wetland,Water,Wetland,Non_Water,Wetland,Forest
2190,Wetland,Water,Wetland,Water,Wetland,Grassland
2191,Wetland,Water,Wetland,Water,Wetland,Wetland
2192,Wetland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
2193,Wetland,Water,Wetland,Water,Wetland,Bareland
2194,Wetland,Water,Wetland,Water,Wetland,Water
2195,Wetland,Water,Wetland,Water,Wetland,Forest
2196,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
2197,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
2198,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
2199,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
2200,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
2201,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
2202,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
2203,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
2204,Wetland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
2205,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland
2206,Wetland,Water,Bareland,NULL,Non_Wetland,Water
2207,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
2208,Wetland,Water,Bareland,Non_Water,Non_Wetland,Grassland
2209,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland
2210,Wetland,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
2211,Wetland,Water,Bareland,Non_Water,Non_Wetland,Bareland
2212,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water
2213,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
2214,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
2215,Wetland,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
2216,Wetland,Water,Bareland,Water,Non_Wetland,Bareland
2217,Wetland,Water,Bareland,Water,Non_Wetland,Water
2218,Wetland,Water,Bareland,Water,Non_Wetland,Forest
2219,Wetland,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
2220,Wetland,Water,Built-up,NULL,Non_Wetland,Bareland
2221,Wetland,Water,Built-up,NULL,Non_Wetland,Water
2222,Wetland,Water,Built-up,Non_Water,Non_Wetland,Bareland
2223,Wetland,Water,Built-up,Non_Water,Non_Wetland,Water
2224,Wetland,Water,Built-up,Water,Non_Wetland,Water
2225,Wetland,Water,Water,NULL,Water,Grassland
2226,Wetland,Water,Water,NULL,Water,Wetland
2227,Wetland,Water,Water,NULL,Water,Lichens_and_Mosses
2228,Wetland,Water,Water,NULL,Water,Bareland
2229,Wetland,Water,Water,NULL,Water,Water
2230,Wetland,Water,Water,NULL,Water,Forest
2231,Wetland,Water,Water,Non_Water,Water,Grassland
2232,Wetland,Water,Water,Non_Water,Water,Wetland
2233,Wetland,Water,Water,Non_Water,Water,Lichens_and_Mosses
2234,Wetland,Water,Water,Non_Water,Water,Bareland
2235,Wetland,Water,Water,Non_Water,Water,Water
2236,Wetland,Water,Water,Non_Water,Water,Forest
2237,Wetland,Water,Water,Water,Water,Grassland
2238,Wetland,Water,Water,Water,Water,Wetland
2239,Wetland,Water,Water,Water,Water,Lichens_and_Mosses
2240,Wetland,Water,Water,Water,Water,Bareland
2241,Wetland,Water,Water,Water,Water,Water
2242,Wetland,Water,Water,Water,Water,Forest
2243,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
2244,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
2245,Wetland,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
2246,Wetland,Water,Forest,NULL,Non_Wetland,Bareland
2247,Wetland,Water,Forest,NULL,Non_Wetland,Water
2248,Wetland,Water,Forest,NULL,Non_Wetland,Forest
2249,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland
2250,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
2251,Wetland,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
2252,Wetland,Water,Forest,Non_Water,Non_Wetland,Bareland
2253,Wetland,Water,Forest,Non_Water,Non_Wetland,Water
2254,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
2255,Wetland,Water,Forest,Water,Non_Wetland,Grassland
2256,Wetland,Water,Forest,Water,Non_Wetland,Wetland
2257,Wetland,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
2258,Wetland,Water,Forest,Water,Non_Wetland,Bareland
2259,Wetland,Water,Forest,Water,Non_Wetland,Water
2260,Wetland,Water,Forest,Water,Non_Wetland,Forest
2261,Wetland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
2262,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
2263,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
2264,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
2265,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
2266,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
2267,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
2268,Wetland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Grassland
