Value,SIBERIA_2024_ESA_CALU_2024_43WFN_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_43WFN_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WFN_M_R,SIBERIA_2024_GSW_Yearly_2021_43WFN_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WFN_M_R,SIBERIA_2024_WorldCover_2021_43WFN_M_R
832,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
833,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
834,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
835,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
836,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
837,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
838,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
839,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
840,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
841,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
842,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
843,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
844,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
845,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
846,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
847,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
848,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
849,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
850,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
851,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
852,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
853,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
854,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
855,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
856,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Forest
857,NULL,Permanent_ice_and_snow,Water,NULL,Water,Grassland
858,NULL,Permanent_ice_and_snow,Water,NULL,Water,Wetland
859,NULL,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
860,NULL,Permanent_ice_and_snow,Water,NULL,Water,Water
861,NULL,Permanent_ice_and_snow,Water,NULL,Water,Forest
862,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
863,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
864,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
865,NULL,Permanent_ice_and_snow,Water,Water,Water,Grassland
866,NULL,Permanent_ice_and_snow,Water,Water,Water,Wetland
867,NULL,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
868,NULL,Permanent_ice_and_snow,Water,Water,Water,Bareland
869,NULL,Permanent_ice_and_snow,Water,Water,Water,Water
870,NULL,Permanent_ice_and_snow,Water,Water,Water,Forest
871,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
872,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
873,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
874,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
875,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
876,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
877,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
878,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
879,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
880,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Bareland
881,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
882,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
883,NULL,Forest,NULL,NULL,Non_Wetland,NULL
884,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
885,NULL,Forest,NULL,NULL,Non_Wetland,Wetland
886,NULL,Forest,NULL,NULL,Non_Wetland,Water
887,NULL,Forest,NULL,NULL,Non_Wetland,Forest
888,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland
889,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland
890,NULL,Forest,NULL,Non_Water,Non_Wetland,Water
891,NULL,Forest,NULL,Non_Water,Non_Wetland,Forest
892,NULL,Forest,NULL,Water,Non_Wetland,Grassland
893,NULL,Forest,NULL,Water,Non_Wetland,Wetland
894,NULL,Forest,NULL,Water,Non_Wetland,Bareland
895,NULL,Forest,NULL,Water,Non_Wetland,Water
896,NULL,Forest,NULL,Water,Non_Wetland,Forest
897,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
898,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
899,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
900,NULL,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
901,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
902,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
903,NULL,Forest,Shrubland,NULL,Non_Wetland,Water
904,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
905,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
906,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
907,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Water
908,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest
909,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland
910,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland
911,NULL,Forest,Shrubland,Water,Non_Wetland,Bareland
912,NULL,Forest,Shrubland,Water,Non_Wetland,Water
913,NULL,Forest,Shrubland,Water,Non_Wetland,Forest
914,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
915,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
916,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
917,NULL,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
918,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
919,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up
920,NULL,Forest,Grassland,NULL,Non_Wetland,Water
921,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
922,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland
923,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland
924,NULL,Forest,Grassland,Non_Water,Non_Wetland,Forest
925,NULL,Forest,Grassland,Water,Non_Wetland,Grassland
926,NULL,Forest,Grassland,Water,Non_Wetland,Wetland
927,NULL,Forest,Grassland,Water,Non_Wetland,Bareland
928,NULL,Forest,Grassland,Water,Non_Wetland,Forest
929,NULL,Forest,Wetland,NULL,Wetland,NULL
930,NULL,Forest,Wetland,NULL,Wetland,Grassland
931,NULL,Forest,Wetland,NULL,Wetland,Wetland
932,NULL,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
933,NULL,Forest,Wetland,NULL,Wetland,Bareland
934,NULL,Forest,Wetland,NULL,Wetland,Built-up
935,NULL,Forest,Wetland,NULL,Wetland,Water
936,NULL,Forest,Wetland,NULL,Wetland,Forest
937,NULL,Forest,Wetland,Non_Water,Wetland,Grassland
938,NULL,Forest,Wetland,Non_Water,Wetland,Wetland
939,NULL,Forest,Wetland,Non_Water,Wetland,Bareland
940,NULL,Forest,Wetland,Non_Water,Wetland,Water
941,NULL,Forest,Wetland,Non_Water,Wetland,Forest
942,NULL,Forest,Wetland,Water,Wetland,Grassland
943,NULL,Forest,Wetland,Water,Wetland,Wetland
944,NULL,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
945,NULL,Forest,Wetland,Water,Wetland,Bareland
946,NULL,Forest,Wetland,Water,Wetland,Water
947,NULL,Forest,Wetland,Water,Wetland,Forest
948,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
949,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
950,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
951,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
952,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
953,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
954,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
955,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
956,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
957,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
958,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
959,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Bareland
960,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water
961,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
962,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
963,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
964,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
965,NULL,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
966,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
967,NULL,Forest,Bareland,NULL,Non_Wetland,Built-up
968,NULL,Forest,Bareland,NULL,Non_Wetland,Water
969,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
970,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland
971,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland
972,NULL,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
973,NULL,Forest,Bareland,Non_Water,Non_Wetland,Bareland
974,NULL,Forest,Bareland,Non_Water,Non_Wetland,Water
975,NULL,Forest,Bareland,Non_Water,Non_Wetland,Forest
976,NULL,Forest,Bareland,Water,Non_Wetland,Grassland
977,NULL,Forest,Bareland,Water,Non_Wetland,Wetland
978,NULL,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
979,NULL,Forest,Bareland,Water,Non_Wetland,Bareland
980,NULL,Forest,Bareland,Water,Non_Wetland,Built-up
981,NULL,Forest,Bareland,Water,Non_Wetland,Water
982,NULL,Forest,Bareland,Water,Non_Wetland,Forest
983,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
984,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland
985,NULL,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
986,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland
987,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up
988,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
989,NULL,Forest,Built-up,Non_Water,Non_Wetland,Grassland
990,NULL,Forest,Built-up,Non_Water,Non_Wetland,Wetland
991,NULL,Forest,Built-up,Non_Water,Non_Wetland,Bareland
992,NULL,Forest,Built-up,Non_Water,Non_Wetland,Forest
993,NULL,Forest,Built-up,Water,Non_Wetland,Grassland
994,NULL,Forest,Built-up,Water,Non_Wetland,Water
995,NULL,Forest,Built-up,Water,Non_Wetland,Forest
996,NULL,Forest,Water,NULL,Water,Grassland
997,NULL,Forest,Water,NULL,Water,Wetland
998,NULL,Forest,Water,NULL,Water,Bareland
999,NULL,Forest,Water,NULL,Water,Water
1000,NULL,Forest,Water,NULL,Water,Forest
1001,NULL,Forest,Water,Non_Water,Water,Grassland
1002,NULL,Forest,Water,Non_Water,Water,Wetland
1003,NULL,Forest,Water,Non_Water,Water,Bareland
1004,NULL,Forest,Water,Non_Water,Water,Water
1005,NULL,Forest,Water,Non_Water,Water,Forest
1006,NULL,Forest,Water,Water,Water,Grassland
1007,NULL,Forest,Water,Water,Water,Wetland
1008,NULL,Forest,Water,Water,Water,Bareland
1009,NULL,Forest,Water,Water,Water,Water
1010,NULL,Forest,Water,Water,Water,Forest
1011,NULL,Forest,Forest,NULL,Non_Wetland,NULL
1012,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
1013,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
1014,NULL,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1015,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
1016,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
1017,NULL,Forest,Forest,NULL,Non_Wetland,Water
1018,NULL,Forest,Forest,NULL,Non_Wetland,Forest
1019,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
1020,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland
1021,NULL,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1022,NULL,Forest,Forest,Non_Water,Non_Wetland,Bareland
1023,NULL,Forest,Forest,Non_Water,Non_Wetland,Built-up
1024,NULL,Forest,Forest,Non_Water,Non_Wetland,Water
1025,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
1026,NULL,Forest,Forest,Water,Non_Wetland,Grassland
1027,NULL,Forest,Forest,Water,Non_Wetland,Wetland
1028,NULL,Forest,Forest,Water,Non_Wetland,Bareland
1029,NULL,Forest,Forest,Water,Non_Wetland,Water
1030,NULL,Forest,Forest,Water,Non_Wetland,Forest
1031,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1032,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1033,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1034,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1035,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Forest
1036,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1037,Shrubland,NULL,Shrubland,Water,Non_Wetland,Forest
1038,Shrubland,NULL,Grassland,NULL,Non_Wetland,Grassland
1039,Shrubland,NULL,Grassland,NULL,Non_Wetland,Wetland
1040,Shrubland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1041,Shrubland,NULL,Grassland,NULL,Non_Wetland,Bareland
1042,Shrubland,NULL,Grassland,NULL,Non_Wetland,Forest
1043,Shrubland,NULL,Wetland,NULL,Wetland,Grassland
1044,Shrubland,NULL,Wetland,NULL,Wetland,Wetland
1045,Shrubland,NULL,Wetland,NULL,Wetland,Bareland
1046,Shrubland,NULL,Wetland,NULL,Wetland,Forest
1047,Shrubland,NULL,Wetland,Non_Water,Wetland,Grassland
1048,Shrubland,NULL,Wetland,Non_Water,Wetland,Wetland
1049,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1050,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1051,Shrubland,NULL,Bareland,NULL,Non_Wetland,Grassland
1052,Shrubland,NULL,Bareland,NULL,Non_Wetland,Wetland
1053,Shrubland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1054,Shrubland,NULL,Bareland,NULL,Non_Wetland,Bareland
1055,Shrubland,NULL,Bareland,NULL,Non_Wetland,Forest
1056,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1057,Shrubland,NULL,Bareland,Water,Non_Wetland,Wetland
1058,Shrubland,NULL,Built-up,NULL,Non_Wetland,Grassland
1059,Shrubland,NULL,Built-up,NULL,Non_Wetland,Forest
1060,Shrubland,NULL,Water,Water,Water,Wetland
1061,Shrubland,NULL,Forest,NULL,Non_Wetland,Grassland
1062,Shrubland,NULL,Forest,NULL,Non_Wetland,Wetland
1063,Shrubland,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1064,Shrubland,NULL,Forest,NULL,Non_Wetland,Bareland
1065,Shrubland,NULL,Forest,NULL,Non_Wetland,Forest
1066,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1067,Shrubland,NULL,Forest,Water,Non_Wetland,Wetland
1068,Shrubland,NULL,Forest,Water,Non_Wetland,Forest
1069,Shrubland,Cropland,Wetland,NULL,Wetland,Grassland
1070,Shrubland,Cropland,Wetland,NULL,Wetland,Wetland
1071,Shrubland,Cropland,Wetland,NULL,Wetland,Forest
1072,Shrubland,Cropland,Forest,NULL,Non_Wetland,Wetland
1073,Shrubland,Cropland,Forest,NULL,Non_Wetland,Forest
1074,Shrubland,Wetland,NULL,NULL,Non_Wetland,Wetland
1075,Shrubland,Wetland,NULL,NULL,Non_Wetland,Forest
1076,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1077,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1078,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1079,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1080,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1081,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1082,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1083,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Forest
1084,Shrubland,Wetland,Grassland,Water,Non_Wetland,Wetland
1085,Shrubland,Wetland,Wetland,NULL,Wetland,Grassland
1086,Shrubland,Wetland,Wetland,NULL,Wetland,Wetland
1087,Shrubland,Wetland,Wetland,NULL,Wetland,Water
1088,Shrubland,Wetland,Wetland,NULL,Wetland,Forest
1089,Shrubland,Wetland,Wetland,Non_Water,Wetland,Grassland
1090,Shrubland,Wetland,Wetland,Non_Water,Wetland,Wetland
1091,Shrubland,Wetland,Wetland,Non_Water,Wetland,Water
1092,Shrubland,Wetland,Wetland,Non_Water,Wetland,Forest
1093,Shrubland,Wetland,Wetland,Water,Wetland,Grassland
1094,Shrubland,Wetland,Wetland,Water,Wetland,Wetland
1095,Shrubland,Wetland,Wetland,Water,Wetland,Water
1096,Shrubland,Wetland,Wetland,Water,Wetland,Forest
1097,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1098,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1099,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1100,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1101,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1102,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1103,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Water
1104,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Forest
1105,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1106,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Forest
1107,Shrubland,Wetland,Bareland,Water,Non_Wetland,Wetland
1108,Shrubland,Wetland,Water,NULL,Water,Grassland
1109,Shrubland,Wetland,Water,NULL,Water,Wetland
1110,Shrubland,Wetland,Water,NULL,Water,Water
1111,Shrubland,Wetland,Water,NULL,Water,Forest
1112,Shrubland,Wetland,Water,Water,Water,Grassland
1113,Shrubland,Wetland,Water,Water,Water,Wetland
1114,Shrubland,Wetland,Water,Water,Water,Water
1115,Shrubland,Wetland,Water,Water,Water,Forest
1116,Shrubland,Wetland,Forest,NULL,Non_Wetland,Grassland
1117,Shrubland,Wetland,Forest,NULL,Non_Wetland,Wetland
1118,Shrubland,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1119,Shrubland,Wetland,Forest,NULL,Non_Wetland,Bareland
1120,Shrubland,Wetland,Forest,NULL,Non_Wetland,Water
1121,Shrubland,Wetland,Forest,NULL,Non_Wetland,Forest
1122,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1123,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Water
1124,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Forest
1125,Shrubland,Wetland,Forest,Water,Non_Wetland,Wetland
1126,Shrubland,Wetland,Forest,Water,Non_Wetland,Water
1127,Shrubland,Wetland,Forest,Water,Non_Wetland,Forest
1128,Shrubland,Bareland,Shrubland,NULL,Non_Wetland,Water
1129,Shrubland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1130,Shrubland,Bareland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1131,Shrubland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1132,Shrubland,Bareland,Wetland,NULL,Wetland,Grassland
1133,Shrubland,Bareland,Wetland,NULL,Wetland,Forest
1134,Shrubland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1135,Shrubland,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1136,Shrubland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1137,Shrubland,Bareland,Bareland,NULL,Non_Wetland,Forest
1138,Shrubland,Bareland,Bareland,Water,Non_Wetland,Bareland
1139,Shrubland,Bareland,Water,NULL,Water,Bareland
1140,Shrubland,Bareland,Forest,NULL,Non_Wetland,Grassland
1141,Shrubland,Bareland,Forest,NULL,Non_Wetland,Bareland
1142,Shrubland,Bareland,Forest,NULL,Non_Wetland,Forest
1143,Shrubland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1144,Shrubland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1145,Shrubland,Built-up,Bareland,NULL,Non_Wetland,Forest
1146,Shrubland,Built-up,Forest,NULL,Non_Wetland,Grassland
1147,Shrubland,Water,NULL,NULL,Non_Wetland,Forest
1148,Shrubland,Water,NULL,Water,Non_Wetland,Water
1149,Shrubland,Water,Shrubland,NULL,Non_Wetland,Forest
1150,Shrubland,Water,Shrubland,Water,Non_Wetland,Water
1151,Shrubland,Water,Grassland,NULL,Non_Wetland,Forest
1152,Shrubland,Water,Wetland,NULL,Wetland,Grassland
1153,Shrubland,Water,Wetland,NULL,Wetland,Wetland
1154,Shrubland,Water,Wetland,NULL,Wetland,Water
1155,Shrubland,Water,Wetland,NULL,Wetland,Forest
1156,Shrubland,Water,Wetland,Non_Water,Wetland,Grassland
1157,Shrubland,Water,Wetland,Non_Water,Wetland,Wetland
1158,Shrubland,Water,Wetland,Non_Water,Wetland,Water
1159,Shrubland,Water,Wetland,Water,Wetland,Grassland
1160,Shrubland,Water,Wetland,Water,Wetland,Wetland
1161,Shrubland,Water,Wetland,Water,Wetland,Water
1162,Shrubland,Water,Wetland,Water,Wetland,Forest
1163,Shrubland,Water,Bareland,NULL,Non_Wetland,Wetland
1164,Shrubland,Water,Bareland,NULL,Non_Wetland,Bareland
1165,Shrubland,Water,Bareland,NULL,Non_Wetland,Forest
1166,Shrubland,Water,Bareland,Water,Non_Wetland,Wetland
1167,Shrubland,Water,Bareland,Water,Non_Wetland,Water
1168,Shrubland,Water,Bareland,Water,Non_Wetland,Forest
1169,Shrubland,Water,Water,NULL,Water,Grassland
1170,Shrubland,Water,Water,NULL,Water,Wetland
1171,Shrubland,Water,Water,NULL,Water,Water
1172,Shrubland,Water,Water,NULL,Water,Forest
1173,Shrubland,Water,Water,Water,Water,Grassland
1174,Shrubland,Water,Water,Water,Water,Wetland
1175,Shrubland,Water,Water,Water,Water,Water
1176,Shrubland,Water,Water,Water,Water,Forest
1177,Shrubland,Water,Forest,NULL,Non_Wetland,Grassland
1178,Shrubland,Water,Forest,NULL,Non_Wetland,Wetland
1179,Shrubland,Water,Forest,NULL,Non_Wetland,Water
1180,Shrubland,Water,Forest,NULL,Non_Wetland,Forest
1181,Shrubland,Water,Forest,Non_Water,Non_Wetland,Water
1182,Shrubland,Water,Forest,Water,Non_Wetland,Wetland
1183,Shrubland,Water,Forest,Water,Non_Wetland,Water
1184,Shrubland,Water,Forest,Water,Non_Wetland,Forest
1185,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
1186,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
1187,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
1188,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
1189,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1190,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1191,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
1192,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
1193,Shrubland,Forest,NULL,NULL,Non_Wetland,Grassland
1194,Shrubland,Forest,NULL,NULL,Non_Wetland,Forest
1195,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1196,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1197,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1198,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Forest
1199,Shrubland,Forest,Shrubland,Water,Non_Wetland,Wetland
1200,Shrubland,Forest,Shrubland,Water,Non_Wetland,Forest
1201,Shrubland,Forest,Grassland,NULL,Non_Wetland,Grassland
1202,Shrubland,Forest,Grassland,NULL,Non_Wetland,Wetland
1203,Shrubland,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1204,Shrubland,Forest,Grassland,NULL,Non_Wetland,Bareland
1205,Shrubland,Forest,Grassland,NULL,Non_Wetland,Forest
1206,Shrubland,Forest,Wetland,NULL,Wetland,NULL
1207,Shrubland,Forest,Wetland,NULL,Wetland,Grassland
1208,Shrubland,Forest,Wetland,NULL,Wetland,Wetland
1209,Shrubland,Forest,Wetland,NULL,Wetland,Water
1210,Shrubland,Forest,Wetland,NULL,Wetland,Forest
1211,Shrubland,Forest,Wetland,Non_Water,Wetland,Grassland
1212,Shrubland,Forest,Wetland,Non_Water,Wetland,Wetland
1213,Shrubland,Forest,Wetland,Non_Water,Wetland,Forest
1214,Shrubland,Forest,Wetland,Water,Wetland,Grassland
1215,Shrubland,Forest,Wetland,Water,Wetland,Wetland
1216,Shrubland,Forest,Wetland,Water,Wetland,Forest
1217,Shrubland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1218,Shrubland,Forest,Bareland,NULL,Non_Wetland,Grassland
1219,Shrubland,Forest,Bareland,NULL,Non_Wetland,Wetland
1220,Shrubland,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1221,Shrubland,Forest,Bareland,NULL,Non_Wetland,Bareland
1222,Shrubland,Forest,Bareland,NULL,Non_Wetland,Forest
1223,Shrubland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1224,Shrubland,Forest,Bareland,Non_Water,Non_Wetland,Forest
1225,Shrubland,Forest,Bareland,Water,Non_Wetland,Grassland
1226,Shrubland,Forest,Bareland,Water,Non_Wetland,Forest
1227,Shrubland,Forest,Built-up,NULL,Non_Wetland,Grassland
1228,Shrubland,Forest,Built-up,NULL,Non_Wetland,Forest
1229,Shrubland,Forest,Water,NULL,Water,Grassland
1230,Shrubland,Forest,Water,NULL,Water,Wetland
1231,Shrubland,Forest,Water,NULL,Water,Forest
1232,Shrubland,Forest,Water,Non_Water,Water,Wetland
1233,Shrubland,Forest,Water,Water,Water,Grassland
1234,Shrubland,Forest,Water,Water,Water,Wetland
1235,Shrubland,Forest,Water,Water,Water,Forest
1236,Shrubland,Forest,Forest,NULL,Non_Wetland,Grassland
1237,Shrubland,Forest,Forest,NULL,Non_Wetland,Wetland
