Value,SIBERIA_2024_ESA_CALU_2024_45XVA_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_45XVA_M_R,SIBERIA_2024_GLC_FCS30D_2022_45XVA_M_R,SIBERIA_2024_GSW_Yearly_2021_45XVA_M_R,SIBERIA_2024_GWL_FCS30D_2022_45XVA_M_R,SIBERIA_2024_WorldCover_2021_45XVA_M_R
781,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
782,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
783,Bareland,Wetland,Shrubland,Water,Non_Wetland,Grassland
784,Bareland,Wetland,Shrubland,Water,Non_Wetland,Wetland
785,Bareland,Wetland,Wetland,NULL,Wetland,Wetland
786,Bareland,Wetland,Wetland,NULL,Wetland,Water
787,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland
788,Bareland,Wetland,Wetland,Water,Wetland,Wetland
789,Bareland,Wetland,Wetland,Water,Wetland,Water
790,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
791,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
792,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
793,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
794,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
795,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
796,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
797,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
798,Bareland,Wetland,Bareland,NULL,Non_Wetland,Grassland
799,Bareland,Wetland,Bareland,NULL,Non_Wetland,Wetland
800,Bareland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
801,Bareland,Wetland,Bareland,NULL,Non_Wetland,Water
802,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
803,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
804,Bareland,Wetland,Bareland,Water,Non_Wetland,Wetland
805,Bareland,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
806,Bareland,Wetland,Water,NULL,Water,Water
807,Bareland,Wetland,Water,Water,Water,Water
808,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland
809,Bareland,Water,Shrubland,Water,Non_Wetland,Water
810,Bareland,Water,Wetland,Water,Wetland,Water
811,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
812,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
813,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
814,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
815,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
816,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
817,Water,Wetland,Shrubland,Water,Non_Wetland,Water
818,Water,Wetland,Wetland,Water,Wetland,Water
819,Water,Wetland,Water,Water,Water,Water
820,Water,Water,Shrubland,NULL,Non_Wetland,Water
821,Water,Water,Wetland,Non_Water,Wetland,Water
822,Water,Water,Wetland,Water,Wetland,Water
823,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
824,Water,Water,Water,NULL,Water,Water
825,Water,Water,Water,Water,Water,Water
826,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
827,Forest,Wetland,Water,Water,Water,Water
