Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42VVN_M_R,SIBERIA_2024_GLC_FCS30D_2022_42VVN_M_R,SIBERIA_2024_GSW_Yearly_2021_42VVN_M_R,SIBERIA_2024_GWL_FCS30D_2022_42VVN_M_R,SIBERIA_2024_WorldCover_2021_42VVN_M_R
964,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
965,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
966,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
967,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
968,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
969,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
970,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
971,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
972,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
973,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
974,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
975,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
976,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
977,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
978,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
979,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
980,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
981,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
982,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
983,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
984,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
985,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
986,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Built-up
987,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
988,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
989,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
990,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
991,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Built-up
992,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
993,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
994,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
995,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
996,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
997,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
998,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
999,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
1000,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
1001,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
1002,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Built-up
1003,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Water
1004,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Forest
1005,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
1006,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
1007,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Built-up
1008,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Forest
1009,Permanent_ice_and_snow,Water,NULL,Water,NULL
1010,Permanent_ice_and_snow,Water,NULL,Water,Wetland
1011,Permanent_ice_and_snow,Water,NULL,Water,Bareland
1012,Permanent_ice_and_snow,Water,NULL,Water,Forest
1013,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
1014,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
1015,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
1016,Permanent_ice_and_snow,Water,Non_Water,Water,Water
1017,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
1018,Permanent_ice_and_snow,Water,Water,Water,NULL
1019,Permanent_ice_and_snow,Water,Water,Water,Grassland
1020,Permanent_ice_and_snow,Water,Water,Water,Wetland
1021,Permanent_ice_and_snow,Water,Water,Water,Water
1022,Permanent_ice_and_snow,Water,Water,Water,Forest
1023,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
1024,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
1025,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
1026,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
1027,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
1028,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
1029,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
1030,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Bareland
1031,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
1032,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
1033,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
1034,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
1035,Forest,NULL,NULL,Non_Wetland,NULL
1036,Forest,NULL,NULL,Non_Wetland,Grassland
1037,Forest,NULL,NULL,Non_Wetland,Wetland
1038,Forest,NULL,NULL,Non_Wetland,Bareland
1039,Forest,NULL,NULL,Non_Wetland,Built-up
1040,Forest,NULL,NULL,Non_Wetland,Water
1041,Forest,NULL,NULL,Non_Wetland,Forest
1042,Forest,NULL,Non_Water,Non_Wetland,Grassland
1043,Forest,NULL,Non_Water,Non_Wetland,Wetland
1044,Forest,NULL,Non_Water,Non_Wetland,Water
1045,Forest,NULL,Non_Water,Non_Wetland,Forest
1046,Forest,NULL,Water,Non_Wetland,Wetland
1047,Forest,NULL,Water,Non_Wetland,Water
1048,Forest,NULL,Water,Non_Wetland,Forest
1049,Forest,Shrubland,NULL,Non_Wetland,NULL
1050,Forest,Shrubland,NULL,Non_Wetland,Grassland
1051,Forest,Shrubland,NULL,Non_Wetland,Wetland
1052,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1053,Forest,Shrubland,NULL,Non_Wetland,Bareland
1054,Forest,Shrubland,NULL,Non_Wetland,Built-up
1055,Forest,Shrubland,NULL,Non_Wetland,Water
1056,Forest,Shrubland,NULL,Non_Wetland,Forest
1057,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1058,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1059,Forest,Shrubland,Non_Water,Non_Wetland,Water
1060,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1061,Forest,Shrubland,Water,Non_Wetland,Grassland
1062,Forest,Shrubland,Water,Non_Wetland,Wetland
1063,Forest,Shrubland,Water,Non_Wetland,Water
1064,Forest,Shrubland,Water,Non_Wetland,Forest
1065,Forest,Grassland,NULL,Non_Wetland,Grassland
1066,Forest,Grassland,NULL,Non_Wetland,Wetland
1067,Forest,Grassland,NULL,Non_Wetland,Forest
1068,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1069,Forest,Grassland,Non_Water,Non_Wetland,Wetland
1070,Forest,Grassland,Non_Water,Non_Wetland,Forest
1071,Forest,Grassland,Water,Non_Wetland,Grassland
1072,Forest,Grassland,Water,Non_Wetland,Wetland
1073,Forest,Cropland,NULL,Non_Wetland,NULL
1074,Forest,Cropland,NULL,Non_Wetland,Grassland
1075,Forest,Cropland,NULL,Non_Wetland,Wetland
1076,Forest,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
1077,Forest,Cropland,NULL,Non_Wetland,Bareland
1078,Forest,Cropland,NULL,Non_Wetland,Built-up
1079,Forest,Cropland,NULL,Non_Wetland,Forest
1080,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1081,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1082,Forest,Cropland,Non_Water,Non_Wetland,Forest
1083,Forest,Cropland,Water,Non_Wetland,Forest
1084,Forest,Wetland,NULL,Wetland,NULL
1085,Forest,Wetland,NULL,Wetland,Grassland
1086,Forest,Wetland,NULL,Wetland,Wetland
1087,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
1088,Forest,Wetland,NULL,Wetland,Bareland
1089,Forest,Wetland,NULL,Wetland,Built-up
1090,Forest,Wetland,NULL,Wetland,Water
1091,Forest,Wetland,NULL,Wetland,Forest
1092,Forest,Wetland,Non_Water,Wetland,NULL
1093,Forest,Wetland,Non_Water,Wetland,Grassland
1094,Forest,Wetland,Non_Water,Wetland,Wetland
1095,Forest,Wetland,Non_Water,Wetland,Built-up
1096,Forest,Wetland,Non_Water,Wetland,Water
1097,Forest,Wetland,Non_Water,Wetland,Forest
1098,Forest,Wetland,Water,Wetland,Grassland
1099,Forest,Wetland,Water,Wetland,Wetland
1100,Forest,Wetland,Water,Wetland,Water
1101,Forest,Wetland,Water,Wetland,Forest
1102,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1103,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1104,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1105,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1106,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1107,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1108,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
1109,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
1110,Forest,Bareland,NULL,Non_Wetland,NULL
1111,Forest,Bareland,NULL,Non_Wetland,Grassland
1112,Forest,Bareland,NULL,Non_Wetland,Cropland
1113,Forest,Bareland,NULL,Non_Wetland,Wetland
1114,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1115,Forest,Bareland,NULL,Non_Wetland,Bareland
1116,Forest,Bareland,NULL,Non_Wetland,Built-up
1117,Forest,Bareland,NULL,Non_Wetland,Water
1118,Forest,Bareland,NULL,Non_Wetland,Forest
1119,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1120,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1121,Forest,Bareland,Non_Water,Non_Wetland,Water
1122,Forest,Bareland,Non_Water,Non_Wetland,Forest
1123,Forest,Bareland,Water,Non_Wetland,Grassland
1124,Forest,Bareland,Water,Non_Wetland,Wetland
1125,Forest,Bareland,Water,Non_Wetland,Water
1126,Forest,Bareland,Water,Non_Wetland,Forest
1127,Forest,Built-up,NULL,Non_Wetland,NULL
1128,Forest,Built-up,NULL,Non_Wetland,Grassland
1129,Forest,Built-up,NULL,Non_Wetland,Wetland
1130,Forest,Built-up,NULL,Non_Wetland,Bareland
1131,Forest,Built-up,NULL,Non_Wetland,Built-up
1132,Forest,Built-up,NULL,Non_Wetland,Forest
1133,Forest,Built-up,Non_Water,Non_Wetland,Forest
1134,Forest,Water,NULL,Water,NULL
1135,Forest,Water,NULL,Water,Grassland
1136,Forest,Water,NULL,Water,Wetland
1137,Forest,Water,NULL,Water,Water
1138,Forest,Water,NULL,Water,Forest
1139,Forest,Water,Non_Water,Water,Grassland
1140,Forest,Water,Non_Water,Water,Wetland
1141,Forest,Water,Non_Water,Water,Water
1142,Forest,Water,Non_Water,Water,Forest
1143,Forest,Water,Water,Water,Grassland
1144,Forest,Water,Water,Water,Wetland
1145,Forest,Water,Water,Water,Water
1146,Forest,Water,Water,Water,Forest
1147,Forest,Forest,NULL,Non_Wetland,NULL
1148,Forest,Forest,NULL,Non_Wetland,Grassland
1149,Forest,Forest,NULL,Non_Wetland,Wetland
1150,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1151,Forest,Forest,NULL,Non_Wetland,Bareland
1152,Forest,Forest,NULL,Non_Wetland,Built-up
1153,Forest,Forest,NULL,Non_Wetland,Water
1154,Forest,Forest,NULL,Non_Wetland,Forest
1155,Forest,Forest,Non_Water,Non_Wetland,Grassland
1156,Forest,Forest,Non_Water,Non_Wetland,Wetland
1157,Forest,Forest,Non_Water,Non_Wetland,Built-up
1158,Forest,Forest,Non_Water,Non_Wetland,Water
1159,Forest,Forest,Non_Water,Non_Wetland,Forest
1160,Forest,Forest,Water,Non_Wetland,Grassland
1161,Forest,Forest,Water,Non_Wetland,Wetland
1162,Forest,Forest,Water,Non_Wetland,Water
1163,Forest,Forest,Water,Non_Wetland,Forest
