Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42WWV_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WWV_M_R,SIBERIA_2024_GSW_Yearly_2021_42WWV_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WWV_M_R,SIBERIA_2024_WorldCover_2021_42WWV_M_R
919,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
920,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
921,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
922,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
923,Forest,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
924,Forest,Lichens_and_Mosses,Water,Non_Wetland,Bareland
925,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
926,Forest,Bareland,NULL,Non_Wetland,Grassland
927,Forest,Bareland,NULL,Non_Wetland,Wetland
928,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
929,Forest,Bareland,NULL,Non_Wetland,Bareland
930,Forest,Bareland,NULL,Non_Wetland,Water
931,Forest,Bareland,NULL,Non_Wetland,Forest
932,Forest,Bareland,Non_Water,Non_Wetland,Grassland
933,Forest,Bareland,Non_Water,Non_Wetland,Wetland
934,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
935,Forest,Bareland,Non_Water,Non_Wetland,Bareland
936,Forest,Bareland,Non_Water,Non_Wetland,Water
937,Forest,Bareland,Non_Water,Non_Wetland,Forest
938,Forest,Bareland,Water,Non_Wetland,Grassland
939,Forest,Bareland,Water,Non_Wetland,Wetland
940,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
941,Forest,Bareland,Water,Non_Wetland,Bareland
942,Forest,Bareland,Water,Non_Wetland,Water
943,Forest,Bareland,Water,Non_Wetland,Forest
944,Forest,Built-up,NULL,Non_Wetland,Grassland
945,Forest,Built-up,NULL,Non_Wetland,Wetland
946,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
947,Forest,Built-up,NULL,Non_Wetland,Forest
948,Forest,Built-up,Non_Water,Non_Wetland,Grassland
949,Forest,Built-up,Non_Water,Non_Wetland,Forest
950,Forest,Built-up,Water,Non_Wetland,Lichens_and_Mosses
951,Forest,Water,NULL,Water,Grassland
952,Forest,Water,NULL,Water,Wetland
953,Forest,Water,NULL,Water,Forest
954,Forest,Water,Non_Water,Water,Wetland
955,Forest,Water,Non_Water,Water,Lichens_and_Mosses
956,Forest,Water,Non_Water,Water,Water
957,Forest,Water,Non_Water,Water,Forest
958,Forest,Water,Water,NULL,Wetland
959,Forest,Water,Water,NULL,Forest
960,Forest,Water,Water,Water,Wetland
961,Forest,Water,Water,Water,Water
962,Forest,Water,Water,Water,Forest
963,Forest,Forest,NULL,Non_Wetland,Grassland
964,Forest,Forest,NULL,Non_Wetland,Wetland
965,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
966,Forest,Forest,NULL,Non_Wetland,Bareland
967,Forest,Forest,NULL,Non_Wetland,Water
968,Forest,Forest,NULL,Non_Wetland,Forest
969,Forest,Forest,Non_Water,Non_Wetland,Grassland
970,Forest,Forest,Non_Water,Non_Wetland,Wetland
971,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
972,Forest,Forest,Non_Water,Non_Wetland,Bareland
973,Forest,Forest,Non_Water,Non_Wetland,Water
974,Forest,Forest,Non_Water,Non_Wetland,Forest
975,Forest,Forest,Water,Non_Wetland,Grassland
976,Forest,Forest,Water,Non_Wetland,Wetland
977,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
978,Forest,Forest,Water,Non_Wetland,Bareland
979,Forest,Forest,Water,Non_Wetland,Water
980,Forest,Forest,Water,Non_Wetland,Forest
