Value,SIBERIA_2024_ESRI_Annual_LULC_2024_45WWQ_M_R,SIBERIA_2024_GLC_FCS30D_2022_45WWQ_M_R,SIBERIA_2024_GSW_Yearly_2021_45WWQ_M_R,SIBERIA_2024_GWL_FCS30D_2022_45WWQ_M_R,SIBERIA_2024_WorldCover_2021_45WWQ_M_R
917,Forest,Forest,NULL,Non_Wetland,Bareland
918,Forest,Forest,NULL,Non_Wetland,Water
919,Forest,Forest,NULL,Non_Wetland,Forest
920,Forest,Forest,Non_Water,Non_Wetland,Grassland
921,Forest,Forest,Non_Water,Non_Wetland,Wetland
922,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
923,Forest,Forest,Non_Water,Non_Wetland,Bareland
924,Forest,Forest,Non_Water,Non_Wetland,Water
925,Forest,Forest,Non_Water,Non_Wetland,Forest
926,Forest,Forest,Water,Non_Wetland,NULL
927,Forest,Forest,Water,Non_Wetland,Grassland
928,Forest,Forest,Water,Non_Wetland,Wetland
929,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
930,Forest,Forest,Water,Non_Wetland,Bareland
931,Forest,Forest,Water,Non_Wetland,Water
932,Forest,Forest,Water,Non_Wetland,Forest
