Value,SIBERIA_2024_ESRI_Annual_LULC_2024_43WFR_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WFR_M_R,SIBERIA_2024_GSW_Yearly_2021_43WFR_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WFR_M_R,SIBERIA_2024_WorldCover_2021_43WFR_M_R
917,Forest,Bareland,NULL,Non_Wetland,Bareland
918,Forest,Bareland,NULL,Non_Wetland,Water
919,Forest,Bareland,NULL,Non_Wetland,Forest
920,Forest,Bareland,Non_Water,Non_Wetland,Grassland
921,Forest,Bareland,Non_Water,Non_Wetland,Wetland
922,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
923,Forest,Bareland,Non_Water,Non_Wetland,Bareland
924,Forest,Bareland,Non_Water,Non_Wetland,Water
925,Forest,Bareland,Non_Water,Non_Wetland,Forest
926,Forest,Bareland,Water,Non_Wetland,Grassland
927,Forest,Bareland,Water,Non_Wetland,Wetland
928,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
929,Forest,Bareland,Water,Non_Wetland,Bareland
930,Forest,Bareland,Water,Non_Wetland,Water
931,Forest,Bareland,Water,Non_Wetland,Forest
932,Forest,Built-up,NULL,Non_Wetland,Grassland
933,Forest,Built-up,NULL,Non_Wetland,Wetland
934,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
935,Forest,Built-up,NULL,Non_Wetland,Bareland
936,Forest,Built-up,NULL,Non_Wetland,Forest
937,Forest,Built-up,Non_Water,Non_Wetland,Grassland
938,Forest,Built-up,Non_Water,Non_Wetland,Wetland
939,Forest,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
940,Forest,Built-up,Non_Water,Non_Wetland,Bareland
941,Forest,Built-up,Water,Non_Wetland,Grassland
942,Forest,Built-up,Water,Non_Wetland,Lichens_and_Mosses
943,Forest,Built-up,Water,Non_Wetland,Bareland
944,Forest,Water,NULL,Water,Grassland
945,Forest,Water,NULL,Water,Wetland
946,Forest,Water,NULL,Water,Water
947,Forest,Water,NULL,Water,Forest
948,Forest,Water,Non_Water,Water,Grassland
949,Forest,Water,Non_Water,Water,Wetland
950,Forest,Water,Non_Water,Water,Lichens_and_Mosses
951,Forest,Water,Non_Water,Water,Water
952,Forest,Water,Non_Water,Water,Forest
953,Forest,Water,Water,NULL,Wetland
954,Forest,Water,Water,Water,Grassland
955,Forest,Water,Water,Water,Wetland
956,Forest,Water,Water,Water,Lichens_and_Mosses
957,Forest,Water,Water,Water,Bareland
958,Forest,Water,Water,Water,Water
959,Forest,Water,Water,Water,Forest
960,Forest,Forest,NULL,Non_Wetland,Grassland
961,Forest,Forest,NULL,Non_Wetland,Wetland
962,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
963,Forest,Forest,NULL,Non_Wetland,Bareland
964,Forest,Forest,NULL,Non_Wetland,Water
965,Forest,Forest,NULL,Non_Wetland,Forest
966,Forest,Forest,Non_Water,Non_Wetland,Grassland
967,Forest,Forest,Non_Water,Non_Wetland,Wetland
968,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
969,Forest,Forest,Non_Water,Non_Wetland,Bareland
970,Forest,Forest,Non_Water,Non_Wetland,Water
971,Forest,Forest,Non_Water,Non_Wetland,Forest
972,Forest,Forest,Water,Non_Wetland,Grassland
973,Forest,Forest,Water,Non_Wetland,Wetland
974,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
975,Forest,Forest,Water,Non_Wetland,Bareland
976,Forest,Forest,Water,Non_Wetland,Water
977,Forest,Forest,Water,Non_Wetland,Forest
