Value,SIBERIA_2024_ESA_CALU_2024_42WWD_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_42WWD_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WWD_M_R,SIBERIA_2024_GSW_Yearly_2021_42WWD_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WWD_M_R,SIBERIA_2024_WorldCover_2021_42WWD_M_R
777,Shrubland,Wetland,Water,NULL,Water,Wetland
778,Shrubland,Wetland,Water,NULL,Water,Lichens_and_Mosses
779,Shrubland,Wetland,Water,NULL,Water,Bareland
780,Shrubland,Wetland,Water,NULL,Water,Water
781,Shrubland,Wetland,Water,NULL,Water,Forest
782,Shrubland,Wetland,Water,Non_Water,Water,Grassland
783,Shrubland,Wetland,Water,Non_Water,Water,Wetland
784,Shrubland,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
785,Shrubland,Wetland,Water,Non_Water,Water,Bareland
786,Shrubland,Wetland,Water,Non_Water,Water,Water
787,Shrubland,Wetland,Water,Water,Water,Grassland
788,Shrubland,Wetland,Water,Water,Water,Wetland
789,Shrubland,Wetland,Water,Water,Water,Lichens_and_Mosses
790,Shrubland,Wetland,Water,Water,Water,Bareland
791,Shrubland,Wetland,Water,Water,Water,Water
792,Shrubland,Wetland,Forest,NULL,Non_Wetland,Wetland
793,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
794,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
795,Shrubland,Wetland,Forest,Water,Non_Wetland,Grassland
796,Shrubland,Wetland,Forest,Water,Non_Wetland,Wetland
797,Shrubland,Bareland,Grassland,NULL,Non_Wetland,Grassland
798,Shrubland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
799,Shrubland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
800,Shrubland,Bareland,Bareland,NULL,Non_Wetland,Wetland
801,Shrubland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
802,Shrubland,Bareland,Water,NULL,Water,Water
803,Shrubland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
804,Shrubland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
805,Shrubland,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Wetland
806,Shrubland,Built-up,Bareland,NULL,Non_Wetland,Wetland
807,Shrubland,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
808,Shrubland,Built-up,Built-up,NULL,Non_Wetland,Wetland
809,Shrubland,Built-up,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
810,Shrubland,Built-up,Built-up,NULL,Non_Wetland,Bareland
811,Shrubland,Water,Shrubland,NULL,Non_Wetland,Grassland
812,Shrubland,Water,Shrubland,NULL,Non_Wetland,Wetland
813,Shrubland,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
814,Shrubland,Water,Shrubland,NULL,Non_Wetland,Bareland
815,Shrubland,Water,Shrubland,NULL,Non_Wetland,Water
816,Shrubland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
817,Shrubland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
818,Shrubland,Water,Shrubland,Non_Water,Non_Wetland,Water
819,Shrubland,Water,Shrubland,Water,Non_Wetland,Grassland
820,Shrubland,Water,Shrubland,Water,Non_Wetland,Wetland
821,Shrubland,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
822,Shrubland,Water,Shrubland,Water,Non_Wetland,Bareland
823,Shrubland,Water,Shrubland,Water,Non_Wetland,Water
824,Shrubland,Water,Grassland,NULL,Non_Wetland,Grassland
825,Shrubland,Water,Grassland,NULL,Non_Wetland,Wetland
826,Shrubland,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
827,Shrubland,Water,Grassland,NULL,Non_Wetland,Water
828,Shrubland,Water,Grassland,Non_Water,Non_Wetland,Wetland
829,Shrubland,Water,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
830,Shrubland,Water,Grassland,Non_Water,Non_Wetland,Bareland
831,Shrubland,Water,Grassland,Non_Water,Non_Wetland,Water
832,Shrubland,Water,Grassland,Water,Non_Wetland,Grassland
833,Shrubland,Water,Grassland,Water,Non_Wetland,Wetland
834,Shrubland,Water,Grassland,Water,Non_Wetland,Water
835,Shrubland,Water,Wetland,NULL,Wetland,Grassland
836,Shrubland,Water,Wetland,NULL,Wetland,Wetland
837,Shrubland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
838,Shrubland,Water,Wetland,NULL,Wetland,Bareland
839,Shrubland,Water,Wetland,NULL,Wetland,Water
840,Shrubland,Water,Wetland,Non_Water,Wetland,Grassland
841,Shrubland,Water,Wetland,Non_Water,Wetland,Wetland
842,Shrubland,Water,Wetland,Non_Water,Wetland,Lichens_and_Mosses
843,Shrubland,Water,Wetland,Non_Water,Wetland,Bareland
844,Shrubland,Water,Wetland,Non_Water,Wetland,Water
845,Shrubland,Water,Wetland,Water,Wetland,Grassland
846,Shrubland,Water,Wetland,Water,Wetland,Wetland
847,Shrubland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
848,Shrubland,Water,Wetland,Water,Wetland,Bareland
849,Shrubland,Water,Wetland,Water,Wetland,Water
850,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
851,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
852,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
853,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
854,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
855,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
856,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
857,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
858,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
859,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
860,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
861,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
862,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
863,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
864,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
865,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
866,Shrubland,Water,Bareland,NULL,Non_Wetland,Grassland
867,Shrubland,Water,Bareland,NULL,Non_Wetland,Wetland
868,Shrubland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
869,Shrubland,Water,Bareland,NULL,Non_Wetland,Bareland
870,Shrubland,Water,Bareland,NULL,Non_Wetland,Water
871,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Grassland
872,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Wetland
873,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
874,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Bareland
875,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Water
876,Shrubland,Water,Bareland,Water,Non_Wetland,Grassland
877,Shrubland,Water,Bareland,Water,Non_Wetland,Wetland
878,Shrubland,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
879,Shrubland,Water,Bareland,Water,Non_Wetland,Bareland
880,Shrubland,Water,Bareland,Water,Non_Wetland,Water
881,Shrubland,Water,Built-up,NULL,Non_Wetland,Wetland
882,Shrubland,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
883,Shrubland,Water,Built-up,NULL,Non_Wetland,Bareland
884,Shrubland,Water,Built-up,Water,Non_Wetland,Wetland
885,Shrubland,Water,Built-up,Water,Non_Wetland,Bareland
886,Shrubland,Water,Water,NULL,Water,Grassland
887,Shrubland,Water,Water,NULL,Water,Wetland
888,Shrubland,Water,Water,NULL,Water,Lichens_and_Mosses
889,Shrubland,Water,Water,NULL,Water,Bareland
890,Shrubland,Water,Water,NULL,Water,Water
891,Shrubland,Water,Water,Non_Water,Water,Grassland
892,Shrubland,Water,Water,Non_Water,Water,Wetland
893,Shrubland,Water,Water,Non_Water,Water,Lichens_and_Mosses
894,Shrubland,Water,Water,Non_Water,Water,Water
895,Shrubland,Water,Water,Water,Water,Grassland
896,Shrubland,Water,Water,Water,Water,Wetland
897,Shrubland,Water,Water,Water,Water,Lichens_and_Mosses
898,Shrubland,Water,Water,Water,Water,Bareland
899,Shrubland,Water,Water,Water,Water,Water
900,Shrubland,Water,Forest,Non_Water,Non_Wetland,Wetland
901,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
902,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
903,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
904,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
905,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
906,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
907,Shrubland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
908,Shrubland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
909,Shrubland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
910,Shrubland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
911,Shrubland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
912,Shrubland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
913,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
914,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
915,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
916,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
917,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
918,Shrubland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Grassland
919,Shrubland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Wetland
920,Shrubland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
921,Shrubland,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Water
922,Shrubland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Wetland
923,Shrubland,Permanent_ice_and_snow,Grassland,Water,Non_Wetland,Water
924,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
925,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
926,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
927,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
928,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
929,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
930,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
931,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Lichens_and_Mosses
932,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland
933,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
934,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
935,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
936,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
937,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
938,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
939,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
940,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
941,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
942,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
943,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
944,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
945,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
946,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
947,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
948,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
949,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
950,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Grassland
951,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Wetland
952,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
953,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Bareland
954,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
955,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
956,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
957,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
958,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
959,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
960,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
961,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
962,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
963,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
964,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
965,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
966,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
967,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
968,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
969,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
970,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
971,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
972,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
973,Shrubland,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
974,Shrubland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
975,Shrubland,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
976,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Grassland
977,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Wetland
978,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Lichens_and_Mosses
979,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Bareland
980,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Water
981,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Forest
982,Shrubland,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
983,Shrubland,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
984,Shrubland,Permanent_ice_and_snow,Water,Non_Water,Water,Water
985,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Grassland
986,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Wetland
987,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
988,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Water
989,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Grassland
990,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Wetland
991,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
992,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Bareland
993,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Water
994,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Forest
995,Shrubland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
996,Shrubland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
997,Shrubland,Forest,Shrubland,Water,Non_Wetland,Wetland
998,Shrubland,Forest,Grassland,NULL,Non_Wetland,Grassland
999,Shrubland,Forest,Grassland,NULL,Non_Wetland,Wetland
1000,Shrubland,Forest,Grassland,NULL,Non_Wetland,Forest
1001,Shrubland,Forest,Grassland,Non_Water,Non_Wetland,Wetland
1002,Shrubland,Forest,Grassland,Water,Non_Wetland,Wetland
1003,Shrubland,Forest,Wetland,NULL,Wetland,Wetland
1004,Shrubland,Forest,Wetland,NULL,Wetland,Water
1005,Shrubland,Forest,Wetland,Water,Wetland,Wetland
1006,Shrubland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1007,Shrubland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1008,Shrubland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1009,Shrubland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1010,Shrubland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
1011,Shrubland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1012,Shrubland,Forest,Bareland,NULL,Non_Wetland,Grassland
1013,Shrubland,Forest,Bareland,NULL,Non_Wetland,Wetland
1014,Shrubland,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1015,Shrubland,Forest,Bareland,NULL,Non_Wetland,Bareland
1016,Shrubland,Forest,Bareland,NULL,Non_Wetland,Forest
1017,Shrubland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1018,Shrubland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1019,Shrubland,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1020,Shrubland,Forest,Bareland,Water,Non_Wetland,Grassland
1021,Shrubland,Forest,Bareland,Water,Non_Wetland,Wetland
1022,Shrubland,Forest,Built-up,NULL,Non_Wetland,Wetland
1023,Shrubland,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1024,Shrubland,Forest,Forest,NULL,Non_Wetland,Wetland
1025,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1026,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1027,Wetland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1028,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1029,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
1030,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1031,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1032,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1033,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
1034,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
1035,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
1036,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
1037,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
1038,Wetland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1039,Wetland,NULL,Grassland,NULL,Non_Wetland,Water
1040,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1041,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1042,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
1043,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Water
1044,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
1045,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
1046,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1047,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1048,Wetland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
1049,Wetland,NULL,Wetland,NULL,Wetland,Bareland
1050,Wetland,NULL,Wetland,NULL,Wetland,Water
1051,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
1052,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
1053,Wetland,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1054,Wetland,NULL,Wetland,Non_Water,Wetland,Water
1055,Wetland,NULL,Wetland,Water,Wetland,Grassland
1056,Wetland,NULL,Wetland,Water,Wetland,Wetland
1057,Wetland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
1058,Wetland,NULL,Wetland,Water,Wetland,Bareland
1059,Wetland,NULL,Wetland,Water,Wetland,Water
1060,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1061,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1062,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1063,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1064,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
1065,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1066,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1067,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1068,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1069,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1070,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1071,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1072,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1073,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
1074,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
1075,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
1076,Wetland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1077,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
1078,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
1079,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
1080,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1081,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1082,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1083,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1084,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water
1085,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
1086,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
1087,Wetland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1088,Wetland,NULL,Bareland,Water,Non_Wetland,Water
1089,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
1090,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland
1091,Wetland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1092,Wetland,NULL,Built-up,NULL,Non_Wetland,Built-up
1093,Wetland,NULL,Built-up,NULL,Non_Wetland,Water
1094,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1095,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
1096,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1097,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1098,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Water
1099,Wetland,NULL,Built-up,Water,Non_Wetland,Grassland
1100,Wetland,NULL,Built-up,Water,Non_Wetland,Wetland
1101,Wetland,NULL,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1102,Wetland,NULL,Water,NULL,Water,Grassland
1103,Wetland,NULL,Water,NULL,Water,Wetland
1104,Wetland,NULL,Water,NULL,Water,Lichens_and_Mosses
1105,Wetland,NULL,Water,NULL,Water,Water
1106,Wetland,NULL,Water,Non_Water,Water,Grassland
1107,Wetland,NULL,Water,Non_Water,Water,Wetland
1108,Wetland,NULL,Water,Non_Water,Water,Lichens_and_Mosses
1109,Wetland,NULL,Water,Non_Water,Water,Water
1110,Wetland,NULL,Water,Water,Water,Grassland
1111,Wetland,NULL,Water,Water,Water,Wetland
1112,Wetland,NULL,Water,Water,Water,Lichens_and_Mosses
1113,Wetland,NULL,Water,Water,Water,Bareland
1114,Wetland,NULL,Water,Water,Water,Water
1115,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
1116,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
1117,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water
1118,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1119,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1120,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1121,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1122,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
1123,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1124,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1125,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
1126,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1127,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1128,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1129,Wetland,Wetland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1130,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
1131,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1132,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1133,Wetland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1134,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland
1135,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water
1136,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1137,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1138,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
1139,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Water
1140,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
1141,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
1142,Wetland,Wetland,Grassland,Water,Non_Wetland,Lichens_and_Mosses
1143,Wetland,Wetland,Grassland,Water,Non_Wetland,Bareland
1144,Wetland,Wetland,Grassland,Water,Non_Wetland,Water
1145,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
1146,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
1147,Wetland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
1148,Wetland,Wetland,Wetland,NULL,Wetland,Bareland
