Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42VUQ_M_R,SIBERIA_2024_GLC_FCS30D_2022_42VUQ_M_R,SIBERIA_2024_GSW_Yearly_2021_42VUQ_M_R,SIBERIA_2024_GWL_FCS30D_2022_42VUQ_M_R,SIBERIA_2024_WorldCover_2021_42VUQ_M_R
958,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
959,Forest,Built-up,NULL,Non_Wetland,Bareland
960,Forest,Built-up,NULL,Non_Wetland,Built-up
961,Forest,Built-up,NULL,Non_Wetland,Water
962,Forest,Built-up,NULL,Non_Wetland,Forest
963,Forest,Built-up,Non_Water,Non_Wetland,Grassland
964,Forest,Built-up,Non_Water,Non_Wetland,Built-up
965,Forest,Built-up,Non_Water,Non_Wetland,Forest
966,Forest,Built-up,Water,Non_Wetland,Grassland
967,Forest,Built-up,Water,Non_Wetland,Water
968,Forest,Built-up,Water,Non_Wetland,Forest
969,Forest,Water,NULL,Water,Grassland
970,Forest,Water,NULL,Water,Wetland
971,Forest,Water,NULL,Water,Bareland
972,Forest,Water,NULL,Water,Built-up
973,Forest,Water,NULL,Water,Water
974,Forest,Water,NULL,Water,Forest
975,Forest,Water,Non_Water,Water,Grassland
976,Forest,Water,Non_Water,Water,Wetland
977,Forest,Water,Non_Water,Water,Water
978,Forest,Water,Non_Water,Water,Forest
979,Forest,Water,Water,Water,Grassland
980,Forest,Water,Water,Water,Wetland
981,Forest,Water,Water,Water,Water
982,Forest,Water,Water,Water,Forest
983,Forest,Forest,NULL,Non_Wetland,NULL
984,Forest,Forest,NULL,Non_Wetland,Grassland
985,Forest,Forest,NULL,Non_Wetland,Cropland
986,Forest,Forest,NULL,Non_Wetland,Wetland
987,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
988,Forest,Forest,NULL,Non_Wetland,Bareland
989,Forest,Forest,NULL,Non_Wetland,Built-up
990,Forest,Forest,NULL,Non_Wetland,Water
991,Forest,Forest,NULL,Non_Wetland,Forest
992,Forest,Forest,Non_Water,Non_Wetland,Grassland
993,Forest,Forest,Non_Water,Non_Wetland,Wetland
994,Forest,Forest,Non_Water,Non_Wetland,Built-up
995,Forest,Forest,Non_Water,Non_Wetland,Water
996,Forest,Forest,Non_Water,Non_Wetland,Forest
997,Forest,Forest,Water,Non_Wetland,Grassland
998,Forest,Forest,Water,Non_Wetland,Wetland
999,Forest,Forest,Water,Non_Wetland,Water
1000,Forest,Forest,Water,Non_Wetland,Forest
