Value,SIBERIA_2024_ESA_CALU_2024_43WFQ_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_43WFQ_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WFQ_M_R,SIBERIA_2024_GSW_Yearly_2021_43WFQ_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WFQ_M_R,SIBERIA_2024_WorldCover_2021_43WFQ_M_R
1204,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Wetland
1205,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Water
1206,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
1207,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
1208,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
1209,Shrubland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
1210,Shrubland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
1211,Shrubland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
1212,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1213,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1214,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Forest
1215,Shrubland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1216,Shrubland,Forest,Grassland,NULL,Non_Wetland,Grassland
1217,Shrubland,Forest,Grassland,NULL,Non_Wetland,Wetland
1218,Shrubland,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1219,Shrubland,Forest,Grassland,NULL,Non_Wetland,Forest
1220,Shrubland,Forest,Grassland,Non_Water,Non_Wetland,Wetland
1221,Shrubland,Forest,Wetland,NULL,Wetland,Forest
1222,Shrubland,Forest,Bareland,NULL,Non_Wetland,Grassland
1223,Shrubland,Forest,Bareland,NULL,Non_Wetland,Wetland
1224,Shrubland,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1225,Shrubland,Forest,Bareland,NULL,Non_Wetland,Forest
1226,Shrubland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1227,Shrubland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1228,Shrubland,Forest,Bareland,Water,Non_Wetland,Grassland
1229,Shrubland,Forest,Built-up,NULL,Non_Wetland,Grassland
1230,Shrubland,Forest,Built-up,NULL,Non_Wetland,Wetland
1231,Shrubland,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1232,Shrubland,Forest,Forest,NULL,Non_Wetland,Grassland
1233,Shrubland,Forest,Forest,NULL,Non_Wetland,Wetland
1234,Shrubland,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1235,Shrubland,Forest,Forest,NULL,Non_Wetland,Forest
1236,Shrubland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1237,Shrubland,Forest,Forest,Non_Water,Non_Wetland,Wetland
1238,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
1239,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1240,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1241,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
1242,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1243,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
1244,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
1245,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
1246,Wetland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1247,Wetland,NULL,Grassland,NULL,Non_Wetland,Water
1248,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1249,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
1250,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1251,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1252,Wetland,NULL,Wetland,NULL,Wetland,Water
1253,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
1254,Wetland,NULL,Wetland,Water,Wetland,Water
1255,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1256,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1257,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1258,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
1259,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1260,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1261,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1262,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1263,Wetland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1264,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
1265,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
1266,Wetland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1267,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
1268,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
1269,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
1270,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1271,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1272,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1273,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water
1274,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
1275,Wetland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1276,Wetland,NULL,Bareland,Water,Non_Wetland,Water
1277,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
1278,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland
1279,Wetland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1280,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland
1281,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
1282,Wetland,NULL,Water,NULL,Water,Wetland
1283,Wetland,NULL,Water,NULL,Water,Water
1284,Wetland,NULL,Water,Non_Water,Water,Wetland
1285,Wetland,NULL,Water,Non_Water,Water,Water
1286,Wetland,NULL,Water,Water,Water,Wetland
1287,Wetland,NULL,Water,Water,Water,Bareland
1288,Wetland,NULL,Water,Water,Water,Water
1289,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
1290,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
1291,Wetland,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1292,Wetland,NULL,Forest,NULL,Non_Wetland,Water
1293,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
1294,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1295,Wetland,NULL,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1296,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water
1297,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
1298,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
1299,Wetland,NULL,Forest,Water,Non_Wetland,Water
1300,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
1301,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
1302,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
1303,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1304,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1305,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1306,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1307,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1308,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1309,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1310,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1311,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1312,Wetland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1313,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest
1314,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1315,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
1316,Wetland,Wetland,Grassland,Water,Non_Wetland,Water
1317,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
1318,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
1319,Wetland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
1320,Wetland,Wetland,Wetland,NULL,Wetland,Water
1321,Wetland,Wetland,Wetland,NULL,Wetland,Forest
1322,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
1323,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
1324,Wetland,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1325,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
1326,Wetland,Wetland,Wetland,Water,Wetland,Grassland
1327,Wetland,Wetland,Wetland,Water,Wetland,Wetland
1328,Wetland,Wetland,Wetland,Water,Wetland,Water
1329,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1330,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1331,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1332,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1333,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1334,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1335,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1336,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1337,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
1338,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1339,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1340,Wetland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1341,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1342,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water
1343,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
1344,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1345,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1346,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1347,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water
1348,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
1349,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
1350,Wetland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1351,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
1352,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland
1353,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1354,Wetland,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1355,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
1356,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
1357,Wetland,Wetland,Water,NULL,Water,Grassland
1358,Wetland,Wetland,Water,NULL,Water,Wetland
1359,Wetland,Wetland,Water,NULL,Water,Lichens_and_Mosses
1360,Wetland,Wetland,Water,NULL,Water,Bareland
1361,Wetland,Wetland,Water,NULL,Water,Water
1362,Wetland,Wetland,Water,Non_Water,Water,Grassland
1363,Wetland,Wetland,Water,Non_Water,Water,Wetland
1364,Wetland,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
1365,Wetland,Wetland,Water,Non_Water,Water,Water
1366,Wetland,Wetland,Water,Water,Water,Grassland
1367,Wetland,Wetland,Water,Water,Water,Wetland
1368,Wetland,Wetland,Water,Water,Water,Lichens_and_Mosses
1369,Wetland,Wetland,Water,Water,Water,Water
1370,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
1371,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1372,Wetland,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1373,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland
1374,Wetland,Wetland,Forest,NULL,Non_Wetland,Water
1375,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
1376,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1377,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1378,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Bareland
1379,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water
1380,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
1381,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
1382,Wetland,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
1383,Wetland,Wetland,Forest,Water,Non_Wetland,Water
1384,Wetland,Bareland,Bareland,NULL,Non_Wetland,Wetland
1385,Wetland,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1386,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1387,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1388,Wetland,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland
1389,Wetland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1390,Wetland,Built-up,Grassland,NULL,Non_Wetland,Wetland
1391,Wetland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1392,Wetland,Built-up,Grassland,NULL,Non_Wetland,Forest
1393,Wetland,Built-up,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
1394,Wetland,Built-up,Wetland,NULL,Wetland,Lichens_and_Mosses
1395,Wetland,Built-up,Wetland,Non_Water,Wetland,Water
1396,Wetland,Built-up,Wetland,Water,Wetland,Water
1397,Wetland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1398,Wetland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1399,Wetland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1400,Wetland,Built-up,Bareland,NULL,Non_Wetland,Wetland
1401,Wetland,Built-up,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1402,Wetland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1403,Wetland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1404,Wetland,Built-up,Bareland,NULL,Non_Wetland,Water
1405,Wetland,Built-up,Bareland,NULL,Non_Wetland,Forest
1406,Wetland,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
1407,Wetland,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
1408,Wetland,Built-up,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1409,Wetland,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
1410,Wetland,Built-up,Bareland,Water,Non_Wetland,Built-up
1411,Wetland,Built-up,Bareland,Water,Non_Wetland,Water
1412,Wetland,Built-up,Bareland,Water,Non_Wetland,Forest
1413,Wetland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1414,Wetland,Built-up,Built-up,NULL,Non_Wetland,Wetland
1415,Wetland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1416,Wetland,Built-up,Built-up,NULL,Non_Wetland,Water
1417,Wetland,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
1418,Wetland,Built-up,Built-up,Water,Non_Wetland,Built-up
1419,Wetland,Built-up,Built-up,Water,Non_Wetland,Water
1420,Wetland,Built-up,Water,NULL,Water,Water
1421,Wetland,Built-up,Water,NULL,Water,Forest
1422,Wetland,Built-up,Water,Water,Water,Grassland
1423,Wetland,Built-up,Water,Water,Water,Bareland
1424,Wetland,Built-up,Water,Water,Water,Water
1425,Wetland,Built-up,Forest,NULL,Non_Wetland,Grassland
1426,Wetland,Built-up,Forest,NULL,Non_Wetland,Wetland
1427,Wetland,Built-up,Forest,NULL,Non_Wetland,Forest
1428,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
1429,Wetland,Water,Grassland,NULL,Non_Wetland,Water
1430,Wetland,Water,Grassland,Water,Non_Wetland,Water
1431,Wetland,Water,Wetland,NULL,Wetland,Wetland
1432,Wetland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
1433,Wetland,Water,Wetland,NULL,Wetland,Water
1434,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
1435,Wetland,Water,Wetland,Non_Water,Wetland,Water
1436,Wetland,Water,Wetland,Water,Wetland,Grassland
1437,Wetland,Water,Wetland,Water,Wetland,Wetland
1438,Wetland,Water,Wetland,Water,Wetland,Water
1439,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1440,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1441,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
1442,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
1443,Wetland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1444,Wetland,Water,Bareland,NULL,Non_Wetland,Water
1445,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland
1446,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water
1447,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
1448,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
1449,Wetland,Water,Bareland,Water,Non_Wetland,Water
1450,Wetland,Water,Water,NULL,Water,Grassland
1451,Wetland,Water,Water,NULL,Water,Wetland
1452,Wetland,Water,Water,NULL,Water,Lichens_and_Mosses
1453,Wetland,Water,Water,NULL,Water,Bareland
1454,Wetland,Water,Water,NULL,Water,Water
1455,Wetland,Water,Water,Non_Water,Water,Grassland
1456,Wetland,Water,Water,Non_Water,Water,Wetland
1457,Wetland,Water,Water,Non_Water,Water,Lichens_and_Mosses
1458,Wetland,Water,Water,Non_Water,Water,Water
1459,Wetland,Water,Water,Water,Water,Grassland
1460,Wetland,Water,Water,Water,Water,Wetland
1461,Wetland,Water,Water,Water,Water,Lichens_and_Mosses
1462,Wetland,Water,Water,Water,Water,Water
1463,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
1464,Wetland,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1465,Wetland,Water,Forest,NULL,Non_Wetland,Water
1466,Wetland,Water,Forest,NULL,Non_Wetland,Forest
1467,Wetland,Water,Forest,Non_Water,Non_Wetland,Water
1468,Wetland,Water,Forest,Water,Non_Wetland,Wetland
1469,Wetland,Water,Forest,Water,Non_Wetland,Water
1470,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
1471,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
1472,Wetland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
1473,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
1474,Wetland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
1475,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1476,Wetland,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1477,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1478,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1479,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1480,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
1481,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1482,Wetland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
1483,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
1484,Wetland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1485,Wetland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
1486,Wetland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
1487,Wetland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
1488,Wetland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
1489,Wetland,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1490,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Wetland
1491,Wetland,Permanent_ice_and_snow,Water,NULL,Water,Water
1492,Wetland,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
1493,Wetland,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
1494,Wetland,Permanent_ice_and_snow,Water,Water,Water,Wetland
1495,Wetland,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
1496,Wetland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
1497,Wetland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
1498,Wetland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
1499,Wetland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
1500,Wetland,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
1501,Wetland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
1502,Wetland,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
1503,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1504,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1505,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
1506,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland
1507,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland
1508,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest
1509,Wetland,Forest,Wetland,NULL,Wetland,Wetland
1510,Wetland,Forest,Wetland,NULL,Wetland,Forest
1511,Wetland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1512,Wetland,Forest,Bareland,NULL,Non_Wetland,Grassland
1513,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
1514,Wetland,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1515,Wetland,Forest,Bareland,NULL,Non_Wetland,Bareland
1516,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
1517,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1518,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1519,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Forest
1520,Wetland,Forest,Built-up,NULL,Non_Wetland,Grassland
1521,Wetland,Forest,Built-up,NULL,Non_Wetland,Wetland
1522,Wetland,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1523,Wetland,Forest,Built-up,NULL,Non_Wetland,Forest
1524,Wetland,Forest,Water,NULL,Water,Wetland
1525,Wetland,Forest,Water,Water,Water,Grassland
1526,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
1527,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
1528,Wetland,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1529,Wetland,Forest,Forest,NULL,Non_Wetland,Bareland
1530,Wetland,Forest,Forest,NULL,Non_Wetland,Water
1531,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1532,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1533,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
1534,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
1535,Wetland,Forest,Forest,Water,Non_Wetland,Forest
1536,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1537,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1538,Bareland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1539,Bareland,NULL,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1540,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1541,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
1542,Bareland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1543,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1544,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1545,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1546,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1547,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1548,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1549,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1550,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1551,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
1552,Bareland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1553,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1554,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
1555,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1556,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
1557,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1558,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1559,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1560,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1561,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1562,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
1563,Bareland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1564,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1565,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1566,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1567,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland
1568,Bareland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1569,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1570,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1571,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
1572,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1573,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
1574,Bareland,NULL,Water,NULL,Water,Grassland
1575,Bareland,NULL,Water,NULL,Water,Wetland
1576,Bareland,NULL,Water,Non_Water,Water,Wetland
1577,Bareland,NULL,Water,Water,Water,Grassland
1578,Bareland,NULL,Water,Water,Water,Water
1579,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1580,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
1581,Bareland,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1582,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1583,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1584,Bareland,NULL,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1585,Bareland,NULL,Forest,Water,Non_Wetland,Wetland
1586,Bareland,NULL,Forest,Water,Non_Wetland,Lichens_and_Mosses
1587,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1588,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1589,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1590,Bareland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1591,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1592,Bareland,Wetland,Grassland,NULL,Non_Wetland,Wetland
