Value,SIBERIA_2024_ESA_CALU_2024_41WPS_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_41WPS_M_R,SIBERIA_2024_GLC_FCS30D_2022_41WPS_M_R,SIBERIA_2024_GSW_Yearly_2021_41WPS_M_R,SIBERIA_2024_GWL_FCS30D_2022_41WPS_M_R,SIBERIA_2024_WorldCover_2021_41WPS_M_R
801,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
802,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Lichens_and_Mosses
803,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
804,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Water
805,NULL,Permanent_ice_and_snow,Water,Water,NULL,Grassland
806,NULL,Permanent_ice_and_snow,Water,Water,NULL,Wetland
807,NULL,Permanent_ice_and_snow,Water,Water,NULL,Bareland
808,NULL,Permanent_ice_and_snow,Water,Water,NULL,Water
809,NULL,Permanent_ice_and_snow,Water,Water,Water,Grassland
810,NULL,Permanent_ice_and_snow,Water,Water,Water,Wetland
811,NULL,Permanent_ice_and_snow,Water,Water,Water,Lichens_and_Mosses
812,NULL,Permanent_ice_and_snow,Water,Water,Water,Bareland
813,NULL,Permanent_ice_and_snow,Water,Water,Water,Water
814,NULL,Permanent_ice_and_snow,Water,Water,Water,Forest
815,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Lichens_and_Mosses
816,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
817,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,Non_Water,Non_Wetland,Lichens_and_Mosses
818,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,Non_Wetland,Lichens_and_Mosses
819,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
820,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
821,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
822,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
823,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
824,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
825,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
826,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,NULL
827,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
828,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
829,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
830,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Bareland
831,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Water
832,NULL,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
833,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,NULL
834,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
835,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
836,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Lichens_and_Mosses
837,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
838,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
839,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
840,NULL,Forest,NULL,NULL,Non_Wetland,NULL
841,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
842,NULL,Forest,NULL,NULL,Non_Wetland,Wetland
843,NULL,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
844,NULL,Forest,NULL,NULL,Non_Wetland,Forest
845,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland
846,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland
847,NULL,Forest,NULL,Non_Water,Non_Wetland,Forest
848,NULL,Forest,NULL,Water,Non_Wetland,Grassland
849,NULL,Forest,NULL,Water,Non_Wetland,Wetland
850,NULL,Forest,NULL,Water,Non_Wetland,Water
851,NULL,Forest,NULL,Water,Non_Wetland,Forest
852,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
853,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
854,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
855,NULL,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
856,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
857,NULL,Forest,Shrubland,NULL,Non_Wetland,Water
858,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
859,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL
860,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
861,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
862,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
863,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Water
864,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest
865,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland
866,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland
867,NULL,Forest,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
868,NULL,Forest,Shrubland,Water,Non_Wetland,Bareland
869,NULL,Forest,Shrubland,Water,Non_Wetland,Water
870,NULL,Forest,Shrubland,Water,Non_Wetland,Forest
871,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
872,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
873,NULL,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
874,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
875,NULL,Forest,Grassland,NULL,Non_Wetland,Water
876,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
877,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland
878,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland
879,NULL,Forest,Grassland,Water,Non_Wetland,Grassland
880,NULL,Forest,Grassland,Water,Non_Wetland,Lichens_and_Mosses
881,NULL,Forest,Wetland,NULL,Wetland,Grassland
882,NULL,Forest,Wetland,NULL,Wetland,Wetland
883,NULL,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
884,NULL,Forest,Wetland,NULL,Wetland,Bareland
885,NULL,Forest,Wetland,NULL,Wetland,Water
886,NULL,Forest,Wetland,NULL,Wetland,Forest
887,NULL,Forest,Wetland,Non_Water,Wetland,Grassland
888,NULL,Forest,Wetland,Non_Water,Wetland,Wetland
889,NULL,Forest,Wetland,Non_Water,Wetland,Forest
890,NULL,Forest,Wetland,Water,Wetland,Grassland
891,NULL,Forest,Wetland,Water,Wetland,Wetland
892,NULL,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
893,NULL,Forest,Wetland,Water,Wetland,Water
894,NULL,Forest,Wetland,Water,Wetland,Forest
895,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
896,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
897,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
898,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
899,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
900,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
901,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
902,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
903,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
904,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
905,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
906,NULL,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
907,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
908,NULL,Forest,Bareland,NULL,Non_Wetland,Water
909,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
910,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland
911,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland
912,NULL,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
913,NULL,Forest,Bareland,Water,Non_Wetland,Grassland
914,NULL,Forest,Bareland,Water,Non_Wetland,Wetland
915,NULL,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
916,NULL,Forest,Bareland,Water,Non_Wetland,Bareland
917,NULL,Forest,Bareland,Water,Non_Wetland,Water
918,NULL,Forest,Bareland,Water,Non_Wetland,Forest
919,NULL,Forest,Water,NULL,Water,Grassland
920,NULL,Forest,Water,NULL,Water,Wetland
921,NULL,Forest,Water,NULL,Water,Forest
922,NULL,Forest,Water,Non_Water,Water,Wetland
923,NULL,Forest,Water,Water,Water,Grassland
924,NULL,Forest,Water,Water,Water,Wetland
925,NULL,Forest,Water,Water,Water,Water
926,NULL,Forest,Water,Water,Water,Forest
927,NULL,Forest,Forest,NULL,Non_Wetland,NULL
928,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
929,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
930,NULL,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
931,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
932,NULL,Forest,Forest,NULL,Non_Wetland,Water
933,NULL,Forest,Forest,NULL,Non_Wetland,Forest
934,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL
935,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
936,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland
937,NULL,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
938,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
939,NULL,Forest,Forest,Water,Non_Wetland,Grassland
940,NULL,Forest,Forest,Water,Non_Wetland,Wetland
941,NULL,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
942,NULL,Forest,Forest,Water,Non_Wetland,Water
943,NULL,Forest,Forest,Water,Non_Wetland,Forest
944,Shrubland,NULL,NULL,NULL,Non_Wetland,Grassland
945,Shrubland,NULL,NULL,NULL,Non_Wetland,Wetland
946,Shrubland,NULL,NULL,NULL,Non_Wetland,Lichens_and_Mosses
947,Shrubland,NULL,NULL,Non_Water,Non_Wetland,Wetland
948,Shrubland,NULL,NULL,Water,Non_Wetland,Wetland
949,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Grassland
950,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Wetland
951,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
952,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Bareland
953,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Water
954,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Forest
955,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
956,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
957,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
958,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
959,Shrubland,NULL,Shrubland,Water,Non_Wetland,Grassland
960,Shrubland,NULL,Shrubland,Water,Non_Wetland,Wetland
961,Shrubland,NULL,Shrubland,Water,Non_Wetland,Bareland
962,Shrubland,NULL,Shrubland,Water,Non_Wetland,Water
963,Shrubland,NULL,Grassland,NULL,Non_Wetland,Grassland
964,Shrubland,NULL,Grassland,NULL,Non_Wetland,Wetland
965,Shrubland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
966,Shrubland,NULL,Grassland,NULL,Non_Wetland,Water
967,Shrubland,NULL,Grassland,NULL,Non_Wetland,Forest
968,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
969,Shrubland,NULL,Grassland,Water,Non_Wetland,Wetland
970,Shrubland,NULL,Wetland,NULL,Wetland,Grassland
971,Shrubland,NULL,Wetland,NULL,Wetland,Wetland
972,Shrubland,NULL,Wetland,NULL,Wetland,Water
973,Shrubland,NULL,Wetland,Non_Water,Wetland,Grassland
974,Shrubland,NULL,Wetland,Non_Water,Wetland,Wetland
975,Shrubland,NULL,Wetland,Non_Water,Wetland,Water
976,Shrubland,NULL,Wetland,Water,Wetland,Wetland
977,Shrubland,NULL,Wetland,Water,Wetland,Water
978,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
979,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
980,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
981,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
982,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
983,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
984,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
985,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
986,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
987,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
988,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
989,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
990,Shrubland,NULL,Bareland,NULL,Non_Wetland,Grassland
991,Shrubland,NULL,Bareland,NULL,Non_Wetland,Wetland
992,Shrubland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
993,Shrubland,NULL,Bareland,NULL,Non_Wetland,Bareland
994,Shrubland,NULL,Bareland,NULL,Non_Wetland,Built-up
995,Shrubland,NULL,Bareland,NULL,Non_Wetland,Water
996,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
997,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
998,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
999,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Water
1000,Shrubland,NULL,Bareland,Water,Non_Wetland,Grassland
1001,Shrubland,NULL,Bareland,Water,Non_Wetland,Wetland
1002,Shrubland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1003,Shrubland,NULL,Bareland,Water,Non_Wetland,Bareland
1004,Shrubland,NULL,Bareland,Water,Non_Wetland,Water
1005,Shrubland,NULL,Built-up,NULL,Non_Wetland,Grassland
1006,Shrubland,NULL,Built-up,NULL,Non_Wetland,Wetland
1007,Shrubland,NULL,Built-up,NULL,Non_Wetland,Bareland
1008,Shrubland,NULL,Water,NULL,Water,Grassland
1009,Shrubland,NULL,Water,NULL,Water,Wetland
1010,Shrubland,NULL,Water,NULL,Water,Water
1011,Shrubland,NULL,Water,Non_Water,Water,Grassland
1012,Shrubland,NULL,Water,Water,Water,Grassland
1013,Shrubland,NULL,Water,Water,Water,Wetland
1014,Shrubland,NULL,Water,Water,Water,Lichens_and_Mosses
1015,Shrubland,NULL,Forest,NULL,Non_Wetland,Grassland
1016,Shrubland,NULL,Forest,NULL,Non_Wetland,Wetland
1017,Shrubland,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1018,Shrubland,NULL,Forest,NULL,Non_Wetland,Water
1019,Shrubland,NULL,Forest,NULL,Non_Wetland,Forest
1020,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1021,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1022,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Water
1023,Shrubland,NULL,Forest,Water,Non_Wetland,Wetland
1024,Shrubland,NULL,Forest,Water,Non_Wetland,Water
1025,Shrubland,NULL,Forest,Water,Non_Wetland,Forest
1026,Shrubland,Wetland,NULL,NULL,Non_Wetland,Grassland
1027,Shrubland,Wetland,NULL,NULL,Non_Wetland,Wetland
1028,Shrubland,Wetland,NULL,NULL,Non_Wetland,Lichens_and_Mosses
1029,Shrubland,Wetland,NULL,NULL,Non_Wetland,Water
1030,Shrubland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
1031,Shrubland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1032,Shrubland,Wetland,NULL,Water,Non_Wetland,Wetland
1033,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1034,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1035,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1036,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Built-up
1037,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Water
1038,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1039,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1040,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1041,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
1042,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1043,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1044,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1045,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Water
1046,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1047,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1048,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1049,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Water
1050,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Forest
1051,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1052,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1053,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Water
1054,Shrubland,Wetland,Wetland,NULL,Wetland,Grassland
1055,Shrubland,Wetland,Wetland,NULL,Wetland,Wetland
1056,Shrubland,Wetland,Wetland,NULL,Wetland,Bareland
1057,Shrubland,Wetland,Wetland,NULL,Wetland,Water
1058,Shrubland,Wetland,Wetland,Non_Water,Wetland,Grassland
1059,Shrubland,Wetland,Wetland,Non_Water,Wetland,Wetland
1060,Shrubland,Wetland,Wetland,Non_Water,Wetland,Water
1061,Shrubland,Wetland,Wetland,Water,NULL,Wetland
1062,Shrubland,Wetland,Wetland,Water,NULL,Water
1063,Shrubland,Wetland,Wetland,Water,Wetland,Grassland
1064,Shrubland,Wetland,Wetland,Water,Wetland,Wetland
1065,Shrubland,Wetland,Wetland,Water,Wetland,Water
1066,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1067,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1068,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1069,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1070,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1071,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1072,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1073,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1074,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1075,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1076,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1077,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1078,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
1079,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1080,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1081,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1082,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1083,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Water
1084,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1085,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1086,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1087,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
1088,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Water
1089,Shrubland,Wetland,Bareland,Water,Non_Wetland,Grassland
1090,Shrubland,Wetland,Bareland,Water,Non_Wetland,Wetland
1091,Shrubland,Wetland,Bareland,Water,Non_Wetland,Bareland
1092,Shrubland,Wetland,Bareland,Water,Non_Wetland,Water
1093,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1094,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Bareland
1095,Shrubland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
1096,Shrubland,Wetland,Built-up,Water,Non_Wetland,Water
1097,Shrubland,Wetland,Water,NULL,NULL,Water
1098,Shrubland,Wetland,Water,NULL,Water,Grassland
1099,Shrubland,Wetland,Water,NULL,Water,Wetland
1100,Shrubland,Wetland,Water,NULL,Water,Lichens_and_Mosses
1101,Shrubland,Wetland,Water,NULL,Water,Water
1102,Shrubland,Wetland,Water,Non_Water,Water,Grassland
1103,Shrubland,Wetland,Water,Non_Water,Water,Wetland
1104,Shrubland,Wetland,Water,Non_Water,Water,Water
1105,Shrubland,Wetland,Water,Water,Water,Grassland
1106,Shrubland,Wetland,Water,Water,Water,Wetland
1107,Shrubland,Wetland,Water,Water,Water,Bareland
1108,Shrubland,Wetland,Water,Water,Water,Water
1109,Shrubland,Wetland,Forest,NULL,Non_Wetland,Grassland
1110,Shrubland,Wetland,Forest,NULL,Non_Wetland,Wetland
1111,Shrubland,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1112,Shrubland,Wetland,Forest,NULL,Non_Wetland,Bareland
1113,Shrubland,Wetland,Forest,NULL,Non_Wetland,Water
1114,Shrubland,Wetland,Forest,NULL,Non_Wetland,Forest
1115,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1116,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1117,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Water
1118,Shrubland,Wetland,Forest,Water,Non_Wetland,Grassland
1119,Shrubland,Wetland,Forest,Water,Non_Wetland,Wetland
1120,Shrubland,Wetland,Forest,Water,Non_Wetland,Bareland
1121,Shrubland,Wetland,Forest,Water,Non_Wetland,Water
1122,Shrubland,Wetland,Forest,Water,Non_Wetland,Forest
1123,Shrubland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1124,Shrubland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1125,Shrubland,Built-up,Grassland,NULL,Non_Wetland,Wetland
1126,Shrubland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1127,Shrubland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1128,Shrubland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1129,Shrubland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1130,Shrubland,Built-up,Bareland,NULL,Non_Wetland,Wetland
1131,Shrubland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1132,Shrubland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
1133,Shrubland,Built-up,Built-up,NULL,Non_Wetland,Wetland
1134,Shrubland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1135,Shrubland,Water,NULL,NULL,Non_Wetland,Water
1136,Shrubland,Water,Shrubland,NULL,Non_Wetland,Grassland
1137,Shrubland,Water,Shrubland,NULL,Non_Wetland,Wetland
1138,Shrubland,Water,Shrubland,NULL,Non_Wetland,Water
1139,Shrubland,Water,Shrubland,Non_Water,Non_Wetland,Water
1140,Shrubland,Water,Shrubland,Water,Non_Wetland,Water
1141,Shrubland,Water,Grassland,NULL,Non_Wetland,Wetland
1142,Shrubland,Water,Grassland,NULL,Non_Wetland,Water
1143,Shrubland,Water,Wetland,NULL,Wetland,Grassland
1144,Shrubland,Water,Wetland,NULL,Wetland,Wetland
1145,Shrubland,Water,Wetland,NULL,Wetland,Water
1146,Shrubland,Water,Wetland,Non_Water,Wetland,Wetland
1147,Shrubland,Water,Wetland,Non_Water,Wetland,Water
1148,Shrubland,Water,Wetland,Water,Wetland,Grassland
1149,Shrubland,Water,Wetland,Water,Wetland,Wetland
1150,Shrubland,Water,Wetland,Water,Wetland,Bareland
1151,Shrubland,Water,Wetland,Water,Wetland,Water
1152,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1153,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1154,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1155,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1156,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1157,Shrubland,Water,Bareland,NULL,Non_Wetland,Grassland
1158,Shrubland,Water,Bareland,NULL,Non_Wetland,Wetland
1159,Shrubland,Water,Bareland,NULL,Non_Wetland,Water
1160,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Water
1161,Shrubland,Water,Bareland,Water,Non_Wetland,Wetland
1162,Shrubland,Water,Bareland,Water,Non_Wetland,Water
1163,Shrubland,Water,Built-up,Non_Water,Non_Wetland,Water
1164,Shrubland,Water,Water,NULL,Water,Wetland
1165,Shrubland,Water,Water,NULL,Water,Water
1166,Shrubland,Water,Water,Non_Water,Water,Water
1167,Shrubland,Water,Water,Water,Water,Wetland
1168,Shrubland,Water,Water,Water,Water,Water
1169,Shrubland,Water,Forest,NULL,Non_Wetland,Grassland
1170,Shrubland,Water,Forest,NULL,Non_Wetland,Wetland
1171,Shrubland,Water,Forest,NULL,Non_Wetland,Water
1172,Shrubland,Water,Forest,Non_Water,Non_Wetland,Wetland
1173,Shrubland,Water,Forest,Non_Water,Non_Wetland,Water
1174,Shrubland,Water,Forest,Water,Non_Wetland,Grassland
1175,Shrubland,Water,Forest,Water,Non_Wetland,Wetland
1176,Shrubland,Water,Forest,Water,Non_Wetland,Water
1177,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
1178,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
1179,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1180,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
1181,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
1182,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
1183,Shrubland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
1184,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
1185,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
1186,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1187,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
1188,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
1189,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
1190,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
1191,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
