Value,SIBERIA_2024_ESRI_Annual_LULC_2024_43VDJ_M_R,SIBERIA_2024_GLC_FCS30D_2022_43VDJ_M_R,SIBERIA_2024_GSW_Yearly_2021_43VDJ_M_R,SIBERIA_2024_GWL_FCS30D_2022_43VDJ_M_R,SIBERIA_2024_WorldCover_2021_43VDJ_M_R
958,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
959,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
960,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
961,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
962,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
963,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
964,Water,Bareland,NULL,Non_Wetland,NULL
965,Water,Bareland,NULL,Non_Wetland,Grassland
966,Water,Bareland,NULL,Non_Wetland,Wetland
967,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
968,Water,Bareland,NULL,Non_Wetland,Bareland
969,Water,Bareland,NULL,Non_Wetland,Built-up
970,Water,Bareland,NULL,Non_Wetland,Water
971,Water,Bareland,NULL,Non_Wetland,Forest
972,Water,Bareland,Non_Water,Non_Wetland,NULL
973,Water,Bareland,Non_Water,Non_Wetland,Grassland
974,Water,Bareland,Non_Water,Non_Wetland,Wetland
975,Water,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
976,Water,Bareland,Non_Water,Non_Wetland,Bareland
977,Water,Bareland,Non_Water,Non_Wetland,Built-up
978,Water,Bareland,Non_Water,Non_Wetland,Water
979,Water,Bareland,Non_Water,Non_Wetland,Forest
980,Water,Bareland,Water,Non_Wetland,Grassland
981,Water,Bareland,Water,Non_Wetland,Wetland
982,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
983,Water,Bareland,Water,Non_Wetland,Bareland
984,Water,Bareland,Water,Non_Wetland,Built-up
985,Water,Bareland,Water,Non_Wetland,Water
986,Water,Bareland,Water,Non_Wetland,Permanent_ice_and_snow
987,Water,Bareland,Water,Non_Wetland,Forest
988,Water,Built-up,NULL,Non_Wetland,Grassland
989,Water,Built-up,NULL,Non_Wetland,Wetland
990,Water,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
991,Water,Built-up,NULL,Non_Wetland,Bareland
992,Water,Built-up,NULL,Non_Wetland,Built-up
993,Water,Built-up,NULL,Non_Wetland,Water
994,Water,Built-up,NULL,Non_Wetland,Forest
995,Water,Built-up,Non_Water,Non_Wetland,Grassland
996,Water,Built-up,Non_Water,Non_Wetland,Wetland
997,Water,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
998,Water,Built-up,Non_Water,Non_Wetland,Bareland
999,Water,Built-up,Non_Water,Non_Wetland,Built-up
1000,Water,Built-up,Non_Water,Non_Wetland,Water
1001,Water,Built-up,Non_Water,Non_Wetland,Forest
1002,Water,Built-up,Water,Non_Wetland,Grassland
1003,Water,Built-up,Water,Non_Wetland,Wetland
1004,Water,Built-up,Water,Non_Wetland,Bareland
1005,Water,Built-up,Water,Non_Wetland,Built-up
1006,Water,Built-up,Water,Non_Wetland,Water
1007,Water,Built-up,Water,Non_Wetland,Forest
1008,Water,Water,NULL,Water,NULL
1009,Water,Water,NULL,Water,Grassland
1010,Water,Water,NULL,Water,Wetland
1011,Water,Water,NULL,Water,Lichens_and_Mosses
1012,Water,Water,NULL,Water,Bareland
1013,Water,Water,NULL,Water,Built-up
1014,Water,Water,NULL,Water,Water
1015,Water,Water,NULL,Water,Forest
1016,Water,Water,Non_Water,Water,Grassland
1017,Water,Water,Non_Water,Water,Wetland
1018,Water,Water,Non_Water,Water,Lichens_and_Mosses
1019,Water,Water,Non_Water,Water,Bareland
1020,Water,Water,Non_Water,Water,Water
1021,Water,Water,Non_Water,Water,Forest
1022,Water,Water,Water,Water,NULL
1023,Water,Water,Water,Water,Grassland
1024,Water,Water,Water,Water,Wetland
1025,Water,Water,Water,Water,Lichens_and_Mosses
1026,Water,Water,Water,Water,Bareland
1027,Water,Water,Water,Water,Built-up
1028,Water,Water,Water,Water,Water
1029,Water,Water,Water,Water,Permanent_ice_and_snow
1030,Water,Water,Water,Water,Forest
1031,Water,Forest,NULL,Non_Wetland,NULL
1032,Water,Forest,NULL,Non_Wetland,Grassland
1033,Water,Forest,NULL,Non_Wetland,Wetland
1034,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1035,Water,Forest,NULL,Non_Wetland,Bareland
1036,Water,Forest,NULL,Non_Wetland,Built-up
1037,Water,Forest,NULL,Non_Wetland,Water
1038,Water,Forest,NULL,Non_Wetland,Forest
1039,Water,Forest,Non_Water,Non_Wetland,Grassland
1040,Water,Forest,Non_Water,Non_Wetland,Cropland
1041,Water,Forest,Non_Water,Non_Wetland,Wetland
1042,Water,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1043,Water,Forest,Non_Water,Non_Wetland,Bareland
1044,Water,Forest,Non_Water,Non_Wetland,Built-up
1045,Water,Forest,Non_Water,Non_Wetland,Water
1046,Water,Forest,Non_Water,Non_Wetland,Forest
1047,Water,Forest,Water,Non_Wetland,NULL
1048,Water,Forest,Water,Non_Wetland,Grassland
1049,Water,Forest,Water,Non_Wetland,Wetland
1050,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
1051,Water,Forest,Water,Non_Wetland,Bareland
1052,Water,Forest,Water,Non_Wetland,Built-up
1053,Water,Forest,Water,Non_Wetland,Water
1054,Water,Forest,Water,Non_Wetland,Forest
1055,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,NULL
1056,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland
1057,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland
1058,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland
1059,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Built-up
1060,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Water
1061,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest
1062,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Forest
1063,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL
1064,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
1065,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
1066,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1067,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
1068,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Built-up
1069,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
1070,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
1071,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
1072,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Wetland
1073,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Bareland
1074,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Water
1075,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Forest
1076,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
1077,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
1078,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Bareland
1079,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
1080,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Forest
1081,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
1082,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
1083,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1084,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
1085,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Built-up
1086,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
1087,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Forest
1088,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Grassland
1089,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Wetland
1090,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland
1091,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Built-up
1092,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Water
1093,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Forest
1094,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL
1095,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
1096,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
1097,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
1098,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland
1099,Permanent_ice_and_snow,Wetland,NULL,Wetland,Built-up
1100,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
1101,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
1102,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland
1103,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland
1104,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
1105,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Forest
1106,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland
1107,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
1108,Permanent_ice_and_snow,Wetland,Water,Wetland,Lichens_and_Mosses
1109,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland
1110,Permanent_ice_and_snow,Wetland,Water,Wetland,Built-up
1111,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
1112,Permanent_ice_and_snow,Wetland,Water,Wetland,Forest
1113,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1114,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1115,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1116,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1117,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1118,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Water
1119,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1120,Permanent_ice_and_snow,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
1121,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL
1122,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1123,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Cropland
1124,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1125,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1126,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
1127,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
1128,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1129,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
1130,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland
1131,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
1132,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1133,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
1134,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Built-up
1135,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
1136,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
1137,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
1138,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
1139,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1140,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
1141,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Built-up
1142,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
1143,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Forest
1144,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
1145,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Cropland
1146,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
1147,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1148,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
1149,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
1150,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
1151,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
1152,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Grassland
1153,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Wetland
1154,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland
1155,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Built-up
1156,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Water
1157,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Forest
1158,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Grassland
1159,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Wetland
1160,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Lichens_and_Mosses
1161,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland
1162,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Built-up
1163,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Water
1164,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Forest
1165,Permanent_ice_and_snow,Water,NULL,Water,Grassland
1166,Permanent_ice_and_snow,Water,NULL,Water,Wetland
1167,Permanent_ice_and_snow,Water,NULL,Water,Bareland
1168,Permanent_ice_and_snow,Water,NULL,Water,Water
1169,Permanent_ice_and_snow,Water,NULL,Water,Forest
1170,Permanent_ice_and_snow,Water,Non_Water,Water,Grassland
1171,Permanent_ice_and_snow,Water,Non_Water,Water,Wetland
1172,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland
1173,Permanent_ice_and_snow,Water,Non_Water,Water,Water
1174,Permanent_ice_and_snow,Water,Non_Water,Water,Forest
1175,Permanent_ice_and_snow,Water,Water,Water,Grassland
1176,Permanent_ice_and_snow,Water,Water,Water,Wetland
1177,Permanent_ice_and_snow,Water,Water,Water,Bareland
1178,Permanent_ice_and_snow,Water,Water,Water,Built-up
1179,Permanent_ice_and_snow,Water,Water,Water,Water
1180,Permanent_ice_and_snow,Water,Water,Water,Forest
1181,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
1182,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
1183,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
1184,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1185,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
1186,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
1187,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Water
1188,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
1189,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
1190,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Wetland
1191,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
1192,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Grassland
1193,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Wetland
1194,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Built-up
1195,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Water
1196,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Forest
1197,Forest,NULL,NULL,Non_Wetland,NULL
1198,Forest,NULL,NULL,Non_Wetland,Grassland
1199,Forest,NULL,NULL,Non_Wetland,Wetland
1200,Forest,NULL,NULL,Non_Wetland,Bareland
1201,Forest,NULL,NULL,Non_Wetland,Built-up
1202,Forest,NULL,NULL,Non_Wetland,Water
1203,Forest,NULL,NULL,Non_Wetland,Forest
1204,Forest,NULL,Non_Water,Non_Wetland,Grassland
1205,Forest,NULL,Non_Water,Non_Wetland,Wetland
1206,Forest,NULL,Non_Water,Non_Wetland,Water
1207,Forest,NULL,Non_Water,Non_Wetland,Forest
1208,Forest,NULL,Water,Non_Wetland,Grassland
1209,Forest,NULL,Water,Non_Wetland,Wetland
1210,Forest,NULL,Water,Non_Wetland,Bareland
1211,Forest,NULL,Water,Non_Wetland,Water
1212,Forest,NULL,Water,Non_Wetland,Forest
1213,Forest,Shrubland,NULL,Non_Wetland,NULL
1214,Forest,Shrubland,NULL,Non_Wetland,Grassland
1215,Forest,Shrubland,NULL,Non_Wetland,Wetland
1216,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1217,Forest,Shrubland,NULL,Non_Wetland,Bareland
1218,Forest,Shrubland,NULL,Non_Wetland,Built-up
1219,Forest,Shrubland,NULL,Non_Wetland,Water
1220,Forest,Shrubland,NULL,Non_Wetland,Forest
1221,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1222,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1223,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1224,Forest,Shrubland,Water,Non_Wetland,Grassland
1225,Forest,Shrubland,Water,Non_Wetland,Wetland
1226,Forest,Shrubland,Water,Non_Wetland,Bareland
1227,Forest,Shrubland,Water,Non_Wetland,Water
1228,Forest,Shrubland,Water,Non_Wetland,Forest
1229,Forest,Grassland,NULL,Non_Wetland,NULL
1230,Forest,Grassland,NULL,Non_Wetland,Grassland
1231,Forest,Grassland,NULL,Non_Wetland,Wetland
1232,Forest,Grassland,NULL,Non_Wetland,Bareland
1233,Forest,Grassland,NULL,Non_Wetland,Built-up
1234,Forest,Grassland,NULL,Non_Wetland,Forest
1235,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1236,Forest,Grassland,Non_Water,Non_Wetland,Forest
1237,Forest,Grassland,Water,Non_Wetland,Grassland
1238,Forest,Grassland,Water,Non_Wetland,Forest
1239,Forest,Cropland,NULL,Non_Wetland,Grassland
1240,Forest,Cropland,NULL,Non_Wetland,Wetland
1241,Forest,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
1242,Forest,Cropland,NULL,Non_Wetland,Bareland
1243,Forest,Cropland,NULL,Non_Wetland,Built-up
1244,Forest,Cropland,NULL,Non_Wetland,Forest
1245,Forest,Cropland,Non_Water,Non_Wetland,Built-up
1246,Forest,Wetland,NULL,Wetland,NULL
1247,Forest,Wetland,NULL,Wetland,Grassland
1248,Forest,Wetland,NULL,Wetland,Wetland
1249,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
1250,Forest,Wetland,NULL,Wetland,Bareland
1251,Forest,Wetland,NULL,Wetland,Built-up
1252,Forest,Wetland,NULL,Wetland,Water
1253,Forest,Wetland,NULL,Wetland,Forest
1254,Forest,Wetland,Non_Water,Wetland,Grassland
1255,Forest,Wetland,Non_Water,Wetland,Wetland
1256,Forest,Wetland,Non_Water,Wetland,Water
1257,Forest,Wetland,Non_Water,Wetland,Forest
1258,Forest,Wetland,Water,Wetland,NULL
1259,Forest,Wetland,Water,Wetland,Grassland
1260,Forest,Wetland,Water,Wetland,Wetland
1261,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
1262,Forest,Wetland,Water,Wetland,Water
1263,Forest,Wetland,Water,Wetland,Forest
1264,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1265,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1266,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1267,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1268,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1269,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1270,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1271,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1272,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1273,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1274,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
1275,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
1276,Forest,Bareland,NULL,Non_Wetland,NULL
1277,Forest,Bareland,NULL,Non_Wetland,Grassland
1278,Forest,Bareland,NULL,Non_Wetland,Cropland
1279,Forest,Bareland,NULL,Non_Wetland,Wetland
1280,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1281,Forest,Bareland,NULL,Non_Wetland,Bareland
1282,Forest,Bareland,NULL,Non_Wetland,Built-up
1283,Forest,Bareland,NULL,Non_Wetland,Water
1284,Forest,Bareland,NULL,Non_Wetland,Forest
1285,Forest,Bareland,Non_Water,Non_Wetland,NULL
1286,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1287,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1288,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1289,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1290,Forest,Bareland,Non_Water,Non_Wetland,Built-up
1291,Forest,Bareland,Non_Water,Non_Wetland,Water
1292,Forest,Bareland,Non_Water,Non_Wetland,Forest
1293,Forest,Bareland,Water,Non_Wetland,Grassland
1294,Forest,Bareland,Water,Non_Wetland,Wetland
1295,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1296,Forest,Bareland,Water,Non_Wetland,Bareland
1297,Forest,Bareland,Water,Non_Wetland,Water
1298,Forest,Bareland,Water,Non_Wetland,Forest
1299,Forest,Built-up,NULL,Non_Wetland,NULL
1300,Forest,Built-up,NULL,Non_Wetland,Grassland
1301,Forest,Built-up,NULL,Non_Wetland,Wetland
1302,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1303,Forest,Built-up,NULL,Non_Wetland,Bareland
1304,Forest,Built-up,NULL,Non_Wetland,Built-up
1305,Forest,Built-up,NULL,Non_Wetland,Water
1306,Forest,Built-up,NULL,Non_Wetland,Forest
1307,Forest,Built-up,Non_Water,Non_Wetland,Wetland
1308,Forest,Built-up,Non_Water,Non_Wetland,Built-up
1309,Forest,Built-up,Non_Water,Non_Wetland,Forest
1310,Forest,Built-up,Water,Non_Wetland,Bareland
1311,Forest,Built-up,Water,Non_Wetland,Built-up
1312,Forest,Built-up,Water,Non_Wetland,Forest
1313,Forest,Water,NULL,Water,Grassland
1314,Forest,Water,NULL,Water,Wetland
1315,Forest,Water,NULL,Water,Bareland
1316,Forest,Water,NULL,Water,Water
1317,Forest,Water,NULL,Water,Forest
1318,Forest,Water,Non_Water,Water,Grassland
1319,Forest,Water,Non_Water,Water,Wetland
1320,Forest,Water,Non_Water,Water,Lichens_and_Mosses
1321,Forest,Water,Non_Water,Water,Bareland
1322,Forest,Water,Non_Water,Water,Water
1323,Forest,Water,Non_Water,Water,Forest
1324,Forest,Water,Water,Water,Grassland
1325,Forest,Water,Water,Water,Wetland
1326,Forest,Water,Water,Water,Bareland
1327,Forest,Water,Water,Water,Water
1328,Forest,Water,Water,Water,Forest
1329,Forest,Forest,NULL,Non_Wetland,NULL
1330,Forest,Forest,NULL,Non_Wetland,Grassland
1331,Forest,Forest,NULL,Non_Wetland,Wetland
1332,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1333,Forest,Forest,NULL,Non_Wetland,Bareland
1334,Forest,Forest,NULL,Non_Wetland,Built-up
1335,Forest,Forest,NULL,Non_Wetland,Water
1336,Forest,Forest,NULL,Non_Wetland,Forest
1337,Forest,Forest,Non_Water,Non_Wetland,NULL
1338,Forest,Forest,Non_Water,Non_Wetland,Grassland
1339,Forest,Forest,Non_Water,Non_Wetland,Wetland
1340,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1341,Forest,Forest,Non_Water,Non_Wetland,Bareland
1342,Forest,Forest,Non_Water,Non_Wetland,Built-up
1343,Forest,Forest,Non_Water,Non_Wetland,Water
1344,Forest,Forest,Non_Water,Non_Wetland,Forest
1345,Forest,Forest,Water,Non_Wetland,NULL
1346,Forest,Forest,Water,Non_Wetland,Grassland
1347,Forest,Forest,Water,Non_Wetland,Wetland
1348,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
1349,Forest,Forest,Water,Non_Wetland,Bareland
1350,Forest,Forest,Water,Non_Wetland,Built-up
1351,Forest,Forest,Water,Non_Wetland,Water
1352,Forest,Forest,Water,Non_Wetland,Forest
