Value,SIBERIA_2024_ESA_CALU_2024_44WPD_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_44WPD_M_R,SIBERIA_2024_GLC_FCS30D_2022_44WPD_M_R,SIBERIA_2024_GSW_Yearly_2021_44WPD_M_R,SIBERIA_2024_GWL_FCS30D_2022_44WPD_M_R,SIBERIA_2024_WorldCover_2021_44WPD_M_R
805,NULL,Forest,Wetland,Water,NULL,Lichens_and_Mosses
806,NULL,Forest,Wetland,Water,NULL,Water
807,NULL,Forest,Wetland,Water,NULL,Forest
808,NULL,Forest,Wetland,Water,Wetland,Grassland
809,NULL,Forest,Wetland,Water,Wetland,Wetland
810,NULL,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
811,NULL,Forest,Wetland,Water,Wetland,Bareland
812,NULL,Forest,Wetland,Water,Wetland,Water
813,NULL,Forest,Wetland,Water,Wetland,Forest
814,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
815,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
816,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
817,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
818,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
819,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
820,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
821,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
822,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
823,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
824,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
825,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
826,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
827,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Bareland
828,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water
829,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
830,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
831,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
832,NULL,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
833,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
834,NULL,Forest,Bareland,NULL,Non_Wetland,Water
835,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
836,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland
837,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland
838,NULL,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
839,NULL,Forest,Bareland,Non_Water,Non_Wetland,Bareland
840,NULL,Forest,Bareland,Non_Water,Non_Wetland,Water
841,NULL,Forest,Bareland,Non_Water,Non_Wetland,Forest
842,NULL,Forest,Bareland,Water,Non_Wetland,Grassland
843,NULL,Forest,Bareland,Water,Non_Wetland,Wetland
844,NULL,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
845,NULL,Forest,Bareland,Water,Non_Wetland,Bareland
846,NULL,Forest,Bareland,Water,Non_Wetland,Water
847,NULL,Forest,Bareland,Water,Non_Wetland,Forest
848,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
849,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland
850,NULL,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
851,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland
852,NULL,Forest,Built-up,NULL,Non_Wetland,Water
853,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
854,NULL,Forest,Built-up,Non_Water,Non_Wetland,Grassland
855,NULL,Forest,Built-up,Non_Water,Non_Wetland,Wetland
856,NULL,Forest,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
857,NULL,Forest,Built-up,Non_Water,Non_Wetland,Bareland
858,NULL,Forest,Built-up,Non_Water,Non_Wetland,Forest
859,NULL,Forest,Built-up,Water,Non_Wetland,Grassland
860,NULL,Forest,Built-up,Water,Non_Wetland,Wetland
861,NULL,Forest,Built-up,Water,Non_Wetland,Lichens_and_Mosses
862,NULL,Forest,Built-up,Water,Non_Wetland,Water
863,NULL,Forest,Built-up,Water,Non_Wetland,Forest
864,NULL,Forest,Water,NULL,NULL,Grassland
865,NULL,Forest,Water,NULL,NULL,Wetland
866,NULL,Forest,Water,NULL,NULL,Lichens_and_Mosses
867,NULL,Forest,Water,NULL,NULL,Water
868,NULL,Forest,Water,NULL,Water,Grassland
869,NULL,Forest,Water,NULL,Water,Wetland
870,NULL,Forest,Water,NULL,Water,Water
871,NULL,Forest,Water,NULL,Water,Forest
872,NULL,Forest,Water,Non_Water,Water,Grassland
873,NULL,Forest,Water,Non_Water,Water,Wetland
874,NULL,Forest,Water,Non_Water,Water,Water
875,NULL,Forest,Water,Non_Water,Water,Forest
876,NULL,Forest,Water,Water,NULL,Wetland
877,NULL,Forest,Water,Water,NULL,Forest
878,NULL,Forest,Water,Water,Water,Grassland
879,NULL,Forest,Water,Water,Water,Wetland
880,NULL,Forest,Water,Water,Water,Lichens_and_Mosses
881,NULL,Forest,Water,Water,Water,Bareland
882,NULL,Forest,Water,Water,Water,Water
883,NULL,Forest,Water,Water,Water,Forest
884,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
885,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
886,NULL,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
887,NULL,Forest,Forest,NULL,Non_Wetland,Water
888,NULL,Forest,Forest,NULL,Non_Wetland,Forest
889,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
890,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland
891,NULL,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
892,NULL,Forest,Forest,Non_Water,Non_Wetland,Water
893,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
894,NULL,Forest,Forest,Water,Non_Wetland,Grassland
895,NULL,Forest,Forest,Water,Non_Wetland,Wetland
896,NULL,Forest,Forest,Water,Non_Wetland,Water
897,NULL,Forest,Forest,Water,Non_Wetland,Forest
898,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Grassland
899,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Wetland
900,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
901,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Water
902,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Forest
903,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
904,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
905,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
906,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Water
907,Shrubland,NULL,Shrubland,Water,Non_Wetland,Grassland
908,Shrubland,NULL,Shrubland,Water,Non_Wetland,Wetland
909,Shrubland,NULL,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
910,Shrubland,NULL,Shrubland,Water,Non_Wetland,Water
911,Shrubland,NULL,Shrubland,Water,Non_Wetland,Forest
912,Shrubland,NULL,Grassland,NULL,Non_Wetland,Grassland
913,Shrubland,NULL,Grassland,NULL,Non_Wetland,Wetland
914,Shrubland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
915,Shrubland,NULL,Grassland,NULL,Non_Wetland,Water
916,Shrubland,NULL,Grassland,NULL,Non_Wetland,Forest
917,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
918,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
919,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Forest
920,Shrubland,NULL,Grassland,Water,Non_Wetland,Grassland
921,Shrubland,NULL,Grassland,Water,Non_Wetland,Water
922,Shrubland,NULL,Grassland,Water,Non_Wetland,Forest
923,Shrubland,NULL,Wetland,NULL,Wetland,Grassland
924,Shrubland,NULL,Wetland,NULL,Wetland,Wetland
925,Shrubland,NULL,Wetland,NULL,Wetland,Water
926,Shrubland,NULL,Wetland,Non_Water,Wetland,Water
927,Shrubland,NULL,Wetland,Water,Wetland,Grassland
928,Shrubland,NULL,Wetland,Water,Wetland,Wetland
929,Shrubland,NULL,Wetland,Water,Wetland,Water
930,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
931,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
932,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
933,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
934,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
935,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
936,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
937,Shrubland,NULL,Bareland,NULL,Non_Wetland,Grassland
938,Shrubland,NULL,Bareland,NULL,Non_Wetland,Wetland
939,Shrubland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
940,Shrubland,NULL,Bareland,NULL,Non_Wetland,Bareland
941,Shrubland,NULL,Bareland,NULL,Non_Wetland,Water
942,Shrubland,NULL,Bareland,NULL,Non_Wetland,Forest
943,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
944,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
945,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
946,Shrubland,NULL,Bareland,Water,Non_Wetland,Grassland
947,Shrubland,NULL,Bareland,Water,Non_Wetland,Wetland
948,Shrubland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
949,Shrubland,NULL,Water,NULL,Water,Grassland
950,Shrubland,NULL,Water,NULL,Water,Wetland
951,Shrubland,NULL,Water,NULL,Water,Water
952,Shrubland,NULL,Water,Non_Water,Water,Lichens_and_Mosses
953,Shrubland,NULL,Water,Water,Water,Grassland
954,Shrubland,NULL,Water,Water,Water,Wetland
955,Shrubland,NULL,Water,Water,Water,Lichens_and_Mosses
956,Shrubland,NULL,Water,Water,Water,Water
957,Shrubland,NULL,Forest,NULL,Non_Wetland,Grassland
958,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
959,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
960,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
961,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
962,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Water
963,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Forest
964,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
965,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
966,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Grassland
967,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Wetland
968,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Water
969,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Grassland
970,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Wetland
971,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
972,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Water
973,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Forest
974,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
975,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
976,Shrubland,Wetland,Grassland,Water,Non_Wetland,Grassland
977,Shrubland,Wetland,Grassland,Water,Non_Wetland,Wetland
978,Shrubland,Wetland,Grassland,Water,Non_Wetland,Bareland
979,Shrubland,Wetland,Grassland,Water,Non_Wetland,Water
980,Shrubland,Wetland,Wetland,NULL,Wetland,Grassland
981,Shrubland,Wetland,Wetland,NULL,Wetland,Wetland
982,Shrubland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
983,Shrubland,Wetland,Wetland,NULL,Wetland,Water
984,Shrubland,Wetland,Wetland,Non_Water,Wetland,Water
985,Shrubland,Wetland,Wetland,Water,Wetland,Grassland
986,Shrubland,Wetland,Wetland,Water,Wetland,Wetland
987,Shrubland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
988,Shrubland,Wetland,Wetland,Water,Wetland,Bareland
989,Shrubland,Wetland,Wetland,Water,Wetland,Water
990,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
991,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
992,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
993,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
994,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
995,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
996,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
997,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
998,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Grassland
999,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1000,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1001,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1002,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Water
1003,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Forest
1004,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1005,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Water
1006,Shrubland,Wetland,Bareland,Water,Non_Wetland,Grassland
1007,Shrubland,Wetland,Bareland,Water,Non_Wetland,Wetland
1008,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1009,Shrubland,Wetland,Water,NULL,Water,Grassland
1010,Shrubland,Wetland,Water,NULL,Water,Wetland
1011,Shrubland,Wetland,Water,NULL,Water,Lichens_and_Mosses
1012,Shrubland,Wetland,Water,NULL,Water,Water
1013,Shrubland,Wetland,Water,Non_Water,Water,Wetland
1014,Shrubland,Wetland,Water,Non_Water,Water,Water
1015,Shrubland,Wetland,Water,Water,Water,Grassland
1016,Shrubland,Wetland,Water,Water,Water,Wetland
1017,Shrubland,Wetland,Water,Water,Water,Lichens_and_Mosses
1018,Shrubland,Wetland,Water,Water,Water,Water
1019,Shrubland,Wetland,Forest,NULL,Non_Wetland,Water
1020,Shrubland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1021,Shrubland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1022,Shrubland,Water,Shrubland,NULL,Non_Wetland,Grassland
1023,Shrubland,Water,Shrubland,NULL,Non_Wetland,Wetland
1024,Shrubland,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1025,Shrubland,Water,Shrubland,NULL,Non_Wetland,Water
1026,Shrubland,Water,Shrubland,NULL,Non_Wetland,Forest
1027,Shrubland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1028,Shrubland,Water,Shrubland,Non_Water,Non_Wetland,Water
1029,Shrubland,Water,Shrubland,Water,Non_Wetland,Grassland
1030,Shrubland,Water,Shrubland,Water,Non_Wetland,Wetland
1031,Shrubland,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1032,Shrubland,Water,Shrubland,Water,Non_Wetland,Water
1033,Shrubland,Water,Grassland,NULL,Non_Wetland,Grassland
1034,Shrubland,Water,Grassland,NULL,Non_Wetland,Wetland
1035,Shrubland,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1036,Shrubland,Water,Grassland,NULL,Non_Wetland,Water
1037,Shrubland,Water,Grassland,Water,Non_Wetland,Wetland
1038,Shrubland,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
1039,Shrubland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
1040,Shrubland,Water,Wetland,NULL,Wetland,Water
1041,Shrubland,Water,Wetland,Non_Water,Wetland,Water
1042,Shrubland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
1043,Shrubland,Water,Wetland,Water,Wetland,Water
1044,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1045,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1046,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1047,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1048,Shrubland,Water,Bareland,NULL,Non_Wetland,Grassland
1049,Shrubland,Water,Bareland,NULL,Non_Wetland,Wetland
1050,Shrubland,Water,Bareland,NULL,Non_Wetland,Water
1051,Shrubland,Water,Bareland,Water,Non_Wetland,Wetland
1052,Shrubland,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1053,Shrubland,Water,Bareland,Water,Non_Wetland,Water
1054,Shrubland,Water,Water,NULL,Water,Grassland
1055,Shrubland,Water,Water,NULL,Water,Wetland
1056,Shrubland,Water,Water,NULL,Water,Water
1057,Shrubland,Water,Water,Non_Water,Water,Water
1058,Shrubland,Water,Water,Water,Water,Grassland
1059,Shrubland,Water,Water,Water,Water,Wetland
1060,Shrubland,Water,Water,Water,Water,Lichens_and_Mosses
1061,Shrubland,Water,Water,Water,Water,Water
1062,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
1063,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
1064,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
1065,Shrubland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
1066,Shrubland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
1067,Shrubland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
1068,Shrubland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
1069,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
1070,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
1071,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
1072,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
1073,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1074,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1075,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Grassland
1076,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1077,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1078,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Forest
1079,Shrubland,Forest,Grassland,NULL,Non_Wetland,Grassland
1080,Shrubland,Forest,Grassland,NULL,Non_Wetland,Wetland
1081,Shrubland,Forest,Grassland,NULL,Non_Wetland,Forest
1082,Shrubland,Forest,Bareland,NULL,Non_Wetland,Wetland
1083,Shrubland,Forest,Forest,NULL,Non_Wetland,Wetland
1084,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1085,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1086,Wetland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1087,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
1088,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1089,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water
1090,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
1091,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
1092,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
1093,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
1094,Wetland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1095,Wetland,NULL,Grassland,NULL,Non_Wetland,Water
1096,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
1097,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1098,Wetland,NULL,Wetland,NULL,Wetland,Water
1099,Wetland,NULL,Wetland,Water,Wetland,Wetland
1100,Wetland,NULL,Wetland,Water,Wetland,Water
1101,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1102,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1103,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1104,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
1105,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
1106,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
1107,Wetland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1108,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
1109,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1110,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
1111,Wetland,NULL,Water,Water,Water,Lichens_and_Mosses
1112,Wetland,NULL,Water,Water,Water,Water
1113,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1114,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1115,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1116,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1117,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
1118,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1119,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1120,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1121,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1122,Wetland,Wetland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1123,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
1124,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1125,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1126,Wetland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1127,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water
1128,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Water
1129,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
1130,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
1131,Wetland,Wetland,Grassland,Water,Non_Wetland,Water
1132,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
1133,Wetland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
1134,Wetland,Wetland,Wetland,NULL,Wetland,Water
1135,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
1136,Wetland,Wetland,Wetland,Water,Wetland,Wetland
1137,Wetland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
1138,Wetland,Wetland,Wetland,Water,Wetland,Bareland
1139,Wetland,Wetland,Wetland,Water,Wetland,Water
1140,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1141,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1142,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1143,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1144,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1145,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1146,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1147,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1148,Wetland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
1149,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1150,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1151,Wetland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1152,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1153,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water
1154,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1155,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water
1156,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
1157,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
1158,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
1159,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1160,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland
1161,Wetland,Wetland,Water,NULL,Water,Grassland
1162,Wetland,Wetland,Water,NULL,Water,Wetland
1163,Wetland,Wetland,Water,NULL,Water,Water
1164,Wetland,Wetland,Water,Non_Water,Water,Grassland
1165,Wetland,Wetland,Water,Non_Water,Water,Wetland
1166,Wetland,Wetland,Water,Non_Water,Water,Water
1167,Wetland,Wetland,Water,Water,Water,Grassland
1168,Wetland,Wetland,Water,Water,Water,Wetland
1169,Wetland,Wetland,Water,Water,Water,Water
1170,Wetland,Bareland,Shrubland,Water,Non_Wetland,Water
1171,Wetland,Bareland,Wetland,Water,Wetland,Water
1172,Wetland,Bareland,Water,Water,Water,Water
1173,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1174,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
1175,Wetland,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1176,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
1177,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1178,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1179,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
1180,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water
1181,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
1182,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
1183,Wetland,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1184,Wetland,Water,Shrubland,Water,Non_Wetland,Water
1185,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
1186,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
1187,Wetland,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1188,Wetland,Water,Grassland,NULL,Non_Wetland,Water
1189,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1190,Wetland,Water,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
1191,Wetland,Water,Grassland,Non_Water,Non_Wetland,Water
1192,Wetland,Water,Grassland,Water,Non_Wetland,Grassland
1193,Wetland,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
1194,Wetland,Water,Grassland,Water,Non_Wetland,Water
1195,Wetland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
1196,Wetland,Water,Wetland,NULL,Wetland,Water
1197,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
1198,Wetland,Water,Wetland,Non_Water,Wetland,Water
1199,Wetland,Water,Wetland,Water,Wetland,Grassland
1200,Wetland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
1201,Wetland,Water,Wetland,Water,Wetland,Water
1202,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1203,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1204,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1205,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
