Value,SIBERIA_2024_ESA_CALU_2024_42WVB_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_42WVB_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WVB_M_R,SIBERIA_2024_GSW_Yearly_2021_42WVB_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WVB_M_R,SIBERIA_2024_WorldCover_2021_42WVB_M_R
838,Forest,NULL,Water,Water,Water,Wetland
839,Forest,NULL,Water,Water,Water,Water
840,Forest,NULL,Water,Water,Water,Forest
841,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
842,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
843,Forest,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
844,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
845,Forest,NULL,Forest,NULL,Non_Wetland,Water
846,Forest,NULL,Forest,NULL,Non_Wetland,Forest
847,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
848,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
849,Forest,NULL,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
850,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland
851,Forest,NULL,Forest,Non_Water,Non_Wetland,Water
852,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
853,Forest,NULL,Forest,Water,Non_Wetland,Grassland
854,Forest,NULL,Forest,Water,Non_Wetland,Wetland
855,Forest,NULL,Forest,Water,Non_Wetland,Water
