Value,SIBERIA_2024_ESRI_Annual_LULC_2024_43VFH_M_R,SIBERIA_2024_GLC_FCS30D_2022_43VFH_M_R,SIBERIA_2024_GSW_Yearly_2021_43VFH_M_R,SIBERIA_2024_GWL_FCS30D_2022_43VFH_M_R,SIBERIA_2024_WorldCover_2021_43VFH_M_R
953,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
954,Forest,Shrubland,Non_Water,Non_Wetland,Forest
955,Forest,Shrubland,Water,Non_Wetland,Grassland
956,Forest,Shrubland,Water,Non_Wetland,Wetland
957,Forest,Shrubland,Water,Non_Wetland,Water
958,Forest,Shrubland,Water,Non_Wetland,Forest
959,Forest,Grassland,NULL,Non_Wetland,NULL
960,Forest,Grassland,NULL,Non_Wetland,Grassland
961,Forest,Grassland,NULL,Non_Wetland,Wetland
962,Forest,Grassland,NULL,Non_Wetland,Bareland
963,Forest,Grassland,NULL,Non_Wetland,Built-up
964,Forest,Grassland,NULL,Non_Wetland,Forest
965,Forest,Grassland,Non_Water,Non_Wetland,Grassland
966,Forest,Grassland,Non_Water,Non_Wetland,Forest
967,Forest,Grassland,Water,Non_Wetland,Wetland
968,Forest,Grassland,Water,Non_Wetland,Forest
969,Forest,Cropland,NULL,Non_Wetland,Forest
970,Forest,Wetland,NULL,Wetland,NULL
971,Forest,Wetland,NULL,Wetland,Grassland
972,Forest,Wetland,NULL,Wetland,Wetland
973,Forest,Wetland,NULL,Wetland,Bareland
974,Forest,Wetland,NULL,Wetland,Built-up
975,Forest,Wetland,NULL,Wetland,Water
976,Forest,Wetland,NULL,Wetland,Forest
977,Forest,Wetland,Non_Water,Wetland,NULL
978,Forest,Wetland,Non_Water,Wetland,Grassland
979,Forest,Wetland,Non_Water,Wetland,Wetland
980,Forest,Wetland,Non_Water,Wetland,Water
981,Forest,Wetland,Non_Water,Wetland,Forest
982,Forest,Wetland,Water,Wetland,NULL
983,Forest,Wetland,Water,Wetland,Grassland
984,Forest,Wetland,Water,Wetland,Wetland
985,Forest,Wetland,Water,Wetland,Water
986,Forest,Wetland,Water,Wetland,Forest
987,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
988,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
989,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
990,Forest,Bareland,NULL,Non_Wetland,NULL
991,Forest,Bareland,NULL,Non_Wetland,Grassland
992,Forest,Bareland,NULL,Non_Wetland,Wetland
993,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
994,Forest,Bareland,NULL,Non_Wetland,Bareland
995,Forest,Bareland,NULL,Non_Wetland,Built-up
996,Forest,Bareland,NULL,Non_Wetland,Water
997,Forest,Bareland,NULL,Non_Wetland,Forest
998,Forest,Bareland,Non_Water,Non_Wetland,Grassland
999,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1000,Forest,Bareland,Non_Water,Non_Wetland,Forest
1001,Forest,Bareland,Water,Non_Wetland,Grassland
1002,Forest,Bareland,Water,Non_Wetland,Wetland
1003,Forest,Bareland,Water,Non_Wetland,Bareland
1004,Forest,Bareland,Water,Non_Wetland,Water
1005,Forest,Bareland,Water,Non_Wetland,Permanent_ice_and_snow
1006,Forest,Bareland,Water,Non_Wetland,Forest
1007,Forest,Built-up,NULL,Non_Wetland,Grassland
1008,Forest,Built-up,NULL,Non_Wetland,Wetland
1009,Forest,Built-up,NULL,Non_Wetland,Bareland
1010,Forest,Built-up,NULL,Non_Wetland,Built-up
1011,Forest,Built-up,NULL,Non_Wetland,Forest
1012,Forest,Built-up,Water,Non_Wetland,Bareland
1013,Forest,Built-up,Water,Non_Wetland,Forest
1014,Forest,Water,NULL,Water,Grassland
1015,Forest,Water,NULL,Water,Wetland
1016,Forest,Water,NULL,Water,Water
1017,Forest,Water,NULL,Water,Forest
1018,Forest,Water,Non_Water,Water,Grassland
1019,Forest,Water,Non_Water,Water,Wetland
1020,Forest,Water,Non_Water,Water,Forest
1021,Forest,Water,Water,Water,Grassland
1022,Forest,Water,Water,Water,Wetland
1023,Forest,Water,Water,Water,Water
1024,Forest,Water,Water,Water,Forest
1025,Forest,Forest,NULL,Non_Wetland,NULL
1026,Forest,Forest,NULL,Non_Wetland,Grassland
1027,Forest,Forest,NULL,Non_Wetland,Wetland
1028,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1029,Forest,Forest,NULL,Non_Wetland,Bareland
1030,Forest,Forest,NULL,Non_Wetland,Built-up
1031,Forest,Forest,NULL,Non_Wetland,Water
1032,Forest,Forest,NULL,Non_Wetland,Forest
1033,Forest,Forest,Non_Water,Non_Wetland,NULL
1034,Forest,Forest,Non_Water,Non_Wetland,Grassland
1035,Forest,Forest,Non_Water,Non_Wetland,Wetland
1036,Forest,Forest,Non_Water,Non_Wetland,Water
1037,Forest,Forest,Non_Water,Non_Wetland,Forest
1038,Forest,Forest,Water,Non_Wetland,Grassland
1039,Forest,Forest,Water,Non_Wetland,Wetland
1040,Forest,Forest,Water,Non_Wetland,Bareland
1041,Forest,Forest,Water,Non_Wetland,Water
1042,Forest,Forest,Water,Non_Wetland,Forest
