Value,SIBERIA_2024_ESA_CALU_2024_44WND_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_44WND_M_R,SIBERIA_2024_GLC_FCS30D_2022_44WND_M_R,SIBERIA_2024_GSW_Yearly_2021_44WND_M_R,SIBERIA_2024_GWL_FCS30D_2022_44WND_M_R,SIBERIA_2024_WorldCover_2021_44WND_M_R
822,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
823,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Water
824,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest
825,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland
826,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland
827,NULL,Forest,Shrubland,Water,Non_Wetland,Bareland
828,NULL,Forest,Shrubland,Water,Non_Wetland,Water
829,NULL,Forest,Shrubland,Water,Non_Wetland,Forest
830,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
831,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
832,NULL,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
833,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
834,NULL,Forest,Grassland,NULL,Non_Wetland,Water
835,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
836,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland
837,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland
838,NULL,Forest,Grassland,Non_Water,Non_Wetland,Forest
839,NULL,Forest,Grassland,Water,Non_Wetland,Grassland
840,NULL,Forest,Grassland,Water,Non_Wetland,Wetland
841,NULL,Forest,Grassland,Water,Non_Wetland,Forest
842,NULL,Forest,Wetland,NULL,NULL,Grassland
843,NULL,Forest,Wetland,NULL,NULL,Wetland
844,NULL,Forest,Wetland,NULL,NULL,Lichens_and_Mosses
845,NULL,Forest,Wetland,NULL,NULL,Bareland
846,NULL,Forest,Wetland,NULL,NULL,Water
847,NULL,Forest,Wetland,NULL,NULL,Forest
848,NULL,Forest,Wetland,NULL,Wetland,Grassland
849,NULL,Forest,Wetland,NULL,Wetland,Wetland
850,NULL,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
851,NULL,Forest,Wetland,NULL,Wetland,Bareland
852,NULL,Forest,Wetland,NULL,Wetland,Water
853,NULL,Forest,Wetland,NULL,Wetland,Forest
854,NULL,Forest,Wetland,Non_Water,NULL,Wetland
855,NULL,Forest,Wetland,Non_Water,NULL,Lichens_and_Mosses
856,NULL,Forest,Wetland,Non_Water,Wetland,Grassland
857,NULL,Forest,Wetland,Non_Water,Wetland,Wetland
858,NULL,Forest,Wetland,Non_Water,Wetland,Bareland
859,NULL,Forest,Wetland,Non_Water,Wetland,Water
860,NULL,Forest,Wetland,Non_Water,Wetland,Forest
861,NULL,Forest,Wetland,Water,NULL,Grassland
862,NULL,Forest,Wetland,Water,NULL,Wetland
863,NULL,Forest,Wetland,Water,NULL,Lichens_and_Mosses
864,NULL,Forest,Wetland,Water,NULL,Bareland
865,NULL,Forest,Wetland,Water,NULL,Water
866,NULL,Forest,Wetland,Water,NULL,Forest
867,NULL,Forest,Wetland,Water,Wetland,Grassland
868,NULL,Forest,Wetland,Water,Wetland,Wetland
869,NULL,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
870,NULL,Forest,Wetland,Water,Wetland,Bareland
871,NULL,Forest,Wetland,Water,Wetland,Water
872,NULL,Forest,Wetland,Water,Wetland,Forest
873,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
874,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
875,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
876,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
877,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
878,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
879,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
880,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
881,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
882,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Bareland
883,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
884,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
885,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
886,NULL,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
887,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
888,NULL,Forest,Bareland,NULL,Non_Wetland,Water
889,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
890,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland
891,NULL,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
892,NULL,Forest,Bareland,Non_Water,Non_Wetland,Forest
893,NULL,Forest,Bareland,Water,Non_Wetland,Grassland
894,NULL,Forest,Bareland,Water,Non_Wetland,Wetland
895,NULL,Forest,Bareland,Water,Non_Wetland,Bareland
896,NULL,Forest,Bareland,Water,Non_Wetland,Water
897,NULL,Forest,Bareland,Water,Non_Wetland,Forest
898,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
899,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland
900,NULL,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
901,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland
902,NULL,Forest,Built-up,NULL,Non_Wetland,Water
903,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
904,NULL,Forest,Built-up,Non_Water,Non_Wetland,Wetland
905,NULL,Forest,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
906,NULL,Forest,Built-up,Water,Non_Wetland,Wetland
907,NULL,Forest,Water,NULL,NULL,Grassland
908,NULL,Forest,Water,NULL,NULL,Wetland
909,NULL,Forest,Water,NULL,NULL,Lichens_and_Mosses
910,NULL,Forest,Water,NULL,NULL,Water
911,NULL,Forest,Water,NULL,NULL,Forest
912,NULL,Forest,Water,NULL,Water,Grassland
913,NULL,Forest,Water,NULL,Water,Wetland
914,NULL,Forest,Water,NULL,Water,Lichens_and_Mosses
915,NULL,Forest,Water,NULL,Water,Bareland
916,NULL,Forest,Water,NULL,Water,Water
917,NULL,Forest,Water,NULL,Water,Forest
918,NULL,Forest,Water,Non_Water,Water,Wetland
919,NULL,Forest,Water,Non_Water,Water,Forest
920,NULL,Forest,Water,Water,NULL,Wetland
921,NULL,Forest,Water,Water,NULL,Water
922,NULL,Forest,Water,Water,NULL,Forest
923,NULL,Forest,Water,Water,Water,Grassland
924,NULL,Forest,Water,Water,Water,Wetland
925,NULL,Forest,Water,Water,Water,Water
926,NULL,Forest,Water,Water,Water,Forest
927,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
928,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
929,NULL,Forest,Forest,NULL,Non_Wetland,Water
930,NULL,Forest,Forest,NULL,Non_Wetland,Forest
931,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
932,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland
933,NULL,Forest,Forest,Non_Water,Non_Wetland,Water
934,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
935,NULL,Forest,Forest,Water,Non_Wetland,Grassland
936,NULL,Forest,Forest,Water,Non_Wetland,Wetland
937,NULL,Forest,Forest,Water,Non_Wetland,Water
938,NULL,Forest,Forest,Water,Non_Wetland,Forest
939,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Grassland
940,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Wetland
941,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
942,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Water
943,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Forest
944,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
945,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
946,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
947,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Water
948,Shrubland,NULL,Shrubland,Water,Non_Wetland,Grassland
949,Shrubland,NULL,Shrubland,Water,Non_Wetland,Wetland
950,Shrubland,NULL,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
951,Shrubland,NULL,Shrubland,Water,Non_Wetland,Water
952,Shrubland,NULL,Shrubland,Water,Non_Wetland,Forest
953,Shrubland,NULL,Grassland,NULL,Non_Wetland,Grassland
954,Shrubland,NULL,Grassland,NULL,Non_Wetland,Wetland
955,Shrubland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
956,Shrubland,NULL,Grassland,NULL,Non_Wetland,Water
957,Shrubland,NULL,Grassland,NULL,Non_Wetland,Forest
958,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
959,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
960,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
961,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Forest
962,Shrubland,NULL,Grassland,Water,Non_Wetland,Grassland
963,Shrubland,NULL,Grassland,Water,Non_Wetland,Wetland
964,Shrubland,NULL,Grassland,Water,Non_Wetland,Water
965,Shrubland,NULL,Grassland,Water,Non_Wetland,Forest
966,Shrubland,NULL,Wetland,NULL,Wetland,Grassland
967,Shrubland,NULL,Wetland,NULL,Wetland,Wetland
968,Shrubland,NULL,Wetland,NULL,Wetland,Water
969,Shrubland,NULL,Wetland,NULL,Wetland,Forest
970,Shrubland,NULL,Wetland,Non_Water,Wetland,Wetland
971,Shrubland,NULL,Wetland,Non_Water,Wetland,Water
972,Shrubland,NULL,Wetland,Water,Wetland,Grassland
973,Shrubland,NULL,Wetland,Water,Wetland,Wetland
974,Shrubland,NULL,Wetland,Water,Wetland,Water
975,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
976,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
977,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
978,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
979,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
980,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
981,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
982,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
983,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
984,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
985,Shrubland,NULL,Bareland,NULL,Non_Wetland,Grassland
986,Shrubland,NULL,Bareland,NULL,Non_Wetland,Wetland
987,Shrubland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
988,Shrubland,NULL,Bareland,NULL,Non_Wetland,Bareland
989,Shrubland,NULL,Bareland,NULL,Non_Wetland,Water
990,Shrubland,NULL,Bareland,NULL,Non_Wetland,Forest
991,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
992,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
993,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
994,Shrubland,NULL,Bareland,Water,Non_Wetland,Grassland
995,Shrubland,NULL,Bareland,Water,Non_Wetland,Wetland
996,Shrubland,NULL,Bareland,Water,Non_Wetland,Water
997,Shrubland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
998,Shrubland,NULL,Water,NULL,Water,Grassland
999,Shrubland,NULL,Water,NULL,Water,Wetland
1000,Shrubland,NULL,Water,NULL,Water,Water
1001,Shrubland,NULL,Water,Non_Water,Water,Lichens_and_Mosses
1002,Shrubland,NULL,Water,Water,Water,Grassland
1003,Shrubland,NULL,Water,Water,Water,Wetland
1004,Shrubland,NULL,Water,Water,Water,Lichens_and_Mosses
1005,Shrubland,NULL,Water,Water,Water,Water
1006,Shrubland,NULL,Water,Water,Water,Forest
1007,Shrubland,NULL,Forest,NULL,Non_Wetland,Grassland
1008,Shrubland,NULL,Forest,NULL,Non_Wetland,Wetland
1009,Shrubland,NULL,Forest,NULL,Non_Wetland,Forest
1010,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1011,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1012,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1013,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1014,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Water
1015,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1016,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1017,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1018,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1019,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1020,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1021,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Bareland
1022,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Water
1023,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Forest
1024,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1025,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1026,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1027,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Water
1028,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Forest
1029,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1030,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1031,Shrubland,Wetland,Grassland,Water,Non_Wetland,Grassland
1032,Shrubland,Wetland,Grassland,Water,Non_Wetland,Wetland
1033,Shrubland,Wetland,Grassland,Water,Non_Wetland,Bareland
1034,Shrubland,Wetland,Grassland,Water,Non_Wetland,Water
1035,Shrubland,Wetland,Wetland,NULL,NULL,Wetland
1036,Shrubland,Wetland,Wetland,NULL,Wetland,Grassland
1037,Shrubland,Wetland,Wetland,NULL,Wetland,Wetland
1038,Shrubland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
1039,Shrubland,Wetland,Wetland,NULL,Wetland,Bareland
1040,Shrubland,Wetland,Wetland,NULL,Wetland,Water
1041,Shrubland,Wetland,Wetland,NULL,Wetland,Forest
1042,Shrubland,Wetland,Wetland,Non_Water,Wetland,Grassland
1043,Shrubland,Wetland,Wetland,Non_Water,Wetland,Wetland
1044,Shrubland,Wetland,Wetland,Non_Water,Wetland,Water
1045,Shrubland,Wetland,Wetland,Water,NULL,Wetland
1046,Shrubland,Wetland,Wetland,Water,NULL,Water
1047,Shrubland,Wetland,Wetland,Water,Wetland,Grassland
1048,Shrubland,Wetland,Wetland,Water,Wetland,Wetland
1049,Shrubland,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
1050,Shrubland,Wetland,Wetland,Water,Wetland,Bareland
1051,Shrubland,Wetland,Wetland,Water,Wetland,Water
1052,Shrubland,Wetland,Wetland,Water,Wetland,Forest
1053,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1054,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1055,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1056,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1057,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1058,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1059,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1060,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1061,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1062,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1063,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
1064,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1065,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1066,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1067,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1068,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Water
1069,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Forest
1070,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1071,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1072,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Water
1073,Shrubland,Wetland,Bareland,Water,Non_Wetland,Grassland
1074,Shrubland,Wetland,Bareland,Water,Non_Wetland,Wetland
1075,Shrubland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1076,Shrubland,Wetland,Bareland,Water,Non_Wetland,Water
1077,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1078,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1079,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Water
1080,Shrubland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
1081,Shrubland,Wetland,Built-up,Water,Non_Wetland,Grassland
1082,Shrubland,Wetland,Built-up,Water,Non_Wetland,Wetland
1083,Shrubland,Wetland,Water,NULL,Water,Grassland
1084,Shrubland,Wetland,Water,NULL,Water,Wetland
1085,Shrubland,Wetland,Water,NULL,Water,Lichens_and_Mosses
1086,Shrubland,Wetland,Water,NULL,Water,Water
1087,Shrubland,Wetland,Water,Non_Water,Water,Wetland
1088,Shrubland,Wetland,Water,Non_Water,Water,Water
1089,Shrubland,Wetland,Water,Water,Water,Grassland
1090,Shrubland,Wetland,Water,Water,Water,Wetland
1091,Shrubland,Wetland,Water,Water,Water,Lichens_and_Mosses
1092,Shrubland,Wetland,Water,Water,Water,Water
1093,Shrubland,Wetland,Forest,NULL,Non_Wetland,Grassland
1094,Shrubland,Wetland,Forest,NULL,Non_Wetland,Wetland
1095,Shrubland,Wetland,Forest,NULL,Non_Wetland,Water
1096,Shrubland,Wetland,Forest,NULL,Non_Wetland,Forest
1097,Shrubland,Wetland,Forest,Water,Non_Wetland,Wetland
1098,Shrubland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1099,Shrubland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1100,Shrubland,Water,Shrubland,NULL,Non_Wetland,Grassland
1101,Shrubland,Water,Shrubland,NULL,Non_Wetland,Wetland
1102,Shrubland,Water,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1103,Shrubland,Water,Shrubland,NULL,Non_Wetland,Water
1104,Shrubland,Water,Shrubland,NULL,Non_Wetland,Forest
1105,Shrubland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1106,Shrubland,Water,Shrubland,Non_Water,Non_Wetland,Water
1107,Shrubland,Water,Shrubland,Water,Non_Wetland,Grassland
1108,Shrubland,Water,Shrubland,Water,Non_Wetland,Wetland
1109,Shrubland,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
1110,Shrubland,Water,Shrubland,Water,Non_Wetland,Water
1111,Shrubland,Water,Grassland,NULL,Non_Wetland,Grassland
1112,Shrubland,Water,Grassland,NULL,Non_Wetland,Wetland
1113,Shrubland,Water,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1114,Shrubland,Water,Grassland,NULL,Non_Wetland,Water
1115,Shrubland,Water,Grassland,Water,Non_Wetland,Wetland
1116,Shrubland,Water,Grassland,Water,Non_Wetland,Lichens_and_Mosses
1117,Shrubland,Water,Grassland,Water,Non_Wetland,Water
1118,Shrubland,Water,Wetland,NULL,Wetland,Grassland
1119,Shrubland,Water,Wetland,NULL,Wetland,Wetland
1120,Shrubland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
1121,Shrubland,Water,Wetland,NULL,Wetland,Water
1122,Shrubland,Water,Wetland,Non_Water,Wetland,Water
1123,Shrubland,Water,Wetland,Water,Wetland,Grassland
1124,Shrubland,Water,Wetland,Water,Wetland,Wetland
1125,Shrubland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
1126,Shrubland,Water,Wetland,Water,Wetland,Water
1127,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1128,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1129,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1130,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1131,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1132,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
1133,Shrubland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1134,Shrubland,Water,Bareland,NULL,Non_Wetland,Grassland
1135,Shrubland,Water,Bareland,NULL,Non_Wetland,Wetland
1136,Shrubland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1137,Shrubland,Water,Bareland,NULL,Non_Wetland,Water
1138,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Water
1139,Shrubland,Water,Bareland,Water,Non_Wetland,Grassland
1140,Shrubland,Water,Bareland,Water,Non_Wetland,Wetland
1141,Shrubland,Water,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1142,Shrubland,Water,Bareland,Water,Non_Wetland,Water
1143,Shrubland,Water,Water,NULL,Water,Grassland
1144,Shrubland,Water,Water,NULL,Water,Wetland
1145,Shrubland,Water,Water,NULL,Water,Water
1146,Shrubland,Water,Water,Non_Water,Water,Water
1147,Shrubland,Water,Water,Water,Water,Grassland
1148,Shrubland,Water,Water,Water,Water,Wetland
1149,Shrubland,Water,Water,Water,Water,Lichens_and_Mosses
1150,Shrubland,Water,Water,Water,Water,Water
1151,Shrubland,Water,Water,Water,Water,Forest
1152,Shrubland,Water,Forest,NULL,Non_Wetland,Wetland
1153,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
1154,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
1155,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1156,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Water
1157,Shrubland,Permanent_ice_and_snow,Shrubland,Non_Water,Non_Wetland,Grassland
1158,Shrubland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland
1159,Shrubland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Wetland
1160,Shrubland,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Water
1161,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
1162,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Water
1163,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
1164,Shrubland,Permanent_ice_and_snow,Wetland,NULL,NULL,Grassland
1165,Shrubland,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Water
1166,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland
1167,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
1168,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1169,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1170,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1171,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Grassland
1172,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
1173,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1174,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1175,Shrubland,Forest,Shrubland,NULL,Non_Wetland,Forest
1176,Shrubland,Forest,Shrubland,Water,Non_Wetland,Wetland
1177,Shrubland,Forest,Shrubland,Water,Non_Wetland,Water
1178,Shrubland,Forest,Grassland,NULL,Non_Wetland,Grassland
1179,Shrubland,Forest,Grassland,NULL,Non_Wetland,Wetland
1180,Shrubland,Forest,Grassland,NULL,Non_Wetland,Water
1181,Shrubland,Forest,Grassland,NULL,Non_Wetland,Forest
1182,Shrubland,Forest,Wetland,NULL,NULL,Grassland
1183,Shrubland,Forest,Wetland,NULL,NULL,Wetland
1184,Shrubland,Forest,Wetland,NULL,Wetland,Grassland
1185,Shrubland,Forest,Wetland,NULL,Wetland,Wetland
1186,Shrubland,Forest,Wetland,NULL,Wetland,Forest
1187,Shrubland,Forest,Wetland,Non_Water,Wetland,Wetland
1188,Shrubland,Forest,Wetland,Water,Wetland,Wetland
1189,Shrubland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1190,Shrubland,Forest,Bareland,NULL,Non_Wetland,Grassland
1191,Shrubland,Forest,Bareland,NULL,Non_Wetland,Wetland
1192,Shrubland,Forest,Bareland,NULL,Non_Wetland,Forest
1193,Shrubland,Forest,Bareland,Water,Non_Wetland,Wetland
1194,Shrubland,Forest,Forest,NULL,Non_Wetland,Wetland
1195,Shrubland,Forest,Forest,NULL,Non_Wetland,Forest
1196,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1197,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1198,Wetland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1199,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
1200,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
1201,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1202,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water
1203,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
1204,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
1205,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
1206,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
1207,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
1208,Wetland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1209,Wetland,NULL,Grassland,NULL,Non_Wetland,Water
1210,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
1211,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1212,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
1213,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
1214,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1215,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1216,Wetland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
1217,Wetland,NULL,Wetland,NULL,Wetland,Bareland
1218,Wetland,NULL,Wetland,NULL,Wetland,Water
1219,Wetland,NULL,Wetland,Water,Wetland,Wetland
1220,Wetland,NULL,Wetland,Water,Wetland,Water
1221,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1222,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1223,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1224,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
