Value,SIBERIA_2024_ESRI_Annual_LULC_2024_42VVP_M_R,SIBERIA_2024_GLC_FCS30D_2022_42VVP_M_R,SIBERIA_2024_GSW_Yearly_2021_42VVP_M_R,SIBERIA_2024_GWL_FCS30D_2022_42VVP_M_R,SIBERIA_2024_WorldCover_2021_42VVP_M_R
956,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Water
957,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Forest
958,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland
959,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Wetland
960,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
961,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
962,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
963,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Grassland
964,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland
965,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
966,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
967,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Built-up
968,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Water
969,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
970,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Water
971,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Forest
972,Permanent_ice_and_snow,Water,NULL,Water,Forest
973,Permanent_ice_and_snow,Water,Water,Water,Forest
974,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL
975,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
976,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
977,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Lichens_and_Mosses
978,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland
979,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Built-up
980,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Forest
981,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Grassland
982,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Bareland
983,Permanent_ice_and_snow,Forest,Non_Water,Non_Wetland,Forest
984,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland
985,Forest,NULL,NULL,Non_Wetland,NULL
986,Forest,NULL,NULL,Non_Wetland,Grassland
987,Forest,NULL,NULL,Non_Wetland,Wetland
988,Forest,NULL,NULL,Non_Wetland,Lichens_and_Mosses
989,Forest,NULL,NULL,Non_Wetland,Bareland
990,Forest,NULL,NULL,Non_Wetland,Built-up
991,Forest,NULL,NULL,Non_Wetland,Water
992,Forest,NULL,NULL,Non_Wetland,Forest
993,Forest,NULL,Non_Water,Non_Wetland,Grassland
994,Forest,NULL,Non_Water,Non_Wetland,Wetland
995,Forest,NULL,Non_Water,Non_Wetland,Bareland
996,Forest,NULL,Non_Water,Non_Wetland,Water
997,Forest,NULL,Non_Water,Non_Wetland,Forest
998,Forest,NULL,Water,Non_Wetland,Grassland
999,Forest,NULL,Water,Non_Wetland,Wetland
1000,Forest,NULL,Water,Non_Wetland,Bareland
1001,Forest,NULL,Water,Non_Wetland,Water
1002,Forest,NULL,Water,Non_Wetland,Forest
1003,Forest,Shrubland,NULL,Non_Wetland,NULL
1004,Forest,Shrubland,NULL,Non_Wetland,Grassland
1005,Forest,Shrubland,NULL,Non_Wetland,Cropland
1006,Forest,Shrubland,NULL,Non_Wetland,Wetland
1007,Forest,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1008,Forest,Shrubland,NULL,Non_Wetland,Bareland
1009,Forest,Shrubland,NULL,Non_Wetland,Built-up
1010,Forest,Shrubland,NULL,Non_Wetland,Water
1011,Forest,Shrubland,NULL,Non_Wetland,Forest
1012,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1013,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1014,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
1015,Forest,Shrubland,Non_Water,Non_Wetland,Water
1016,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1017,Forest,Shrubland,Water,Non_Wetland,Grassland
1018,Forest,Shrubland,Water,Non_Wetland,Water
1019,Forest,Shrubland,Water,Non_Wetland,Forest
1020,Forest,Grassland,NULL,Non_Wetland,Grassland
1021,Forest,Grassland,NULL,Non_Wetland,Cropland
1022,Forest,Grassland,NULL,Non_Wetland,Wetland
1023,Forest,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1024,Forest,Grassland,NULL,Non_Wetland,Bareland
1025,Forest,Grassland,NULL,Non_Wetland,Built-up
1026,Forest,Grassland,NULL,Non_Wetland,Forest
1027,Forest,Grassland,Non_Water,Non_Wetland,Forest
1028,Forest,Grassland,Water,Non_Wetland,Grassland
1029,Forest,Cropland,NULL,Non_Wetland,NULL
1030,Forest,Cropland,NULL,Non_Wetland,Grassland
1031,Forest,Cropland,NULL,Non_Wetland,Cropland
1032,Forest,Cropland,NULL,Non_Wetland,Wetland
1033,Forest,Cropland,NULL,Non_Wetland,Lichens_and_Mosses
1034,Forest,Cropland,NULL,Non_Wetland,Bareland
1035,Forest,Cropland,NULL,Non_Wetland,Built-up
1036,Forest,Cropland,NULL,Non_Wetland,Water
1037,Forest,Cropland,NULL,Non_Wetland,Forest
1038,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1039,Forest,Cropland,Non_Water,Non_Wetland,Bareland
1040,Forest,Cropland,Non_Water,Non_Wetland,Forest
1041,Forest,Cropland,Water,Non_Wetland,Grassland
1042,Forest,Cropland,Water,Non_Wetland,Bareland
1043,Forest,Cropland,Water,Non_Wetland,Forest
1044,Forest,Wetland,NULL,Wetland,NULL
1045,Forest,Wetland,NULL,Wetland,Grassland
1046,Forest,Wetland,NULL,Wetland,Wetland
1047,Forest,Wetland,NULL,Wetland,Bareland
1048,Forest,Wetland,NULL,Wetland,Built-up
1049,Forest,Wetland,NULL,Wetland,Water
1050,Forest,Wetland,NULL,Wetland,Forest
1051,Forest,Wetland,Non_Water,Wetland,NULL
1052,Forest,Wetland,Non_Water,Wetland,Grassland
1053,Forest,Wetland,Non_Water,Wetland,Wetland
1054,Forest,Wetland,Non_Water,Wetland,Lichens_and_Mosses
1055,Forest,Wetland,Non_Water,Wetland,Bareland
1056,Forest,Wetland,Non_Water,Wetland,Water
1057,Forest,Wetland,Non_Water,Wetland,Forest
1058,Forest,Wetland,Water,Wetland,Grassland
1059,Forest,Wetland,Water,Wetland,Wetland
1060,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
1061,Forest,Wetland,Water,Wetland,Bareland
1062,Forest,Wetland,Water,Wetland,Water
1063,Forest,Wetland,Water,Wetland,Forest
1064,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1065,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1066,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1067,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1068,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1069,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1070,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
1071,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1072,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1073,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1074,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
1075,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1076,Forest,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1077,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water
1078,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
1079,Forest,Bareland,NULL,Non_Wetland,NULL
1080,Forest,Bareland,NULL,Non_Wetland,Grassland
1081,Forest,Bareland,NULL,Non_Wetland,Cropland
1082,Forest,Bareland,NULL,Non_Wetland,Wetland
1083,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1084,Forest,Bareland,NULL,Non_Wetland,Bareland
1085,Forest,Bareland,NULL,Non_Wetland,Built-up
1086,Forest,Bareland,NULL,Non_Wetland,Water
1087,Forest,Bareland,NULL,Non_Wetland,Forest
1088,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1089,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1090,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1091,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1092,Forest,Bareland,Non_Water,Non_Wetland,Built-up
1093,Forest,Bareland,Non_Water,Non_Wetland,Water
1094,Forest,Bareland,Non_Water,Non_Wetland,Forest
1095,Forest,Bareland,Water,Non_Wetland,Grassland
1096,Forest,Bareland,Water,Non_Wetland,Wetland
1097,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1098,Forest,Bareland,Water,Non_Wetland,Bareland
1099,Forest,Bareland,Water,Non_Wetland,Water
1100,Forest,Bareland,Water,Non_Wetland,Forest
1101,Forest,Built-up,NULL,Non_Wetland,NULL
1102,Forest,Built-up,NULL,Non_Wetland,Grassland
1103,Forest,Built-up,NULL,Non_Wetland,Wetland
1104,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
1105,Forest,Built-up,NULL,Non_Wetland,Bareland
1106,Forest,Built-up,NULL,Non_Wetland,Built-up
1107,Forest,Built-up,NULL,Non_Wetland,Water
1108,Forest,Built-up,NULL,Non_Wetland,Forest
1109,Forest,Built-up,Non_Water,Non_Wetland,Grassland
1110,Forest,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
1111,Forest,Built-up,Non_Water,Non_Wetland,Bareland
1112,Forest,Built-up,Non_Water,Non_Wetland,Water
1113,Forest,Built-up,Non_Water,Non_Wetland,Forest
1114,Forest,Built-up,Water,Non_Wetland,Grassland
1115,Forest,Built-up,Water,Non_Wetland,Water
1116,Forest,Built-up,Water,Non_Wetland,Forest
1117,Forest,Water,NULL,Water,Grassland
1118,Forest,Water,NULL,Water,Wetland
1119,Forest,Water,NULL,Water,Lichens_and_Mosses
1120,Forest,Water,NULL,Water,Bareland
1121,Forest,Water,NULL,Water,Built-up
1122,Forest,Water,NULL,Water,Water
1123,Forest,Water,NULL,Water,Forest
1124,Forest,Water,Non_Water,Water,Grassland
1125,Forest,Water,Non_Water,Water,Wetland
1126,Forest,Water,Non_Water,Water,Bareland
1127,Forest,Water,Non_Water,Water,Water
1128,Forest,Water,Non_Water,Water,Forest
1129,Forest,Water,Water,Water,Grassland
1130,Forest,Water,Water,Water,Wetland
1131,Forest,Water,Water,Water,Water
1132,Forest,Water,Water,Water,Forest
1133,Forest,Forest,NULL,Non_Wetland,NULL
1134,Forest,Forest,NULL,Non_Wetland,Grassland
1135,Forest,Forest,NULL,Non_Wetland,Cropland
1136,Forest,Forest,NULL,Non_Wetland,Wetland
1137,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1138,Forest,Forest,NULL,Non_Wetland,Bareland
1139,Forest,Forest,NULL,Non_Wetland,Built-up
1140,Forest,Forest,NULL,Non_Wetland,Water
1141,Forest,Forest,NULL,Non_Wetland,Forest
1142,Forest,Forest,Non_Water,Non_Wetland,NULL
1143,Forest,Forest,Non_Water,Non_Wetland,Grassland
1144,Forest,Forest,Non_Water,Non_Wetland,Wetland
1145,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1146,Forest,Forest,Non_Water,Non_Wetland,Bareland
1147,Forest,Forest,Non_Water,Non_Wetland,Water
1148,Forest,Forest,Non_Water,Non_Wetland,Forest
1149,Forest,Forest,Water,Non_Wetland,Grassland
1150,Forest,Forest,Water,Non_Wetland,Wetland
1151,Forest,Forest,Water,Non_Wetland,Bareland
1152,Forest,Forest,Water,Non_Wetland,Water
1153,Forest,Forest,Water,Non_Wetland,Forest
