Value,SIBERIA_2024_ESA_CALU_2024_43WDP_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_43WDP_M_R,SIBERIA_2024_GLC_FCS30D_2022_43WDP_M_R,SIBERIA_2024_GSW_Yearly_2021_43WDP_M_R,SIBERIA_2024_GWL_FCS30D_2022_43WDP_M_R,SIBERIA_2024_WorldCover_2021_43WDP_M_R
803,NULL,Forest,Grassland,Water,Non_Wetland,Forest
804,NULL,Forest,Wetland,NULL,Wetland,Grassland
805,NULL,Forest,Wetland,NULL,Wetland,Wetland
806,NULL,Forest,Wetland,NULL,Wetland,Lichens_and_Mosses
807,NULL,Forest,Wetland,NULL,Wetland,Bareland
808,NULL,Forest,Wetland,NULL,Wetland,Built-up
809,NULL,Forest,Wetland,NULL,Wetland,Water
810,NULL,Forest,Wetland,NULL,Wetland,Forest
811,NULL,Forest,Wetland,Non_Water,Wetland,Grassland
812,NULL,Forest,Wetland,Non_Water,Wetland,Wetland
813,NULL,Forest,Wetland,Non_Water,Wetland,Lichens_and_Mosses
814,NULL,Forest,Wetland,Non_Water,Wetland,Bareland
815,NULL,Forest,Wetland,Non_Water,Wetland,Water
816,NULL,Forest,Wetland,Non_Water,Wetland,Forest
817,NULL,Forest,Wetland,Water,Wetland,Grassland
818,NULL,Forest,Wetland,Water,Wetland,Wetland
819,NULL,Forest,Wetland,Water,Wetland,Lichens_and_Mosses
820,NULL,Forest,Wetland,Water,Wetland,Bareland
821,NULL,Forest,Wetland,Water,Wetland,Water
822,NULL,Forest,Wetland,Water,Wetland,Forest
823,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
824,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
825,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
826,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
827,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water
828,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
829,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
830,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
831,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
832,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
833,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
834,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
835,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
836,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
837,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
838,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Bareland
839,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water
840,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
841,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
842,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
843,NULL,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
844,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
845,NULL,Forest,Bareland,NULL,Non_Wetland,Built-up
846,NULL,Forest,Bareland,NULL,Non_Wetland,Water
847,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
848,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland
849,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland
850,NULL,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
851,NULL,Forest,Bareland,Non_Water,Non_Wetland,Bareland
852,NULL,Forest,Bareland,Non_Water,Non_Wetland,Water
853,NULL,Forest,Bareland,Non_Water,Non_Wetland,Forest
854,NULL,Forest,Bareland,Water,Non_Wetland,Grassland
855,NULL,Forest,Bareland,Water,Non_Wetland,Wetland
856,NULL,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
857,NULL,Forest,Bareland,Water,Non_Wetland,Bareland
858,NULL,Forest,Bareland,Water,Non_Wetland,Water
859,NULL,Forest,Bareland,Water,Non_Wetland,Forest
860,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
861,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland
862,NULL,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
863,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland
864,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up
865,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
866,NULL,Forest,Built-up,Non_Water,Non_Wetland,Grassland
867,NULL,Forest,Built-up,Non_Water,Non_Wetland,Forest
868,NULL,Forest,Built-up,Water,Non_Wetland,Grassland
869,NULL,Forest,Water,NULL,Water,Grassland
870,NULL,Forest,Water,NULL,Water,Wetland
871,NULL,Forest,Water,NULL,Water,Lichens_and_Mosses
872,NULL,Forest,Water,NULL,Water,Bareland
873,NULL,Forest,Water,NULL,Water,Water
874,NULL,Forest,Water,NULL,Water,Forest
875,NULL,Forest,Water,Non_Water,Water,Grassland
876,NULL,Forest,Water,Non_Water,Water,Wetland
877,NULL,Forest,Water,Non_Water,Water,Water
878,NULL,Forest,Water,Non_Water,Water,Forest
879,NULL,Forest,Water,Water,Water,Grassland
880,NULL,Forest,Water,Water,Water,Wetland
881,NULL,Forest,Water,Water,Water,Lichens_and_Mosses
882,NULL,Forest,Water,Water,Water,Bareland
883,NULL,Forest,Water,Water,Water,Water
884,NULL,Forest,Water,Water,Water,Forest
885,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
886,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
887,NULL,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
888,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
889,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
890,NULL,Forest,Forest,NULL,Non_Wetland,Water
891,NULL,Forest,Forest,NULL,Non_Wetland,Forest
892,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
893,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland
894,NULL,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
895,NULL,Forest,Forest,Non_Water,Non_Wetland,Bareland
896,NULL,Forest,Forest,Non_Water,Non_Wetland,Water
897,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
898,NULL,Forest,Forest,Water,Non_Wetland,Grassland
899,NULL,Forest,Forest,Water,Non_Wetland,Wetland
900,NULL,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
901,NULL,Forest,Forest,Water,Non_Wetland,Bareland
902,NULL,Forest,Forest,Water,Non_Wetland,Water
903,NULL,Forest,Forest,Water,Non_Wetland,Forest
904,Shrubland,NULL,NULL,NULL,Non_Wetland,Grassland
905,Shrubland,NULL,NULL,NULL,Non_Wetland,Wetland
906,Shrubland,NULL,NULL,NULL,Non_Wetland,Forest
907,Shrubland,NULL,NULL,Water,Non_Wetland,Wetland
908,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Grassland
909,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Wetland
910,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
911,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Water
912,Shrubland,NULL,Shrubland,NULL,Non_Wetland,Forest
913,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
914,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
915,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
916,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Water
917,Shrubland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
918,Shrubland,NULL,Shrubland,Water,Non_Wetland,Grassland
919,Shrubland,NULL,Shrubland,Water,Non_Wetland,Wetland
920,Shrubland,NULL,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
921,Shrubland,NULL,Shrubland,Water,Non_Wetland,Forest
922,Shrubland,NULL,Grassland,NULL,Non_Wetland,Grassland
923,Shrubland,NULL,Grassland,NULL,Non_Wetland,Wetland
924,Shrubland,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
925,Shrubland,NULL,Grassland,NULL,Non_Wetland,Water
926,Shrubland,NULL,Grassland,NULL,Non_Wetland,Forest
927,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
928,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
929,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
930,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Water
931,Shrubland,NULL,Grassland,Non_Water,Non_Wetland,Forest
932,Shrubland,NULL,Grassland,Water,Non_Wetland,Grassland
933,Shrubland,NULL,Grassland,Water,Non_Wetland,Wetland
934,Shrubland,NULL,Grassland,Water,Non_Wetland,Lichens_and_Mosses
935,Shrubland,NULL,Grassland,Water,Non_Wetland,Water
936,Shrubland,NULL,Wetland,NULL,Wetland,Grassland
937,Shrubland,NULL,Wetland,NULL,Wetland,Wetland
938,Shrubland,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
939,Shrubland,NULL,Wetland,NULL,Wetland,Water
940,Shrubland,NULL,Wetland,NULL,Wetland,Forest
941,Shrubland,NULL,Wetland,Non_Water,Wetland,Grassland
942,Shrubland,NULL,Wetland,Non_Water,Wetland,Wetland
943,Shrubland,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
944,Shrubland,NULL,Wetland,Non_Water,Wetland,Water
945,Shrubland,NULL,Wetland,Water,Wetland,Grassland
946,Shrubland,NULL,Wetland,Water,Wetland,Wetland
947,Shrubland,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
948,Shrubland,NULL,Wetland,Water,Wetland,Water
949,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
950,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
951,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
952,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
953,Shrubland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
954,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
955,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
956,Shrubland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
957,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
958,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
959,Shrubland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
960,Shrubland,NULL,Bareland,NULL,Non_Wetland,Grassland
961,Shrubland,NULL,Bareland,NULL,Non_Wetland,Wetland
962,Shrubland,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
963,Shrubland,NULL,Bareland,NULL,Non_Wetland,Bareland
964,Shrubland,NULL,Bareland,NULL,Non_Wetland,Built-up
965,Shrubland,NULL,Bareland,NULL,Non_Wetland,Water
966,Shrubland,NULL,Bareland,NULL,Non_Wetland,Forest
967,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
968,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
969,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
970,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Water
971,Shrubland,NULL,Bareland,Non_Water,Non_Wetland,Forest
972,Shrubland,NULL,Bareland,Water,Non_Wetland,Grassland
973,Shrubland,NULL,Bareland,Water,Non_Wetland,Wetland
974,Shrubland,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
975,Shrubland,NULL,Bareland,Water,Non_Wetland,Water
976,Shrubland,NULL,Bareland,Water,Non_Wetland,Forest
977,Shrubland,NULL,Built-up,NULL,Non_Wetland,Grassland
978,Shrubland,NULL,Built-up,NULL,Non_Wetland,Wetland
979,Shrubland,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
980,Shrubland,NULL,Built-up,NULL,Non_Wetland,Built-up
981,Shrubland,NULL,Built-up,NULL,Non_Wetland,Forest
982,Shrubland,NULL,Built-up,Water,Non_Wetland,Water
983,Shrubland,NULL,Water,NULL,Water,Grassland
984,Shrubland,NULL,Water,NULL,Water,Wetland
985,Shrubland,NULL,Water,NULL,Water,Lichens_and_Mosses
986,Shrubland,NULL,Water,Non_Water,Water,Grassland
987,Shrubland,NULL,Water,Non_Water,Water,Wetland
988,Shrubland,NULL,Water,Non_Water,Water,Lichens_and_Mosses
989,Shrubland,NULL,Water,Non_Water,Water,Water
990,Shrubland,NULL,Water,Water,Water,Grassland
991,Shrubland,NULL,Water,Water,Water,Wetland
992,Shrubland,NULL,Water,Water,Water,Lichens_and_Mosses
993,Shrubland,NULL,Water,Water,Water,Water
994,Shrubland,NULL,Forest,NULL,Non_Wetland,Grassland
995,Shrubland,NULL,Forest,NULL,Non_Wetland,Wetland
996,Shrubland,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
997,Shrubland,NULL,Forest,NULL,Non_Wetland,Water
998,Shrubland,NULL,Forest,NULL,Non_Wetland,Forest
999,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1000,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1001,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1002,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Water
1003,Shrubland,NULL,Forest,Non_Water,Non_Wetland,Forest
1004,Shrubland,NULL,Forest,Water,Non_Wetland,Grassland
1005,Shrubland,NULL,Forest,Water,Non_Wetland,Wetland
1006,Shrubland,NULL,Forest,Water,Non_Wetland,Lichens_and_Mosses
1007,Shrubland,NULL,Forest,Water,Non_Wetland,Water
1008,Shrubland,NULL,Forest,Water,Non_Wetland,Forest
1009,Shrubland,Wetland,NULL,NULL,Non_Wetland,Grassland
1010,Shrubland,Wetland,NULL,NULL,Non_Wetland,Wetland
1011,Shrubland,Wetland,NULL,NULL,Non_Wetland,Forest
1012,Shrubland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
1013,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1014,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1015,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1016,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Water
1017,Shrubland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1018,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1019,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1020,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1021,Shrubland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1022,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1023,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1024,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Water
1025,Shrubland,Wetland,Shrubland,Water,Non_Wetland,Forest
1026,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1027,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1028,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1029,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Water
1030,Shrubland,Wetland,Grassland,NULL,Non_Wetland,Forest
1031,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1032,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1033,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
1034,Shrubland,Wetland,Grassland,Non_Water,Non_Wetland,Water
1035,Shrubland,Wetland,Grassland,Water,Non_Wetland,Grassland
1036,Shrubland,Wetland,Grassland,Water,Non_Wetland,Wetland
1037,Shrubland,Wetland,Grassland,Water,Non_Wetland,Water
1038,Shrubland,Wetland,Grassland,Water,Non_Wetland,Forest
1039,Shrubland,Wetland,Wetland,NULL,Wetland,Grassland
1040,Shrubland,Wetland,Wetland,NULL,Wetland,Wetland
1041,Shrubland,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
1042,Shrubland,Wetland,Wetland,NULL,Wetland,Water
1043,Shrubland,Wetland,Wetland,NULL,Wetland,Forest
1044,Shrubland,Wetland,Wetland,Non_Water,Wetland,Grassland
1045,Shrubland,Wetland,Wetland,Non_Water,Wetland,Wetland
1046,Shrubland,Wetland,Wetland,Non_Water,Wetland,Water
1047,Shrubland,Wetland,Wetland,Non_Water,Wetland,Forest
1048,Shrubland,Wetland,Wetland,Water,Wetland,Grassland
1049,Shrubland,Wetland,Wetland,Water,Wetland,Wetland
1050,Shrubland,Wetland,Wetland,Water,Wetland,Water
1051,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1052,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1053,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1054,Shrubland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
1055,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1056,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1057,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
1058,Shrubland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1059,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1060,Shrubland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
1061,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1062,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1063,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1064,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Water
1065,Shrubland,Wetland,Bareland,NULL,Non_Wetland,Forest
1066,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1067,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1068,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
1069,Shrubland,Wetland,Bareland,Non_Water,Non_Wetland,Water
1070,Shrubland,Wetland,Bareland,Water,Non_Wetland,Grassland
1071,Shrubland,Wetland,Bareland,Water,Non_Wetland,Wetland
1072,Shrubland,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1073,Shrubland,Wetland,Bareland,Water,Non_Wetland,Water
1074,Shrubland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1075,Shrubland,Wetland,Water,NULL,Water,Grassland
1076,Shrubland,Wetland,Water,NULL,Water,Wetland
1077,Shrubland,Wetland,Water,NULL,Water,Lichens_and_Mosses
1078,Shrubland,Wetland,Water,NULL,Water,Water
1079,Shrubland,Wetland,Water,NULL,Water,Forest
1080,Shrubland,Wetland,Water,Non_Water,Water,Grassland
1081,Shrubland,Wetland,Water,Non_Water,Water,Wetland
1082,Shrubland,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
1083,Shrubland,Wetland,Water,Non_Water,Water,Water
1084,Shrubland,Wetland,Water,Water,Water,Grassland
1085,Shrubland,Wetland,Water,Water,Water,Wetland
1086,Shrubland,Wetland,Water,Water,Water,Lichens_and_Mosses
1087,Shrubland,Wetland,Water,Water,Water,Water
1088,Shrubland,Wetland,Water,Water,Water,Forest
1089,Shrubland,Wetland,Forest,NULL,Non_Wetland,Grassland
1090,Shrubland,Wetland,Forest,NULL,Non_Wetland,Wetland
1091,Shrubland,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1092,Shrubland,Wetland,Forest,NULL,Non_Wetland,Water
1093,Shrubland,Wetland,Forest,NULL,Non_Wetland,Forest
1094,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1095,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1096,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
1097,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Water
1098,Shrubland,Wetland,Forest,Non_Water,Non_Wetland,Forest
1099,Shrubland,Wetland,Forest,Water,Non_Wetland,Grassland
1100,Shrubland,Wetland,Forest,Water,Non_Wetland,Wetland
1101,Shrubland,Wetland,Forest,Water,Non_Wetland,Water
1102,Shrubland,Wetland,Forest,Water,Non_Wetland,Forest
1103,Shrubland,Bareland,Wetland,NULL,Wetland,Forest
1104,Shrubland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1105,Shrubland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1106,Shrubland,Built-up,Bareland,NULL,Non_Wetland,Forest
1107,Shrubland,Water,Shrubland,NULL,Non_Wetland,Wetland
1108,Shrubland,Water,Shrubland,NULL,Non_Wetland,Water
1109,Shrubland,Water,Shrubland,NULL,Non_Wetland,Forest
1110,Shrubland,Water,Shrubland,Water,Non_Wetland,Water
1111,Shrubland,Water,Grassland,NULL,Non_Wetland,Grassland
1112,Shrubland,Water,Grassland,NULL,Non_Wetland,Wetland
1113,Shrubland,Water,Grassland,NULL,Non_Wetland,Water
1114,Shrubland,Water,Grassland,Non_Water,Non_Wetland,Wetland
1115,Shrubland,Water,Grassland,Water,Non_Wetland,Grassland
1116,Shrubland,Water,Grassland,Water,Non_Wetland,Water
1117,Shrubland,Water,Wetland,NULL,Wetland,Grassland
1118,Shrubland,Water,Wetland,NULL,Wetland,Wetland
1119,Shrubland,Water,Wetland,NULL,Wetland,Lichens_and_Mosses
1120,Shrubland,Water,Wetland,NULL,Wetland,Water
1121,Shrubland,Water,Wetland,NULL,Wetland,Forest
1122,Shrubland,Water,Wetland,Non_Water,Wetland,Grassland
1123,Shrubland,Water,Wetland,Non_Water,Wetland,Wetland
1124,Shrubland,Water,Wetland,Non_Water,Wetland,Water
1125,Shrubland,Water,Wetland,Water,Wetland,Grassland
1126,Shrubland,Water,Wetland,Water,Wetland,Wetland
1127,Shrubland,Water,Wetland,Water,Wetland,Lichens_and_Mosses
1128,Shrubland,Water,Wetland,Water,Wetland,Water
1129,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1130,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1131,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
1132,Shrubland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1133,Shrubland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
1134,Shrubland,Water,Bareland,NULL,Non_Wetland,Grassland
1135,Shrubland,Water,Bareland,NULL,Non_Wetland,Wetland
1136,Shrubland,Water,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1137,Shrubland,Water,Bareland,NULL,Non_Wetland,Bareland
1138,Shrubland,Water,Bareland,NULL,Non_Wetland,Water
1139,Shrubland,Water,Bareland,NULL,Non_Wetland,Forest
1140,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1141,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Wetland
1142,Shrubland,Water,Bareland,Non_Water,Non_Wetland,Water
1143,Shrubland,Water,Bareland,Water,Non_Wetland,Grassland
1144,Shrubland,Water,Bareland,Water,Non_Wetland,Wetland
1145,Shrubland,Water,Bareland,Water,Non_Wetland,Water
1146,Shrubland,Water,Built-up,Non_Water,Non_Wetland,Water
1147,Shrubland,Water,Water,NULL,Water,Grassland
1148,Shrubland,Water,Water,NULL,Water,Wetland
1149,Shrubland,Water,Water,NULL,Water,Lichens_and_Mosses
1150,Shrubland,Water,Water,NULL,Water,Water
1151,Shrubland,Water,Water,Non_Water,Water,Wetland
1152,Shrubland,Water,Water,Non_Water,Water,Water
1153,Shrubland,Water,Water,Water,Water,Grassland
1154,Shrubland,Water,Water,Water,Water,Wetland
1155,Shrubland,Water,Water,Water,Water,Water
1156,Shrubland,Water,Forest,NULL,Non_Wetland,Grassland
1157,Shrubland,Water,Forest,NULL,Non_Wetland,Wetland
1158,Shrubland,Water,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1159,Shrubland,Water,Forest,NULL,Non_Wetland,Water
1160,Shrubland,Water,Forest,NULL,Non_Wetland,Forest
1161,Shrubland,Water,Forest,Non_Water,Non_Wetland,Grassland
1162,Shrubland,Water,Forest,Non_Water,Non_Wetland,Wetland
1163,Shrubland,Water,Forest,Non_Water,Non_Wetland,Water
1164,Shrubland,Water,Forest,Water,Non_Wetland,Grassland
1165,Shrubland,Water,Forest,Water,Non_Wetland,Wetland
1166,Shrubland,Water,Forest,Water,Non_Wetland,Lichens_and_Mosses
1167,Shrubland,Water,Forest,Water,Non_Wetland,Water
1168,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
1169,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland
1170,Shrubland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest
1171,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
1172,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Wetland
1173,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1174,Shrubland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest
1175,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland
1176,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland
1177,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Lichens_and_Mosses
1178,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water
1179,Shrubland,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest
1180,Shrubland,Permanent_ice_and_snow,Wetland,Water,Wetland,Water
1181,Shrubland,Permanent_ice_and_snow,Lichens_and_Mosses,Water,Non_Wetland,Water
1182,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1183,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland
1184,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
1185,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
1186,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Built-up
1187,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Water
1188,Shrubland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest
1189,Shrubland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Wetland
1190,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Lichens_and_Mosses
1191,Shrubland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Water
1192,Shrubland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest
1193,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Grassland
1194,Shrubland,Permanent_ice_and_snow,Water,NULL,Water,Wetland
1195,Shrubland,Permanent_ice_and_snow,Water,Water,Water,Water
1196,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland
1197,Shrubland,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland
