Value,SIBERIA_2024_ESRI_Annual_LULC_2024_44WPB_M_R,SIBERIA_2024_GLC_FCS30D_2022_44WPB_M_R,SIBERIA_2024_GSW_Yearly_2021_44WPB_M_R,SIBERIA_2024_GWL_FCS30D_2022_44WPB_M_R,SIBERIA_2024_WorldCover_2021_44WPB_M_R
909,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
910,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
911,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
912,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
913,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland
914,Forest,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
915,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water
916,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest
917,Forest,Bareland,NULL,Non_Wetland,Grassland
918,Forest,Bareland,NULL,Non_Wetland,Wetland
919,Forest,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
920,Forest,Bareland,NULL,Non_Wetland,Bareland
921,Forest,Bareland,NULL,Non_Wetland,Water
922,Forest,Bareland,NULL,Non_Wetland,Forest
923,Forest,Bareland,Non_Water,Non_Wetland,Grassland
924,Forest,Bareland,Non_Water,Non_Wetland,Wetland
925,Forest,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
926,Forest,Bareland,Non_Water,Non_Wetland,Bareland
927,Forest,Bareland,Non_Water,Non_Wetland,Water
928,Forest,Bareland,Non_Water,Non_Wetland,Forest
929,Forest,Bareland,Water,Non_Wetland,Grassland
930,Forest,Bareland,Water,Non_Wetland,Wetland
931,Forest,Bareland,Water,Non_Wetland,Lichens_and_Mosses
932,Forest,Bareland,Water,Non_Wetland,Bareland
933,Forest,Bareland,Water,Non_Wetland,Water
934,Forest,Bareland,Water,Non_Wetland,Forest
935,Forest,Built-up,NULL,Non_Wetland,Grassland
936,Forest,Built-up,NULL,Non_Wetland,Wetland
937,Forest,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
938,Forest,Built-up,NULL,Non_Wetland,Bareland
939,Forest,Built-up,NULL,Non_Wetland,Water
940,Forest,Built-up,NULL,Non_Wetland,Forest
941,Forest,Built-up,Non_Water,Non_Wetland,Grassland
942,Forest,Built-up,Non_Water,Non_Wetland,Wetland
943,Forest,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
944,Forest,Built-up,Non_Water,Non_Wetland,Bareland
945,Forest,Built-up,Non_Water,Non_Wetland,Water
946,Forest,Built-up,Non_Water,Non_Wetland,Forest
947,Forest,Built-up,Water,Non_Wetland,Grassland
948,Forest,Built-up,Water,Non_Wetland,Wetland
949,Forest,Built-up,Water,Non_Wetland,Lichens_and_Mosses
950,Forest,Built-up,Water,Non_Wetland,Bareland
951,Forest,Built-up,Water,Non_Wetland,Water
952,Forest,Built-up,Water,Non_Wetland,Forest
953,Forest,Water,NULL,Water,Grassland
954,Forest,Water,NULL,Water,Wetland
955,Forest,Water,NULL,Water,Lichens_and_Mosses
956,Forest,Water,NULL,Water,Water
957,Forest,Water,NULL,Water,Forest
958,Forest,Water,Non_Water,Water,Grassland
959,Forest,Water,Non_Water,Water,Wetland
960,Forest,Water,Non_Water,Water,Lichens_and_Mosses
961,Forest,Water,Non_Water,Water,Bareland
962,Forest,Water,Non_Water,Water,Water
963,Forest,Water,Non_Water,Water,Forest
964,Forest,Water,Water,Water,Grassland
965,Forest,Water,Water,Water,Wetland
966,Forest,Water,Water,Water,Lichens_and_Mosses
967,Forest,Water,Water,Water,Bareland
968,Forest,Water,Water,Water,Water
969,Forest,Water,Water,Water,Forest
970,Forest,Forest,NULL,Non_Wetland,Grassland
971,Forest,Forest,NULL,Non_Wetland,Wetland
972,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
973,Forest,Forest,NULL,Non_Wetland,Bareland
974,Forest,Forest,NULL,Non_Wetland,Water
975,Forest,Forest,NULL,Non_Wetland,Forest
976,Forest,Forest,Non_Water,Non_Wetland,Grassland
977,Forest,Forest,Non_Water,Non_Wetland,Wetland
978,Forest,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
979,Forest,Forest,Non_Water,Non_Wetland,Bareland
980,Forest,Forest,Non_Water,Non_Wetland,Water
981,Forest,Forest,Non_Water,Non_Wetland,Forest
982,Forest,Forest,Water,Non_Wetland,Grassland
983,Forest,Forest,Water,Non_Wetland,Wetland
984,Forest,Forest,Water,Non_Wetland,Lichens_and_Mosses
985,Forest,Forest,Water,Non_Wetland,Bareland
986,Forest,Forest,Water,Non_Wetland,Water
987,Forest,Forest,Water,Non_Wetland,Forest
